as,number of aliased prefix,ratio of aliased prefix,org_name,country,category,sub_category
812,34,0.00087,Rogers Communications Canada Inc.,CA,Computer and Information Technology,Internet Service Provider (ISP)
262287,34,0.00087,Latitude.sh LTDA,BR,Computer and Information Technology,Hosting and Cloud Provider
9498,33,0.00085,Bharti Airtel Limited,IN,Computer and Information Technology,Internet Service Provider (ISP)
204916,33,0.00085,"RACKTECH CO., LTD.",TH,None,None
396356,32,0.00082,Latitude.sh,US,Computer and Information Technology,Internet Service Provider (ISP)
205745,32,0.00082,CONTRUST SOLUTIONS S.R.L.,MD,None,None
45758,32,0.00082,Triple T Broadband Public Company Limited,TH,Computer and Information Technology,Internet Service Provider (ISP)
9500,31,0.0008,One New Zealand Group Limited,NZ,Computer and Information Technology,Internet Service Provider (ISP)
5432,31,0.0008,Proximus NV,BE,Computer and Information Technology,Internet Service Provider (ISP)
5606,30,0.00077,GTS Telecom SRL,RO,Computer and Information Technology,Internet Service Provider (ISP)
51468,25,0.00064,One.com A/S,DK,Computer and Information Technology,None
9829,25,0.00064,Bharat Sanchar Nigam Ltd,IN,Computer and Information Technology,Internet Service Provider (ISP)
852,25,0.00064,TELUS Communications Inc.,CA,Computer and Information Technology,Internet Service Provider (ISP)
41378,24,0.00062,Kirino LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
53356,23,0.00059,Free Range Cloud Hosting Inc.,CA,Computer and Information Technology,Internet Service Provider (ISP)
29413,22,0.00057,KOMRO Gesellschaft fuer Telekommunikation mit beschraenkter Haftung,DE,Computer and Information Technology,Internet Service Provider (ISP)
10881,21,0.00054,FUNPAR - Fundacao da UFPR para o DCTC,BR,Education and Research,None
198066,20,0.00051,"Grupo Loading Systems, S.L.",ES,Computer and Information Technology,Internet Service Provider (ISP)
577,20,0.00051,Bell Canada,CA,Computer and Information Technology,Internet Service Provider (ISP)
33438,19,0.00049,"StackPath, LLC.",US,Computer and Information Technology,Computer and Network Security
56040,19,0.00049,China Mobile Communications Corporation,CN,Computer and Information Technology,Internet Service Provider (ISP)
4134,18,0.00046,"No.31,Jin-rong Street",CN,Computer and Information Technology,Internet Service Provider (ISP)
42925,18,0.00046,Internet Rimon LTD,IL,Computer and Information Technology,Internet Service Provider (ISP)
210403,18,0.00046,Groupe LWS SARL,FR,None,None
203432,17,0.00044,Association FAImaison,FR,Community Groups and Nonprofits,Other
1930,17,0.00044,"Fundacao para a Ciencia e a Tecnologia, I.P.",PT,Computer and Information Technology,Internet Service Provider (ISP)
211298,16,0.00041,Constantine Cybersecurity Ltd.,GB,Computer and Information Technology,None
25019,16,0.00041,Saudi Telecom Company JSC,SA,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
207375,16,0.00041,Fiber Operator B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
55081,15,0.00039,24 SHELLS,US,Computer and Information Technology,Internet Service Provider (ISP)
46562,15,0.00039,Performive LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
7545,14,0.00036,TPG Internet Pty Ltd,AU,Computer and Information Technology,Internet Service Provider (ISP)
9534,14,0.00036,Maxis Broadband Sdn Bhd,MY,Computer and Information Technology,Internet Service Provider (ISP)
38266,14,0.00036,Vodafone Idea Ltd. (VIL),IN,Computer and Information Technology,Internet Service Provider (ISP)
40676,14,0.00036,Psychz Networks,US,Computer and Information Technology,Hosting and Cloud Provider
397220,14,0.00036,Neustar Security Services,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
9808,14,0.00036,China Mobile,CN,Computer and Information Technology,Internet Service Provider (ISP)
4637,13,0.00033,Telstra International Limited,HK,Computer and Information Technology,Internet Service Provider (ISP)
3389,13,0.00033,Ford Motor Company,US,"Freight, Shipment, and Postal Services",None
25923,13,0.00033,"ChoicePoint, Inc.",US,Computer and Information Technology,Software Development
7679,13,0.00033,"QTnet,Inc.",JP,None,None
16625,13,0.00033,"Akamai Technologies, Inc.",US,Computer and Information Technology,Computer and Network Security
9381,12,0.00031,HKBN Enterprise Solutions HK Limited,HK,Computer and Information Technology,Internet Service Provider (ISP)
39122,12,0.00031,Blacknight Internet Solutions Limited,IE,Computer and Information Technology,Software Development
204779,12,0.00031,Local Loop Oy,FI,Computer and Information Technology,Software Development
1257,12,0.00031,Tele2 Sverige AB,SE,Computer and Information Technology,Internet Service Provider (ISP)
205212,11,0.00028,LoudTronix Inc.,CA,Community Groups and Nonprofits,Other
2860,11,0.00028,"NOS COMUNICACOES, S.A.",PT,Computer and Information Technology,Internet Service Provider (ISP)
205807,11,0.00028,Essener Systemhaus,DE,Computer and Information Technology,None
140903,11,0.00028,China Telecom,CN,Computer and Information Technology,None
22995,11,0.00028,Xplornet Communications Inc.,CA,Computer and Information Technology,Internet Service Provider (ISP)
8657,11,0.00028,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,PT,Computer and Information Technology,Internet Service Provider (ISP)
59504,11,0.00028,LLC Vpsville,RU,Computer and Information Technology,Software Development
4788,11,0.00028,TM TECHNOLOGY SERVICES SDN BHD,MY,Computer and Information Technology,Internet Service Provider (ISP)
395839,10,0.00026,HOSTKEY,US,Computer and Information Technology,Phone Provider
8781,10,0.00026,Ooredoo Q.S.C.,QA,Computer and Information Technology,Internet Service Provider (ISP)
11019,10,0.00026,"HAProxy Technologies, Inc.",US,Computer and Information Technology,Computer and Network Security
53667,10,0.00026,FranTech Solutions,US,Computer and Information Technology,Hosting and Cloud Provider
8342,10,0.00026,JSC RTComm.RU,RU,Computer and Information Technology,Internet Service Provider (ISP)
10474,10,0.00026,Dimension Data,ZA,Computer and Information Technology,Internet Service Provider (ISP)
201217,10,0.00026,RADISHCLOUD TECHNOLOGY LLC,US,None,None
58057,10,0.00026,Securebit AG,CH,Computer and Information Technology,Internet Service Provider (ISP)
60068,9,0.00023,Datacamp Limited,GB,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
54113,9,0.00023,"Fastly, Inc.",US,Computer and Information Technology,Software Development
62571,9,0.00023,IMPERVA INC,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
3741,9,0.00023,Dimension Data,ZA,Computer and Information Technology,Internet Service Provider (ISP)
58542,9,0.00023,"Tianjij,300000",CN,Computer and Information Technology,Internet Service Provider (ISP)
34665,9,0.00023,Petersburg Internet Network ltd.,RU,Computer and Information Technology,Internet Service Provider (ISP)
202505,8,0.00021,NETBUDUR TELEKOMUNIKASYON LIMITED SIRKETI,TR,Computer and Information Technology,Hosting and Cloud Provider
30721,8,0.00021,SatGate LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
64267,8,0.00021,Sprious LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
33387,8,0.00021,"Nocix, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
25532,8,0.00021,"LLC ""MASTERHOST""",RU,Computer and Information Technology,Software Development
44812,8,0.00021,IP SERVER LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
17185,8,0.00021,Data102,US,Computer and Information Technology,Internet Service Provider (ISP)
22822,8,0.00021,"Limelight Networks, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
212786,8,0.00021,DIGITAL NETWORK S.R.L.,MD,Computer and Information Technology,Hosting and Cloud Provider
210107,8,0.00021,PLUSWEB SUNUCU INTERNET HIZMETLERI TICARET LIMITED SIRKETI,TR,Computer and Information Technology,Internet Service Provider (ISP)
51430,8,0.00021,AltusHost B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
42846,8,0.00021,GNET Internet Telekomunikasyon A.S.,TR,Computer and Information Technology,Internet Service Provider (ISP)
16276,8,0.00021,OVH SAS,FR,Computer and Information Technology,Hosting and Cloud Provider
51873,8,0.00021,Arcade Solutions AG,CH,Computer and Information Technology,Internet Service Provider (ISP)
45899,8,0.00021,Vietnam Posts and Telecommunications (VNPT),VN,Computer and Information Technology,Internet Service Provider (ISP)
133480,8,0.00021,Intergrid Group Pty Ltd,AU,Computer and Information Technology,Internet Service Provider (ISP)
29182,8,0.00021,JSC IOT,RU,Computer and Information Technology,None
197992,7,0.00018,DEFSOLUTION LLC,US,None,None
398962,7,0.00018,CONTROLD INC.,CA,Community Groups and Nonprofits,Other
14522,7,0.00018,Satnet,EC,Computer and Information Technology,Internet Service Provider (ISP)
8100,7,0.00018,QuadraNet Enterprises LLC,US,Computer and Information Technology,Computer and Network Security
56046,7,0.00018,China Mobile Communications Corporation,CN,Computer and Information Technology,Internet Service Provider (ISP)
63023,7,0.00018,GTHost,US,Computer and Information Technology,Internet Service Provider (ISP)
41717,7,0.00018,Telfly Technology Limited,HK,None,None
48635,7,0.00018,CLDIN B.V.,NL,Computer and Information Technology,Hosting and Cloud Provider
61967,7,0.00018,telematis Netzwerke GmbH,DE,Computer and Information Technology,None
29670,6,0.00015,Individual Network Berlin e.V.,DE,Community Groups and Nonprofits,None
44066,6,0.00015,firstcolo GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
174,6,0.00015,Cogent Communications,US,Computer and Information Technology,Internet Service Provider (ISP)
9121,6,0.00015,Turk Telekomunikasyon Anonim Sirketi,TR,Computer and Information Technology,Internet Service Provider (ISP)
18779,6,0.00015,EGIHosting,US,Computer and Information Technology,Internet Service Provider (ISP)
3215,6,0.00015,Orange S.A.,FR,Computer and Information Technology,Internet Service Provider (ISP)
58453,6,0.00015,China Mobile International Limited,HK,Computer and Information Technology,Internet Service Provider (ISP)
40630,6,0.00015,"GridFury, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
198231,6,0.00015,SIXNET OPERATION LTD,GB,None,None
140810,6,0.00015,Megacore Technology Company Limited,VN,Computer and Information Technology,Internet Service Provider (ISP)
29222,6,0.00015,Infomaniak Network SA,CH,Computer and Information Technology,None
61317,6,0.00015,Hivelocity Inc,US,Computer and Information Technology,None
27823,6,0.00015,Dattatec.com,AR,Computer and Information Technology,None
17378,6,0.00015,"TierPoint, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
137702,6,0.00015,China Telecom,CN,Computer and Information Technology,None
13999,6,0.00015,"Mega Cable, S.A. de C.V.",MX,Computer and Information Technology,Internet Service Provider (ISP)
134768,5,0.00013,CHINANET SHAANXI province Cloud Base network,CN,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
51115,5,0.00013,HLL LLC,RU,Computer and Information Technology,None
397373,5,0.00013,H4Y Technologies LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
131486,5,0.00013,"Beijing Jingdong 360 Degree E-commerce Co., Ltd.",CN,"Museums, Libraries, and Entertainment","Recreation, Sports, and Performing Arts"
44477,5,0.00013,STARK INDUSTRIES SOLUTIONS LTD,GB,Manufacturing,"Metal, Glass, Wood, and Paper Manufacturing"
61323,5,0.00013,ANS ACADEMY LIMITED,GB,Computer and Information Technology,None
12876,5,0.00013,SCALEWAY S.A.S.,FR,Computer and Information Technology,None
138997,5,0.00013,Eons Data Communications Limited,HK,Computer and Information Technology,Internet Service Provider (ISP)
15557,5,0.00013,Societe Francaise Du Radiotelephone - SFR SA,FR,Computer and Information Technology,Internet Service Provider (ISP)
22697,5,0.00013,Roblox,US,Computer and Information Technology,Internet Service Provider (ISP)
11917,5,0.00013,WhatsApp,US,"Retail Stores, Wholesale, and E-commerce Sites",None
55303,5,0.00013,"Eagle Sky Co., Lt",BZ,Computer and Information Technology,Hosting and Cloud Provider
197695,5,0.00013,"Domain names registrar REG.RU, Ltd",RU,Computer and Information Technology,None
62240,5,0.00013,Clouvider Limited,GB,Computer and Information Technology,Internet Service Provider (ISP)
12360,4,0.0001,KEVAG Telekom GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
20853,4,0.0001,eTOP sp. z o.o.,PL,Computer and Information Technology,Internet Service Provider (ISP)
42003,4,0.0001,LIBANTELECOM,LB,Computer and Information Technology,Internet Service Provider (ISP)
25198,4,0.0001,INTERKVM HOST SRL,RO,Computer and Information Technology,Internet Service Provider (ISP)
48261,4,0.0001,socialimprove LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
40509,4,0.0001,"Fly.io, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
13030,4,0.0001,Init7 (Switzerland) Ltd.,CH,Computer and Information Technology,Internet Service Provider (ISP)
3223,4,0.0001,Voxility LLP,GB,Computer and Information Technology,Internet Service Provider (ISP)
200351,4,0.0001,Guanzhong Chen,CA,Education and Research,Other
210079,4,0.0001,EuroByte LLC,RU,Construction and Real Estate,"Civil Engineering Construction (Utility Lines, Roads and Bridges)"
57043,4,0.0001,HOSTKEY B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
60032,4,0.0001,Coriolis Telecom SAS,FR,Computer and Information Technology,Internet Service Provider (ISP)
216435,4,0.0001,Plim Mobile Telecom LLC,US,None,None
208492,4,0.0001,S.J.M. Steffann,NL,Community Groups and Nonprofits,"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)"
60906,4,0.0001,Playdom B.V.,CW,Computer and Information Technology,Hosting and Cloud Provider
209622,4,0.0001,uPress Inc,US,Computer and Information Technology,Software Development
202044,4,0.0001,"Getechbrothers, MB",LT,Computer and Information Technology,Internet Service Provider (ISP)
24921,4,0.0001,Latvijas Mobilais Telefons SIA,LV,Computer and Information Technology,Internet Service Provider (ISP)
16724,4,0.0001,WideOpenWest Finance LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
397232,4,0.0001,Neustar Security Services,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
2497,4,0.0001,Internet Initiative Japan Inc.,JP,None,None
135981,4,0.0001,VisualViet Company Limited,VN,Computer and Information Technology,Internet Service Provider (ISP)
56041,4,0.0001,China Mobile Communications Corporation,CN,Computer and Information Technology,Internet Service Provider (ISP)
394346,4,0.0001,"KNIGHT POINT SYSTEMS, LLC",US,Computer and Information Technology,None
9924,4,0.0001,"Taiwan Fixed Network, Telco and Network Service Provider.",TW,Computer and Information Technology,Internet Service Provider (ISP)
1653,4,0.0001,Vetenskapsradet / SUNET,SE,Computer and Information Technology,Internet Service Provider (ISP)
397226,4,0.0001,Neustar Security Services,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
134756,4,0.0001,China Telecom,CN,Computer and Information Technology,None
9806,4,0.0001,"Beijing Educational Information Network Service Center Co., Ltd",CN,Computer and Information Technology,None
395747,4,0.0001,"Cloudflare, Inc.",US,Computer and Information Technology,Hosting and Cloud Provider
12167,3,8e-05,LightWave Networks,US,Computer and Information Technology,Internet Service Provider (ISP)
207713,3,8e-05,GLOBAL INTERNET SOLUTIONS LLC,RU,Finance and Insurance,Insurance Carriers and Agencies
55644,3,8e-05,Vodafone Idea Ltd. (VIL),IN,Computer and Information Technology,Internet Service Provider (ISP)
62217,3,8e-05,Vinters IT Ltd,GB,Computer and Information Technology,None
45727,3,8e-05,"Hutchison CP Telecommunications, PT",ID,Computer and Information Technology,Internet Service Provider (ISP)
1136,3,8e-05,KPN B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
149513,3,8e-05,"Shenzhen lesuyun Network Technology Co., Ltd",CN,Computer and Information Technology,Internet Service Provider (ISP)
202888,3,8e-05,UPSTREAM NETWORK LTD,GB,None,None
209453,3,8e-05,GANDI SAS,FR,Computer and Information Technology,Internet Service Provider (ISP)
38,3,8e-05,University of Illinois,US,Health Care Services,None
51088,3,8e-05,A2B IP B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
22773,3,8e-05,Cox Communications Inc.,US,Computer and Information Technology,Internet Service Provider (ISP)
7018,3,8e-05,"AT&T Services, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
41357,3,8e-05,34SP.com Limited,GB,Computer and Information Technology,Internet Service Provider (ISP)
198967,3,8e-05,BITel Gesellschaft fuer Telekommunikation mbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
4651,3,8e-05,CAT Telecom Public Company Limited,TH,Computer and Information Technology,Internet Service Provider (ISP)
45474,3,8e-05,NEXUSGUARD LIMITED,HK,Computer and Information Technology,Internet Service Provider (ISP)
60893,3,8e-05,Art of Automation B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
49981,3,8e-05,WorldStream B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
15600,3,8e-05,Quickline AG,CH,Computer and Information Technology,Internet Service Provider (ISP)
12849,3,8e-05,Hot-Net internet services Ltd.,IL,Computer and Information Technology,Internet Service Provider (ISP)
23693,3,8e-05,PT. Telekomunikasi Selular,ID,Computer and Information Technology,Internet Service Provider (ISP)
9443,3,8e-05,VOCUS PTY LTD,AU,Computer and Information Technology,Internet Service Provider (ISP)
4835,3,8e-05,China Telecom (Group),CN,Computer and Information Technology,Internet Service Provider (ISP)
205100,3,8e-05,F3 Netze e.V.,DE,Service,"Law, Business, and Consulting Services"
6233,3,8e-05,xTom,US,Computer and Information Technology,Hosting and Cloud Provider
21342,3,8e-05,Akamai International B.V.,NL,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
3462,3,8e-05,"Chunghwa Telecom Co., Ltd.",TW,Computer and Information Technology,Internet Service Provider (ISP)
134771,3,8e-05,"WENZHOU, ZHEJIANG Province, P.R.China.",CN,Computer and Information Technology,Internet Service Provider (ISP)
701,3,8e-05,Verizon Business,US,Computer and Information Technology,Internet Service Provider (ISP)
1547,3,8e-05,"Societatea mixta pe actiuni de tip inchis ""Interdnestrcom""",MD,Computer and Information Technology,Internet Service Provider (ISP)
50113,3,8e-05,NTX Technologies s.r.o.,CZ,Computer and Information Technology,Internet Service Provider (ISP)
4538,3,8e-05,China Education and Research Network Center,CN,Education and Research,"Colleges, Universities, and Professional Schools"
3320,3,8e-05,Deutsche Telekom AG,DE,Computer and Information Technology,Internet Service Provider (ISP)
1659,3,8e-05,National Chung Hsing University,TW,Education and Research,"Colleges, Universities, and Professional Schools"
46841,2,5e-05,"Fork Networking, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
49544,2,5e-05,i3D.net B.V,NL,Computer and Information Technology,Internet Service Provider (ISP)
35826,2,5e-05,Netservers Limited,GB,Computer and Information Technology,Internet Service Provider (ISP)
44974,2,5e-05,RegioNet Schweinfurt GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
35470,2,5e-05,Signet B.V.,NL,Computer and Information Technology,Hosting and Cloud Provider
12306,2,5e-05,Plus.line AG,DE,Computer and Information Technology,Internet Service Provider (ISP)
48943,2,5e-05,KAPPER NETWORK-COMMUNICATIONS GmbH,AT,Computer and Information Technology,Internet Service Provider (ISP)
24309,2,5e-05,"Atria Convergence Technologies Pvt. Ltd.,",IN,Computer and Information Technology,Internet Service Provider (ISP)
39572,2,5e-05,DataWeb Global Group B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
33760,2,5e-05,"Ashton Holmes, Sole Proprietorship",US,None,None
12668,2,5e-05,"LLC ""KomTehCentr""",RU,Computer and Information Technology,Internet Service Provider (ISP)
263110,2,5e-05,Louvetel Comunicação Comercial Ltda ME,BR,Computer and Information Technology,Internet Service Provider (ISP)
207996,2,5e-05,ungleich glarus ag,CH,Computer and Information Technology,Internet Service Provider (ISP)
198412,2,5e-05,Rage4 Networks Limited,GB,Computer and Information Technology,Software Development
945,2,5e-05,hkgo LLC,TW,Computer and Information Technology,Internet Service Provider (ISP)
200827,2,5e-05,vv Network Inc,US,Computer and Information Technology,None
149042,2,5e-05,"SICLOUD INFORMATION TECHNOLOGY (HONGKONG) CO., LIMITED",HK,None,None
43260,2,5e-05,DGN TEKNOLOJI A.S.,TR,Computer and Information Technology,Hosting and Cloud Provider
58541,2,5e-05,"Qingdao,266000",CN,Computer and Information Technology,Internet Service Provider (ISP)
133612,2,5e-05,Vodafone Australia Pty Ltd,AU,Computer and Information Technology,Internet Service Provider (ISP)
197598,2,5e-05,Virtueon Solutions LLC,US,None,None
41075,2,5e-05,ATW Internet Kft.,HU,Computer and Information Technology,Internet Service Provider (ISP)
59626,2,5e-05,CONSCIA DANMARK A/S,DK,Computer and Information Technology,None
17428,2,5e-05,21vianet(China) Inc.,CN,Computer and Information Technology,Software Development
12322,2,5e-05,Free SAS,FR,Computer and Information Technology,Internet Service Provider (ISP)
200487,2,5e-05,OOO VPS,RU,Computer and Information Technology,Hosting and Cloud Provider
7539,2,5e-05,National Applied Research Laboratories,TW,Computer and Information Technology,None
135934,2,5e-05,ICT Center - Dong Thap Department of Information and Communications,VN,Service,"Law, Business, and Consulting Services"
4811,2,5e-05,China Telecom (Group),CN,Computer and Information Technology,Internet Service Provider (ISP)
4812,2,5e-05,China Telecom (Group),CN,Computer and Information Technology,Internet Service Provider (ISP)
41000,2,5e-05,Freethought Internet Limited,GB,Computer and Information Technology,Internet Service Provider (ISP)
35492,2,5e-05,FunkFeuer Wien - Verein zur Foerderung freier Netze,AT,Community Groups and Nonprofits,None
4230,2,5e-05,CLARO S.A.,BR,Computer and Information Technology,Internet Service Provider (ISP)
197619,2,5e-05,Telnab Networks LLC,US,None,None
17511,2,5e-05,OPTAGE Inc.,JP,None,None
15725,2,5e-05,IKS Service GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
55818,2,5e-05,Corporate / Direct Member IDNIC,ID,Computer and Information Technology,Internet Service Provider (ISP)
27947,2,5e-05,Telconet S.A,EC,Computer and Information Technology,Internet Service Provider (ISP)
56630,2,5e-05,Melbikomas UAB,LT,Computer and Information Technology,None
55990,2,5e-05,Huawei,CN,Computer and Information Technology,None
49767,2,5e-05,Nej.cz s.r.o.,CZ,"Media, Publishing, and Broadcasting",Radio and Television Providers
29075,2,5e-05,IELO-LIAZO SERVICES SAS,FR,Computer and Information Technology,Internet Service Provider (ISP)
17501,2,5e-05,WorldLink Communications,NP,Computer and Information Technology,Internet Service Provider (ISP)
199467,2,5e-05,Sigai Network LTD,GB,None,None
11426,2,5e-05,Charter Communications Inc,US,"Media, Publishing, and Broadcasting",None
1921,2,5e-05,ipcom GmbH,AT,Computer and Information Technology,None
49791,2,5e-05,Newserverlife LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
62874,2,5e-05,Web2Objects LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
149151,2,5e-05,VNSUN CLOUD COMPANY LIMITED,VN,None,None
45027,2,5e-05,"LLC ""Internet Tehnologii""",RU,Computer and Information Technology,Software Development
46887,2,5e-05,"Lightower Fiber Networks I, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
21859,2,5e-05,Zenlayer Inc,US,Computer and Information Technology,Internet Service Provider (ISP)
2635,2,5e-05,"Automattic, Inc",US,"Media, Publishing, and Broadcasting",None
15817,2,5e-05,"Robert Meyer trading as ""Mittwald CM Service GmbH & Co. KG""",DE,Computer and Information Technology,Hosting and Cloud Provider
23724,2,5e-05,"IDC, China Telecommunications Corporation",CN,Computer and Information Technology,Internet Service Provider (ISP)
29749,2,5e-05,"Sinewave, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
2200,2,5e-05,Renater,FR,Computer and Information Technology,Internet Service Provider (ISP)
149485,2,5e-05,MonoCloud Pty Ltd,AU,"Media, Publishing, and Broadcasting",Online Informational Content
24961,2,5e-05,myLoc managed IT AG,DE,Computer and Information Technology,Internet Service Provider (ISP)
19969,2,5e-05,"Joe's Datacenter, LLC",US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
