org_name,as,number of aliased prefix,ratio of aliased prefix,country,category,sub_category
One.com A/S,[51468],25,0.00065,DK,Computer and Information Technology,None
TELUS Communications Inc.,[852],25,0.00065,CA,Computer and Information Technology,Internet Service Provider (ISP)
Bharat Sanchar Nigam Ltd,[9829],25,0.00065,IN,Computer and Information Technology,Internet Service Provider (ISP)
Proximus NV,[5432],24,0.00063,BE,Computer and Information Technology,Internet Service Provider (ISP)
"RACKTECH CO., LTD.",[204916],24,0.00063,TH,None,None
Neustar Security Services,"[397220, 397232, 397226]",23,0.00059,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
China Telecom,"[140903, 137702, 134756, 140061]",22,0.00058,CN,Computer and Information Technology,None
CONTRUST SOLUTIONS S.R.L.,[205745],22,0.00058,MD,None,None
KOMRO Gesellschaft fuer Telekommunikation mit beschraenkter Haftung,[29413],22,0.00058,DE,Computer and Information Technology,Internet Service Provider (ISP)
Bell Canada,[577],20,0.00052,CA,Computer and Information Technology,Internet Service Provider (ISP)
"StackPath, LLC.",[33438],20,0.00052,US,Computer and Information Technology,Computer and Network Security
Kirino LLC,[41378],19,0.0005,US,Computer and Information Technology,Internet Service Provider (ISP)
Vodafone Idea Ltd. (VIL),"[38266, 55644, 55410]",19,0.0005,IN,Computer and Information Technology,Internet Service Provider (ISP)
"Fundacao para a Ciencia e a Tecnologia, I.P.",[1930],17,0.00045,PT,Computer and Information Technology,Internet Service Provider (ISP)
Dimension Data,"[10474, 3741]",17,0.00043999999999999996,ZA,Computer and Information Technology,Internet Service Provider (ISP)
China Mobile,"[9808, 24547, 24444, 24400]",17,0.0004500000000000001,CN,Computer and Information Technology,Internet Service Provider (ISP)
Fiber Operator B.V.,[207375],15,0.00039,NL,Computer and Information Technology,Internet Service Provider (ISP)
Performive LLC,[46562],14,0.00037,US,Computer and Information Technology,Internet Service Provider (ISP)
"No.31,Jin-rong Street",[4134],14,0.00037,CN,Computer and Information Technology,Internet Service Provider (ISP)
Maxis Broadband Sdn Bhd,[9534],14,0.00037,MY,Computer and Information Technology,Internet Service Provider (ISP)
Free Range Cloud Hosting Inc.,[53356],14,0.00037,CA,Computer and Information Technology,Internet Service Provider (ISP)
Blacknight Internet Solutions Limited,[39122],14,0.00037,IE,Computer and Information Technology,Software Development
TPG Internet Pty Ltd,[7545],14,0.00037,AU,Computer and Information Technology,Internet Service Provider (ISP)
Ford Motor Company,[3389],13,0.00034,US,"Freight, Shipment, and Postal Services",None
MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,[8657],13,0.00034,PT,Computer and Information Technology,Internet Service Provider (ISP)
Telstra International Limited,[4637],13,0.00034,HK,Computer and Information Technology,Internet Service Provider (ISP)
"QTnet,Inc.",[7679],13,0.00034,JP,None,None
Saudi Telecom Company JSC,[25019],13,0.00034,SA,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
"ChoicePoint, Inc.",[25923],13,0.00034,US,Computer and Information Technology,Software Development
24 SHELLS,[55081],12,0.00031,US,Computer and Information Technology,Internet Service Provider (ISP)
Constantine Cybersecurity Ltd.,[211298],12,0.00031,GB,Computer and Information Technology,None
FUNPAR - Fundacao da UFPR para o DCTC,[10881],12,0.00031,BR,Education and Research,None
Groupe LWS SARL,[210403],12,0.00031,FR,None,None
TM TECHNOLOGY SERVICES SDN BHD,[4788],12,0.00031,MY,Computer and Information Technology,Internet Service Provider (ISP)
HKBN Enterprise Solutions HK Limited,[9381],12,0.00031,HK,Computer and Information Technology,Internet Service Provider (ISP)
Association FAImaison,[203432],11,0.00029,FR,Community Groups and Nonprofits,Other
Essener Systemhaus,[205807],11,0.00029,DE,Computer and Information Technology,None
"HAProxy Technologies, Inc.",[11019],11,0.00029,US,Computer and Information Technology,Computer and Network Security
"Grupo Loading Systems, S.L.",[198066],11,0.00029,ES,Computer and Information Technology,Internet Service Provider (ISP)
"NOS COMUNICACOES, S.A.",[2860],11,0.00029,PT,Computer and Information Technology,Internet Service Provider (ISP)
Internet Rimon LTD,[42925],11,0.00029,IL,Computer and Information Technology,Internet Service Provider (ISP)
FranTech Solutions,[53667],10,0.00026,US,Computer and Information Technology,Hosting and Cloud Provider
Securebit AG,[58057],10,0.00026,CH,Computer and Information Technology,Internet Service Provider (ISP)
Tele2 Sverige AB,[1257],9,0.00024,SE,Computer and Information Technology,Internet Service Provider (ISP)
"Fastly, Inc.",[54113],9,0.00024,US,Computer and Information Technology,Software Development
Local Loop Oy,[204779],9,0.00024,FI,Computer and Information Technology,Software Development
telematis Netzwerke GmbH,[61967],9,0.00024,DE,Computer and Information Technology,None
"Tianjij,300000",[58542],9,0.00024,CN,Computer and Information Technology,Internet Service Provider (ISP)
Psychz Networks,[40676],9,0.00024,US,Computer and Information Technology,Hosting and Cloud Provider
IMPERVA INC,[62571],9,0.00024,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
JSC RTComm.RU,[8342],9,0.00024,RU,Computer and Information Technology,Internet Service Provider (ISP)
Intergrid Group Pty Ltd,[133480],8,0.00021,AU,Computer and Information Technology,Internet Service Provider (ISP)
NETBUDUR TELEKOMUNIKASYON LIMITED SIRKETI,[202505],8,0.00021,TR,Computer and Information Technology,Hosting and Cloud Provider
"LLC ""MASTERHOST""",[25532],8,0.00021,RU,Computer and Information Technology,Software Development
"Nocix, LLC",[33387],8,0.00021,US,Computer and Information Technology,Internet Service Provider (ISP)
SatGate LLC,[30721],8,0.00021,RU,Computer and Information Technology,Internet Service Provider (ISP)
Arcade Solutions AG,[51873],8,0.00021,CH,Computer and Information Technology,Internet Service Provider (ISP)
Xplornet Communications Inc.,[22995],8,0.00021,CA,Computer and Information Technology,Internet Service Provider (ISP)
Data102,[17185],8,0.00021,US,Computer and Information Technology,Internet Service Provider (ISP)
"Limelight Networks, Inc.",[22822],8,0.00021,US,Computer and Information Technology,Internet Service Provider (ISP)
LoudTronix Inc.,[205212],8,0.00021,CA,Community Groups and Nonprofits,Other
JSC IOT,[29182],8,0.00021,RU,Computer and Information Technology,None
Sprious LLC,[64267],8,0.00021,US,Computer and Information Technology,Internet Service Provider (ISP)
Ooredoo Q.S.C.,[8781],7,0.00018,QA,Computer and Information Technology,Internet Service Provider (ISP)
CONTROLD INC.,[398962],7,0.00018,CA,Community Groups and Nonprofits,Other
LLC Vpsville,[59504],7,0.00018,RU,Computer and Information Technology,Software Development
AltusHost B.V.,[51430],7,0.00018,NL,Computer and Information Technology,Internet Service Provider (ISP)
PLUSWEB SUNUCU INTERNET HIZMETLERI TICARET LIMITED SIRKETI,[210107],7,0.00018,TR,Computer and Information Technology,Internet Service Provider (ISP)
IP SERVER LLC,[44812],7,0.00018,RU,Computer and Information Technology,Internet Service Provider (ISP)
SIXNET OPERATION LTD,[198231],7,0.00018,GB,None,None
Clouvider Limited,[62240],7,0.00018,GB,Computer and Information Technology,Internet Service Provider (ISP)
GNET Internet Telekomunikasyon A.S.,[42846],7,0.00018,TR,Computer and Information Technology,Internet Service Provider (ISP)
GTHost,[63023],6,0.00016,US,Computer and Information Technology,Internet Service Provider (ISP)
Individual Network Berlin e.V.,[29670],6,0.00016,DE,Community Groups and Nonprofits,None
"GridFury, LLC",[40630],6,0.00016,US,Computer and Information Technology,Internet Service Provider (ISP)
Orange S.A.,[3215],6,0.00016,FR,Computer and Information Technology,Internet Service Provider (ISP)
"Taiwan Fixed Network, Telco and Network Service Provider.",[9924],6,0.00016,TW,Computer and Information Technology,Internet Service Provider (ISP)
Megacore Technology Company Limited,[140810],6,0.00016,VN,Computer and Information Technology,Internet Service Provider (ISP)
CLDIN B.V.,[48635],6,0.00016,NL,Computer and Information Technology,Hosting and Cloud Provider
firstcolo GmbH,[44066],6,0.00016,DE,Computer and Information Technology,Internet Service Provider (ISP)
OVH SAS,[16276],6,0.00016,FR,Computer and Information Technology,Hosting and Cloud Provider
China Mobile International Limited,[58453],6,0.00016,HK,Computer and Information Technology,Internet Service Provider (ISP)
HOSTKEY,[395839],6,0.00016,US,Computer and Information Technology,Phone Provider
Satnet,[14522],6,0.00016,EC,Computer and Information Technology,Internet Service Provider (ISP)
Hivelocity Inc,[61317],6,0.00016,US,Computer and Information Technology,None
DIGITAL NETWORK S.R.L.,[212786],6,0.00016,MD,Computer and Information Technology,Hosting and Cloud Provider
Petersburg Internet Network ltd.,[34665],6,0.00016,RU,Computer and Information Technology,Internet Service Provider (ISP)
"Beijing Educational Information Network Service Center Co., Ltd",[9806],6,0.00016,CN,Computer and Information Technology,None
QuadraNet Enterprises LLC,[8100],5,0.00013,US,Computer and Information Technology,Computer and Network Security
Roblox,[22697],5,0.00013,US,Computer and Information Technology,Internet Service Provider (ISP)
"Mega Cable, S.A. de C.V.",[13999],5,0.00013,MX,Computer and Information Technology,Internet Service Provider (ISP)
Societe Francaise Du Radiotelephone - SFR SA,[15557],5,0.00013,FR,Computer and Information Technology,Internet Service Provider (ISP)
"TierPoint, LLC",[17378],5,0.00013,US,Computer and Information Technology,Internet Service Provider (ISP)
Turk Telekomunikasyon Anonim Sirketi,[9121],5,0.00013,TR,Computer and Information Technology,Internet Service Provider (ISP)
Infomaniak Network SA,[29222],5,0.00013,CH,Computer and Information Technology,None
Hot-Net internet services Ltd.,[12849],5,0.00013,IL,Computer and Information Technology,Internet Service Provider (ISP)
Vietnam Posts and Telecommunications (VNPT),[45899],5,0.00013,VN,Computer and Information Technology,Internet Service Provider (ISP)
H4Y Technologies LLC,[397373],5,0.00013,US,Computer and Information Technology,Internet Service Provider (ISP)
"Beijing Jingdong 360 Degree E-commerce Co., Ltd.",[131486],5,0.00013,CN,"Museums, Libraries, and Entertainment","Recreation, Sports, and Performing Arts"
China Telecom (Group),"[4811, 4835, 4812]",5,0.00013000000000000002,CN,Computer and Information Technology,Internet Service Provider (ISP)
DEFSOLUTION LLC,[197992],5,0.00013,US,None,None
CHINANET SHAANXI province Cloud Base network,[134768],5,0.00013,CN,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
"Domain names registrar REG.RU, Ltd",[197695],5,0.00013,RU,Computer and Information Technology,None
EGIHosting,[18779],5,0.00013,US,Computer and Information Technology,Internet Service Provider (ISP)
LightWave Networks,"[12167, 26527]",4,0.00011,US,Computer and Information Technology,Internet Service Provider (ISP)
WideOpenWest Finance LLC,[16724],4,0.0001,US,Computer and Information Technology,Internet Service Provider (ISP)
Cogent Communications,[174],4,0.0001,US,Computer and Information Technology,Internet Service Provider (ISP)
WorldLink Communications,[17501],4,0.0001,NP,Computer and Information Technology,Internet Service Provider (ISP)
Internet Initiative Japan Inc.,[2497],4,0.0001,JP,None,None
WorldStream B.V.,[49981],4,0.0001,NL,Computer and Information Technology,Internet Service Provider (ISP)
Init7 (Switzerland) Ltd.,[13030],4,0.0001,CH,Computer and Information Technology,Internet Service Provider (ISP)
Voxility LLP,[3223],4,0.0001,GB,Computer and Information Technology,Internet Service Provider (ISP)
China Unicom,"[4808, 136959, 140716, 138421]",4,0.00012,CN,Computer and Information Technology,Internet Service Provider (ISP)
EuroByte LLC,[210079],4,0.0001,RU,Construction and Real Estate,"Civil Engineering Construction (Utility Lines, Roads and Bridges)"
Coriolis Telecom SAS,[60032],4,0.0001,FR,Computer and Information Technology,Internet Service Provider (ISP)
Eons Data Communications Limited,[138997],4,0.0001,HK,Computer and Information Technology,Internet Service Provider (ISP)
eTOP sp. z o.o.,[20853],4,0.0001,PL,Computer and Information Technology,Internet Service Provider (ISP)
INTERKVM HOST SRL,[25198],4,0.0001,RO,Computer and Information Technology,Internet Service Provider (ISP)
CAT Telecom Public Company Limited,[4651],4,0.0001,TH,Computer and Information Technology,Internet Service Provider (ISP)
Playdom B.V.,[60906],4,0.0001,CW,Computer and Information Technology,Hosting and Cloud Provider
S.J.M. Steffann,[208492],4,0.0001,NL,Community Groups and Nonprofits,"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)"
uPress Inc,[209622],4,0.0001,US,Computer and Information Technology,Software Development
"Hutchison CP Telecommunications, PT",[45727],4,0.0001,ID,Computer and Information Technology,Internet Service Provider (ISP)
ANS ACADEMY LIMITED,[61323],4,0.0001,GB,Computer and Information Technology,None
RADISHCLOUD TECHNOLOGY LLC,[201217],4,0.0001,US,None,None
"Societatea mixta pe actiuni de tip inchis ""Interdnestrcom""",[1547],3,8e-05,MD,Computer and Information Technology,Internet Service Provider (ISP)
Dialog Axiata Plc,[18001],3,8e-05,LK,Computer and Information Technology,Internet Service Provider (ISP)
LIBANTELECOM,[42003],3,8e-05,LB,Computer and Information Technology,Internet Service Provider (ISP)
"WENZHOU, ZHEJIANG Province, P.R.China.",[134771],3,8e-05,CN,Computer and Information Technology,Internet Service Provider (ISP)
21vianet(China) Inc.,[17428],3,8e-05,CN,Computer and Information Technology,Software Development
34SP.com Limited,[41357],3,8e-05,GB,Computer and Information Technology,Internet Service Provider (ISP)
xTom,[6233],3,8e-05,US,Computer and Information Technology,Hosting and Cloud Provider
Quickline AG,[15600],3,8e-05,CH,Computer and Information Technology,Internet Service Provider (ISP)
Deutsche Telekom AG,[3320],3,8e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
Dattatec.com,[27823],3,8e-05,AR,Computer and Information Technology,None
CentralNic Ltd,"[212222, 204055, 203961]",3,9e-05,GB,Computer and Information Technology,None
STARK INDUSTRIES SOLUTIONS LTD,[44477],3,8e-05,GB,Manufacturing,"Metal, Glass, Wood, and Paper Manufacturing"
BITel Gesellschaft fuer Telekommunikation mbH,[198967],3,8e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
NEXUSGUARD LIMITED,[45474],3,8e-05,HK,Computer and Information Technology,Internet Service Provider (ISP)
"Chunghwa Telecom Co., Ltd.",[3462],3,8e-05,TW,Computer and Information Technology,Internet Service Provider (ISP)
Plim Mobile Telecom LLC,[216435],3,8e-05,US,None,None
HOSTKEY B.V.,[57043],3,8e-05,NL,Computer and Information Technology,Internet Service Provider (ISP)
MonoCloud Pty Ltd,[149485],3,8e-05,AU,"Media, Publishing, and Broadcasting",Online Informational Content
Huawei,[55990],3,8e-05,CN,Computer and Information Technology,None
IONOS SE,[8560],3,8e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
GANDI SAS,[209453],3,8e-05,FR,Computer and Information Technology,Internet Service Provider (ISP)
GLOBAL INTERNET SOLUTIONS LLC,[207713],3,8e-05,RU,Finance and Insurance,Insurance Carriers and Agencies
KEVAG Telekom GmbH,[12360],3,8e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
"KNIGHT POINT SYSTEMS, LLC",[394346],3,8e-05,US,Computer and Information Technology,None
University of Illinois,[38],3,8e-05,US,Health Care Services,None
VisualViet Company Limited,[135981],3,8e-05,VN,Computer and Information Technology,Internet Service Provider (ISP)
HLL LLC,[51115],3,8e-05,RU,Computer and Information Technology,None
KPN B.V.,[1136],3,8e-05,NL,Computer and Information Technology,Internet Service Provider (ISP)
F3 Netze e.V.,[205100],3,8e-05,DE,Service,"Law, Business, and Consulting Services"
Sigai Network LTD,[199467],2,5e-05,GB,None,None
"Sinewave, Inc.",[29749],2,5e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
CLARO S.A.,[4230],2,5e-05,BR,Computer and Information Technology,Internet Service Provider (ISP)
COMMUNITY NETWORK CENTER INCORPORATED.,[9354],2,5e-05,JP,None,None
CONSCIA DANMARK A/S,[59626],2,5e-05,DK,Computer and Information Technology,None
Signet B.V.,[35470],2,5e-05,NL,Computer and Information Technology,Hosting and Cloud Provider
GoCodeIT Inc,[835],2,5e-05,CA,Computer and Information Technology,Internet Service Provider (ISP)
"Charter Communications, Inc",[33363],2,5e-05,US,"Media, Publishing, and Broadcasting",None
Vialis SEM,[42487],2,5e-05,FR,Computer and Information Technology,Internet Service Provider (ISP)
OOO VPS,[200487],2,5e-05,RU,Computer and Information Technology,Hosting and Cloud Provider
Shenzhen Tencent Computer Systems Company Limited,[45090],2,5e-05,CN,Computer and Information Technology,Other
Zenlayer Inc,[21859],2,5e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
SoftLayer Technologies Inc.,[36351],2,5e-05,US,Computer and Information Technology,Software Development
ITL LLC,[21100],2,5e-05,UA,Computer and Information Technology,None
Newserverlife LLC,[49791],2,5e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
Charter Communications Inc,[11426],2,5e-05,US,"Media, Publishing, and Broadcasting",None
hkgo LLC,[945],2,5e-05,TW,Computer and Information Technology,Internet Service Provider (ISP)
IELO-LIAZO SERVICES SAS,[29075],2,5e-05,FR,Computer and Information Technology,Internet Service Provider (ISP)
i3D.net B.V,[49544],2,5e-05,NL,Computer and Information Technology,Internet Service Provider (ISP)
CERNET2 IX at South China University of Technology,[24357],2,5e-05,CN,Education and Research,"Colleges, Universities, and Professional Schools"
VNSUN CLOUD COMPANY LIMITED,[149151],2,5e-05,VN,None,None
xTom GmbH,[3214],2,5e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
"Robert Meyer trading as ""Mittwald CM Service GmbH & Co. KG""",[15817],2,5e-05,DE,Computer and Information Technology,Hosting and Cloud Provider
VNIDC TECHNOLOGY COMPANY LIMITED,[140824],2,5e-05,VN,None,None
RegioNet Schweinfurt GmbH,[44974],2,5e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
ungleich glarus ag,[207996],2,5e-05,CH,Computer and Information Technology,Internet Service Provider (ISP)
Altinea SAS,[41405],2,5e-05,FR,Computer and Information Technology,None
Guanzhong Chen,[200351],2,5e-05,CA,Education and Research,Other
"Qingdao,266000",[58541],2,5e-05,CN,Computer and Information Technology,Internet Service Provider (ISP)
"Atria Convergence Technologies Pvt. Ltd.,",[24309],2,5e-05,IN,Computer and Information Technology,Internet Service Provider (ISP)
"Automattic, Inc",[2635],2,5e-05,US,"Media, Publishing, and Broadcasting",None
Verizon Business,[701],2,5e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
Plus.line AG,[12306],2,5e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
"IDC, China Telecommunications Corporation",[23724],2,5e-05,CN,Computer and Information Technology,Internet Service Provider (ISP)
Netservers Limited,[35826],2,5e-05,GB,Computer and Information Technology,Internet Service Provider (ISP)
socialimprove LLC,[48261],2,5e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
myLoc managed IT AG,[24961],2,5e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
Euronet Telekomunikasyon A.S.,[201178],2,5e-05,TR,Computer and Information Technology,None
SCALEWAY S.A.S.,[12876],2,5e-05,FR,Computer and Information Technology,None
"Fly.io, Inc.",[40509],2,5e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
NAV COMMUNICATIONS SRL,[6718],2,5e-05,RO,Computer and Information Technology,Internet Service Provider (ISP)
Telnab Networks LLC,[197619],2,5e-05,US,None,None
Telenet BVBA,[6848],2,5e-05,BE,Computer and Information Technology,Internet Service Provider (ISP)
DataWeb Global Group B.V.,[39572],2,5e-05,NL,Computer and Information Technology,Internet Service Provider (ISP)
DGN TEKNOLOJI A.S.,[43260],2,5e-05,TR,Computer and Information Technology,Hosting and Cloud Provider
WhatsApp,[11917],2,5e-05,US,"Retail Stores, Wholesale, and E-commerce Sites",None
"Lightower Fiber Networks I, LLC",[46887],2,5e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
Virtueon Solutions LLC,[197598],2,5e-05,US,None,None
Telconet S.A,[27947],2,5e-05,EC,Computer and Information Technology,Internet Service Provider (ISP)
"Fork Networking, LLC",[46841],2,5e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
Corporate / Direct Member IDNIC,[55818],2,5e-05,ID,Computer and Information Technology,Internet Service Provider (ISP)
Melbikomas UAB,[56630],2,5e-05,LT,Computer and Information Technology,None
Free SAS,[12322],2,5e-05,FR,Computer and Information Technology,Internet Service Provider (ISP)
NAU Country Insurance Company,[397277],2,5e-05,US,"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",None
KAPPER NETWORK-COMMUNICATIONS GmbH,[48943],2,5e-05,AT,Computer and Information Technology,Internet Service Provider (ISP)
Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,[680],2,5e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
Freethought Internet Limited,[41000],2,5e-05,GB,Computer and Information Technology,Internet Service Provider (ISP)
NTX Technologies s.r.o.,[50113],2,5e-05,CZ,Computer and Information Technology,Internet Service Provider (ISP)
LINE Corporation,[38631],2,5e-05,JP,None,None
"LLC ""Internet Tehnologii""",[45027],2,5e-05,RU,Computer and Information Technology,Software Development
Super Godzilla Communications GK,[138652],2,5e-05,JP,Computer and Information Technology,Internet Service Provider (ISP)
Nej.cz s.r.o.,[49767],2,5e-05,CZ,"Media, Publishing, and Broadcasting",Radio and Television Providers
LLC Baxet,[51659],2,5e-05,RU,Computer and Information Technology,Internet Service Provider (ISP)
"Getechbrothers, MB","[202044, 216349]",2,6e-05,LT,Computer and Information Technology,Internet Service Provider (ISP)
Web2Objects LLC,[62874],2,5e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
FunkFeuer Wien - Verein zur Foerderung freier Netze,[35492],2,5e-05,AT,Community Groups and Nonprofits,None
"Joe's Datacenter, LLC",[19969],2,5e-05,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
SOLLUTIUM EU Sp z.o.o.,[43641],1,3e-05,PL,Computer and Information Technology,Software Development
Tier.Net Technologies LLC,[397423],1,3e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
Web42 Solutions Ltd,[202990],1,3e-05,GB,Computer and Information Technology,Hosting and Cloud Provider
"SERVERFIELD CO., LTD.",[134094],1,3e-05,TW,Computer and Information Technology,Internet Service Provider (ISP)
xTom Hong Kong Limited,[9312],1,3e-05,HK,Computer and Information Technology,Internet Service Provider (ISP)
Tri-State Generation and Transmission Association Inc.,[11250],1,3e-05,US,Utilities (Excluding Internet Service),None
"WestHost, Inc.",[29854],1,3e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
Virtual Systems LLC,[30860],1,3e-05,UA,Computer and Information Technology,Internet Service Provider (ISP)
"tzulo, inc.",[11878],1,3e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
"SICLOUD INFORMATION TECHNOLOGY (HONGKONG) CO., LIMITED",[149042],1,3e-05,HK,None,None
vv Network Inc,[200827],1,3e-05,US,Computer and Information Technology,None
Telmex Colombia S.A.,[14080],1,3e-05,CO,Computer and Information Technology,Internet Service Provider (ISP)
XFIBER AS,[8896],1,3e-05,NO,Computer and Information Technology,Internet Service Provider (ISP)
"UnReal Servers, LLC",[64236],1,3e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
