as,number of aliased prefix,ratio of aliased prefix,org_name,country,category,sub_category
210107,31,0.00072,PLUSWEB SUNUCU INTERNET HIZMETLERI TICARET LIMITED SIRKETI,TR,Computer and Information Technology,Internet Service Provider (ISP)
9500,31,0.00072,One New Zealand Group Limited,NZ,Computer and Information Technology,Internet Service Provider (ISP)
5432,31,0.00072,Proximus NV,BE,Computer and Information Technology,Internet Service Provider (ISP)
211298,30,0.0007,Constantine Cybersecurity Ltd.,GB,Computer and Information Technology,None
5606,30,0.0007,GTS Telecom SRL,RO,Computer and Information Technology,Internet Service Provider (ISP)
51468,26,0.00061,One.com A/S,DK,Computer and Information Technology,None
41378,26,0.00061,Kirino LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
9829,25,0.00058,Bharat Sanchar Nigam Ltd,IN,Computer and Information Technology,Internet Service Provider (ISP)
852,25,0.00058,TELUS Communications Inc.,CA,Computer and Information Technology,Internet Service Provider (ISP)
29413,22,0.00051,KOMRO Gesellschaft fuer Telekommunikation mit beschraenkter Haftung,DE,Computer and Information Technology,Internet Service Provider (ISP)
33438,20,0.00047,"StackPath, LLC.",US,Computer and Information Technology,Computer and Network Security
577,19,0.00044,Bell Canada,CA,Computer and Information Technology,Internet Service Provider (ISP)
4134,18,0.00042,"No.31,Jin-rong Street",CN,Computer and Information Technology,Internet Service Provider (ISP)
56040,18,0.00042,China Mobile Communications Corporation,CN,Computer and Information Technology,Internet Service Provider (ISP)
1930,17,0.0004,"Fundacao para a Ciencia e a Tecnologia, I.P.",PT,Computer and Information Technology,Internet Service Provider (ISP)
207375,17,0.0004,Fiber Operator B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
204779,15,0.00035,Local Loop Oy,FI,Computer and Information Technology,Software Development
1257,15,0.00035,Tele2 Sverige AB,SE,Computer and Information Technology,Internet Service Provider (ISP)
9808,15,0.00035,China Mobile,CN,Computer and Information Technology,Internet Service Provider (ISP)
10881,15,0.00035,FUNPAR - Fundacao da UFPR para o DCTC,BR,Education and Research,None
25019,15,0.00035,Saudi Telecom Company JSC,SA,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
203432,14,0.00033,Association FAImaison,FR,Community Groups and Nonprofits,Other
42925,14,0.00033,Internet Rimon LTD,IL,Computer and Information Technology,Internet Service Provider (ISP)
46562,14,0.00033,Performive LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
55081,14,0.00033,24 SHELLS,US,Computer and Information Technology,Internet Service Provider (ISP)
9534,14,0.00033,Maxis Broadband Sdn Bhd,MY,Computer and Information Technology,Internet Service Provider (ISP)
1547,14,0.00033,"Societatea mixta pe actiuni de tip inchis ""Interdnestrcom""",MD,Computer and Information Technology,Internet Service Provider (ISP)
7545,14,0.00033,TPG Internet Pty Ltd,AU,Computer and Information Technology,Internet Service Provider (ISP)
397220,14,0.00033,Neustar Security Services,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
38266,14,0.00033,Vodafone Idea Ltd. (VIL),IN,Computer and Information Technology,Internet Service Provider (ISP)
39122,14,0.00033,Blacknight Internet Solutions Limited,IE,Computer and Information Technology,Software Development
4637,13,0.0003,Telstra International Limited,HK,Computer and Information Technology,Internet Service Provider (ISP)
3389,13,0.0003,Ford Motor Company,US,"Freight, Shipment, and Postal Services",None
40676,13,0.0003,Psychz Networks,US,Computer and Information Technology,Hosting and Cloud Provider
25923,13,0.0003,"ChoicePoint, Inc.",US,Computer and Information Technology,Software Development
13999,13,0.0003,"Mega Cable, S.A. de C.V.",MX,Computer and Information Technology,Internet Service Provider (ISP)
7679,13,0.0003,"QTnet,Inc.",JP,None,None
212786,13,0.0003,DIGITAL NETWORK S.R.L.,MD,Computer and Information Technology,Hosting and Cloud Provider
16625,13,0.0003,"Akamai Technologies, Inc.",US,Computer and Information Technology,Computer and Network Security
8657,13,0.0003,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,PT,Computer and Information Technology,Internet Service Provider (ISP)
59504,12,0.00028,LLC Vpsville,RU,Computer and Information Technology,Software Development
205212,12,0.00028,LoudTronix Inc.,CA,Community Groups and Nonprofits,Other
9381,12,0.00028,HKBN Enterprise Solutions HK Limited,HK,Computer and Information Technology,Internet Service Provider (ISP)
4788,12,0.00028,TM TECHNOLOGY SERVICES SDN BHD,MY,Computer and Information Technology,Internet Service Provider (ISP)
60068,12,0.00028,Datacamp Limited,GB,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
11019,12,0.00028,"HAProxy Technologies, Inc.",US,Computer and Information Technology,Computer and Network Security
22995,12,0.00028,Xplornet Communications Inc.,CA,Computer and Information Technology,Internet Service Provider (ISP)
205807,11,0.00026,Essener Systemhaus,DE,Computer and Information Technology,None
29670,11,0.00026,Individual Network Berlin e.V.,DE,Community Groups and Nonprofits,None
140903,11,0.00026,China Telecom,CN,Computer and Information Technology,None
2860,11,0.00026,"NOS COMUNICACOES, S.A.",PT,Computer and Information Technology,Internet Service Provider (ISP)
24921,11,0.00026,Latvijas Mobilais Telefons SIA,LV,Computer and Information Technology,Internet Service Provider (ISP)
53667,10,0.00023,FranTech Solutions,US,Computer and Information Technology,Hosting and Cloud Provider
58057,10,0.00023,Securebit AG,CH,Computer and Information Technology,Internet Service Provider (ISP)
54113,10,0.00023,"Fastly, Inc.",US,Computer and Information Technology,Software Development
61967,10,0.00023,telematis Netzwerke GmbH,DE,Computer and Information Technology,None
8342,10,0.00023,JSC RTComm.RU,RU,Computer and Information Technology,Internet Service Provider (ISP)
41717,9,0.00021,Telfly Technology Limited,HK,None,None
44812,9,0.00021,IP SERVER LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
62240,9,0.00021,Clouvider Limited,GB,Computer and Information Technology,Internet Service Provider (ISP)
62571,9,0.00021,IMPERVA INC,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
201217,9,0.00021,RADISHCLOUD TECHNOLOGY LLC,US,None,None
58542,9,0.00021,"Tianjij,300000",CN,Computer and Information Technology,Internet Service Provider (ISP)
17185,8,0.00019,Data102,US,Computer and Information Technology,Internet Service Provider (ISP)
30721,8,0.00019,SatGate LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
22822,8,0.00019,"Limelight Networks, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
25532,8,0.00019,"LLC ""MASTERHOST""",RU,Computer and Information Technology,Software Development
42846,8,0.00019,GNET Internet Telekomunikasyon A.S.,TR,Computer and Information Technology,Internet Service Provider (ISP)
34665,8,0.00019,Petersburg Internet Network ltd.,RU,Computer and Information Technology,Internet Service Provider (ISP)
64267,8,0.00019,Sprious LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
33387,8,0.00019,"Nocix, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
133480,8,0.00019,Intergrid Group Pty Ltd,AU,Computer and Information Technology,Internet Service Provider (ISP)
51873,8,0.00019,Arcade Solutions AG,CH,Computer and Information Technology,Internet Service Provider (ISP)
202505,8,0.00019,NETBUDUR TELEKOMUNIKASYON LIMITED SIRKETI,TR,Computer and Information Technology,Hosting and Cloud Provider
198231,8,0.00019,SIXNET OPERATION LTD,GB,None,None
56046,7,0.00016,China Mobile Communications Corporation,CN,Computer and Information Technology,Internet Service Provider (ISP)
57043,7,0.00016,HOSTKEY B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
61317,7,0.00016,Hivelocity Inc,US,Computer and Information Technology,None
17378,7,0.00016,"TierPoint, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
8781,7,0.00016,Ooredoo Q.S.C.,QA,Computer and Information Technology,Internet Service Provider (ISP)
51088,7,0.00016,A2B IP B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
48635,7,0.00016,CLDIN B.V.,NL,Computer and Information Technology,Hosting and Cloud Provider
14522,7,0.00016,Satnet,EC,Computer and Information Technology,Internet Service Provider (ISP)
210079,7,0.00016,EuroByte LLC,RU,Construction and Real Estate,"Civil Engineering Construction (Utility Lines, Roads and Bridges)"
398962,7,0.00016,CONTROLD INC.,CA,Community Groups and Nonprofits,Other
51430,7,0.00016,AltusHost B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
40509,6,0.00014,"Fly.io, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
3215,6,0.00014,Orange S.A.,FR,Computer and Information Technology,Internet Service Provider (ISP)
3741,6,0.00014,Dimension Data,ZA,Computer and Information Technology,Internet Service Provider (ISP)
137702,6,0.00014,China Telecom,CN,Computer and Information Technology,None
44066,6,0.00014,firstcolo GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
395839,6,0.00014,HOSTKEY,US,Computer and Information Technology,Phone Provider
174,6,0.00014,Cogent Communications,US,Computer and Information Technology,Internet Service Provider (ISP)
51115,6,0.00014,HLL LLC,RU,Computer and Information Technology,None
18779,6,0.00014,EGIHosting,US,Computer and Information Technology,Internet Service Provider (ISP)
140810,6,0.00014,Megacore Technology Company Limited,VN,Computer and Information Technology,Internet Service Provider (ISP)
45899,6,0.00014,Vietnam Posts and Telecommunications (VNPT),VN,Computer and Information Technology,Internet Service Provider (ISP)
40630,6,0.00014,"GridFury, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
9121,6,0.00014,Turk Telekomunikasyon Anonim Sirketi,TR,Computer and Information Technology,Internet Service Provider (ISP)
29182,6,0.00014,JSC IOT,RU,Computer and Information Technology,None
22697,5,0.00012,Roblox,US,Computer and Information Technology,Internet Service Provider (ISP)
397373,5,0.00012,H4Y Technologies LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
11917,5,0.00012,WhatsApp,US,"Retail Stores, Wholesale, and E-commerce Sites",None
197695,5,0.00012,"Domain names registrar REG.RU, Ltd",RU,Computer and Information Technology,None
15557,5,0.00012,Societe Francaise Du Radiotelephone - SFR SA,FR,Computer and Information Technology,Internet Service Provider (ISP)
44477,5,0.00012,STARK INDUSTRIES SOLUTIONS LTD,GB,Manufacturing,"Metal, Glass, Wood, and Paper Manufacturing"
197992,5,0.00012,DEFSOLUTION LLC,US,None,None
61323,5,0.00012,ANS ACADEMY LIMITED,GB,Computer and Information Technology,None
10474,5,0.00012,Dimension Data,ZA,Computer and Information Technology,Internet Service Provider (ISP)
9806,5,0.00012,"Beijing Educational Information Network Service Center Co., Ltd",CN,Computer and Information Technology,None
58453,5,0.00012,China Mobile International Limited,HK,Computer and Information Technology,Internet Service Provider (ISP)
134768,5,0.00012,CHINANET SHAANXI province Cloud Base network,CN,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
29222,5,0.00012,Infomaniak Network SA,CH,Computer and Information Technology,None
9924,5,0.00012,"Taiwan Fixed Network, Telco and Network Service Provider.",TW,Computer and Information Technology,Internet Service Provider (ISP)
131486,5,0.00012,"Beijing Jingdong 360 Degree E-commerce Co., Ltd.",CN,"Museums, Libraries, and Entertainment","Recreation, Sports, and Performing Arts"
8100,5,0.00012,QuadraNet Enterprises LLC,US,Computer and Information Technology,Computer and Network Security
138997,4,9e-05,Eons Data Communications Limited,HK,Computer and Information Technology,Internet Service Provider (ISP)
13030,4,9e-05,Init7 (Switzerland) Ltd.,CH,Computer and Information Technology,Internet Service Provider (ISP)
56041,4,9e-05,China Mobile Communications Corporation,CN,Computer and Information Technology,Internet Service Provider (ISP)
42003,4,9e-05,LIBANTELECOM,LB,Computer and Information Technology,Internet Service Provider (ISP)
4651,4,9e-05,CAT Telecom Public Company Limited,TH,Computer and Information Technology,Internet Service Provider (ISP)
27823,4,9e-05,Dattatec.com,AR,Computer and Information Technology,None
60032,4,9e-05,Coriolis Telecom SAS,FR,Computer and Information Technology,Internet Service Provider (ISP)
397232,4,9e-05,Neustar Security Services,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
3223,4,9e-05,Voxility LLP,GB,Computer and Information Technology,Internet Service Provider (ISP)
16724,4,9e-05,WideOpenWest Finance LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
198068,4,9e-05,P.A.G.M. OU,EE,Computer and Information Technology,None
200351,4,9e-05,Guanzhong Chen,CA,Education and Research,Other
33856,4,9e-05,Turkiye Cumhuriyet Merkez Bankasi Anonim Sirketi,TR,Finance and Insurance,"Banks, Credit Card Companies, Mortgage Providers"
2497,4,9e-05,Internet Initiative Japan Inc.,JP,None,None
202044,4,9e-05,"Getechbrothers, MB",LT,Computer and Information Technology,Internet Service Provider (ISP)
60906,4,9e-05,Playdom B.V.,CW,Computer and Information Technology,Hosting and Cloud Provider
20853,4,9e-05,eTOP sp. z o.o.,PL,Computer and Information Technology,Internet Service Provider (ISP)
134756,4,9e-05,China Telecom,CN,Computer and Information Technology,None
25198,4,9e-05,INTERKVM HOST SRL,RO,Computer and Information Technology,Internet Service Provider (ISP)
63023,4,9e-05,GTHost,US,Computer and Information Technology,Internet Service Provider (ISP)
208492,4,9e-05,S.J.M. Steffann,NL,Community Groups and Nonprofits,"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)"
394346,4,9e-05,"KNIGHT POINT SYSTEMS, LLC",US,Computer and Information Technology,None
209622,4,9e-05,uPress Inc,US,Computer and Information Technology,Software Development
397226,4,9e-05,Neustar Security Services,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
198967,3,7e-05,BITel Gesellschaft fuer Telekommunikation mbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
41357,3,7e-05,34SP.com Limited,GB,Computer and Information Technology,Internet Service Provider (ISP)
12876,3,7e-05,SCALEWAY S.A.S.,FR,Computer and Information Technology,None
18001,3,7e-05,Dialog Axiata Plc,LK,Computer and Information Technology,Internet Service Provider (ISP)
62282,3,7e-05,UAB Rakrejus,LT,Computer and Information Technology,None
49981,3,7e-05,WorldStream B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
38,3,7e-05,University of Illinois,US,Health Care Services,None
12167,3,7e-05,LightWave Networks,US,Computer and Information Technology,Internet Service Provider (ISP)
17428,3,7e-05,21vianet(China) Inc.,CN,Computer and Information Technology,Software Development
205100,3,7e-05,F3 Netze e.V.,DE,Service,"Law, Business, and Consulting Services"
680,3,7e-05,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE,Computer and Information Technology,Internet Service Provider (ISP)
50113,3,7e-05,NTX Technologies s.r.o.,CZ,Computer and Information Technology,Internet Service Provider (ISP)
395747,3,7e-05,"Cloudflare, Inc.",US,Computer and Information Technology,Hosting and Cloud Provider
55644,3,7e-05,Vodafone Idea Ltd. (VIL),IN,Computer and Information Technology,Internet Service Provider (ISP)
1921,3,7e-05,ipcom GmbH,AT,Computer and Information Technology,None
12360,3,7e-05,KEVAG Telekom GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
17501,3,7e-05,WorldLink Communications,NP,Computer and Information Technology,Internet Service Provider (ISP)
209453,3,7e-05,GANDI SAS,FR,Computer and Information Technology,Internet Service Provider (ISP)
3214,3,7e-05,xTom GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
16276,3,7e-05,OVH SAS,FR,Computer and Information Technology,Hosting and Cloud Provider
135981,3,7e-05,VisualViet Company Limited,VN,Computer and Information Technology,Internet Service Provider (ISP)
8560,3,7e-05,IONOS SE,DE,Computer and Information Technology,Internet Service Provider (ISP)
207713,3,7e-05,GLOBAL INTERNET SOLUTIONS LLC,RU,Finance and Insurance,Insurance Carriers and Agencies
45027,3,7e-05,"LLC ""Internet Tehnologii""",RU,Computer and Information Technology,Software Development
1136,3,7e-05,KPN B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
21342,3,7e-05,Akamai International B.V.,NL,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
45727,3,7e-05,"Hutchison CP Telecommunications, PT",ID,Computer and Information Technology,Internet Service Provider (ISP)
134771,3,7e-05,"WENZHOU, ZHEJIANG Province, P.R.China.",CN,Computer and Information Technology,Internet Service Provider (ISP)
6233,3,7e-05,xTom,US,Computer and Information Technology,Hosting and Cloud Provider
205125,2,5e-05,Network Management Ltd,SC,Computer and Information Technology,Software Development
15817,2,5e-05,"Robert Meyer trading as ""Mittwald CM Service GmbH & Co. KG""",DE,Computer and Information Technology,Hosting and Cloud Provider
41075,2,5e-05,ATW Internet Kft.,HU,Computer and Information Technology,Internet Service Provider (ISP)
835,2,5e-05,GoCodeIT Inc,CA,Computer and Information Technology,Internet Service Provider (ISP)
45090,2,5e-05,Shenzhen Tencent Computer Systems Company Limited,CN,Computer and Information Technology,Other
29749,2,5e-05,"Sinewave, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
24547,2,5e-05,China Mobile,CN,Computer and Information Technology,Internet Service Provider (ISP)
4811,2,5e-05,China Telecom (Group),CN,Computer and Information Technology,Internet Service Provider (ISP)
151338,2,5e-05,POLONETWORK LIMITED,HK,Construction and Real Estate,Buildings (Residential or Commercial)
34939,2,5e-05,"nextdns, Inc.",US,Computer and Information Technology,None
41000,2,5e-05,Freethought Internet Limited,GB,Computer and Information Technology,Internet Service Provider (ISP)
12322,2,5e-05,Free SAS,FR,Computer and Information Technology,Internet Service Provider (ISP)
51659,2,5e-05,LLC Baxet,RU,Computer and Information Technology,Internet Service Provider (ISP)
12849,2,5e-05,Hot-Net internet services Ltd.,IL,Computer and Information Technology,Internet Service Provider (ISP)
15600,2,5e-05,Quickline AG,CH,Computer and Information Technology,Internet Service Provider (ISP)
135967,2,5e-05,Bach Kim Network solutions Join stock company,VN,Computer and Information Technology,Hosting and Cloud Provider
19969,2,5e-05,"Joe's Datacenter, LLC",US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
46841,2,5e-05,"Fork Networking, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
49767,2,5e-05,Nej.cz s.r.o.,CZ,"Media, Publishing, and Broadcasting",Radio and Television Providers
17511,2,5e-05,OPTAGE Inc.,JP,None,None
138652,2,5e-05,Super Godzilla Communications GK,JP,Computer and Information Technology,Internet Service Provider (ISP)
38631,2,5e-05,LINE Corporation,JP,None,None
200487,2,5e-05,OOO VPS,RU,Computer and Information Technology,Hosting and Cloud Provider
4230,2,5e-05,CLARO S.A.,BR,Computer and Information Technology,Internet Service Provider (ISP)
48943,2,5e-05,KAPPER NETWORK-COMMUNICATIONS GmbH,AT,Computer and Information Technology,Internet Service Provider (ISP)
62217,2,5e-05,Vinters IT Ltd,GB,Computer and Information Technology,None
24961,2,5e-05,myLoc managed IT AG,DE,Computer and Information Technology,Internet Service Provider (ISP)
149485,2,5e-05,MonoCloud Pty Ltd,AU,"Media, Publishing, and Broadcasting",Online Informational Content
44974,2,5e-05,RegioNet Schweinfurt GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
29075,2,5e-05,IELO-LIAZO SERVICES SAS,FR,Computer and Information Technology,Internet Service Provider (ISP)
29632,2,5e-05,Netassist Limited,GI,Computer and Information Technology,Internet Service Provider (ISP)
6848,2,5e-05,Telenet BVBA,BE,Computer and Information Technology,Internet Service Provider (ISP)
62874,2,5e-05,Web2Objects LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
39572,2,5e-05,DataWeb Global Group B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
21100,2,5e-05,ITL LLC,UA,Computer and Information Technology,None
43260,2,5e-05,DGN TEKNOLOJI A.S.,TR,Computer and Information Technology,Hosting and Cloud Provider
207996,2,5e-05,ungleich glarus ag,CH,Computer and Information Technology,Internet Service Provider (ISP)
21859,2,5e-05,Zenlayer Inc,US,Computer and Information Technology,Internet Service Provider (ISP)
35826,2,5e-05,Netservers Limited,GB,Computer and Information Technology,Internet Service Provider (ISP)
35470,2,5e-05,Signet B.V.,NL,Computer and Information Technology,Hosting and Cloud Provider
12306,2,5e-05,Plus.line AG,DE,Computer and Information Technology,Internet Service Provider (ISP)
149151,2,5e-05,VNSUN CLOUD COMPANY LIMITED,VN,None,None
4835,2,5e-05,China Telecom (Group),CN,Computer and Information Technology,Internet Service Provider (ISP)
35492,2,5e-05,FunkFeuer Wien - Verein zur Foerderung freier Netze,AT,Community Groups and Nonprofits,None
1653,2,5e-05,Vetenskapsradet / SUNET,SE,Computer and Information Technology,Internet Service Provider (ISP)
42034,2,5e-05,DN-Systems Enterprise Internet Solutions GmbH,DE,Computer and Information Technology,None
131662,2,5e-05,Denpa Ltd.,TW,Service,"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)"
216435,2,5e-05,Plim Mobile Telecom LLC,US,None,None
6718,2,5e-05,NAV COMMUNICATIONS SRL,RO,Computer and Information Technology,Internet Service Provider (ISP)
1659,2,5e-05,National Chung Hsing University,TW,Education and Research,"Colleges, Universities, and Professional Schools"
58541,2,5e-05,"Qingdao,266000",CN,Computer and Information Technology,Internet Service Provider (ISP)
397277,2,5e-05,NAU Country Insurance Company,US,"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",None
41405,2,5e-05,Altinea SAS,FR,Computer and Information Technology,None
2635,2,5e-05,"Automattic, Inc",US,"Media, Publishing, and Broadcasting",None
701,2,5e-05,Verizon Business,US,Computer and Information Technology,Internet Service Provider (ISP)
7018,2,5e-05,"AT&T Services, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
48261,2,5e-05,socialimprove LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
4657,2,5e-05,Starhub Ltd.,SG,Computer and Information Technology,Internet Service Provider (ISP)
199467,2,5e-05,Sigai Network LTD,GB,None,None
945,2,5e-05,hkgo LLC,TW,Computer and Information Technology,Internet Service Provider (ISP)
36351,2,5e-05,SoftLayer Technologies Inc.,US,Computer and Information Technology,Software Development
45430,2,5e-05,MAYBANK Data Center (Co-Location),TH,Computer and Information Technology,Internet Service Provider (ISP)
33363,2,5e-05,"Charter Communications, Inc",US,"Media, Publishing, and Broadcasting",None
8767,2,5e-05,M-net Telekommunikations GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
201178,2,5e-05,Euronet Telekomunikasyon A.S.,TR,Computer and Information Technology,None
46887,2,5e-05,"Lightower Fiber Networks I, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
55990,2,5e-05,Huawei,CN,Computer and Information Technology,None
198412,2,5e-05,Rage4 Networks Limited,GB,Computer and Information Technology,Software Development
197619,2,5e-05,Telnab Networks LLC,US,None,None
11426,2,5e-05,Charter Communications Inc,US,"Media, Publishing, and Broadcasting",None
140824,2,5e-05,VNIDC TECHNOLOGY COMPANY LIMITED,VN,None,None
