org_name,as,number of aliased prefix,ratio of aliased prefix,country,category,sub_category
Telefonica Germany GmbH & Co.OHG,[6805],110,0.00266,DE,Computer and Information Technology,Internet Service Provider (ISP)
TELECOM ITALIA SPARKLE S.p.A.,[6762],91,0.0022,IT,Computer and Information Technology,Internet Service Provider (ISP)
"Leaseweb USA, Inc.",[30633],87,0.00211,US,Computer and Information Technology,Internet Service Provider (ISP)
Arelion Sweden AB,[1299],72,0.00174,SE,Computer and Information Technology,Internet Service Provider (ISP)
Bharti Airtel Limited,"[45609, 9498]",69,0.00167,IN,Computer and Information Technology,Internet Service Provider (ISP)
Black Mesa Corporation,[46997],68,0.00165,US,Health Care Services,Other
Datacamp Limited,"[212238, 60068]",62,0.0015,GB,Computer and Information Technology,Internet Service Provider (ISP)
NetCologne Gesellschaft fur Telekommunikation mbH,[8422],59,0.00143,DE,Computer and Information Technology,Internet Service Provider (ISP)
Reliance Jio Infocomm Limited,[55836],59,0.00143,IN,Computer and Information Technology,Internet Service Provider (ISP)
"Comcast Cable Communications, LLC",[7922],57,0.00138,US,Computer and Information Technology,Internet Service Provider (ISP)
Free Range Cloud Hosting Inc.,[53356],55,0.00133,CA,Computer and Information Technology,Internet Service Provider (ISP)
LeaseWeb Netherlands B.V.,[60781],54,0.00131,NL,Computer and Information Technology,None
RETN Limited,[9002],53,0.00128,GB,Computer and Information Technology,Internet Service Provider (ISP)
Delta Ltd,[213220],53,0.00128,RU,Computer and Information Technology,Internet Service Provider (ISP)
"IT business solutions, MB",[205227],52,0.00126,LT,Computer and Information Technology,Hosting and Cloud Provider
PT XL Axiata Tbk,[24203],51,0.00123,ID,Computer and Information Technology,Internet Service Provider (ISP)
PrivateSystems Networks,[63410],48,0.00116,US,Computer and Information Technology,Internet Service Provider (ISP)
Bouygues Telecom SA,[5410],47,0.00114,FR,Computer and Information Technology,Internet Service Provider (ISP)
CONTRUST SOLUTIONS S.R.L.,[205745],46,0.00111,MD,None,None
"Getechbrothers, MB","[216349, 202044]",43,0.00104,LT,None,None
InnoGames GmbH,[208058],41,0.00099,DE,"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",None
Telstra Corporation Limited,[1221],39,0.00094,AU,Service,"Law, Business, and Consulting Services"
CHINA UNICOM Industrial Internet Backbone,"[4837, 9929]",37,0.0008900000000000001,CN,Computer and Information Technology,Internet Service Provider (ISP)
"RACKTECH CO., LTD.",[204916],36,0.00087,TH,None,None
Republican Unitary Telecommunication Enterprise Beltelecom,[6697],35,0.00085,BY,Computer and Information Technology,Internet Service Provider (ISP)
Latitude.sh LTDA,[262287],34,0.00082,BR,Computer and Information Technology,Hosting and Cloud Provider
Rogers Communications Canada Inc.,[812],31,0.00075,CA,Computer and Information Technology,Internet Service Provider (ISP)
Triple T Broadband Public Company Limited,[45758],31,0.00075,TH,Computer and Information Technology,Internet Service Provider (ISP)
One New Zealand Group Limited,[9500],31,0.00075,NZ,Computer and Information Technology,Internet Service Provider (ISP)
Proximus NV,[5432],31,0.00075,BE,Computer and Information Technology,Internet Service Provider (ISP)
Latitude.sh,[396356],31,0.00075,US,Computer and Information Technology,Internet Service Provider (ISP)
Constantine Cybersecurity Ltd.,[211298],30,0.00073,GB,Computer and Information Technology,None
GTS Telecom SRL,[5606],30,0.00073,RO,Computer and Information Technology,Internet Service Provider (ISP)
China Mobile Communications Corporation,"[56040, 56046, 56041]",28,0.00068,CN,Computer and Information Technology,Internet Service Provider (ISP)
TELUS Communications Inc.,[852],25,0.00061,CA,Computer and Information Technology,Internet Service Provider (ISP)
Bharat Sanchar Nigam Ltd,[9829],25,0.00061,IN,Computer and Information Technology,Internet Service Provider (ISP)
PLUSWEB SUNUCU INTERNET HIZMETLERI TICARET LIMITED SIRKETI,[210107],23,0.00056,TR,Computer and Information Technology,Internet Service Provider (ISP)
One.com A/S,[51468],23,0.00056,DK,Computer and Information Technology,None
KOMRO Gesellschaft fuer Telekommunikation mit beschraenkter Haftung,[29413],22,0.00053,DE,Computer and Information Technology,Internet Service Provider (ISP)
China Telecom,"[140903, 137702, 134756, 140061]",22,0.0005400000000000001,CN,Computer and Information Technology,None
Neustar Security Services,"[397220, 397226, 397232]",21,0.0005,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
Kirino LLC,[41378],21,0.00051,US,Computer and Information Technology,Internet Service Provider (ISP)
"StackPath, LLC.",[33438],20,0.00048,US,Computer and Information Technology,Computer and Network Security
Bell Canada,[577],19,0.00046,CA,Computer and Information Technology,Internet Service Provider (ISP)
Vodafone Idea Ltd. (VIL),"[38266, 55644, 55410]",18,0.00043,IN,Computer and Information Technology,Internet Service Provider (ISP)
"Fundacao para a Ciencia e a Tecnologia, I.P.",[1930],17,0.00041,PT,Computer and Information Technology,Internet Service Provider (ISP)
Fiber Operator B.V.,[207375],17,0.00041,NL,Computer and Information Technology,Internet Service Provider (ISP)
Local Loop Oy,[204779],15,0.00036,FI,Computer and Information Technology,Software Development
Performive LLC,[46562],14,0.00034,US,Computer and Information Technology,Internet Service Provider (ISP)
DIGITAL NETWORK S.R.L.,[212786],14,0.00034,MD,Computer and Information Technology,Hosting and Cloud Provider
TPG Internet Pty Ltd,[7545],14,0.00034,AU,Computer and Information Technology,Internet Service Provider (ISP)
"Societatea mixta pe actiuni de tip inchis ""Interdnestrcom""",[1547],14,0.00034,MD,Computer and Information Technology,Internet Service Provider (ISP)
Blacknight Internet Solutions Limited,[39122],14,0.00034,IE,Computer and Information Technology,Software Development
China Mobile,"[9808, 24444, 24547, 24400]",14,0.00033,CN,Computer and Information Technology,Internet Service Provider (ISP)
"ChoicePoint, Inc.",[25923],13,0.00031,US,Computer and Information Technology,Software Development
Maxis Broadband Sdn Bhd,[9534],13,0.00031,MY,Computer and Information Technology,Internet Service Provider (ISP)
"QTnet,Inc.",[7679],13,0.00031,JP,None,None
Ford Motor Company,[3389],13,0.00031,US,"Freight, Shipment, and Postal Services",None
"No.31,Jin-rong Street",[4134],12,0.00029,CN,Computer and Information Technology,Internet Service Provider (ISP)
Telstra International Limited,[4637],12,0.00029,HK,Computer and Information Technology,Internet Service Provider (ISP)
Saudi Telecom Company JSC,[25019],12,0.00029,SA,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
Groupe LWS SARL,[210403],12,0.00029,FR,None,None
MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,[8657],12,0.00029,PT,Computer and Information Technology,Internet Service Provider (ISP)
TM TECHNOLOGY SERVICES SDN BHD,[4788],12,0.00029,MY,Computer and Information Technology,Internet Service Provider (ISP)
24 SHELLS,[55081],12,0.00029,US,Computer and Information Technology,Internet Service Provider (ISP)
"HAProxy Technologies, Inc.",[11019],12,0.00029,US,Computer and Information Technology,Computer and Network Security
HKBN Enterprise Solutions HK Limited,[9381],12,0.00029,HK,Computer and Information Technology,Internet Service Provider (ISP)
Essener Systemhaus,[205807],11,0.00027,DE,Computer and Information Technology,None
FranTech Solutions,[53667],11,0.00027,US,Computer and Information Technology,Hosting and Cloud Provider
"NOS COMUNICACOES, S.A.",[2860],11,0.00027,PT,Computer and Information Technology,Internet Service Provider (ISP)
Latvijas Mobilais Telefons SIA,[24921],11,0.00027,LV,Computer and Information Technology,Internet Service Provider (ISP)
LLC Vpsville,[59504],11,0.00027,RU,Computer and Information Technology,Software Development
LoudTronix Inc.,[205212],10,0.00024,CA,Community Groups and Nonprofits,Other
Securebit AG,[58057],10,0.00024,CH,Computer and Information Technology,Internet Service Provider (ISP)
"Grupo Loading Systems, S.L.",[198066],10,0.00024,ES,Computer and Information Technology,Internet Service Provider (ISP)
telematis Netzwerke GmbH,[61967],10,0.00024,DE,Computer and Information Technology,None
FUNPAR - Fundacao da UFPR para o DCTC,[10881],10,0.00024,BR,Education and Research,None
Telfly Technology Limited,[41717],9,0.00022,HK,None,None
"Fastly, Inc.",[54113],9,0.00022,US,Computer and Information Technology,Software Development
JSC RTComm.RU,[8342],9,0.00022,RU,Computer and Information Technology,Internet Service Provider (ISP)
"Tianjij,300000",[58542],9,0.00022,CN,Computer and Information Technology,Internet Service Provider (ISP)
IMPERVA INC,[62571],9,0.00022,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
Clouvider Limited,[62240],9,0.00022,GB,Computer and Information Technology,Internet Service Provider (ISP)
Dimension Data,"[3741, 10474]",9,0.00022,ZA,Computer and Information Technology,Internet Service Provider (ISP)
Sprious LLC,[64267],8,0.00019,US,Computer and Information Technology,Internet Service Provider (ISP)
Data102,[17185],8,0.00019,US,Computer and Information Technology,Internet Service Provider (ISP)
Individual Network Berlin e.V.,[29670],8,0.00019,DE,Community Groups and Nonprofits,None
Arcade Solutions AG,[51873],8,0.00019,CH,Computer and Information Technology,Internet Service Provider (ISP)
Intergrid Group Pty Ltd,[133480],8,0.00019,AU,Computer and Information Technology,Internet Service Provider (ISP)
Internet Rimon LTD,[42925],8,0.00019,IL,Computer and Information Technology,Internet Service Provider (ISP)
Association FAImaison,[203432],8,0.00019,FR,Community Groups and Nonprofits,Other
Xplornet Communications Inc.,[22995],8,0.00019,CA,Computer and Information Technology,Internet Service Provider (ISP)
GNET Internet Telekomunikasyon A.S.,[42846],8,0.00019,TR,Computer and Information Technology,Internet Service Provider (ISP)
"Limelight Networks, Inc.",[22822],8,0.00019,US,Computer and Information Technology,Internet Service Provider (ISP)
SatGate LLC,[30721],8,0.00019,RU,Computer and Information Technology,Internet Service Provider (ISP)
"LLC ""MASTERHOST""",[25532],8,0.00019,RU,Computer and Information Technology,Software Development
"Nocix, LLC",[33387],8,0.00019,US,Computer and Information Technology,Internet Service Provider (ISP)
IP SERVER LLC,[44812],8,0.00019,RU,Computer and Information Technology,Internet Service Provider (ISP)
Ooredoo Q.S.C.,[8781],7,0.00017,QA,Computer and Information Technology,Internet Service Provider (ISP)
EuroByte LLC,[210079],7,0.00017,RU,Construction and Real Estate,"Civil Engineering Construction (Utility Lines, Roads and Bridges)"
NETBUDUR TELEKOMUNIKASYON LIMITED SIRKETI,[202505],7,0.00017,TR,Computer and Information Technology,Hosting and Cloud Provider
SIXNET OPERATION LTD,[198231],7,0.00017,GB,None,None
AltusHost B.V.,[51430],7,0.00017,NL,Computer and Information Technology,Internet Service Provider (ISP)
Psychz Networks,[40676],7,0.00017,US,Computer and Information Technology,Hosting and Cloud Provider
CONTROLD INC.,[398962],7,0.00017,CA,Community Groups and Nonprofits,Other
firstcolo GmbH,[44066],6,0.00015,DE,Computer and Information Technology,Internet Service Provider (ISP)
HLL LLC,[51115],6,0.00015,RU,Computer and Information Technology,None
Hivelocity Inc,[61317],6,0.00015,US,Computer and Information Technology,None
Orange S.A.,[3215],6,0.00015,FR,Computer and Information Technology,Internet Service Provider (ISP)
JSC IOT,[29182],6,0.00015,RU,Computer and Information Technology,None
Tele2 Sverige AB,[1257],6,0.00015,SE,Computer and Information Technology,Internet Service Provider (ISP)
Megacore Technology Company Limited,[140810],6,0.00015,VN,Computer and Information Technology,Internet Service Provider (ISP)
CLDIN B.V.,[48635],6,0.00015,NL,Computer and Information Technology,Hosting and Cloud Provider
Petersburg Internet Network ltd.,[34665],6,0.00015,RU,Computer and Information Technology,Internet Service Provider (ISP)
Turk Telekomunikasyon Anonim Sirketi,[9121],6,0.00015,TR,Computer and Information Technology,Internet Service Provider (ISP)
Satnet,[14522],6,0.00015,EC,Computer and Information Technology,Internet Service Provider (ISP)
HOSTKEY,[395839],6,0.00015,US,Computer and Information Technology,Phone Provider
CHINANET SHAANXI province Cloud Base network,[134768],5,0.00012,CN,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
"TierPoint, LLC",[17378],5,0.00012,US,Computer and Information Technology,Internet Service Provider (ISP)
Infomaniak Network SA,[29222],5,0.00012,CH,Computer and Information Technology,None
EGIHosting,[18779],5,0.00012,US,Computer and Information Technology,Internet Service Provider (ISP)
Roblox,[22697],5,0.00012,US,Computer and Information Technology,Internet Service Provider (ISP)
RADISHCLOUD TECHNOLOGY LLC,[201217],5,0.00012,US,None,None
"Mega Cable, S.A. de C.V.",[13999],5,0.00012,MX,Computer and Information Technology,Internet Service Provider (ISP)
HOSTKEY B.V.,[57043],5,0.00012,NL,Computer and Information Technology,Internet Service Provider (ISP)
A2B IP B.V.,[51088],5,0.00012,NL,Computer and Information Technology,Internet Service Provider (ISP)
H4Y Technologies LLC,[397373],5,0.00012,US,Computer and Information Technology,Internet Service Provider (ISP)
China Telecom (Group),"[4835, 4811, 4812]",5,0.00012,CN,Computer and Information Technology,Internet Service Provider (ISP)
"Fly.io, Inc.",[40509],5,0.00012,US,Computer and Information Technology,Internet Service Provider (ISP)
"Taiwan Fixed Network, Telco and Network Service Provider.",[9924],5,0.00012,TW,Computer and Information Technology,Internet Service Provider (ISP)
"GridFury, LLC",[40630],5,0.00012,US,Computer and Information Technology,Internet Service Provider (ISP)
"Beijing Jingdong 360 Degree E-commerce Co., Ltd.",[131486],5,0.00012,CN,"Museums, Libraries, and Entertainment","Recreation, Sports, and Performing Arts"
ANS ACADEMY LIMITED,[61323],5,0.00012,GB,Computer and Information Technology,None
China Mobile International Limited,[58453],5,0.00012,HK,Computer and Information Technology,Internet Service Provider (ISP)
Societe Francaise Du Radiotelephone - SFR SA,[15557],5,0.00012,FR,Computer and Information Technology,Internet Service Provider (ISP)
"Beijing Educational Information Network Service Center Co., Ltd",[9806],5,0.00012,CN,Computer and Information Technology,None
"Domain names registrar REG.RU, Ltd",[197695],5,0.00012,RU,Computer and Information Technology,None
LightWave Networks,"[12167, 26527]",4,8.999999999999999e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
Playdom B.V.,[60906],4,0.0001,CW,Computer and Information Technology,Hosting and Cloud Provider
STARK INDUSTRIES SOLUTIONS LTD,[44477],4,0.0001,GB,Manufacturing,"Metal, Glass, Wood, and Paper Manufacturing"
Internet Initiative Japan Inc.,[2497],4,0.0001,JP,None,None
Init7 (Switzerland) Ltd.,[13030],4,0.0001,CH,Computer and Information Technology,Internet Service Provider (ISP)
LIBANTELECOM,[42003],4,0.0001,LB,Computer and Information Technology,Internet Service Provider (ISP)
P.A.G.M. OU,[198068],4,0.0001,EE,Computer and Information Technology,None
QuadraNet Enterprises LLC,[8100],4,0.0001,US,Computer and Information Technology,Computer and Network Security
eTOP sp. z o.o.,[20853],4,0.0001,PL,Computer and Information Technology,Internet Service Provider (ISP)
uPress Inc,[209622],4,0.0001,US,Computer and Information Technology,Software Development
Hot-Net internet services Ltd.,[12849],4,0.0001,IL,Computer and Information Technology,Internet Service Provider (ISP)
Eons Data Communications Limited,[138997],4,0.0001,HK,Computer and Information Technology,Internet Service Provider (ISP)
Vietnam Posts and Telecommunications (VNPT),[45899],4,0.0001,VN,Computer and Information Technology,Internet Service Provider (ISP)
DEFSOLUTION LLC,[197992],4,0.0001,US,None,None
WideOpenWest Finance LLC,[16724],4,0.0001,US,Computer and Information Technology,Internet Service Provider (ISP)
Coriolis Telecom SAS,[60032],4,0.0001,FR,Computer and Information Technology,Internet Service Provider (ISP)
GTHost,[63023],4,0.0001,US,Computer and Information Technology,Internet Service Provider (ISP)
Cogent Communications,[174],4,0.0001,US,Computer and Information Technology,Internet Service Provider (ISP)
S.J.M. Steffann,[208492],4,0.0001,NL,Community Groups and Nonprofits,"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)"
Voxility LLP,[3223],4,0.0001,GB,Computer and Information Technology,Internet Service Provider (ISP)
INTERKVM HOST SRL,[25198],4,0.0001,RO,Computer and Information Technology,Internet Service Provider (ISP)
xTom,"[6233, 949]",4,8.999999999999999e-05,US,Computer and Information Technology,Hosting and Cloud Provider
CentralNic Ltd,"[203961, 204055, 212222, 212390]",4,8e-05,GB,Computer and Information Technology,None
ipcom GmbH,[1921],3,7e-05,AT,Computer and Information Technology,None
WorldStream B.V.,[49981],3,7e-05,NL,Computer and Information Technology,Internet Service Provider (ISP)
WorldLink Communications,[17501],3,7e-05,NP,Computer and Information Technology,Internet Service Provider (ISP)
xTom GmbH,[3214],3,7e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
VisualViet Company Limited,[135981],3,7e-05,VN,Computer and Information Technology,Internet Service Provider (ISP)
UAB Rakrejus,[62282],3,7e-05,LT,Computer and Information Technology,None
GLOBAL INTERNET SOLUTIONS LLC,[207713],3,7e-05,RU,Finance and Insurance,Insurance Carriers and Agencies
Dialog Axiata Plc,[18001],3,7e-05,LK,Computer and Information Technology,Internet Service Provider (ISP)
University of Illinois,[38],3,7e-05,US,Health Care Services,None
Huawei,[55990],3,7e-05,CN,Computer and Information Technology,None
"AT&T Services, Inc.",[7018],3,7e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
34SP.com Limited,[41357],3,7e-05,GB,Computer and Information Technology,Internet Service Provider (ISP)
OVH SAS,[16276],3,7e-05,FR,Computer and Information Technology,Hosting and Cloud Provider
F3 Netze e.V.,[205100],3,7e-05,DE,Service,"Law, Business, and Consulting Services"
GANDI SAS,[209453],3,7e-05,FR,Computer and Information Technology,Internet Service Provider (ISP)
CAT Telecom Public Company Limited,[4651],3,7e-05,TH,Computer and Information Technology,Internet Service Provider (ISP)
China Unicom,"[136959, 140716, 138421]",3,6.000000000000001e-05,CN,Computer and Information Technology,Internet Service Provider (ISP)
"Hutchison CP Telecommunications, PT",[45727],3,7e-05,ID,Computer and Information Technology,Internet Service Provider (ISP)
KPN B.V.,[1136],3,7e-05,NL,Computer and Information Technology,Internet Service Provider (ISP)
"KNIGHT POINT SYSTEMS, LLC",[394346],3,7e-05,US,Computer and Information Technology,None
BITel Gesellschaft fuer Telekommunikation mbH,[198967],3,7e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
"WENZHOU, ZHEJIANG Province, P.R.China.",[134771],3,7e-05,CN,Computer and Information Technology,Internet Service Provider (ISP)
NetAssist LLC,[8772],3,7e-05,UA,Computer and Information Technology,Internet Service Provider (ISP)
UPSTREAM NETWORK LTD,[202888],3,7e-05,GB,None,None
Web2Objects LLC,[62874],2,5e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
Dattatec.com,[27823],2,5e-05,AR,Computer and Information Technology,None
Nej.cz s.r.o.,[49767],2,5e-05,CZ,"Media, Publishing, and Broadcasting",Radio and Television Providers
OOO VPS,[200487],2,5e-05,RU,Computer and Information Technology,Hosting and Cloud Provider
ungleich glarus ag,[207996],2,5e-05,CH,Computer and Information Technology,Internet Service Provider (ISP)
"Sinewave, Inc.",[29749],2,5e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
Newserverlife LLC,[49791],2,5e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
SCALEWAY S.A.S.,[12876],2,5e-05,FR,Computer and Information Technology,None
Sigai Network LTD,[199467],2,5e-05,GB,None,None
Signet B.V.,[35470],2,5e-05,NL,Computer and Information Technology,Hosting and Cloud Provider
Netassist Limited,[29632],2,5e-05,GI,Computer and Information Technology,Internet Service Provider (ISP)
Network Management Ltd,[205125],2,5e-05,SC,Computer and Information Technology,Software Development
Shenzhen Tencent Computer Systems Company Limited,[45090],2,5e-05,CN,Computer and Information Technology,Other
CONSCIA DANMARK A/S,[59626],2,5e-05,DK,Computer and Information Technology,None
Netservers Limited,[35826],2,5e-05,GB,Computer and Information Technology,Internet Service Provider (ISP)
Charter Communications Inc,[11426],2,5e-05,US,"Media, Publishing, and Broadcasting",None
"nextdns, Inc.",[34939],2,5e-05,US,Computer and Information Technology,None
DataWeb Global Group B.V.,[39572],2,5e-05,NL,Computer and Information Technology,Internet Service Provider (ISP)
"Atria Convergence Technologies Pvt. Ltd.,",[24309],2,5e-05,IN,Computer and Information Technology,Internet Service Provider (ISP)
RegioNet Schweinfurt GmbH,[44974],2,5e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
Rage4 Networks Limited,[198412],2,5e-05,GB,Computer and Information Technology,Software Development
"Automattic, Inc",[2635],2,5e-05,US,"Media, Publishing, and Broadcasting",None
"Charter Communications, Inc",[33363],2,5e-05,US,"Media, Publishing, and Broadcasting",None
Quickline AG,[15600],2,5e-05,CH,Computer and Information Technology,Internet Service Provider (ISP)
"Qingdao,266000",[58541],2,5e-05,CN,Computer and Information Technology,Internet Service Provider (ISP)
socialimprove LLC,[48261],2,5e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
"Chunghwa Telecom Co., Ltd.",[3462],2,5e-05,TW,Computer and Information Technology,Internet Service Provider (ISP)
Plus.line AG,[12306],2,5e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
Plim Mobile Telecom LLC,[216435],2,5e-05,US,None,None
21vianet(China) Inc.,[17428],2,5e-05,CN,Computer and Information Technology,Software Development
POLONETWORK LIMITED,[151338],2,5e-05,HK,Construction and Real Estate,Buildings (Residential or Commercial)
Corporate / Direct Member IDNIC,[55818],2,5e-05,ID,Computer and Information Technology,Internet Service Provider (ISP)
"Robert Meyer trading as ""Mittwald CM Service GmbH & Co. KG""",[15817],2,5e-05,DE,Computer and Information Technology,Hosting and Cloud Provider
WhatsApp,[11917],2,5e-05,US,"Retail Stores, Wholesale, and E-commerce Sites",None
DGN TEKNOLOJI A.S.,[43260],2,5e-05,TR,Computer and Information Technology,Hosting and Cloud Provider
i3D.net B.V,[49544],2,5e-05,NL,Computer and Information Technology,Internet Service Provider (ISP)
Euronet Telekomunikasyon A.S.,[201178],2,5e-05,TR,Computer and Information Technology,None
SoftLayer Technologies Inc.,[36351],2,5e-05,US,Computer and Information Technology,Software Development
VNIDC TECHNOLOGY COMPANY LIMITED,[140824],2,5e-05,VN,None,None
FunkFeuer Wien - Verein zur Foerderung freier Netze,[35492],2,5e-05,AT,Community Groups and Nonprofits,None
"Lightower Fiber Networks I, LLC",[46887],2,5e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
NTX Technologies s.r.o.,[50113],2,5e-05,CZ,Computer and Information Technology,Internet Service Provider (ISP)
CLARO S.A.,[4230],2,5e-05,BR,Computer and Information Technology,Internet Service Provider (ISP)
VNSUN CLOUD COMPANY LIMITED,[149151],2,5e-05,VN,None,None
Telconet S.A,[27947],2,5e-05,EC,Computer and Information Technology,Internet Service Provider (ISP)
"LLC ""Internet Tehnologii""",[45027],2,5e-05,RU,Computer and Information Technology,Software Development
LINE Corporation,[38631],2,5e-05,JP,None,None
GoCodeIT Inc,[835],2,5e-05,CA,Computer and Information Technology,Internet Service Provider (ISP)
Telenet BVBA,[6848],2,5e-05,BE,Computer and Information Technology,Internet Service Provider (ISP)
Free SAS,[12322],2,5e-05,FR,Computer and Information Technology,Internet Service Provider (ISP)
Guanzhong Chen,[200351],2,5e-05,CA,Education and Research,Other
KEVAG Telekom GmbH,[12360],2,5e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
KAPPER NETWORK-COMMUNICATIONS GmbH,[48943],2,5e-05,AT,Computer and Information Technology,Internet Service Provider (ISP)
Telnab Networks LLC,[197619],2,5e-05,US,None,None
CERNET2 IX at South China University of Technology,[24357],2,5e-05,CN,Education and Research,"Colleges, Universities, and Professional Schools"
"Joe's Datacenter, LLC",[19969],2,5e-05,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
Zenlayer Inc,[21859],2,5e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
IELO-LIAZO SERVICES SAS,[29075],2,5e-05,FR,Computer and Information Technology,Internet Service Provider (ISP)
hkgo LLC,[945],2,5e-05,TW,Computer and Information Technology,Internet Service Provider (ISP)
Freethought Internet Limited,[41000],2,5e-05,GB,Computer and Information Technology,Internet Service Provider (ISP)
Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,[680],2,5e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
NEXUSGUARD LIMITED,[45474],2,5e-05,HK,Computer and Information Technology,Internet Service Provider (ISP)
Super Godzilla Communications GK,[138652],2,5e-05,JP,Computer and Information Technology,Internet Service Provider (ISP)
MonoCloud Pty Ltd,[149485],2,5e-05,AU,"Media, Publishing, and Broadcasting",Online Informational Content
NAU Country Insurance Company,[397277],2,5e-05,US,"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",None
Vinters IT Ltd,[62217],2,5e-05,GB,Computer and Information Technology,None
NAV COMMUNICATIONS SRL,[6718],2,5e-05,RO,Computer and Information Technology,Internet Service Provider (ISP)
NETLABS LLC,[216271],2,5e-05,UA,None,None
Melbikomas UAB,[56630],2,5e-05,LT,Computer and Information Technology,None
myLoc managed IT AG,[24961],2,5e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
"Fork Networking, LLC",[46841],2,5e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
Turkiye Cumhuriyet Merkez Bankasi Anonim Sirketi,[33856],1,2e-05,TR,Finance and Insurance,"Banks, Credit Card Companies, Mortgage Providers"
Starhub Ltd.,[4657],1,2e-05,SG,Computer and Information Technology,Internet Service Provider (ISP)
Tri-State Generation and Transmission Association Inc.,[11250],1,2e-05,US,Utilities (Excluding Internet Service),None
xTom Hong Kong Limited,[9312],1,2e-05,HK,Computer and Information Technology,Internet Service Provider (ISP)
Zemlyaniy Dmitro Leonidovich,[42159],1,2e-05,UA,Computer and Information Technology,Internet Service Provider (ISP)
"SICLOUD INFORMATION TECHNOLOGY (HONGKONG) CO., LIMITED",[149042],1,2e-05,HK,None,None
Virtueon Solutions LLC,[197598],1,2e-05,US,None,None
Strato AG,[6724],1,2e-05,DE,Computer and Information Technology,None
"UnReal Servers, LLC",[64236],1,2e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
