org_name,as,number of aliased prefix,ratio of aliased prefix,country,category,sub_category
"Mega Cable, S.A. de C.V.",[13999],13,0.0003,MX,Computer and Information Technology,Internet Service Provider (ISP)
DIGITAL NETWORK S.R.L.,[212786],13,0.0003,MD,Computer and Information Technology,Hosting and Cloud Provider
Ford Motor Company,[3389],13,0.0003,US,"Freight, Shipment, and Postal Services",None
LoudTronix Inc.,[205212],12,0.00028,CA,Community Groups and Nonprofits,Other
TM TECHNOLOGY SERVICES SDN BHD,[4788],12,0.00028,MY,Computer and Information Technology,Internet Service Provider (ISP)
HKBN Enterprise Solutions HK Limited,[9381],12,0.00028,HK,Computer and Information Technology,Internet Service Provider (ISP)
Xplornet Communications Inc.,[22995],12,0.00028,CA,Computer and Information Technology,Internet Service Provider (ISP)
LLC Vpsville,[59504],12,0.00028,RU,Computer and Information Technology,Software Development
"HAProxy Technologies, Inc.",[11019],12,0.00028,US,Computer and Information Technology,Computer and Network Security
Essener Systemhaus,[205807],11,0.00026,DE,Computer and Information Technology,None
Dimension Data,"[3741, 10474]",11,0.00026,ZA,Computer and Information Technology,Internet Service Provider (ISP)
Latvijas Mobilais Telefons SIA,[24921],11,0.00026,LV,Computer and Information Technology,Internet Service Provider (ISP)
"NOS COMUNICACOES, S.A.",[2860],11,0.00026,PT,Computer and Information Technology,Internet Service Provider (ISP)
Individual Network Berlin e.V.,[29670],11,0.00026,DE,Community Groups and Nonprofits,None
"Fastly, Inc.",[54113],10,0.00023,US,Computer and Information Technology,Software Development
telematis Netzwerke GmbH,[61967],10,0.00023,DE,Computer and Information Technology,None
FranTech Solutions,[53667],10,0.00023,US,Computer and Information Technology,Hosting and Cloud Provider
Securebit AG,[58057],10,0.00023,CH,Computer and Information Technology,Internet Service Provider (ISP)
JSC RTComm.RU,[8342],10,0.00023,RU,Computer and Information Technology,Internet Service Provider (ISP)
IP SERVER LLC,[44812],9,0.00021,RU,Computer and Information Technology,Internet Service Provider (ISP)
"Tianjij,300000",[58542],9,0.00021,CN,Computer and Information Technology,Internet Service Provider (ISP)
Clouvider Limited,[62240],9,0.00021,GB,Computer and Information Technology,Internet Service Provider (ISP)
RADISHCLOUD TECHNOLOGY LLC,[201217],9,0.00021,US,None,None
Telfly Technology Limited,[41717],9,0.00021,HK,None,None
IMPERVA INC,[62571],9,0.00021,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
NETBUDUR TELEKOMUNIKASYON LIMITED SIRKETI,[202505],8,0.00019,TR,Computer and Information Technology,Hosting and Cloud Provider
"Limelight Networks, Inc.",[22822],8,0.00019,US,Computer and Information Technology,Internet Service Provider (ISP)
GNET Internet Telekomunikasyon A.S.,[42846],8,0.00019,TR,Computer and Information Technology,Internet Service Provider (ISP)
Intergrid Group Pty Ltd,[133480],8,0.00019,AU,Computer and Information Technology,Internet Service Provider (ISP)
SatGate LLC,[30721],8,0.00019,RU,Computer and Information Technology,Internet Service Provider (ISP)
"LLC ""MASTERHOST""",[25532],8,0.00019,RU,Computer and Information Technology,Software Development
Sprious LLC,[64267],8,0.00019,US,Computer and Information Technology,Internet Service Provider (ISP)
"Nocix, LLC",[33387],8,0.00019,US,Computer and Information Technology,Internet Service Provider (ISP)
Petersburg Internet Network ltd.,[34665],8,0.00019,RU,Computer and Information Technology,Internet Service Provider (ISP)
Arcade Solutions AG,[51873],8,0.00019,CH,Computer and Information Technology,Internet Service Provider (ISP)
SIXNET OPERATION LTD,[198231],8,0.00019,GB,None,None
Data102,[17185],8,0.00019,US,Computer and Information Technology,Internet Service Provider (ISP)
Satnet,[14522],7,0.00016,EC,Computer and Information Technology,Internet Service Provider (ISP)
A2B IP B.V.,[51088],7,0.00016,NL,Computer and Information Technology,Internet Service Provider (ISP)
CLDIN B.V.,[48635],7,0.00016,NL,Computer and Information Technology,Hosting and Cloud Provider
EuroByte LLC,[210079],7,0.00016,RU,Construction and Real Estate,"Civil Engineering Construction (Utility Lines, Roads and Bridges)"
"TierPoint, LLC",[17378],7,0.00016,US,Computer and Information Technology,Internet Service Provider (ISP)
AltusHost B.V.,[51430],7,0.00016,NL,Computer and Information Technology,Internet Service Provider (ISP)
Hivelocity Inc,[61317],7,0.00016,US,Computer and Information Technology,None
CONTROLD INC.,[398962],7,0.00016,CA,Community Groups and Nonprofits,Other
Ooredoo Q.S.C.,[8781],7,0.00016,QA,Computer and Information Technology,Internet Service Provider (ISP)
HOSTKEY B.V.,[57043],7,0.00016,NL,Computer and Information Technology,Internet Service Provider (ISP)
Turk Telekomunikasyon Anonim Sirketi,[9121],6,0.00014,TR,Computer and Information Technology,Internet Service Provider (ISP)
"Getechbrothers, MB","[202044, 216349]",6,0.00014000000000000001,LT,Computer and Information Technology,Internet Service Provider (ISP)
"GridFury, LLC",[40630],6,0.00014,US,Computer and Information Technology,Internet Service Provider (ISP)
HOSTKEY,[395839],6,0.00014,US,Computer and Information Technology,Phone Provider
JSC IOT,[29182],6,0.00014,RU,Computer and Information Technology,None
Megacore Technology Company Limited,[140810],6,0.00014,VN,Computer and Information Technology,Internet Service Provider (ISP)
HLL LLC,[51115],6,0.00014,RU,Computer and Information Technology,None
"Fly.io, Inc.",[40509],6,0.00014,US,Computer and Information Technology,Internet Service Provider (ISP)
EGIHosting,[18779],6,0.00014,US,Computer and Information Technology,Internet Service Provider (ISP)
Cogent Communications,[174],6,0.00014,US,Computer and Information Technology,Internet Service Provider (ISP)
Orange S.A.,[3215],6,0.00014,FR,Computer and Information Technology,Internet Service Provider (ISP)
Vietnam Posts and Telecommunications (VNPT),[45899],6,0.00014,VN,Computer and Information Technology,Internet Service Provider (ISP)
firstcolo GmbH,[44066],6,0.00014,DE,Computer and Information Technology,Internet Service Provider (ISP)
Roblox,[22697],5,0.00012,US,Computer and Information Technology,Internet Service Provider (ISP)
STARK INDUSTRIES SOLUTIONS LTD,[44477],5,0.00012,GB,Manufacturing,"Metal, Glass, Wood, and Paper Manufacturing"
"Beijing Jingdong 360 Degree E-commerce Co., Ltd.",[131486],5,0.00012,CN,"Museums, Libraries, and Entertainment","Recreation, Sports, and Performing Arts"
DEFSOLUTION LLC,[197992],5,0.00012,US,None,None
"Taiwan Fixed Network, Telco and Network Service Provider.",[9924],5,0.00012,TW,Computer and Information Technology,Internet Service Provider (ISP)
China Telecom (Group),"[4811, 4835, 4812]",5,0.00012,CN,Computer and Information Technology,Internet Service Provider (ISP)
China Mobile International Limited,[58453],5,0.00012,HK,Computer and Information Technology,Internet Service Provider (ISP)
CHINANET SHAANXI province Cloud Base network,[134768],5,0.00012,CN,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
Infomaniak Network SA,[29222],5,0.00012,CH,Computer and Information Technology,None
WhatsApp,[11917],5,0.00012,US,"Retail Stores, Wholesale, and E-commerce Sites",None
H4Y Technologies LLC,[397373],5,0.00012,US,Computer and Information Technology,Internet Service Provider (ISP)
"Beijing Educational Information Network Service Center Co., Ltd",[9806],5,0.00012,CN,Computer and Information Technology,None
Societe Francaise Du Radiotelephone - SFR SA,[15557],5,0.00012,FR,Computer and Information Technology,Internet Service Provider (ISP)
"Domain names registrar REG.RU, Ltd",[197695],5,0.00012,RU,Computer and Information Technology,None
ANS ACADEMY LIMITED,[61323],5,0.00012,GB,Computer and Information Technology,None
QuadraNet Enterprises LLC,[8100],5,0.00012,US,Computer and Information Technology,Computer and Network Security
Voxility LLP,[3223],4,9e-05,GB,Computer and Information Technology,Internet Service Provider (ISP)
CentralNic Ltd,"[212390, 203961, 204055, 212222]",4,8e-05,GB,Computer and Information Technology,None
INTERKVM HOST SRL,[25198],4,9e-05,RO,Computer and Information Technology,Internet Service Provider (ISP)
S.J.M. Steffann,[208492],4,9e-05,NL,Community Groups and Nonprofits,"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)"
Init7 (Switzerland) Ltd.,[13030],4,9e-05,CH,Computer and Information Technology,Internet Service Provider (ISP)
xTom,"[6233, 949]",4,8.999999999999999e-05,US,Computer and Information Technology,Hosting and Cloud Provider
LightWave Networks,"[12167, 26527]",4,8.999999999999999e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
Internet Initiative Japan Inc.,[2497],4,9e-05,JP,None,None
P.A.G.M. OU,[198068],4,9e-05,EE,Computer and Information Technology,None
China Unicom,"[136959, 4808, 138421, 140716]",4,8e-05,CN,Computer and Information Technology,Internet Service Provider (ISP)
CAT Telecom Public Company Limited,[4651],4,9e-05,TH,Computer and Information Technology,Internet Service Provider (ISP)
Turkiye Cumhuriyet Merkez Bankasi Anonim Sirketi,[33856],4,9e-05,TR,Finance and Insurance,"Banks, Credit Card Companies, Mortgage Providers"
eTOP sp. z o.o.,[20853],4,9e-05,PL,Computer and Information Technology,Internet Service Provider (ISP)
Eons Data Communications Limited,[138997],4,9e-05,HK,Computer and Information Technology,Internet Service Provider (ISP)
WideOpenWest Finance LLC,[16724],4,9e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
"KNIGHT POINT SYSTEMS, LLC",[394346],4,9e-05,US,Computer and Information Technology,None
Guanzhong Chen,[200351],4,9e-05,CA,Education and Research,Other
Playdom B.V.,[60906],4,9e-05,CW,Computer and Information Technology,Hosting and Cloud Provider
uPress Inc,[209622],4,9e-05,US,Computer and Information Technology,Software Development
Dattatec.com,[27823],4,9e-05,AR,Computer and Information Technology,None
LIBANTELECOM,[42003],4,9e-05,LB,Computer and Information Technology,Internet Service Provider (ISP)
GTHost,[63023],4,9e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
Coriolis Telecom SAS,[60032],4,9e-05,FR,Computer and Information Technology,Internet Service Provider (ISP)
KEVAG Telekom GmbH,[12360],3,7e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
"LLC ""Internet Tehnologii""",[45027],3,7e-05,RU,Computer and Information Technology,Software Development
xTom GmbH,[3214],3,7e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
WorldStream B.V.,[49981],3,7e-05,NL,Computer and Information Technology,Internet Service Provider (ISP)
MAYBANK Data Center (Co-Location),"[45430, 131445]",3,7.000000000000001e-05,TH,Computer and Information Technology,Internet Service Provider (ISP)
34SP.com Limited,[41357],3,7e-05,GB,Computer and Information Technology,Internet Service Provider (ISP)
ipcom GmbH,[1921],3,7e-05,AT,Computer and Information Technology,None
WorldLink Communications,[17501],3,7e-05,NP,Computer and Information Technology,Internet Service Provider (ISP)
BITel Gesellschaft fuer Telekommunikation mbH,[198967],3,7e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
21vianet(China) Inc.,[17428],3,7e-05,CN,Computer and Information Technology,Software Development
KPN B.V.,[1136],3,7e-05,NL,Computer and Information Technology,Internet Service Provider (ISP)
OVH SAS,[16276],3,7e-05,FR,Computer and Information Technology,Hosting and Cloud Provider
IONOS SE,[8560],3,7e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
"WENZHOU, ZHEJIANG Province, P.R.China.",[134771],3,7e-05,CN,Computer and Information Technology,Internet Service Provider (ISP)
University of Illinois,[38],3,7e-05,US,Health Care Services,None
F3 Netze e.V.,[205100],3,7e-05,DE,Service,"Law, Business, and Consulting Services"
UAB Rakrejus,[62282],3,7e-05,LT,Computer and Information Technology,None
GANDI SAS,[209453],3,7e-05,FR,Computer and Information Technology,Internet Service Provider (ISP)
GLOBAL INTERNET SOLUTIONS LLC,[207713],3,7e-05,RU,Finance and Insurance,Insurance Carriers and Agencies
Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,[680],3,7e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
NTX Technologies s.r.o.,[50113],3,7e-05,CZ,Computer and Information Technology,Internet Service Provider (ISP)
VisualViet Company Limited,[135981],3,7e-05,VN,Computer and Information Technology,Internet Service Provider (ISP)
Dialog Axiata Plc,[18001],3,7e-05,LK,Computer and Information Technology,Internet Service Provider (ISP)
Verizon Business,"[701, 6167]",3,7.000000000000001e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
SCALEWAY S.A.S.,[12876],3,7e-05,FR,Computer and Information Technology,None
"Hutchison CP Telecommunications, PT",[45727],3,7e-05,ID,Computer and Information Technology,Internet Service Provider (ISP)
Plus.line AG,[12306],2,5e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
National Chung Hsing University,[1659],2,5e-05,TW,Education and Research,"Colleges, Universities, and Professional Schools"
Melbikomas UAB,[56630],2,5e-05,LT,Computer and Information Technology,None
Shenzhen Tencent Computer Systems Company Limited,[45090],2,5e-05,CN,Computer and Information Technology,Other
OPTAGE Inc.,[17511],2,5e-05,JP,None,None
Quickline AG,[15600],2,5e-05,CH,Computer and Information Technology,Internet Service Provider (ISP)
MonoCloud Pty Ltd,[149485],2,5e-05,AU,"Media, Publishing, and Broadcasting",Online Informational Content
"Lightower Fiber Networks I, LLC",[46887],2,5e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
Nej.cz s.r.o.,[49767],2,5e-05,CZ,"Media, Publishing, and Broadcasting",Radio and Television Providers
"Qingdao,266000",[58541],2,5e-05,CN,Computer and Information Technology,Internet Service Provider (ISP)
"Sinewave, Inc.",[29749],2,5e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
Starhub Ltd.,[4657],2,5e-05,SG,Computer and Information Technology,Internet Service Provider (ISP)
RegioNet Schweinfurt GmbH,[44974],2,5e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
Signet B.V.,[35470],2,5e-05,NL,Computer and Information Technology,Hosting and Cloud Provider
SoftLayer Technologies Inc.,[36351],2,5e-05,US,Computer and Information Technology,Software Development
Plim Mobile Telecom LLC,[216435],2,5e-05,US,None,None
Sigai Network LTD,[199467],2,5e-05,GB,None,None
NEXUSGUARD LIMITED,[45474],2,5e-05,HK,Computer and Information Technology,Internet Service Provider (ISP)
Netassist Limited,[29632],2,5e-05,GI,Computer and Information Technology,Internet Service Provider (ISP)
POLONETWORK LIMITED,[151338],2,5e-05,HK,Construction and Real Estate,Buildings (Residential or Commercial)
Netservers Limited,[35826],2,5e-05,GB,Computer and Information Technology,Internet Service Provider (ISP)
NETLABS LLC,[216271],2,5e-05,UA,None,None
M-net Telekommunikations GmbH,[8767],2,5e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
Network Management Ltd,[205125],2,5e-05,SC,Computer and Information Technology,Software Development
Newserverlife LLC,[49791],2,5e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
NAU Country Insurance Company,[397277],2,5e-05,US,"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",None
"Robert Meyer trading as ""Mittwald CM Service GmbH & Co. KG""",[15817],2,5e-05,DE,Computer and Information Technology,Hosting and Cloud Provider
NAV COMMUNICATIONS SRL,[6718],2,5e-05,RO,Computer and Information Technology,Internet Service Provider (ISP)
OOO VPS,[200487],2,5e-05,RU,Computer and Information Technology,Hosting and Cloud Provider
Louvetel Comunicação Comercial Ltda ME,[263110],2,5e-05,BR,Computer and Information Technology,Internet Service Provider (ISP)
Rage4 Networks Limited,[198412],2,5e-05,GB,Computer and Information Technology,Software Development
DN-Systems Enterprise Internet Solutions GmbH,[42034],2,5e-05,DE,Computer and Information Technology,None
GoCodeIT Inc,[835],2,5e-05,CA,Computer and Information Technology,Internet Service Provider (ISP)
Freethought Internet Limited,[41000],2,5e-05,GB,Computer and Information Technology,Internet Service Provider (ISP)
Free SAS,[12322],2,5e-05,FR,Computer and Information Technology,Internet Service Provider (ISP)
UPSTREAM NETWORK LTD,[202888],2,5e-05,GB,None,None
"Fork Networking, LLC",[46841],2,5e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
Bach Kim Network solutions Join stock company,[135967],2,5e-05,VN,Computer and Information Technology,Hosting and Cloud Provider
Euronet Telekomunikasyon A.S.,[201178],2,5e-05,TR,Computer and Information Technology,None
VNIDC TECHNOLOGY COMPANY LIMITED,[140824],2,5e-05,VN,None,None
VNSUN CLOUD COMPANY LIMITED,[149151],2,5e-05,VN,None,None
Vetenskapsradet / SUNET,[1653],2,5e-05,SE,Computer and Information Technology,Internet Service Provider (ISP)
i3D.net B.V,[49544],2,5e-05,NL,Computer and Information Technology,Internet Service Provider (ISP)
hkgo LLC,[945],2,5e-05,TW,Computer and Information Technology,Internet Service Provider (ISP)
Zenlayer Inc,[21859],2,5e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
Denpa Ltd.,[131662],2,5e-05,TW,Service,"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)"
DataWeb Global Group B.V.,[39572],2,5e-05,NL,Computer and Information Technology,Internet Service Provider (ISP)
LLC Baxet,[51659],2,5e-05,RU,Computer and Information Technology,Internet Service Provider (ISP)
DGN TEKNOLOJI A.S.,[43260],2,5e-05,TR,Computer and Information Technology,Hosting and Cloud Provider
Vinters IT Ltd,[62217],2,5e-05,GB,Computer and Information Technology,None
CERNET2 IX at South China University of Technology,[24357],2,5e-05,CN,Education and Research,"Colleges, Universities, and Professional Schools"
Corporate / Direct Member IDNIC,[55818],2,5e-05,ID,Computer and Information Technology,Internet Service Provider (ISP)
"Chunghwa Telecom Co., Ltd.",[3462],2,5e-05,TW,Computer and Information Technology,Internet Service Provider (ISP)
China Education and Research Network Center,[4538],2,5e-05,CN,Education and Research,"Colleges, Universities, and Professional Schools"
Web2Objects LLC,[62874],2,5e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
"Charter Communications, Inc",[33363],2,5e-05,US,"Media, Publishing, and Broadcasting",None
Charter Communications Inc,[11426],2,5e-05,US,"Media, Publishing, and Broadcasting",None
CONSCIA DANMARK A/S,[59626],2,5e-05,DK,Computer and Information Technology,None
FunkFeuer Wien - Verein zur Foerderung freier Netze,[35492],2,5e-05,AT,Community Groups and Nonprofits,None
myLoc managed IT AG,[24961],2,5e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
"Automattic, Inc",[2635],2,5e-05,US,"Media, Publishing, and Broadcasting",None
ropa GmbH,[197637],2,5e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
Super Godzilla Communications GK,[138652],2,5e-05,JP,Computer and Information Technology,Internet Service Provider (ISP)
LINE Corporation,[38631],2,5e-05,JP,None,None
ALGAR TELECOM S/A,"[53006, 16735]",2,4e-05,BR,Computer and Information Technology,Internet Service Provider (ISP)
ungleich glarus ag,[207996],2,5e-05,CH,Computer and Information Technology,Internet Service Provider (ISP)
KAPPER NETWORK-COMMUNICATIONS GmbH,[48943],2,5e-05,AT,Computer and Information Technology,Internet Service Provider (ISP)
"AT&T Services, Inc.",[7018],2,5e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
ATW Internet Kft.,[41075],2,5e-05,HU,Computer and Information Technology,Internet Service Provider (ISP)
