as,number of aliased prefix,ratio of aliased prefix,org_name,country,category,sub_category
6762,63,0.0022,TELECOM ITALIA SPARKLE S.p.A.,IT,Computer and Information Technology,Internet Service Provider (ISP)
8422,61,0.00213,NetCologne Gesellschaft fur Telekommunikation mbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
55836,58,0.00202,Reliance Jio Infocomm Limited,IN,Computer and Information Technology,Internet Service Provider (ISP)
9002,55,0.00192,RETN Limited,GB,Computer and Information Technology,Internet Service Provider (ISP)
36183,51,0.00178,"Akamai Technologies, Inc.",US,Computer and Information Technology,Computer and Network Security
7922,50,0.00174,"Comcast Cable Communications, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
60781,50,0.00174,LeaseWeb Netherlands B.V.,NL,Computer and Information Technology,None
63410,48,0.00167,PrivateSystems Networks,US,Computer and Information Technology,Internet Service Provider (ISP)
41405,48,0.00167,Altinea SAS,FR,Computer and Information Technology,None
212238,47,0.00164,Datacamp Limited,GB,Computer and Information Technology,Internet Service Provider (ISP)
45899,47,0.00164,Vietnam Posts and Telecommunications (VNPT),VN,Computer and Information Technology,Internet Service Provider (ISP)
4837,45,0.00157,CHINA UNICOM Industrial Internet Backbone,CN,Computer and Information Technology,Internet Service Provider (ISP)
9498,44,0.00154,Bharti Airtel Limited,IN,Computer and Information Technology,Internet Service Provider (ISP)
209641,44,0.00154,I-SERVERS LTD,GB,Education and Research,None
63949,42,0.00147,"Akamai Technologies, Inc.",US,Computer and Information Technology,Software Development
396356,42,0.00147,Latitude.sh,US,Computer and Information Technology,Internet Service Provider (ISP)
208058,42,0.00147,InnoGames GmbH,DE,"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",None
812,40,0.0014,Rogers Communications Canada Inc.,CA,Computer and Information Technology,Internet Service Provider (ISP)
9829,40,0.0014,Bharat Sanchar Nigam Ltd,IN,Computer and Information Technology,Internet Service Provider (ISP)
1221,40,0.0014,Telstra Corporation Limited,AU,Service,"Law, Business, and Consulting Services"
45609,37,0.00129,Bharti Airtel Limited,IN,Computer and Information Technology,Internet Service Provider (ISP)
140810,37,0.00129,Megacore Technology Company Limited,VN,Computer and Information Technology,Internet Service Provider (ISP)
204916,36,0.00126,"RACKTECH CO., LTD.",TH,None,None
262287,36,0.00126,Latitude.sh LTDA,BR,Computer and Information Technology,Hosting and Cloud Provider
6697,35,0.00122,Republican Unitary Telecommunication Enterprise Beltelecom,BY,Computer and Information Technology,Internet Service Provider (ISP)
397031,34,0.00119,"GALAXYGATE, LLC",US,Other,None
205227,33,0.00115,"IT business solutions, MB",LT,Computer and Information Technology,Hosting and Cloud Provider
45758,31,0.00108,Triple T Broadband Public Company Limited,TH,Computer and Information Technology,Internet Service Provider (ISP)
9500,31,0.00108,One New Zealand Group Limited,NZ,Computer and Information Technology,Internet Service Provider (ISP)
5606,30,0.00105,GTS Telecom SRL,RO,Computer and Information Technology,Internet Service Provider (ISP)
577,30,0.00105,Bell Canada,CA,Computer and Information Technology,Internet Service Provider (ISP)
5410,29,0.00101,Bouygues Telecom SA,FR,Computer and Information Technology,Internet Service Provider (ISP)
213220,27,0.00094,Delta Ltd,RU,Computer and Information Technology,Internet Service Provider (ISP)
5432,26,0.00091,Proximus NV,BE,Computer and Information Technology,Internet Service Provider (ISP)
51468,26,0.00091,One.com A/S,DK,Computer and Information Technology,None
205745,24,0.00084,CONTRUST SOLUTIONS S.R.L.,MD,None,None
16625,23,0.0008,"Akamai Technologies, Inc.",US,Computer and Information Technology,Computer and Network Security
9924,23,0.0008,"Taiwan Fixed Network, Telco and Network Service Provider.",TW,Computer and Information Technology,Internet Service Provider (ISP)
852,22,0.00077,TELUS Communications Inc.,CA,Computer and Information Technology,Internet Service Provider (ISP)
29413,22,0.00077,KOMRO Gesellschaft fuer Telekommunikation mit beschraenkter Haftung,DE,Computer and Information Technology,Internet Service Provider (ISP)
53667,22,0.00077,FranTech Solutions,US,Computer and Information Technology,Hosting and Cloud Provider
11019,21,0.00073,"HAProxy Technologies, Inc.",US,Computer and Information Technology,Computer and Network Security
212144,20,0.0007,"trafficforce, UAB",LT,Computer and Information Technology,Software Development
24547,20,0.0007,China Mobile,CN,Computer and Information Technology,Internet Service Provider (ISP)
9381,20,0.0007,HKBN Enterprise Solutions HK Limited,HK,Computer and Information Technology,Internet Service Provider (ISP)
4134,20,0.0007,"No.31,Jin-rong Street",CN,Computer and Information Technology,Internet Service Provider (ISP)
4651,19,0.00066,CAT Telecom Public Company Limited,TH,Computer and Information Technology,Internet Service Provider (ISP)
210403,19,0.00066,Groupe LWS SARL,FR,None,None
4657,19,0.00066,Starhub Ltd.,SG,Computer and Information Technology,Internet Service Provider (ISP)
56040,19,0.00066,China Mobile Communications Corporation,CN,Computer and Information Technology,Internet Service Provider (ISP)
58453,19,0.00066,China Mobile International Limited,HK,Computer and Information Technology,Internet Service Provider (ISP)
53356,18,0.00063,Free Range Cloud Hosting Inc.,CA,Computer and Information Technology,Internet Service Provider (ISP)
33438,17,0.00059,"StackPath, LLC.",US,Computer and Information Technology,Computer and Network Security
1257,17,0.00059,Tele2 Sverige AB,SE,Computer and Information Technology,Internet Service Provider (ISP)
1930,17,0.00059,"Fundacao para a Ciencia e a Tecnologia, I.P.",PT,Computer and Information Technology,Internet Service Provider (ISP)
203432,16,0.00056,Association FAImaison,FR,Community Groups and Nonprofits,Other
22995,16,0.00056,Xplornet Communications Inc.,CA,Computer and Information Technology,Internet Service Provider (ISP)
25019,16,0.00056,Saudi Telecom Company JSC,SA,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
207375,16,0.00056,Fiber Operator B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
10881,16,0.00056,FUNPAR - Fundacao da UFPR para o DCTC,BR,Education and Research,None
55644,16,0.00056,Vodafone Idea Ltd. (VIL),IN,Computer and Information Technology,Internet Service Provider (ISP)
42925,15,0.00052,Internet Rimon LTD,IL,Computer and Information Technology,Internet Service Provider (ISP)
7679,15,0.00052,"QTnet,Inc.",JP,None,None
3303,15,0.00052,Swisscom (Schweiz) AG,CH,Computer and Information Technology,Internet Service Provider (ISP)
198066,15,0.00052,"Grupo Loading Systems, S.L.",ES,Computer and Information Technology,Internet Service Provider (ISP)
149485,15,0.00052,MonoCloud Pty Ltd,AU,"Media, Publishing, and Broadcasting",Online Informational Content
41378,14,0.00049,Kirino LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
9808,14,0.00049,China Mobile,CN,Computer and Information Technology,Internet Service Provider (ISP)
55081,14,0.00049,24 SHELLS,US,Computer and Information Technology,Internet Service Provider (ISP)
58057,14,0.00049,Securebit AG,CH,Computer and Information Technology,Internet Service Provider (ISP)
211298,14,0.00049,Constantine Cybersecurity Ltd.,GB,Computer and Information Technology,None
7545,14,0.00049,TPG Internet Pty Ltd,AU,Computer and Information Technology,Internet Service Provider (ISP)
24309,14,0.00049,"Atria Convergence Technologies Pvt. Ltd.,",IN,Computer and Information Technology,Internet Service Provider (ISP)
38266,14,0.00049,Vodafone Idea Ltd. (VIL),IN,Computer and Information Technology,Internet Service Provider (ISP)
25923,13,0.00045,"ChoicePoint, Inc.",US,Computer and Information Technology,Software Development
198231,13,0.00045,SIXNET OPERATION LTD,GB,None,None
39122,13,0.00045,Blacknight Internet Solutions Limited,IE,Computer and Information Technology,Software Development
9534,13,0.00045,Maxis Broadband Sdn Bhd,MY,Computer and Information Technology,Internet Service Provider (ISP)
397232,13,0.00045,Neustar Security Services,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
8697,13,0.00045,Jordan Telecommunications PSC,JO,Computer and Information Technology,Internet Service Provider (ISP)
210107,13,0.00045,PLUSWEB SUNUCU INTERNET HIZMETLERI TICARET LIMITED SIRKETI,TR,Computer and Information Technology,Internet Service Provider (ISP)
3389,13,0.00045,Ford Motor Company,US,"Freight, Shipment, and Postal Services",None
4637,13,0.00045,Telstra International Limited,HK,Computer and Information Technology,Internet Service Provider (ISP)
1659,12,0.00042,National Chung Hsing University,TW,Education and Research,"Colleges, Universities, and Professional Schools"
398962,12,0.00042,CONTROLD INC.,CA,Community Groups and Nonprofits,Other
64267,12,0.00042,Sprious LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
140903,12,0.00042,China Telecom,CN,Computer and Information Technology,None
33387,11,0.00038,"Nocix, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
2860,11,0.00038,"NOS COMUNICACOES, S.A.",PT,Computer and Information Technology,Internet Service Provider (ISP)
205807,11,0.00038,Essener Systemhaus,DE,Computer and Information Technology,None
17501,11,0.00038,WorldLink Communications,NP,Computer and Information Technology,Internet Service Provider (ISP)
29670,11,0.00038,Individual Network Berlin e.V.,DE,Community Groups and Nonprofits,None
59504,11,0.00038,LLC Vpsville,RU,Computer and Information Technology,Software Development
204779,11,0.00038,Local Loop Oy,FI,Computer and Information Technology,Software Development
29182,10,0.00035,JSC IOT,RU,Computer and Information Technology,None
10474,10,0.00035,Dimension Data,ZA,Computer and Information Technology,Internet Service Provider (ISP)
24921,9,0.00031,Latvijas Mobilais Telefons SIA,LV,Computer and Information Technology,Internet Service Provider (ISP)
3741,9,0.00031,Dimension Data,ZA,Computer and Information Technology,Internet Service Provider (ISP)
62240,9,0.00031,Clouvider Limited,GB,Computer and Information Technology,Internet Service Provider (ISP)
58542,9,0.00031,"Tianjij,300000",CN,Computer and Information Technology,Internet Service Provider (ISP)
13999,9,0.00031,"Mega Cable, S.A. de C.V.",MX,Computer and Information Technology,Internet Service Provider (ISP)
51430,9,0.00031,AltusHost B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
62571,9,0.00031,IMPERVA INC,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
4788,9,0.00031,TM TECHNOLOGY SERVICES SDN BHD,MY,Computer and Information Technology,Internet Service Provider (ISP)
55303,8,0.00028,"Eagle Sky Co., Lt",BZ,Computer and Information Technology,Hosting and Cloud Provider
25532,8,0.00028,"LLC ""MASTERHOST""",RU,Computer and Information Technology,Software Development
16276,8,0.00028,OVH SAS,FR,Computer and Information Technology,Hosting and Cloud Provider
51873,8,0.00028,Arcade Solutions AG,CH,Computer and Information Technology,Internet Service Provider (ISP)
60068,8,0.00028,Datacamp Limited,GB,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
3320,8,0.00028,Deutsche Telekom AG,DE,Computer and Information Technology,Internet Service Provider (ISP)
22822,8,0.00028,"Limelight Networks, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
205212,8,0.00028,LoudTronix Inc.,CA,Community Groups and Nonprofits,Other
133480,8,0.00028,Intergrid Group Pty Ltd,AU,Computer and Information Technology,Internet Service Provider (ISP)
44812,8,0.00028,IP SERVER LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
12876,8,0.00028,SCALEWAY S.A.S.,FR,Computer and Information Technology,None
17185,8,0.00028,Data102,US,Computer and Information Technology,Internet Service Provider (ISP)
202505,8,0.00028,NETBUDUR TELEKOMUNIKASYON LIMITED SIRKETI,TR,Computer and Information Technology,Hosting and Cloud Provider
8342,7,0.00024,JSC RTComm.RU,RU,Computer and Information Technology,Internet Service Provider (ISP)
212786,7,0.00024,DIGITAL NETWORK S.R.L.,MD,Computer and Information Technology,Hosting and Cloud Provider
48635,7,0.00024,CLDIN B.V.,NL,Computer and Information Technology,Hosting and Cloud Provider
61317,7,0.00024,Hivelocity Inc,US,Computer and Information Technology,None
56046,7,0.00024,China Mobile Communications Corporation,CN,Computer and Information Technology,Internet Service Provider (ISP)
42846,7,0.00024,GNET Internet Telekomunikasyon A.S.,TR,Computer and Information Technology,Internet Service Provider (ISP)
18779,7,0.00024,EGIHosting,US,Computer and Information Technology,Internet Service Provider (ISP)
9121,7,0.00024,Turk Telekomunikasyon Anonim Sirketi,TR,Computer and Information Technology,Internet Service Provider (ISP)
210079,6,0.00021,EuroByte LLC,RU,Construction and Real Estate,"Civil Engineering Construction (Utility Lines, Roads and Bridges)"
14522,6,0.00021,Satnet,EC,Computer and Information Technology,Internet Service Provider (ISP)
4538,6,0.00021,China Education and Research Network Center,CN,Education and Research,"Colleges, Universities, and Professional Schools"
197992,6,0.00021,DEFSOLUTION LLC,US,None,None
174,6,0.00021,Cogent Communications,US,Computer and Information Technology,Internet Service Provider (ISP)
198571,6,0.00021,3xK Tech GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
34665,6,0.00021,Petersburg Internet Network ltd.,RU,Computer and Information Technology,Internet Service Provider (ISP)
44066,6,0.00021,firstcolo GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
137702,6,0.00021,China Telecom,CN,Computer and Information Technology,None
8100,6,0.00021,QuadraNet Enterprises LLC,US,Computer and Information Technology,Computer and Network Security
40630,6,0.00021,"GridFury, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
3215,6,0.00021,Orange S.A.,FR,Computer and Information Technology,Internet Service Provider (ISP)
7018,6,0.00021,"AT&T Services, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
27823,5,0.00017,Dattatec.com,AR,Computer and Information Technology,None
61967,5,0.00017,telematis Netzwerke GmbH,DE,Computer and Information Technology,None
12322,5,0.00017,Free SAS,FR,Computer and Information Technology,Internet Service Provider (ISP)
22773,5,0.00017,Cox Communications Inc.,US,Computer and Information Technology,Internet Service Provider (ISP)
1653,5,0.00017,Vetenskapsradet / SUNET,SE,Computer and Information Technology,Internet Service Provider (ISP)
11917,5,0.00017,WhatsApp,US,"Retail Stores, Wholesale, and E-commerce Sites",None
40509,5,0.00017,"Fly.io, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
44477,5,0.00017,STARK INDUSTRIES SOLUTIONS LTD,GB,Manufacturing,"Metal, Glass, Wood, and Paper Manufacturing"
395747,5,0.00017,"Cloudflare, Inc.",US,Computer and Information Technology,Hosting and Cloud Provider
138997,5,0.00017,Eons Data Communications Limited,HK,Computer and Information Technology,Internet Service Provider (ISP)
134768,5,0.00017,CHINANET SHAANXI province Cloud Base network,CN,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
61323,5,0.00017,ANS ACADEMY LIMITED,GB,Computer and Information Technology,None
197695,5,0.00017,"Domain names registrar REG.RU, Ltd",RU,Computer and Information Technology,None
15557,5,0.00017,Societe Francaise Du Radiotelephone - SFR SA,FR,Computer and Information Technology,Internet Service Provider (ISP)
22697,5,0.00017,Roblox,US,Computer and Information Technology,Internet Service Provider (ISP)
945,5,0.00017,hkgo LLC,TW,Computer and Information Technology,Internet Service Provider (ISP)
131486,5,0.00017,"Beijing Jingdong 360 Degree E-commerce Co., Ltd.",CN,"Museums, Libraries, and Entertainment","Recreation, Sports, and Performing Arts"
9806,5,0.00017,"Beijing Educational Information Network Service Center Co., Ltd",CN,Computer and Information Technology,None
23693,5,0.00017,PT. Telekomunikasi Selular,ID,Computer and Information Technology,Internet Service Provider (ISP)
9443,5,0.00017,VOCUS PTY LTD,AU,Computer and Information Technology,Internet Service Provider (ISP)
216435,4,0.00014,Plim Mobile Telecom LLC,US,None,None
3223,4,0.00014,Voxility LLP,GB,Computer and Information Technology,Internet Service Provider (ISP)
57043,4,0.00014,HOSTKEY B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
60906,4,0.00014,Playdom B.V.,CW,Computer and Information Technology,Hosting and Cloud Provider
25198,4,0.00014,INTERKVM HOST SRL,RO,Computer and Information Technology,Internet Service Provider (ISP)
202044,4,0.00014,"Getechbrothers, MB",LT,Computer and Information Technology,Internet Service Provider (ISP)
17378,4,0.00014,"TierPoint, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
200351,4,0.00014,Guanzhong Chen,CA,Education and Research,Other
12360,4,0.00014,KEVAG Telekom GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
20853,4,0.00014,eTOP sp. z o.o.,PL,Computer and Information Technology,Internet Service Provider (ISP)
44974,4,0.00014,RegioNet Schweinfurt GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
13030,4,0.00014,Init7 (Switzerland) Ltd.,CH,Computer and Information Technology,Internet Service Provider (ISP)
6315,4,0.00014,"XMission, L.C.",US,Computer and Information Technology,Internet Service Provider (ISP)
60032,4,0.00014,Coriolis Telecom SAS,FR,Computer and Information Technology,Internet Service Provider (ISP)
30721,4,0.00014,SatGate LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
201217,4,0.00014,RADISHCLOUD TECHNOLOGY LLC,US,None,None
396982,4,0.00014,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
56630,4,0.00014,Melbikomas UAB,LT,Computer and Information Technology,None
397224,4,0.00014,Neustar Security Services,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
12849,4,0.00014,Hot-Net internet services Ltd.,IL,Computer and Information Technology,Internet Service Provider (ISP)
41717,4,0.00014,Telfly Technology Limited,HK,None,None
208492,4,0.00014,S.J.M. Steffann,NL,Community Groups and Nonprofits,"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)"
56655,4,0.00014,TerraHost AS,NO,Computer and Information Technology,Internet Service Provider (ISP)
397373,4,0.00014,H4Y Technologies LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
33856,4,0.00014,Turkiye Cumhuriyet Merkez Bankasi Anonim Sirketi,TR,Finance and Insurance,"Banks, Credit Card Companies, Mortgage Providers"
50113,4,0.00014,NTX Technologies s.r.o.,CZ,Computer and Information Technology,Internet Service Provider (ISP)
19969,4,0.00014,"Joe's Datacenter, LLC",US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
209622,4,0.00014,uPress Inc,US,Computer and Information Technology,Software Development
2497,4,0.00014,Internet Initiative Japan Inc.,JP,None,None
3462,4,0.00014,"Chunghwa Telecom Co., Ltd.",TW,Computer and Information Technology,Internet Service Provider (ISP)
56041,4,0.00014,China Mobile Communications Corporation,CN,Computer and Information Technology,Internet Service Provider (ISP)
397226,4,0.00014,Neustar Security Services,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
394346,4,0.00014,"KNIGHT POINT SYSTEMS, LLC",US,Computer and Information Technology,None
7539,4,0.00014,National Applied Research Laboratories,TW,Computer and Information Technology,None
134756,4,0.00014,China Telecom,CN,Computer and Information Technology,None
1921,4,0.00014,ipcom GmbH,AT,Computer and Information Technology,None
40676,3,0.0001,Psychz Networks,US,Computer and Information Technology,Hosting and Cloud Provider
60893,3,0.0001,Art of Automation B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
134771,3,0.0001,"WENZHOU, ZHEJIANG Province, P.R.China.",CN,Computer and Information Technology,Internet Service Provider (ISP)
1136,3,0.0001,KPN B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
33915,3,0.0001,Vodafone Libertel B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
4835,3,0.0001,China Telecom (Group),CN,Computer and Information Technology,Internet Service Provider (ISP)
17428,3,0.0001,21vianet(China) Inc.,CN,Computer and Information Technology,Software Development
51088,3,0.0001,A2B IP B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
12167,3,0.0001,LightWave Networks,US,Computer and Information Technology,Internet Service Provider (ISP)
209453,3,0.0001,GANDI SAS,FR,Computer and Information Technology,Internet Service Provider (ISP)
55818,3,0.0001,Corporate / Direct Member IDNIC,ID,Computer and Information Technology,Internet Service Provider (ISP)
45474,3,0.0001,NEXUSGUARD LIMITED,HK,Computer and Information Technology,Internet Service Provider (ISP)
54113,3,0.0001,"Fastly, Inc.",US,Computer and Information Technology,Software Development
149513,3,0.0001,"Shenzhen lesuyun Network Technology Co., Ltd",CN,Computer and Information Technology,Internet Service Provider (ISP)
42003,3,0.0001,LIBANTELECOM,LB,Computer and Information Technology,Internet Service Provider (ISP)
135967,3,0.0001,Bach Kim Network solutions Join stock company,VN,Computer and Information Technology,Hosting and Cloud Provider
8767,3,0.0001,M-net Telekommunikations GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
206271,3,0.0001,Fatih Unlu,TR,"Media, Publishing, and Broadcasting",Online Informational Content
16724,3,0.0001,WideOpenWest Finance LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
48261,3,0.0001,socialimprove LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
210644,3,0.0001,AEZA INTERNATIONAL LTD,GB,None,None
2200,3,0.0001,Renater,FR,Computer and Information Technology,Internet Service Provider (ISP)
210499,3,0.0001,Al Asmary Abdullah Ibrahim A,SA,Computer and Information Technology,Software Development
21342,3,0.0001,Akamai International B.V.,NL,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
701,3,0.0001,Verizon Business,US,Computer and Information Technology,Internet Service Provider (ISP)
46997,3,0.0001,Black Mesa Corporation,US,Health Care Services,Other
205125,3,0.0001,Network Management Ltd,SC,Computer and Information Technology,Software Development
41357,3,0.0001,34SP.com Limited,GB,Computer and Information Technology,Internet Service Provider (ISP)
200827,3,0.0001,vv Network Inc,US,Computer and Information Technology,None
21100,3,0.0001,ITL LLC,UA,Computer and Information Technology,None
262459,3,0.0001,Osirnet Info Telecom Ltda.,BR,Computer and Information Technology,Internet Service Provider (ISP)
198967,3,0.0001,BITel Gesellschaft fuer Telekommunikation mbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
8560,3,0.0001,IONOS SE,DE,Computer and Information Technology,Internet Service Provider (ISP)
6233,3,0.0001,xTom,US,Computer and Information Technology,Hosting and Cloud Provider
35470,2,7e-05,Signet B.V.,NL,Computer and Information Technology,Hosting and Cloud Provider
39572,2,7e-05,DataWeb Global Group B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
35826,2,7e-05,Netservers Limited,GB,Computer and Information Technology,Internet Service Provider (ISP)
12306,2,7e-05,Plus.line AG,DE,Computer and Information Technology,Internet Service Provider (ISP)
48943,2,7e-05,KAPPER NETWORK-COMMUNICATIONS GmbH,AT,Computer and Information Technology,Internet Service Provider (ISP)
49981,2,7e-05,WorldStream B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
35492,2,7e-05,FunkFeuer Wien - Verein zur Foerderung freier Netze,AT,Community Groups and Nonprofits,None
200487,2,7e-05,OOO VPS,RU,Computer and Information Technology,Hosting and Cloud Provider
41075,2,7e-05,ATW Internet Kft.,HU,Computer and Information Technology,Internet Service Provider (ISP)
45430,2,7e-05,MAYBANK Data Center (Co-Location),TH,Computer and Information Technology,Internet Service Provider (ISP)
131445,2,7e-05,MAYBANK Data Center (Co-Location),TH,Computer and Information Technology,Internet Service Provider (ISP)
41000,2,7e-05,Freethought Internet Limited,GB,Computer and Information Technology,Internet Service Provider (ISP)
51659,2,7e-05,LLC Baxet,RU,Computer and Information Technology,Internet Service Provider (ISP)
15600,2,7e-05,Quickline AG,CH,Computer and Information Technology,Internet Service Provider (ISP)
4811,2,7e-05,China Telecom (Group),CN,Computer and Information Technology,Internet Service Provider (ISP)
55990,2,7e-05,Huawei,CN,Computer and Information Technology,None
49544,2,7e-05,i3D.net B.V,NL,Computer and Information Technology,Internet Service Provider (ISP)
29075,2,7e-05,IELO-LIAZO SERVICES SAS,FR,Computer and Information Technology,Internet Service Provider (ISP)
1273,2,7e-05,Vodafone Group PLC,EU,Computer and Information Technology,Internet Service Provider (ISP)
906,2,7e-05,DMIT Cloud Services,US,Computer and Information Technology,Internet Service Provider (ISP)
197619,2,7e-05,Telnab Networks LLC,US,None,None
197598,2,7e-05,Virtueon Solutions LLC,US,None,None
29014,2,7e-05,ScaleUp Technologies GmbH & Co. KG,DE,Computer and Information Technology,None
3214,2,7e-05,xTom GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
62217,2,7e-05,Vinters IT Ltd,GB,Computer and Information Technology,None
207996,2,7e-05,ungleich glarus ag,CH,Computer and Information Technology,Internet Service Provider (ISP)
12337,2,7e-05,noris network AG,DE,Computer and Information Technology,Internet Service Provider (ISP)
43260,2,7e-05,DGN TEKNOLOJI A.S.,TR,Computer and Information Technology,Hosting and Cloud Provider
200373,2,7e-05,3xK Tech GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
135934,2,7e-05,ICT Center - Dong Thap Department of Information and Communications,VN,Service,"Law, Business, and Consulting Services"
59626,2,7e-05,CONSCIA DANMARK A/S,DK,Computer and Information Technology,None
29222,2,7e-05,Infomaniak Network SA,CH,Computer and Information Technology,None
204490,2,7e-05,Kontel LLC,RU,Computer and Information Technology,Hosting and Cloud Provider
198412,2,7e-05,Rage4 Networks Limited,GB,Computer and Information Technology,Software Development
49767,2,7e-05,Nej.cz s.r.o.,CZ,"Media, Publishing, and Broadcasting",Radio and Television Providers
201178,2,7e-05,Euronet Telekomunikasyon A.S.,TR,Computer and Information Technology,None
6718,2,7e-05,NAV COMMUNICATIONS SRL,RO,Computer and Information Technology,Internet Service Provider (ISP)
207713,2,7e-05,GLOBAL INTERNET SOLUTIONS LLC,RU,Finance and Insurance,Insurance Carriers and Agencies
24961,2,7e-05,myLoc managed IT AG,DE,Computer and Information Technology,Internet Service Provider (ISP)
15725,2,7e-05,IKS Service GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
9929,2,7e-05,CHINA UNICOM Industrial Internet Backbone,CN,Computer and Information Technology,Internet Service Provider (ISP)
1547,2,7e-05,"Societatea mixta pe actiuni de tip inchis ""Interdnestrcom""",MD,Computer and Information Technology,Internet Service Provider (ISP)
