org_name,as,number of aliased prefix,ratio of aliased prefix,country,category,sub_category
China Mobile Communications Corporation,"[56040, 56046, 56041, 56048, 134810]",32,0.0010500000000000002,CN,Computer and Information Technology,Internet Service Provider (ISP)
Vodafone Idea Ltd. (VIL),"[55644, 38266, 55410]",32,0.0010600000000000002,IN,Computer and Information Technology,Internet Service Provider (ISP)
PLUSWEB SUNUCU INTERNET HIZMETLERI TICARET LIMITED SIRKETI,[210107],32,0.00106,TR,Computer and Information Technology,Internet Service Provider (ISP)
One New Zealand Group Limited,[9500],31,0.00103,NZ,Computer and Information Technology,Internet Service Provider (ISP)
Proximus NV,[5432],31,0.00103,BE,Computer and Information Technology,Internet Service Provider (ISP)
GTS Telecom SRL,[5606],31,0.00103,RO,Computer and Information Technology,Internet Service Provider (ISP)
Constantine Cybersecurity Ltd.,[211298],31,0.00103,GB,Computer and Information Technology,None
Bell Canada,[577],30,0.00099,CA,Computer and Information Technology,Internet Service Provider (ISP)
One.com A/S,[51468],29,0.00096,DK,Computer and Information Technology,None
"trafficforce, UAB","[212144, 133944, 201341]",29,0.0009499999999999999,LT,Computer and Information Technology,Software Development
"Taiwan Fixed Network, Telco and Network Service Provider.",[9924],26,0.00086,TW,Computer and Information Technology,Internet Service Provider (ISP)
TELUS Communications Inc.,[852],25,0.00083,CA,Computer and Information Technology,Internet Service Provider (ISP)
Neustar Security Services,"[397232, 397224, 397226]",24,0.0008,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
Internet Rimon LTD,[42925],24,0.00079,IL,Computer and Information Technology,Internet Service Provider (ISP)
FranTech Solutions,[53667],24,0.00079,US,Computer and Information Technology,Hosting and Cloud Provider
China Telecom,"[140903, 137702, 134756, 140061, 140345]",24,0.00079,CN,Computer and Information Technology,None
Tele2 Sverige AB,[1257],23,0.00076,SE,Computer and Information Technology,Internet Service Provider (ISP)
KOMRO Gesellschaft fuer Telekommunikation mit beschraenkter Haftung,[29413],22,0.00073,DE,Computer and Information Technology,Internet Service Provider (ISP)
"HAProxy Technologies, Inc.",[11019],21,0.0007,US,Computer and Information Technology,Computer and Network Security
"No.31,Jin-rong Street",[4134],21,0.0007,CN,Computer and Information Technology,Internet Service Provider (ISP)
FUNPAR - Fundacao da UFPR para o DCTC,[10881],20,0.00066,BR,Education and Research,None
HKBN Enterprise Solutions HK Limited,[9381],20,0.00066,HK,Computer and Information Technology,Internet Service Provider (ISP)
Starhub Ltd.,"[4657, 55430]",20,0.00066,SG,Computer and Information Technology,Internet Service Provider (ISP)
"StackPath, LLC.",[33438],19,0.00063,US,Computer and Information Technology,Computer and Network Security
China Mobile International Limited,[58453],19,0.00063,HK,Computer and Information Technology,Internet Service Provider (ISP)
Dimension Data,"[10474, 3741]",19,0.0006299999999999999,ZA,Computer and Information Technology,Internet Service Provider (ISP)
CAT Telecom Public Company Limited,[4651],19,0.00063,TH,Computer and Information Technology,Internet Service Provider (ISP)
Association FAImaison,[203432],18,0.0006,FR,Community Groups and Nonprofits,Other
Kirino LLC,[41378],18,0.0006,US,Computer and Information Technology,Internet Service Provider (ISP)
Fiber Operator B.V.,[207375],17,0.00056,NL,Computer and Information Technology,Internet Service Provider (ISP)
"Fundacao para a Ciencia e a Tecnologia, I.P.",[1930],17,0.00056,PT,Computer and Information Technology,Internet Service Provider (ISP)
Xplornet Communications Inc.,[22995],16,0.00053,CA,Computer and Information Technology,Internet Service Provider (ISP)
MonoCloud Pty Ltd,[149485],16,0.00053,AU,"Media, Publishing, and Broadcasting",Online Informational Content
Saudi Telecom Company JSC,[25019],16,0.00053,SA,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
"QTnet,Inc.",[7679],15,0.0005,JP,None,None
Local Loop Oy,[204779],15,0.0005,FI,Computer and Information Technology,Software Development
Swisscom (Schweiz) AG,[3303],15,0.0005,CH,Computer and Information Technology,Internet Service Provider (ISP)
"Atria Convergence Technologies Pvt. Ltd.,",[24309],14,0.00046,IN,Computer and Information Technology,Internet Service Provider (ISP)
TPG Internet Pty Ltd,[7545],14,0.00046,AU,Computer and Information Technology,Internet Service Provider (ISP)
WorldLink Communications,[17501],14,0.00046,NP,Computer and Information Technology,Internet Service Provider (ISP)
Securebit AG,[58057],14,0.00046,CH,Computer and Information Technology,Internet Service Provider (ISP)
Maxis Broadband Sdn Bhd,[9534],14,0.00046,MY,Computer and Information Technology,Internet Service Provider (ISP)
"Mega Cable, S.A. de C.V.",[13999],14,0.00046,MX,Computer and Information Technology,Internet Service Provider (ISP)
24 SHELLS,[55081],14,0.00046,US,Computer and Information Technology,Internet Service Provider (ISP)
Blacknight Internet Solutions Limited,[39122],14,0.00046,IE,Computer and Information Technology,Software Development
Psychz Networks,[40676],13,0.00043,US,Computer and Information Technology,Hosting and Cloud Provider
Deutsche Telekom AG,[3320],13,0.00043,DE,Computer and Information Technology,Internet Service Provider (ISP)
Telstra International Limited,[4637],13,0.00043,HK,Computer and Information Technology,Internet Service Provider (ISP)
"ChoicePoint, Inc.",[25923],13,0.00043,US,Computer and Information Technology,Software Development
Ford Motor Company,[3389],13,0.00043,US,"Freight, Shipment, and Postal Services",None
Jordan Telecommunications PSC,[8697],13,0.00043,JO,Computer and Information Technology,Internet Service Provider (ISP)
National Chung Hsing University,[1659],12,0.0004,TW,Education and Research,"Colleges, Universities, and Professional Schools"
Sprious LLC,[64267],12,0.0004,US,Computer and Information Technology,Internet Service Provider (ISP)
Individual Network Berlin e.V.,[29670],12,0.0004,DE,Community Groups and Nonprofits,None
LLC Vpsville,[59504],12,0.0004,RU,Computer and Information Technology,Software Development
TM TECHNOLOGY SERVICES SDN BHD,[4788],12,0.0004,MY,Computer and Information Technology,Internet Service Provider (ISP)
DIGITAL NETWORK S.R.L.,[212786],12,0.0004,MD,Computer and Information Technology,Hosting and Cloud Provider
Latvijas Mobilais Telefons SIA,[24921],12,0.0004,LV,Computer and Information Technology,Internet Service Provider (ISP)
CONTROLD INC.,[398962],12,0.0004,CA,Community Groups and Nonprofits,Other
"Nocix, LLC",[33387],11,0.00036,US,Computer and Information Technology,Internet Service Provider (ISP)
Satnet,[14522],11,0.00036,EC,Computer and Information Technology,Internet Service Provider (ISP)
Essener Systemhaus,[205807],11,0.00036,DE,Computer and Information Technology,None
"NOS COMUNICACOES, S.A.",[2860],11,0.00036,PT,Computer and Information Technology,Internet Service Provider (ISP)
OVH SAS,[16276],11,0.00036,FR,Computer and Information Technology,Hosting and Cloud Provider
IP SERVER LLC,[44812],10,0.00033,RU,Computer and Information Technology,Internet Service Provider (ISP)
JSC IOT,[29182],10,0.00033,RU,Computer and Information Technology,None
3xK Tech GmbH,"[198571, 200373]",10,0.00033,DE,Computer and Information Technology,Internet Service Provider (ISP)
telematis Netzwerke GmbH,[61967],10,0.00033,DE,Computer and Information Technology,None
"Societatea mixta pe actiuni de tip inchis ""Interdnestrcom""",[1547],10,0.00033,MD,Computer and Information Technology,Internet Service Provider (ISP)
JSC RTComm.RU,[8342],9,0.0003,RU,Computer and Information Technology,Internet Service Provider (ISP)
IMPERVA INC,[62571],9,0.0003,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
Telfly Technology Limited,[41717],9,0.0003,HK,None,None
AltusHost B.V.,[51430],9,0.0003,NL,Computer and Information Technology,Internet Service Provider (ISP)
"Eagle Sky Co., Lt",[55303],9,0.0003,BZ,Computer and Information Technology,Hosting and Cloud Provider
"Tianjij,300000",[58542],9,0.0003,CN,Computer and Information Technology,Internet Service Provider (ISP)
EGIHosting,[18779],9,0.0003,US,Computer and Information Technology,Internet Service Provider (ISP)
DEFSOLUTION LLC,[197992],9,0.0003,US,None,None
Clouvider Limited,[62240],9,0.0003,GB,Computer and Information Technology,Internet Service Provider (ISP)
Petersburg Internet Network ltd.,[34665],9,0.0003,RU,Computer and Information Technology,Internet Service Provider (ISP)
NETBUDUR TELEKOMUNIKASYON LIMITED SIRKETI,[202505],8,0.00026,TR,Computer and Information Technology,Hosting and Cloud Provider
QuadraNet Enterprises LLC,[8100],8,0.00026,US,Computer and Information Technology,Computer and Network Security
HOSTKEY B.V.,[57043],8,0.00026,NL,Computer and Information Technology,Internet Service Provider (ISP)
GNET Internet Telekomunikasyon A.S.,[42846],8,0.00026,TR,Computer and Information Technology,Internet Service Provider (ISP)
Intergrid Group Pty Ltd,[133480],8,0.00026,AU,Computer and Information Technology,Internet Service Provider (ISP)
A2B IP B.V.,[51088],8,0.00026,NL,Computer and Information Technology,Internet Service Provider (ISP)
"LLC ""MASTERHOST""",[25532],8,0.00026,RU,Computer and Information Technology,Software Development
"Limelight Networks, Inc.",[22822],8,0.00026,US,Computer and Information Technology,Internet Service Provider (ISP)
LoudTronix Inc.,[205212],8,0.00026,CA,Community Groups and Nonprofits,Other
Arcade Solutions AG,[51873],8,0.00026,CH,Computer and Information Technology,Internet Service Provider (ISP)
Data102,[17185],8,0.00026,US,Computer and Information Technology,Internet Service Provider (ISP)
SCALEWAY S.A.S.,[12876],8,0.00026,FR,Computer and Information Technology,None
China Unicom,"[138421, 4808, 136959, 140716, 17816]",8,0.00026000000000000003,CN,Computer and Information Technology,None
SatGate LLC,[30721],8,0.00026,RU,Computer and Information Technology,Internet Service Provider (ISP)
"TierPoint, LLC",[17378],7,0.00023,US,Computer and Information Technology,Internet Service Provider (ISP)
Hivelocity Inc,[61317],7,0.00023,US,Computer and Information Technology,None
CLDIN B.V.,[48635],7,0.00023,NL,Computer and Information Technology,Hosting and Cloud Provider
Turk Telekomunikasyon Anonim Sirketi,[9121],7,0.00023,TR,Computer and Information Technology,Internet Service Provider (ISP)
"Beijing Educational Information Network Service Center Co., Ltd",[9806],7,0.00023,CN,Computer and Information Technology,None
"AT&T Services, Inc.",[7018],7,0.00023,US,Computer and Information Technology,Internet Service Provider (ISP)
China Telecom (Group),"[4835, 4811, 4812]",7,0.00024,CN,Computer and Information Technology,Internet Service Provider (ISP)
Orange S.A.,[3215],6,0.0002,FR,Computer and Information Technology,Internet Service Provider (ISP)
Vetenskapsradet / SUNET,[1653],6,0.0002,SE,Computer and Information Technology,Internet Service Provider (ISP)
Black Mesa Corporation,[46997],6,0.0002,US,Health Care Services,Other
RADISHCLOUD TECHNOLOGY LLC,[201217],6,0.0002,US,None,None
INTERKVM HOST SRL,[25198],6,0.0002,RO,Computer and Information Technology,Internet Service Provider (ISP)
Cogent Communications,[174],6,0.0002,US,Computer and Information Technology,Internet Service Provider (ISP)
"GridFury, LLC",[40630],6,0.0002,US,Computer and Information Technology,Internet Service Provider (ISP)
EuroByte LLC,[210079],6,0.0002,RU,Construction and Real Estate,"Civil Engineering Construction (Utility Lines, Roads and Bridges)"
PT. Telekomunikasi Selular,[23693],6,0.0002,ID,Computer and Information Technology,Internet Service Provider (ISP)
firstcolo GmbH,[44066],6,0.0002,DE,Computer and Information Technology,Internet Service Provider (ISP)
China Education and Research Network Center,[4538],6,0.0002,CN,Education and Research,"Colleges, Universities, and Professional Schools"
VOCUS PTY LTD,[9443],6,0.0002,AU,Computer and Information Technology,Internet Service Provider (ISP)
"Fly.io, Inc.",[40509],6,0.0002,US,Computer and Information Technology,Internet Service Provider (ISP)
"Chunghwa Telecom Co., Ltd.",[3462],6,0.0002,TW,Computer and Information Technology,Internet Service Provider (ISP)
CHINANET SHAANXI province Cloud Base network,[134768],5,0.00017,CN,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
STARK INDUSTRIES SOLUTIONS LTD,[44477],5,0.00017,GB,Manufacturing,"Metal, Glass, Wood, and Paper Manufacturing"
Societe Francaise Du Radiotelephone - SFR SA,[15557],5,0.00017,FR,Computer and Information Technology,Internet Service Provider (ISP)
Roblox,[22697],5,0.00017,US,Computer and Information Technology,Internet Service Provider (ISP)
M-net Telekommunikations GmbH,[8767],5,0.00017,DE,Computer and Information Technology,Internet Service Provider (ISP)
NTX Technologies s.r.o.,[50113],5,0.00017,CZ,Computer and Information Technology,Internet Service Provider (ISP)
Plim Mobile Telecom LLC,[216435],5,0.00017,US,None,None
National Applied Research Laboratories,[7539],5,0.00017,TW,Computer and Information Technology,None
P.A.G.M. OU,[198068],5,0.00017,EE,Computer and Information Technology,None
ipcom GmbH,[1921],5,0.00017,AT,Computer and Information Technology,None
WhatsApp,[11917],5,0.00017,US,"Retail Stores, Wholesale, and E-commerce Sites",None
hkgo LLC,[945],5,0.00017,TW,Computer and Information Technology,Internet Service Provider (ISP)
ANS ACADEMY LIMITED,[61323],5,0.00017,GB,Computer and Information Technology,None
"Beijing Jingdong 360 Degree E-commerce Co., Ltd.",[131486],5,0.00017,CN,"Museums, Libraries, and Entertainment","Recreation, Sports, and Performing Arts"
Quickline AG,[15600],5,0.00017,CH,Computer and Information Technology,Internet Service Provider (ISP)
Cox Communications Inc.,[22773],5,0.00017,US,Computer and Information Technology,Internet Service Provider (ISP)
Free SAS,[12322],5,0.00017,FR,Computer and Information Technology,Internet Service Provider (ISP)
"Domain names registrar REG.RU, Ltd",[197695],5,0.00017,RU,Computer and Information Technology,None
DN-Systems Enterprise Internet Solutions GmbH,[42034],5,0.00017,DE,Computer and Information Technology,None
Verizon Business,"[701, 6167]",5,0.00017,US,Computer and Information Technology,Internet Service Provider (ISP)
Dattatec.com,[27823],5,0.00017,AR,Computer and Information Technology,None
Eons Data Communications Limited,[138997],5,0.00017,HK,Computer and Information Technology,Internet Service Provider (ISP)
Guanzhong Chen,[200351],4,0.00013,CA,Education and Research,Other
eTOP sp. z o.o.,[20853],4,0.00013,PL,Computer and Information Technology,Internet Service Provider (ISP)
ScaleUp Technologies GmbH & Co. KG,[29014],4,0.00013,DE,Computer and Information Technology,None
CESNET z.s.p.o.,[2852],4,0.00013,CZ,Education and Research,None
WideOpenWest Finance LLC,[16724],4,0.00013,US,Computer and Information Technology,Internet Service Provider (ISP)
WorldStream B.V.,[49981],4,0.00013,NL,Computer and Information Technology,Internet Service Provider (ISP)
Infomaniak Network SA,[29222],4,0.00013,CH,Computer and Information Technology,None
Init7 (Switzerland) Ltd.,[13030],4,0.00013,CH,Computer and Information Technology,Internet Service Provider (ISP)
Melbikomas UAB,[56630],4,0.00013,LT,Computer and Information Technology,None
Internet Initiative Japan Inc.,[2497],4,0.00013,JP,None,None
uPress Inc,[209622],4,0.00013,US,Computer and Information Technology,Software Development
H4Y Technologies LLC,[397373],4,0.00013,US,Computer and Information Technology,Internet Service Provider (ISP)
MAYBANK Data Center (Co-Location),"[45430, 131445]",4,0.00014,TH,Computer and Information Technology,Internet Service Provider (ISP)
"Joe's Datacenter, LLC",[19969],4,0.00013,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
"XMission, L.C.",[6315],4,0.00013,US,Computer and Information Technology,Internet Service Provider (ISP)
LightWave Networks,"[12167, 26527]",4,0.00013000000000000002,US,Computer and Information Technology,Internet Service Provider (ISP)
"Level 3 Parent, LLC","[10753, 3549]",4,0.00013000000000000002,US,Computer and Information Technology,Internet Service Provider (ISP)
KEVAG Telekom GmbH,[12360],4,0.00013,DE,Computer and Information Technology,Internet Service Provider (ISP)
"KNIGHT POINT SYSTEMS, LLC",[394346],4,0.00013,US,Computer and Information Technology,None
Network Management Ltd,[205125],4,0.00013,SC,Computer and Information Technology,Software Development
socialimprove LLC,[48261],4,0.00013,US,Computer and Information Technology,Internet Service Provider (ISP)
TerraHost AS,[56655],4,0.00013,NO,Computer and Information Technology,Internet Service Provider (ISP)
Hot-Net internet services Ltd.,[12849],4,0.00013,IL,Computer and Information Technology,Internet Service Provider (ISP)
S.J.M. Steffann,[208492],4,0.00013,NL,Community Groups and Nonprofits,"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)"
Telekomunikasi Indonesia (PT),[7713],4,0.00013,ID,Computer and Information Technology,Internet Service Provider (ISP)
Voxility LLP,[3223],4,0.00013,GB,Computer and Information Technology,Internet Service Provider (ISP)
Coriolis Telecom SAS,[60032],4,0.00013,FR,Computer and Information Technology,Internet Service Provider (ISP)
RegioNet Schweinfurt GmbH,[44974],4,0.00013,DE,Computer and Information Technology,Internet Service Provider (ISP)
xTom,"[6233, 949]",4,0.00013000000000000002,US,Computer and Information Technology,Hosting and Cloud Provider
Playdom B.V.,[60906],4,0.00013,CW,Computer and Information Technology,Hosting and Cloud Provider
Turkiye Cumhuriyet Merkez Bankasi Anonim Sirketi,[33856],4,0.00013,TR,Finance and Insurance,"Banks, Credit Card Companies, Mortgage Providers"
Fatih Unlu,[206271],3,0.0001,TR,"Media, Publishing, and Broadcasting",Online Informational Content
xTom GmbH,[3214],3,0.0001,DE,Computer and Information Technology,Internet Service Provider (ISP)
Dialog Axiata Plc,[18001],3,0.0001,LK,Computer and Information Technology,Internet Service Provider (ISP)
Fibrebay Network LLC,[60939],3,0.0001,US,None,None
Art of Automation B.V.,[60893],3,0.0001,NL,Computer and Information Technology,Internet Service Provider (ISP)
BITel Gesellschaft fuer Telekommunikation mbH,[198967],3,0.0001,DE,Computer and Information Technology,Internet Service Provider (ISP)
21vianet(China) Inc.,[17428],3,0.0001,CN,Computer and Information Technology,Software Development
"LLC ""Internet Tehnologii""",[45027],3,0.0001,RU,Computer and Information Technology,Software Development
LIBANTELECOM,[42003],3,0.0001,LB,Computer and Information Technology,Internet Service Provider (ISP)
Vialis SEM,[42487],3,0.0001,FR,Computer and Information Technology,Internet Service Provider (ISP)
34SP.com Limited,[41357],3,0.0001,GB,Computer and Information Technology,Internet Service Provider (ISP)
Renater,[2200],3,0.0001,FR,Computer and Information Technology,Internet Service Provider (ISP)
AEZA INTERNATIONAL LTD,[210644],3,0.0001,GB,None,None
"Fastly, Inc.",[54113],3,0.0001,US,Computer and Information Technology,Software Development
Al Asmary Abdullah Ibrahim A,[210499],3,0.0001,SA,Computer and Information Technology,Software Development
United States Department of Justice,[15130],3,0.0001,US,Government and Public Administration,"Law Enforcement, Public Safety, and Justice"
"Shenzhen lesuyun Network Technology Co., Ltd",[149513],3,0.0001,CN,Computer and Information Technology,Internet Service Provider (ISP)
NEXUSGUARD LIMITED,[45474],3,0.0001,HK,Computer and Information Technology,Internet Service Provider (ISP)
vv Network Inc,[200827],3,0.0001,US,Computer and Information Technology,None
Corporate / Direct Member IDNIC,[55818],3,0.0001,ID,Computer and Information Technology,Internet Service Provider (ISP)
University of Illinois,[38],3,0.0001,US,Health Care Services,None
Osirnet Info Telecom Ltda.,[262459],3,0.0001,BR,Computer and Information Technology,Internet Service Provider (ISP)
ropa GmbH,[197637],3,0.0001,DE,Computer and Information Technology,Internet Service Provider (ISP)
Oman Telecommunications Company (S.A.O.G),[28885],3,0.0001,OM,Computer and Information Technology,None
Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,[680],3,0.0001,DE,Computer and Information Technology,Internet Service Provider (ISP)
Bach Kim Network solutions Join stock company,[135967],3,0.0001,VN,Computer and Information Technology,Hosting and Cloud Provider
KPN B.V.,[1136],3,0.0001,NL,Computer and Information Technology,Internet Service Provider (ISP)
GLOBAL INTERNET SOLUTIONS LLC,[207713],3,0.0001,RU,Finance and Insurance,Insurance Carriers and Agencies
GANDI SAS,[209453],3,0.0001,FR,Computer and Information Technology,Internet Service Provider (ISP)
Huawei,[55990],3,0.0001,CN,Computer and Information Technology,None
"WENZHOU, ZHEJIANG Province, P.R.China.",[134771],3,0.0001,CN,Computer and Information Technology,Internet Service Provider (ISP)
Vodafone Libertel B.V.,[33915],3,0.0001,NL,Computer and Information Technology,Internet Service Provider (ISP)
UAB Rakrejus,[62282],3,0.0001,LT,Computer and Information Technology,None
IONOS SE,[8560],3,0.0001,DE,Computer and Information Technology,Internet Service Provider (ISP)
ITL LLC,[21100],3,0.0001,UA,Computer and Information Technology,None
TT DOTCOM SDN BHD,[9930],3,0.0001,MY,Computer and Information Technology,Internet Service Provider (ISP)
CERNET2 IX at South China University of Technology,[24357],2,7e-05,CN,Education and Research,"Colleges, Universities, and Professional Schools"
VNIDC TECHNOLOGY COMPANY LIMITED,[140824],2,7e-05,VN,None,None
Nej.cz s.r.o.,[49767],2,7e-05,CZ,"Media, Publishing, and Broadcasting",Radio and Television Providers
"GENERAL COMMUNICATION, INC.",[8047],2,7e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
DataWeb Global Group B.V.,[39572],2,7e-05,NL,Computer and Information Technology,Internet Service Provider (ISP)
NetAssist LLC,[8772],2,7e-05,UA,Computer and Information Technology,Internet Service Provider (ISP)
"Robert Meyer trading as ""Mittwald CM Service GmbH & Co. KG""",[15817],2,7e-05,DE,Computer and Information Technology,Hosting and Cloud Provider
Telnab Networks LLC,[197619],2,7e-05,US,None,None
Web2Objects LLC,[62874],2,7e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
Euronet Telekomunikasyon A.S.,[201178],2,7e-05,TR,Computer and Information Technology,None
Shenzhen Tencent Computer Systems Company Limited,[45090],2,7e-05,CN,Computer and Information Technology,Other
Telconet S.A,[27947],2,7e-05,EC,Computer and Information Technology,Internet Service Provider (ISP)
NETLABS LLC,[216271],2,7e-05,UA,None,None
CLARO S.A.,[4230],2,7e-05,BR,Computer and Information Technology,Internet Service Provider (ISP)
PT. INDOSAT Tbk,[4761],2,7e-05,ID,Computer and Information Technology,Internet Service Provider (ISP)
MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,[8657],2,7e-05,PT,Computer and Information Technology,Internet Service Provider (ISP)
ALGAR TELECOM S/A,[16735],2,7e-05,BR,Computer and Information Technology,Internet Service Provider (ISP)
NAU Country Insurance Company,[397277],2,7e-05,US,"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",None
Denpa Ltd.,[131662],2,7e-05,TW,Service,"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)"
Telenet BVBA,[6848],2,7e-05,BE,Computer and Information Technology,Internet Service Provider (ISP)
Office of Info.Tech. Admin. for Educational Development,"[132879, 4621]",2,6e-05,TH,Computer and Information Technology,Internet Service Provider (ISP)
