org_name,as,number of aliased prefix,ratio of aliased prefix,country,category,sub_category
Cox Communications Inc.,[22773],8,0.00157,US,Computer and Information Technology,Internet Service Provider (ISP)
LLC Baxet,"[49392, 51659]",8,0.00156,RU,Computer and Information Technology,Internet Service Provider (ISP)
DataClub S.A.,"[52048, 60567, 203557]",7,0.0013700000000000001,BZ,Computer and Information Technology,Internet Service Provider (ISP)
NetAssist LLC,[8772],7,0.00137,UA,Computer and Information Technology,Internet Service Provider (ISP)
UK Dedicated Servers Limited,[42831],7,0.00137,GB,Computer and Information Technology,Internet Service Provider (ISP)
CLDIN B.V.,"[29290, 200746, 48635]",7,0.0013700000000000001,NL,Computer and Information Technology,Hosting and Cloud Provider
Tunbroker LLC,[400842],7,0.00137,US,None,None
ServerGurus UG,[211083],7,0.00137,DE,Computer and Information Technology,Internet Service Provider (ISP)
Delta Ltd,[213220],7,0.00137,RU,Computer and Information Technology,Internet Service Provider (ISP)
GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,[208972],7,0.00137,TR,Computer and Information Technology,Internet Service Provider (ISP)
Performive LLC,[46562],7,0.00137,US,Computer and Information Technology,Internet Service Provider (ISP)
LEASEWEB UK LIMITED,[205544],7,0.00137,GB,Computer and Information Technology,None
xTom,[949],7,0.00137,US,Computer and Information Technology,None
"Level 3 Parent, LLC","[3356, 203, 3549]",6,0.00118,US,Computer and Information Technology,Internet Service Provider (ISP)
Patrizio Palumbo,[211358],6,0.00117,IT,Construction and Real Estate,Buildings (Residential or Commercial)
Cogent Communications,[174],6,0.00117,US,Computer and Information Technology,Internet Service Provider (ISP)
Public Telecommunication Corporation,[30873],6,0.00117,YE,Computer and Information Technology,Internet Service Provider (ISP)
RADISHCLOUD TECHNOLOGY LLC,[201217],6,0.00117,US,None,None
Freifunk im Ennepe-Ruhr-Kreis e.V.,[210916],6,0.00117,DE,"Media, Publishing, and Broadcasting",Music and Video Industry
Netex Limited,[51837],6,0.00117,HK,Computer and Information Technology,Software Development
ArtPlanet LLC,[49542],6,0.00117,RU,Computer and Information Technology,Hosting and Cloud Provider
Aggros Operations Ltd.,[202685],6,0.00117,GB,None,None
Alexander Bruegmann,[212085],6,0.00117,DE,Manufacturing,Chemical and Pharmaceutical Manufacturing
XS Usenet B.V.,[44016],5,0.00098,NL,Computer and Information Technology,Internet Service Provider (ISP)
Daniel Cid,[205157],5,0.00098,US,"Freight, Shipment, and Postal Services",Other
NETSYST SAS,[209097],5,0.00098,FR,Computer and Information Technology,Software Development
FranTech Solutions,[53667],5,0.00098,US,Computer and Information Technology,Hosting and Cloud Provider
MAV Studios UK LTD,[204755],5,0.00098,GB,"Retail Stores, Wholesale, and E-commerce Sites","Clothing, Fashion, Luggage"
William Weber,[205432],5,0.00098,HR,Manufacturing,Chemical and Pharmaceutical Manufacturing
TEKNOBOSS TEKNOLOJI VE DANISMANLIK HIZMETLERI LIMITED SIRKETI,[201364],5,0.00098,TR,Service,"Law, Business, and Consulting Services"
Biterika Group LLC,[35048],5,0.00098,RU,Computer and Information Technology,Software Development
HostRoyale Technologies Pvt Ltd,[207990],4,0.00078,IN,Computer and Information Technology,Internet Service Provider (ISP)
ipcom GmbH,[207021],4,0.00078,AT,Computer and Information Technology,None
Daan Jurriaan van Gorkum trading as Vusam V.O.F,[205726],4,0.00078,NL,Computer and Information Technology,Internet Service Provider (ISP)
I-SERVERS LTD,[209641],4,0.00078,GB,Education and Research,None
Kontel LLC,[204490],4,0.00078,RU,Computer and Information Technology,Hosting and Cloud Provider
ALICE CAT RESEARCH LTD,[210025],4,0.00078,GB,Education and Research,None
Three Fourteen SASU,[42275],4,0.00078,FR,Service,Other
WideOpenWest Finance LLC,[16724],4,0.00078,US,Computer and Information Technology,Internet Service Provider (ISP)
IGT LOTTERY S.P.A.,[35574],4,0.00078,IT,Computer and Information Technology,Internet Service Provider (ISP)
"AT&T Services, Inc.",[7018],4,0.00078,US,Computer and Information Technology,Internet Service Provider (ISP)
FiberLink GmbH,[8666],4,0.00078,AT,Computer and Information Technology,Hosting and Cloud Provider
KIRILL ZINOV,[199186],4,0.00078,RU,None,None
HOSTKEY B.V.,[50867],4,0.00078,NL,Computer and Information Technology,Hosting and Cloud Provider
Obehosting AB,[42675],4,0.00078,SE,Computer and Information Technology,Internet Service Provider (ISP)
ColocationX Ltd.,[208046],4,0.00078,GB,Computer and Information Technology,Hosting and Cloud Provider
JSC Intellin,[203498],4,0.00078,RU,Computer and Information Technology,None
"WANG,XING-KAI",[203843],4,0.00078,TW,Service,"Law, Business, and Consulting Services"
LVNET LTD,"[34775, 50007]",4,0.00079,CY,Computer and Information Technology,None
Cr0bar Limited,[56758],4,0.00078,GB,Computer and Information Technology,Internet Service Provider (ISP)
Tyler Obrien,[205398],4,0.00078,US,Service,"Law, Business, and Consulting Services"
IP SERVICES Sp. zo.o.,"[40970, 34907]",3,0.00059,PL,Computer and Information Technology,Internet Service Provider (ISP)
RoyaleHosting BV,[212477],3,0.00059,NL,Computer and Information Technology,None
IMLONGHAO,[133846],3,0.00059,CN,Education and Research,None
SpectraIP B.V.,[62068],3,0.00059,NL,Computer and Information Technology,Internet Service Provider (ISP)
JSC IOT,[29182],3,0.00059,RU,Computer and Information Technology,None
Junxiao Shi,[200690],3,0.00059,US,None,None
Podaon SIA,"[210895, 211381]",3,0.00059,LV,Computer and Information Technology,Internet Service Provider (ISP)
Rage4 Networks Limited,[198412],3,0.00059,GB,Computer and Information Technology,Software Development
Alliance LLC,[39900],3,0.00059,RU,Construction and Real Estate,Real Estate (Residential and/or Commercial)
Sole trader Malkov Dmitrii Vladimirovich,[48108],3,0.00059,RU,Computer and Information Technology,None
Citytelecom LLC,[3175],3,0.00059,RU,Computer and Information Technology,Internet Service Provider (ISP)
Perfect Cloud Technologies LLC,[211027],3,0.00059,RU,"Media, Publishing, and Broadcasting",Other
GSL Networks Pty LTD,[137409],3,0.00059,AU,Computer and Information Technology,None
ServTech LTD,[208626],3,0.00059,RU,Computer and Information Technology,Internet Service Provider (ISP)
Yaoxuan Chen,[200959],3,0.00059,CN,None,None
Serverius Holding B.V.,[208685],3,0.00059,NL,Computer and Information Technology,None
GalaxyStar LLC,[206873],3,0.00059,RU,Computer and Information Technology,Internet Service Provider (ISP)
Comfortel Ltd.,[56534],3,0.00059,RU,Computer and Information Technology,Internet Service Provider (ISP)
Tyler Todd,[42198],3,0.00059,US,Other,None
NSA Networks LLC,[49548],3,0.00059,US,Computer and Information Technology,Software Development
Marco d'Angelo,[208753],3,0.00059,IT,Community Groups and Nonprofits,None
Manir LLC,[60389],3,0.00059,RU,Finance and Insurance,"Banks, Credit Card Companies, Mortgage Providers"
Malkov D.V.,[212521],3,0.00059,RU,Computer and Information Technology,Internet Service Provider (ISP)
PT. INDOSAT Tbk,[4761],3,0.00059,ID,Computer and Information Technology,Internet Service Provider (ISP)
Darkness Reigns (Holding) B.V.,[61161],3,0.00059,NL,Education and Research,None
Freifunk Frankfurt am Main e.V.,[64475],3,0.00059,DE,Community Groups and Nonprofits,None
Harmony Hosting SARL,[34534],2,0.00039,FR,Computer and Information Technology,Internet Service Provider (ISP)
Hetzner Online GmbH,[24940],2,0.00039,DE,Computer and Information Technology,None
Aperture Science Limited,[38008],2,0.00039,HK,Other,None
SHU-HAO TUNG,[208223],2,0.00039,TW,Computer and Information Technology,Other
HZ Hosting Ltd,[59711],2,0.00039,BG,Computer and Information Technology,Internet Service Provider (ISP)
"Alibaba (US) Technology Co., Ltd.",[37963],2,0.00039,US,Computer and Information Technology,None
VMHaus Limited,[136620],2,0.00039,GB,Computer and Information Technology,Internet Service Provider (ISP)
20i Limited,[48254],2,0.00039,GB,Computer and Information Technology,None
Q-MEX Networks GmbH,[211664],2,0.00039,DE,Computer and Information Technology,Hosting and Cloud Provider
LoudTronix Inc.,[205212],2,0.00039,CA,Community Groups and Nonprofits,Other
NTX Technologies s.r.o.,[50113],2,0.00039,CZ,Computer and Information Technology,Internet Service Provider (ISP)
Noah van der Aa,[197919],2,0.00039,NL,None,None
Mitko.Com Ltd.,[35761],2,0.00039,BG,Computer and Information Technology,Internet Service Provider (ISP)
None,"[216157, 216111]",2,0.0004,None,None,None
Megacore Technology Company Limited,[140810],2,0.00039,VN,Computer and Information Technology,Internet Service Provider (ISP)
Marvin Gaube,[213204],2,0.00039,DE,"Media, Publishing, and Broadcasting","Print Media (Newspapers, Magazines, Books)"
Marek Ziolkowski,[206499],2,0.00039,PL,Computer and Information Technology,Internet Service Provider (ISP)
Overweb Srl,[42692],2,0.00039,IT,None,None
"Mach Dilemma, LLC",[40138],2,0.00039,US,Other,None
Ozyorsk Telecom CJSC.,[48043],2,0.00039,RU,Construction and Real Estate,"Civil Engineering Construction (Utility Lines, Roads and Bridges)"
MD TECHNOLOGY LIMITED,[199974],2,0.00039,HK,Computer and Information Technology,Software Development
AKILE LTD,[61112],2,0.00039,GB,"Media, Publishing, and Broadcasting",Online Informational Content
Ismael Munoz Hernandez,[197606],2,0.00039,ES,None,None
Leo Shum,[208699],2,0.00039,GB,Construction and Real Estate,Real Estate (Residential and/or Commercial)
AMAG Corporate Services AG,[35712],2,0.00039,CH,Computer and Information Technology,None
Latitude.sh,[396356],2,0.00039,US,Computer and Information Technology,Internet Service Provider (ISP)
"nextdns, Inc.",[34939],2,0.00039,US,Computer and Information Technology,None
Krik van der Vinne trading as Alpine North,[60557],2,0.00039,NL,Education and Research,None
"Ashton Holmes, Sole Proprietorship",[33760],2,0.00039,US,None,None
i3D.net B.V,[49544],2,0.00039,NL,Computer and Information Technology,Internet Service Provider (ISP)
Keminet SHPK,[197706],2,0.00039,AL,Computer and Information Technology,None
Jon Arve Vanvik,[210152],2,0.00039,NO,Education and Research,Other
Jin Shaohai,[209306],2,0.00039,CN,Education and Research,None
Jikai Ren,[206843],2,0.00039,CN,"Media, Publishing, and Broadcasting",Online Informational Content
Scalaxy B.V.,[58061],2,0.00039,LV,Computer and Information Technology,Hosting and Cloud Provider
Hytron Network Services Limited,"[202662, 151407]",2,0.0004,HK,None,None
ECO-INITIATIVE LLC,[201572],2,0.00039,UA,"Retail Stores, Wholesale, and E-commerce Sites",None
Black Mesa Corporation,[46997],2,0.00039,US,Health Care Services,Other
WorldStream B.V.,[49981],2,0.00039,NL,Computer and Information Technology,Internet Service Provider (ISP)
DNS0.EU A.D.,[50902],2,0.00039,FR,Computer and Information Technology,Internet Service Provider (ISP)
Sprint,[1239],2,0.00039,US,Computer and Information Technology,Internet Service Provider (ISP)
Turk Telekomunikasyon Anonim Sirketi,[9121],2,0.00039,TR,Computer and Information Technology,Internet Service Provider (ISP)
Web2Objects LLC,[62874],2,0.00039,US,Computer and Information Technology,Internet Service Provider (ISP)
Euronet Telekomunikasyon A.S.,[201178],2,0.00039,TR,Computer and Information Technology,None
Enflow B.V.,[209626],2,0.00039,NL,Computer and Information Technology,Internet Service Provider (ISP)
Cloudie Networks LLC,[924],2,0.00039,US,None,None
Free Range Cloud Hosting Inc.,[53356],2,0.00039,CA,Computer and Information Technology,Internet Service Provider (ISP)
Benjamin Cartwright-Cox,[204318],2,0.00039,GB,None,None
Tianhong Peng,[200021],2,0.00039,CN,None,None
"Dialpad, Inc.",[63399],2,0.00039,US,"Media, Publishing, and Broadcasting",Other
TELECOM ITALIA SPARKLE S.p.A.,[6762],2,0.00039,IT,Computer and Information Technology,Internet Service Provider (ISP)
UK-2 Limited,[13213],2,0.00039,GB,Computer and Information Technology,Hosting and Cloud Provider
GLOBAL CLOUD NETWORK LLC,[204720],2,0.00039,RU,"Retail Stores, Wholesale, and E-commerce Sites",Other
BWE CAPITAL LIMITED,[197730],2,0.00039,VG,None,None
The Infrastructure Company GmbH,[208016],1,0.0002,DE,Computer and Information Technology,None
pragmatel s.r.o.,[200635],1,0.0002,CZ,Manufacturing,Machinery
TeleMaks Ltd,[197204],1,0.0002,RU,Computer and Information Technology,Internet Service Provider (ISP)
myNet GmbH,[31543],1,0.0002,AT,Computer and Information Technology,Internet Service Provider (ISP)
Trigion Alarmcentrale BV,[204319],1,0.0002,NL,Government and Public Administration,"Law Enforcement, Public Safety, and Justice"
"trafficforce, UAB",[212144],1,0.0002,LT,Computer and Information Technology,Software Development
relaxt Webdienstleistungsagentur GmbH,[205989],1,0.0002,AT,Service,Other
Perfect Sense AB,[201633],1,0.0002,SE,Service,Other
"Perfect International, Inc",[22439],1,0.0002,US,Computer and Information Technology,Internet Service Provider (ISP)
networksu sasu,[35085],1,0.0002,FR,Construction and Real Estate,Real Estate (Residential and/or Commercial)
Tom Klein,[52112],1,0.0002,DE,Construction and Real Estate,Buildings (Residential or Commercial)
PJSC Rostelecom,[21378],1,0.0002,RU,Computer and Information Technology,None
PaoPaoYu Network LTD.,[202911],1,0.0002,CA,None,None
Wicked Networks Limited,[141444],1,0.0002,HK,Other,None
Partner Communications Ltd.,[12400],1,0.0002,IL,Computer and Information Technology,Internet Service Provider (ISP)
ngena GmbH,[48582],1,0.0002,DE,Computer and Information Technology,None
Westfalen Weser Netz GmbH,[207289],1,0.0002,DE,Service,"Law, Business, and Consulting Services"
Telnet LLC,[42897],1,0.0002,RU,Construction and Real Estate,"Civil Engineering Construction (Utility Lines, Roads and Bridges)"
Peaktera,[32931],1,0.0002,US,Computer and Information Technology,Internet Service Provider (ISP)
Tida Data Processing Ltd,[213222],1,0.0002,IR,Computer and Information Technology,Internet Service Provider (ISP)
"Webglobe, s.r.o.",[206566],1,0.0002,CZ,Manufacturing,Other
XuanMing Liu,[197433],1,0.0002,CN,Computer and Information Technology,Internet Service Provider (ISP)
PACTOO SAS,[210232],1,0.0002,FR,Computer and Information Technology,Internet Service Provider (ISP)
Vestas Wind Systems A/S,[204920],1,0.0002,DK,Manufacturing,Automotive and Transportation
Netversor GmbH,[200081],1,0.0002,DE,Service,"Law, Business, and Consulting Services"
wwcom AG,[206616],1,0.0002,CH,Service,"Personal Care and Lifestyle (Barber Shops, Nail Salons, Diet Centers, Laundry, etc)"
Next Layer Telekommunikationsdienstleistungs- und Beratungs GmbH,[1764],1,0.0002,AT,Computer and Information Technology,Internet Service Provider (ISP)
Nida Telekomunikasyon Hizmetleri A.S.,[204736],1,0.0002,TR,Construction and Real Estate,Buildings (Residential or Commercial)
UpCloud Ltd,[202053],1,0.0002,FI,Computer and Information Technology,Software Development
Valmet Automation Oy,[210167],1,0.0002,FI,Manufacturing,Machinery
"Nightfall Networks, LLC",[60310],1,0.0002,US,Education and Research,Other
Niklas Polte,[208985],1,0.0002,DE,"Media, Publishing, and Broadcasting",Online Informational Content
Van Berkel en Bos U.N. Studio BV,[56722],1,0.0002,NL,Construction and Real Estate,Other
willhaben internet service GmbH & Co KG,[34798],1,0.0002,AT,Service,"Law, Business, and Consulting Services"
Vattenfall Eurofiber GmbH,[211752],1,0.0002,DE,Computer and Information Technology,None
web2objects GmbH,[50495],1,0.0002,DE,Computer and Information Technology,Internet Service Provider (ISP)
OOO New Line,[204623],1,0.0002,RU,"Retail Stores, Wholesale, and E-commerce Sites",Other
Oitis Com Oy,[207729],1,0.0002,FI,Computer and Information Technology,Software Development
True B.V.,[15703],1,0.0002,NL,Computer and Information Technology,Internet Service Provider (ISP)
Okay-Telecom Ltd.,[199669],1,0.0002,RU,Computer and Information Technology,Internet Service Provider (ISP)
Oleksandr Siedinkin,[56485],1,0.0002,UA,Computer and Information Technology,None
Visparad Web Hosting Service LLC,[3177],1,0.0002,US,Computer and Information Technology,Internet Service Provider (ISP)
Optimizely AB,[30811],1,0.0002,SE,Computer and Information Technology,Other
Orbit Telekom Sanayi ve Ticaret Limited Sirketi,[41155],1,0.0002,TR,Computer and Information Technology,Internet Service Provider (ISP)
Otaverkko Oy,[12630],1,0.0002,FI,Computer and Information Technology,Internet Service Provider (ISP)
UK On-line Agri-sales Limited,[202235],1,0.0002,GB,Computer and Information Technology,None
Web Werks,[33480],1,0.0002,US,Computer and Information Technology,Internet Service Provider (ISP)
TxRx Communications Ltd,[198722],1,0.0002,GB,Computer and Information Technology,Internet Service Provider (ISP)
Web42 Solutions Ltd,[202990],1,0.0002,GB,Computer and Information Technology,Hosting and Cloud Provider
Truenetwork LLC,[49673],1,0.0002,RU,Computer and Information Technology,Internet Service Provider (ISP)
TWD2 Education and Research Network,[24239],1,0.0002,CN,Computer and Information Technology,Hosting and Cloud Provider
Oxylabs,[396319],1,0.0002,US,Computer and Information Technology,Internet Service Provider (ISP)
Owl Limited,[43357],1,0.0002,VU,Computer and Information Technology,Internet Service Provider (ISP)
TGs4 Networks Inc.,[54197],1,0.0002,CA,None,None
TOHU Public Internet,[140731],1,0.0002,CN,Education and Research,None
Petersburg Internet Network ltd.,[44050],1,0.0002,RU,Computer and Information Technology,Internet Service Provider (ISP)
SouthernHill BV,[200428],1,0.0002,NL,Computer and Information Technology,Internet Service Provider (ISP)
Rustel LLC,[52031],1,0.0002,RU,Computer and Information Technology,Internet Service Provider (ISP)
SHI Li Li,[50922],1,0.0002,CN,Service,"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)"
Skyware Sp. z o.o.,[42673],1,0.0002,PL,Computer and Information Technology,Internet Service Provider (ISP)
SIA Network Operations Center,[203339],1,0.0002,LV,Computer and Information Technology,Hosting and Cloud Provider
Skydance Productions LLC,[398668],1,0.0002,US,"Media, Publishing, and Broadcasting",None
Wurth IT GmbH,[207481],1,0.0002,DE,Computer and Information Technology,None
SIA VEESP,[43317],1,0.0002,LV,Computer and Information Technology,Internet Service Provider (ISP)
SIM-TELECOM LLC.,[51972],1,0.0002,UA,Computer and Information Technology,Internet Service Provider (ISP)
SIPARTECH SAS,[8309],1,0.0002,FR,Computer and Information Technology,Internet Service Provider (ISP)
Netrunner Inc,[6369],1,0.0002,US,Computer and Information Technology,Internet Service Provider (ISP)
VIVARO GROUP LLC,[207092],1,0.0002,AM,"Museums, Libraries, and Entertainment",Casinos and Gambling
ZADEA SRL,[210144],1,0.0002,IT,Computer and Information Technology,Internet Service Provider (ISP)
Yusuke Ichiki,[213164],1,0.0002,JP,Travel and Accommodation,Other
SOCIETE COOPERATIVE D'AMENAGEMENT NUMERIQUE ICAUNAISE,[201080],1,0.0002,FR,Computer and Information Technology,Internet Service Provider (ISP)
SOPRADO GmbH,[20546],1,0.0002,DE,Computer and Information Technology,Computer and Network Security
SORACOM. INC.,[131910],1,0.0002,JP,None,None
XHOST INTERNET SOLUTIONS LP,[208091],1,0.0002,GB,Computer and Information Technology,Internet Service Provider (ISP)
STARK INDUSTRIES SOLUTIONS LTD,[44477],1,0.0002,GB,Manufacturing,"Metal, Glass, Wood, and Paper Manufacturing"
Yiff Ltd,[216398],1,0.0002,GB,None,None
"SYNOT ICT Services, a.s.",[208906],1,0.0002,CZ,Service,"Law, Business, and Consulting Services"
"Servers.com, Inc.",[7979],1,0.0002,US,Computer and Information Technology,Internet Service Provider (ISP)
Serverel Inc.,[15317],1,0.0002,US,Computer and Information Technology,Internet Service Provider (ISP)
Xiufeng Guo,[210937],1,0.0002,DE,Computer and Information Technology,Software Development
Seflow s.r.l.,[49367],1,0.0002,IT,Computer and Information Technology,Internet Service Provider (ISP)
Sami Yessou,[211480],1,0.0002,IT,None,None
Seed Technologies LTD.,[201949],1,0.0002,GB,Computer and Information Technology,Internet Service Provider (ISP)
Wu Zhiyuan,[209650],1,0.0002,CN,Education and Research,None
ZYC Network LLC,[199656],1,0.0002,US,None,None
Retel JSC,[44851],1,0.0002,BG,Computer and Information Technology,Internet Service Provider (ISP)
"Stowarzyszenie ""Warszawski Hackerspace""",[204880],1,0.0002,PL,Construction and Real Estate,Buildings (Residential or Commercial)
TM TECHNOLOGY SERVICES SDN BHD,[4788],1,0.0002,MY,Computer and Information Technology,Internet Service Provider (ISP)
"Scaleblade, Ltd.",[52041],1,0.0002,GB,Computer and Information Technology,Internet Service Provider (ISP)
hosTELyon SAS,[209146],1,0.0002,FR,Computer and Information Technology,None
TELEFONICA DE ESPANA S.A.U.,[3352],1,0.0002,ES,Computer and Information Technology,Internet Service Provider (ISP)
Ping Identity Corporation,[400797],1,0.0002,US,Computer and Information Technology,Internet Service Provider (ISP)
TEKNOTEL TELEKOMUNIKASYON SANAYI VE TICARET A.S.,[25145],1,0.0002,TR,Computer and Information Technology,Internet Service Provider (ISP)
Planisware Singapore Pte. Ltd,[150347],1,0.0002,SG,Computer and Information Technology,Software Development
TEFINCOM S.A.,[141039],1,0.0002,PA,Computer and Information Technology,None
Wimaz S. L.,[202421],1,0.0002,ES,Computer and Information Technology,Internet Service Provider (ISP)
Plim Mobile Telecom LLC,[216435],1,0.0002,US,None,None
Sysdex AG,[210231],1,0.0002,CH,Computer and Information Technology,Internet Service Provider (ISP)
Plus.line AG,[12306],1,0.0002,DE,Computer and Information Technology,Internet Service Provider (ISP)
SteveYi Experiment Network,[141173],1,0.0002,TW,Education and Research,None
Zenex 5ive Limited,[209181],1,0.0002,GB,Computer and Information Technology,Internet Service Provider (ISP)
Portland Internet Hosting LLC,[36791],1,0.0002,US,Computer and Information Technology,Internet Service Provider (ISP)
hkgo LLC,[945],1,0.0002,TW,Computer and Information Technology,Internet Service Provider (ISP)
e-SBL.net Sp. z o.o.,[50994],1,0.0002,PL,Computer and Information Technology,Internet Service Provider (ISP)
Stefan Wahl trading as open 7 e.Kfm,[208262],1,0.0002,DE,Community Groups and Nonprofits,None
QuadraNet Enterprises LLC,[8100],1,0.0002,US,Computer and Information Technology,Computer and Network Security
"auth-servers, LLC",[35829],1,0.0002,US,Computer and Information Technology,Hosting and Cloud Provider
Wipak Walsrode Geschaeftsfuhrungs GmbH trading as Wipak Walsrode GmbH & Co. KG,[47540],1,0.0002,DE,Computer and Information Technology,Internet Service Provider (ISP)
Zurganf Ltd,[200800],1,0.0002,GB,None,None
RBB InfoTech,[135671],1,0.0002,NZ,Computer and Information Technology,Hosting and Cloud Provider
Starhub Ltd.,[4657],1,0.0002,SG,Computer and Information Technology,Internet Service Provider (ISP)
RODRIGUEZ PEDRO ALBERTO JUAN,[271991],1,0.0002,AR,None,None
Redge Technologies sp. z o.o.,[201029],1,0.0002,PL,Computer and Information Technology,Internet Service Provider (ISP)
Shangren Lu,[199684],1,0.0002,CN,None,None
1Access Sweden AB,[57773],1,0.0002,SE,Computer and Information Technology,Internet Service Provider (ISP)
NetCologne Gesellschaft fur Telekommunikation mbH,[8422],1,0.0002,DE,Computer and Information Technology,Internet Service Provider (ISP)
Combell NV,[34762],1,0.0002,BE,Computer and Information Technology,Software Development
DNHOST IKE,[200128],1,0.0002,GR,Computer and Information Technology,Software Development
DN-Systems Enterprise Internet Solutions GmbH,[42034],1,0.0002,DE,Computer and Information Technology,None
DIGITAL NETWORK S.R.L.,[212786],1,0.0002,MD,Computer and Information Technology,Hosting and Cloud Provider
