as,number of aliased prefix,ratio of aliased prefix,org_name,country,category,sub_category
63410,50,0.0017,PrivateSystems Networks,US,Computer and Information Technology,Internet Service Provider (ISP)
60781,48,0.00163,LeaseWeb Netherlands B.V.,NL,Computer and Information Technology,None
45899,47,0.0016,Vietnam Posts and Telecommunications (VNPT),VN,Computer and Information Technology,Internet Service Provider (ISP)
41405,47,0.0016,Altinea SAS,FR,Computer and Information Technology,None
212238,45,0.00153,Datacamp Limited,GB,Computer and Information Technology,Internet Service Provider (ISP)
209641,45,0.00153,I-SERVERS LTD,GB,Education and Research,None
9498,44,0.0015,Bharti Airtel Limited,IN,Computer and Information Technology,Internet Service Provider (ISP)
4837,44,0.0015,CHINA UNICOM Industrial Internet Backbone,CN,Computer and Information Technology,Internet Service Provider (ISP)
208058,42,0.00143,InnoGames GmbH,DE,"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",None
63949,42,0.00143,"Akamai Technologies, Inc.",US,Computer and Information Technology,Software Development
396356,42,0.00143,Latitude.sh,US,Computer and Information Technology,Internet Service Provider (ISP)
1221,41,0.0014,Telstra Corporation Limited,AU,Service,"Law, Business, and Consulting Services"
9829,40,0.00136,Bharat Sanchar Nigam Ltd,IN,Computer and Information Technology,Internet Service Provider (ISP)
812,40,0.00136,Rogers Communications Canada Inc.,CA,Computer and Information Technology,Internet Service Provider (ISP)
204916,38,0.00129,"RACKTECH CO., LTD.",TH,None,None
45609,37,0.00126,Bharti Airtel Limited,IN,Computer and Information Technology,Internet Service Provider (ISP)
140810,37,0.00126,Megacore Technology Company Limited,VN,Computer and Information Technology,Internet Service Provider (ISP)
397031,36,0.00123,"GALAXYGATE, LLC",US,Other,None
262287,36,0.00123,Latitude.sh LTDA,BR,Computer and Information Technology,Hosting and Cloud Provider
6697,35,0.00119,Republican Unitary Telecommunication Enterprise Beltelecom,BY,Computer and Information Technology,Internet Service Provider (ISP)
45758,33,0.00112,Triple T Broadband Public Company Limited,TH,Computer and Information Technology,Internet Service Provider (ISP)
205227,31,0.00106,"IT business solutions, MB",LT,Computer and Information Technology,Hosting and Cloud Provider
5606,31,0.00106,GTS Telecom SRL,RO,Computer and Information Technology,Internet Service Provider (ISP)
9500,31,0.00106,One New Zealand Group Limited,NZ,Computer and Information Technology,Internet Service Provider (ISP)
577,30,0.00102,Bell Canada,CA,Computer and Information Technology,Internet Service Provider (ISP)
5410,29,0.00099,Bouygues Telecom SA,FR,Computer and Information Technology,Internet Service Provider (ISP)
51468,28,0.00095,One.com A/S,DK,Computer and Information Technology,None
5432,27,0.00092,Proximus NV,BE,Computer and Information Technology,Internet Service Provider (ISP)
9924,26,0.00089,"Taiwan Fixed Network, Telco and Network Service Provider.",TW,Computer and Information Technology,Internet Service Provider (ISP)
213220,25,0.00085,Delta Ltd,RU,Computer and Information Technology,Internet Service Provider (ISP)
53667,23,0.00078,FranTech Solutions,US,Computer and Information Technology,Hosting and Cloud Provider
852,23,0.00078,TELUS Communications Inc.,CA,Computer and Information Technology,Internet Service Provider (ISP)
16625,23,0.00078,"Akamai Technologies, Inc.",US,Computer and Information Technology,Computer and Network Security
212144,22,0.00075,"trafficforce, UAB",LT,Computer and Information Technology,Software Development
29413,22,0.00075,KOMRO Gesellschaft fuer Telekommunikation mit beschraenkter Haftung,DE,Computer and Information Technology,Internet Service Provider (ISP)
205745,22,0.00075,CONTRUST SOLUTIONS S.R.L.,MD,None,None
4134,21,0.00071,"No.31,Jin-rong Street",CN,Computer and Information Technology,Internet Service Provider (ISP)
11019,21,0.00071,"HAProxy Technologies, Inc.",US,Computer and Information Technology,Computer and Network Security
9381,20,0.00068,HKBN Enterprise Solutions HK Limited,HK,Computer and Information Technology,Internet Service Provider (ISP)
24547,20,0.00068,China Mobile,CN,Computer and Information Technology,Internet Service Provider (ISP)
55303,20,0.00068,"Eagle Sky Co., Lt",BZ,Computer and Information Technology,Hosting and Cloud Provider
58453,19,0.00065,China Mobile International Limited,HK,Computer and Information Technology,Internet Service Provider (ISP)
56040,19,0.00065,China Mobile Communications Corporation,CN,Computer and Information Technology,Internet Service Provider (ISP)
4651,19,0.00065,CAT Telecom Public Company Limited,TH,Computer and Information Technology,Internet Service Provider (ISP)
210403,19,0.00065,Groupe LWS SARL,FR,None,None
4657,19,0.00065,Starhub Ltd.,SG,Computer and Information Technology,Internet Service Provider (ISP)
1257,18,0.00061,Tele2 Sverige AB,SE,Computer and Information Technology,Internet Service Provider (ISP)
33438,18,0.00061,"StackPath, LLC.",US,Computer and Information Technology,Computer and Network Security
207375,17,0.00058,Fiber Operator B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
1930,17,0.00058,"Fundacao para a Ciencia e a Tecnologia, I.P.",PT,Computer and Information Technology,Internet Service Provider (ISP)
203432,17,0.00058,Association FAImaison,FR,Community Groups and Nonprofits,Other
41378,16,0.00054,Kirino LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
55644,16,0.00054,Vodafone Idea Ltd. (VIL),IN,Computer and Information Technology,Internet Service Provider (ISP)
10881,16,0.00054,FUNPAR - Fundacao da UFPR para o DCTC,BR,Education and Research,None
25019,16,0.00054,Saudi Telecom Company JSC,SA,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
4739,15,0.00051,iiNet Limited,AU,Computer and Information Technology,Internet Service Provider (ISP)
3303,15,0.00051,Swisscom (Schweiz) AG,CH,Computer and Information Technology,Internet Service Provider (ISP)
149485,15,0.00051,MonoCloud Pty Ltd,AU,"Media, Publishing, and Broadcasting",Online Informational Content
7679,15,0.00051,"QTnet,Inc.",JP,None,None
9808,15,0.00051,China Mobile,CN,Computer and Information Technology,Internet Service Provider (ISP)
22995,15,0.00051,Xplornet Communications Inc.,CA,Computer and Information Technology,Internet Service Provider (ISP)
397232,15,0.00051,Neustar Security Services,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
38266,15,0.00051,Vodafone Idea Ltd. (VIL),IN,Computer and Information Technology,Internet Service Provider (ISP)
39122,14,0.00048,Blacknight Internet Solutions Limited,IE,Computer and Information Technology,Software Development
55081,14,0.00048,24 SHELLS,US,Computer and Information Technology,Internet Service Provider (ISP)
58057,14,0.00048,Securebit AG,CH,Computer and Information Technology,Internet Service Provider (ISP)
9534,14,0.00048,Maxis Broadband Sdn Bhd,MY,Computer and Information Technology,Internet Service Provider (ISP)
7545,14,0.00048,TPG Internet Pty Ltd,AU,Computer and Information Technology,Internet Service Provider (ISP)
198066,14,0.00048,"Grupo Loading Systems, S.L.",ES,Computer and Information Technology,Internet Service Provider (ISP)
42925,14,0.00048,Internet Rimon LTD,IL,Computer and Information Technology,Internet Service Provider (ISP)
24309,14,0.00048,"Atria Convergence Technologies Pvt. Ltd.,",IN,Computer and Information Technology,Internet Service Provider (ISP)
8781,14,0.00048,Ooredoo Q.S.C.,QA,Computer and Information Technology,Internet Service Provider (ISP)
210107,14,0.00048,PLUSWEB SUNUCU INTERNET HIZMETLERI TICARET LIMITED SIRKETI,TR,Computer and Information Technology,Internet Service Provider (ISP)
8697,13,0.00044,Jordan Telecommunications PSC,JO,Computer and Information Technology,Internet Service Provider (ISP)
4637,13,0.00044,Telstra International Limited,HK,Computer and Information Technology,Internet Service Provider (ISP)
3389,13,0.00044,Ford Motor Company,US,"Freight, Shipment, and Postal Services",None
25923,13,0.00044,"ChoicePoint, Inc.",US,Computer and Information Technology,Software Development
198231,13,0.00044,SIXNET OPERATION LTD,GB,None,None
53356,13,0.00044,Free Range Cloud Hosting Inc.,CA,Computer and Information Technology,Internet Service Provider (ISP)
398962,12,0.00041,CONTROLD INC.,CA,Community Groups and Nonprofits,Other
64267,12,0.00041,Sprious LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
4788,12,0.00041,TM TECHNOLOGY SERVICES SDN BHD,MY,Computer and Information Technology,Internet Service Provider (ISP)
140903,12,0.00041,China Telecom,CN,Computer and Information Technology,None
1659,12,0.00041,National Chung Hsing University,TW,Education and Research,"Colleges, Universities, and Professional Schools"
17501,12,0.00041,WorldLink Communications,NP,Computer and Information Technology,Internet Service Provider (ISP)
204779,11,0.00037,Local Loop Oy,FI,Computer and Information Technology,Software Development
205807,11,0.00037,Essener Systemhaus,DE,Computer and Information Technology,None
29670,11,0.00037,Individual Network Berlin e.V.,DE,Community Groups and Nonprofits,None
33387,11,0.00037,"Nocix, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
59504,11,0.00037,LLC Vpsville,RU,Computer and Information Technology,Software Development
2860,11,0.00037,"NOS COMUNICACOES, S.A.",PT,Computer and Information Technology,Internet Service Provider (ISP)
29182,10,0.00034,JSC IOT,RU,Computer and Information Technology,None
10474,10,0.00034,Dimension Data,ZA,Computer and Information Technology,Internet Service Provider (ISP)
211298,9,0.00031,Constantine Cybersecurity Ltd.,GB,Computer and Information Technology,None
24921,9,0.00031,Latvijas Mobilais Telefons SIA,LV,Computer and Information Technology,Internet Service Provider (ISP)
62240,9,0.00031,Clouvider Limited,GB,Computer and Information Technology,Internet Service Provider (ISP)
8342,9,0.00031,JSC RTComm.RU,RU,Computer and Information Technology,Internet Service Provider (ISP)
61967,9,0.00031,telematis Netzwerke GmbH,DE,Computer and Information Technology,None
51430,9,0.00031,AltusHost B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
58542,9,0.00031,"Tianjij,300000",CN,Computer and Information Technology,Internet Service Provider (ISP)
62571,9,0.00031,IMPERVA INC,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
3741,9,0.00031,Dimension Data,ZA,Computer and Information Technology,Internet Service Provider (ISP)
202505,8,0.00027,NETBUDUR TELEKOMUNIKASYON LIMITED SIRKETI,TR,Computer and Information Technology,Hosting and Cloud Provider
205212,8,0.00027,LoudTronix Inc.,CA,Community Groups and Nonprofits,Other
22822,8,0.00027,"Limelight Networks, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
13999,8,0.00027,"Mega Cable, S.A. de C.V.",MX,Computer and Information Technology,Internet Service Provider (ISP)
25532,8,0.00027,"LLC ""MASTERHOST""",RU,Computer and Information Technology,Software Development
17185,8,0.00027,Data102,US,Computer and Information Technology,Internet Service Provider (ISP)
60068,8,0.00027,Datacamp Limited,GB,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
58810,8,0.00027,"iZus Co., Ltd",BN,Computer and Information Technology,Hosting and Cloud Provider
133480,8,0.00027,Intergrid Group Pty Ltd,AU,Computer and Information Technology,Internet Service Provider (ISP)
12876,8,0.00027,SCALEWAY S.A.S.,FR,Computer and Information Technology,None
16276,8,0.00027,OVH SAS,FR,Computer and Information Technology,Hosting and Cloud Provider
51873,8,0.00027,Arcade Solutions AG,CH,Computer and Information Technology,Internet Service Provider (ISP)
9806,7,0.00024,"Beijing Educational Information Network Service Center Co., Ltd",CN,Computer and Information Technology,None
56046,7,0.00024,China Mobile Communications Corporation,CN,Computer and Information Technology,Internet Service Provider (ISP)
34665,7,0.00024,Petersburg Internet Network ltd.,RU,Computer and Information Technology,Internet Service Provider (ISP)
48635,7,0.00024,CLDIN B.V.,NL,Computer and Information Technology,Hosting and Cloud Provider
61317,7,0.00024,Hivelocity Inc,US,Computer and Information Technology,None
17378,7,0.00024,"TierPoint, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
14522,7,0.00024,Satnet,EC,Computer and Information Technology,Internet Service Provider (ISP)
198571,7,0.00024,3xK Tech GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
8100,7,0.00024,QuadraNet Enterprises LLC,US,Computer and Information Technology,Computer and Network Security
40630,6,0.0002,"GridFury, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
3462,6,0.0002,"Chunghwa Telecom Co., Ltd.",TW,Computer and Information Technology,Internet Service Provider (ISP)
174,6,0.0002,Cogent Communications,US,Computer and Information Technology,Internet Service Provider (ISP)
42846,6,0.0002,GNET Internet Telekomunikasyon A.S.,TR,Computer and Information Technology,Internet Service Provider (ISP)
137702,6,0.0002,China Telecom,CN,Computer and Information Technology,None
23693,6,0.0002,PT. Telekomunikasi Selular,ID,Computer and Information Technology,Internet Service Provider (ISP)
3215,6,0.0002,Orange S.A.,FR,Computer and Information Technology,Internet Service Provider (ISP)
210079,6,0.0002,EuroByte LLC,RU,Construction and Real Estate,"Civil Engineering Construction (Utility Lines, Roads and Bridges)"
212786,6,0.0002,DIGITAL NETWORK S.R.L.,MD,Computer and Information Technology,Hosting and Cloud Provider
44066,6,0.0002,firstcolo GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
44812,6,0.0002,IP SERVER LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
7018,6,0.0002,"AT&T Services, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
9121,6,0.0002,Turk Telekomunikasyon Anonim Sirketi,TR,Computer and Information Technology,Internet Service Provider (ISP)
197992,6,0.0002,DEFSOLUTION LLC,US,None,None
1653,5,0.00017,Vetenskapsradet / SUNET,SE,Computer and Information Technology,Internet Service Provider (ISP)
12322,5,0.00017,Free SAS,FR,Computer and Information Technology,Internet Service Provider (ISP)
9443,5,0.00017,VOCUS PTY LTD,AU,Computer and Information Technology,Internet Service Provider (ISP)
131486,5,0.00017,"Beijing Jingdong 360 Degree E-commerce Co., Ltd.",CN,"Museums, Libraries, and Entertainment","Recreation, Sports, and Performing Arts"
197695,5,0.00017,"Domain names registrar REG.RU, Ltd",RU,Computer and Information Technology,None
15557,5,0.00017,Societe Francaise Du Radiotelephone - SFR SA,FR,Computer and Information Technology,Internet Service Provider (ISP)
945,5,0.00017,hkgo LLC,TW,Computer and Information Technology,Internet Service Provider (ISP)
46997,5,0.00017,Black Mesa Corporation,US,Health Care Services,Other
4538,5,0.00017,China Education and Research Network Center,CN,Education and Research,"Colleges, Universities, and Professional Schools"
138997,5,0.00017,Eons Data Communications Limited,HK,Computer and Information Technology,Internet Service Provider (ISP)
395747,5,0.00017,"Cloudflare, Inc.",US,Computer and Information Technology,Hosting and Cloud Provider
134768,5,0.00017,CHINANET SHAANXI province Cloud Base network,CN,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
18779,5,0.00017,EGIHosting,US,Computer and Information Technology,Internet Service Provider (ISP)
3320,5,0.00017,Deutsche Telekom AG,DE,Computer and Information Technology,Internet Service Provider (ISP)
61323,5,0.00017,ANS ACADEMY LIMITED,GB,Computer and Information Technology,None
22773,5,0.00017,Cox Communications Inc.,US,Computer and Information Technology,Internet Service Provider (ISP)
30721,5,0.00017,SatGate LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
11917,5,0.00017,WhatsApp,US,"Retail Stores, Wholesale, and E-commerce Sites",None
22697,5,0.00017,Roblox,US,Computer and Information Technology,Internet Service Provider (ISP)
50113,5,0.00017,NTX Technologies s.r.o.,CZ,Computer and Information Technology,Internet Service Provider (ISP)
397224,5,0.00017,Neustar Security Services,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
60032,4,0.00014,Coriolis Telecom SAS,FR,Computer and Information Technology,Internet Service Provider (ISP)
200351,4,0.00014,Guanzhong Chen,CA,Education and Research,Other
12360,4,0.00014,KEVAG Telekom GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
44974,4,0.00014,RegioNet Schweinfurt GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
3223,4,0.00014,Voxility LLP,GB,Computer and Information Technology,Internet Service Provider (ISP)
396982,4,0.00014,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
13030,4,0.00014,Init7 (Switzerland) Ltd.,CH,Computer and Information Technology,Internet Service Provider (ISP)
25198,4,0.00014,INTERKVM HOST SRL,RO,Computer and Information Technology,Internet Service Provider (ISP)
33856,4,0.00014,Turkiye Cumhuriyet Merkez Bankasi Anonim Sirketi,TR,Finance and Insurance,"Banks, Credit Card Companies, Mortgage Providers"
56655,4,0.00014,TerraHost AS,NO,Computer and Information Technology,Internet Service Provider (ISP)
6315,4,0.00014,"XMission, L.C.",US,Computer and Information Technology,Internet Service Provider (ISP)
397373,4,0.00014,H4Y Technologies LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
16724,4,0.00014,WideOpenWest Finance LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
209622,4,0.00014,uPress Inc,US,Computer and Information Technology,Software Development
20853,4,0.00014,eTOP sp. z o.o.,PL,Computer and Information Technology,Internet Service Provider (ISP)
57043,4,0.00014,HOSTKEY B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
205125,4,0.00014,Network Management Ltd,SC,Computer and Information Technology,Software Development
56630,4,0.00014,Melbikomas UAB,LT,Computer and Information Technology,None
208492,4,0.00014,S.J.M. Steffann,NL,Community Groups and Nonprofits,"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)"
216435,4,0.00014,Plim Mobile Telecom LLC,US,None,None
19969,4,0.00014,"Joe's Datacenter, LLC",US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
60906,4,0.00014,Playdom B.V.,CW,Computer and Information Technology,Hosting and Cloud Provider
2497,4,0.00014,Internet Initiative Japan Inc.,JP,None,None
9930,4,0.00014,TT DOTCOM SDN BHD,MY,Computer and Information Technology,Internet Service Provider (ISP)
56041,4,0.00014,China Mobile Communications Corporation,CN,Computer and Information Technology,Internet Service Provider (ISP)
397226,4,0.00014,Neustar Security Services,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
394346,4,0.00014,"KNIGHT POINT SYSTEMS, LLC",US,Computer and Information Technology,None
40676,4,0.00014,Psychz Networks,US,Computer and Information Technology,Hosting and Cloud Provider
134756,4,0.00014,China Telecom,CN,Computer and Information Technology,None
49981,3,0.0001,WorldStream B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
42003,3,0.0001,LIBANTELECOM,LB,Computer and Information Technology,Internet Service Provider (ISP)
29222,3,0.0001,Infomaniak Network SA,CH,Computer and Information Technology,None
55818,3,0.0001,Corporate / Direct Member IDNIC,ID,Computer and Information Technology,Internet Service Provider (ISP)
38,3,0.0001,University of Illinois,US,Health Care Services,None
51088,3,0.0001,A2B IP B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
4835,3,0.0001,China Telecom (Group),CN,Computer and Information Technology,Internet Service Provider (ISP)
207713,3,0.0001,GLOBAL INTERNET SOLUTIONS LLC,RU,Finance and Insurance,Insurance Carriers and Agencies
149513,3,0.0001,"Shenzhen lesuyun Network Technology Co., Ltd",CN,Computer and Information Technology,Internet Service Provider (ISP)
209453,3,0.0001,GANDI SAS,FR,Computer and Information Technology,Internet Service Provider (ISP)
45474,3,0.0001,NEXUSGUARD LIMITED,HK,Computer and Information Technology,Internet Service Provider (ISP)
18001,3,0.0001,Dialog Axiata Plc,LK,Computer and Information Technology,Internet Service Provider (ISP)
17428,3,0.0001,21vianet(China) Inc.,CN,Computer and Information Technology,Software Development
138421,3,0.0001,China Unicom,CN,Computer and Information Technology,None
1136,3,0.0001,KPN B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
135967,3,0.0001,Bach Kim Network solutions Join stock company,VN,Computer and Information Technology,Hosting and Cloud Provider
36183,3,0.0001,"Akamai Technologies, Inc.",US,Computer and Information Technology,Computer and Network Security
3292,3,0.0001,TDC Holding A/S,DK,Computer and Information Technology,Internet Service Provider (ISP)
12849,3,0.0001,Hot-Net internet services Ltd.,IL,Computer and Information Technology,Internet Service Provider (ISP)
6233,3,0.0001,xTom,US,Computer and Information Technology,Hosting and Cloud Provider
7539,3,0.0001,National Applied Research Laboratories,TW,Computer and Information Technology,None
201217,3,0.0001,RADISHCLOUD TECHNOLOGY LLC,US,None,None
210644,3,0.0001,AEZA INTERNATIONAL LTD,GB,None,None
21342,3,0.0001,Akamai International B.V.,NL,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
200827,3,0.0001,vv Network Inc,US,Computer and Information Technology,None
55990,3,0.0001,Huawei,CN,Computer and Information Technology,None
41717,3,0.0001,Telfly Technology Limited,HK,None,None
41357,3,0.0001,34SP.com Limited,GB,Computer and Information Technology,Internet Service Provider (ISP)
21100,3,0.0001,ITL LLC,UA,Computer and Information Technology,None
206271,3,0.0001,Fatih Unlu,TR,"Media, Publishing, and Broadcasting",Online Informational Content
12167,3,0.0001,LightWave Networks,US,Computer and Information Technology,Internet Service Provider (ISP)
44477,3,0.0001,STARK INDUSTRIES SOLUTIONS LTD,GB,Manufacturing,"Metal, Glass, Wood, and Paper Manufacturing"
8767,3,0.0001,M-net Telekommunikations GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
200373,3,0.0001,3xK Tech GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
198967,3,0.0001,BITel Gesellschaft fuer Telekommunikation mbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
134771,3,0.0001,"WENZHOU, ZHEJIANG Province, P.R.China.",CN,Computer and Information Technology,Internet Service Provider (ISP)
906,2,7e-05,DMIT Cloud Services,US,Computer and Information Technology,Internet Service Provider (ISP)
35826,2,7e-05,Netservers Limited,GB,Computer and Information Technology,Internet Service Provider (ISP)
49544,2,7e-05,i3D.net B.V,NL,Computer and Information Technology,Internet Service Provider (ISP)
35470,2,7e-05,Signet B.V.,NL,Computer and Information Technology,Hosting and Cloud Provider
12306,2,7e-05,Plus.line AG,DE,Computer and Information Technology,Internet Service Provider (ISP)
35492,2,7e-05,FunkFeuer Wien - Verein zur Foerderung freier Netze,AT,Community Groups and Nonprofits,None
4811,2,7e-05,China Telecom (Group),CN,Computer and Information Technology,Internet Service Provider (ISP)
131445,2,7e-05,MAYBANK Data Center (Co-Location),TH,Computer and Information Technology,Internet Service Provider (ISP)
48943,2,7e-05,KAPPER NETWORK-COMMUNICATIONS GmbH,AT,Computer and Information Technology,Internet Service Provider (ISP)
200487,2,7e-05,OOO VPS,RU,Computer and Information Technology,Hosting and Cloud Provider
9354,2,7e-05,COMMUNITY NETWORK CENTER INCORPORATED.,JP,None,None
45430,2,7e-05,MAYBANK Data Center (Co-Location),TH,Computer and Information Technology,Internet Service Provider (ISP)
30781,2,7e-05,Free Pro SAS,FR,Computer and Information Technology,Internet Service Provider (ISP)
41075,2,7e-05,ATW Internet Kft.,HU,Computer and Information Technology,Internet Service Provider (ISP)
39572,2,7e-05,DataWeb Global Group B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
45090,2,7e-05,Shenzhen Tencent Computer Systems Company Limited,CN,Computer and Information Technology,Other
6848,2,7e-05,Telenet BVBA,BE,Computer and Information Technology,Internet Service Provider (ISP)
197598,2,7e-05,Virtueon Solutions LLC,US,None,None
48261,2,7e-05,socialimprove LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
42487,2,7e-05,Vialis SEM,FR,Computer and Information Technology,Internet Service Provider (ISP)
3214,2,7e-05,xTom GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
207996,2,7e-05,ungleich glarus ag,CH,Computer and Information Technology,Internet Service Provider (ISP)
43260,2,7e-05,DGN TEKNOLOJI A.S.,TR,Computer and Information Technology,Hosting and Cloud Provider
135934,2,7e-05,ICT Center - Dong Thap Department of Information and Communications,VN,Service,"Law, Business, and Consulting Services"
59626,2,7e-05,CONSCIA DANMARK A/S,DK,Computer and Information Technology,None
204490,2,7e-05,Kontel LLC,RU,Computer and Information Technology,Hosting and Cloud Provider
197619,2,7e-05,Telnab Networks LLC,US,None,None
198412,2,7e-05,Rage4 Networks Limited,GB,Computer and Information Technology,Software Development
201178,2,7e-05,Euronet Telekomunikasyon A.S.,TR,Computer and Information Technology,None
6718,2,7e-05,NAV COMMUNICATIONS SRL,RO,Computer and Information Technology,Internet Service Provider (ISP)
1547,2,7e-05,"Societatea mixta pe actiuni de tip inchis ""Interdnestrcom""",MD,Computer and Information Technology,Internet Service Provider (ISP)
24961,2,7e-05,myLoc managed IT AG,DE,Computer and Information Technology,Internet Service Provider (ISP)
15725,2,7e-05,IKS Service GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
1273,2,7e-05,Vodafone Group PLC,EU,Computer and Information Technology,Internet Service Provider (ISP)
15817,2,7e-05,"Robert Meyer trading as ""Mittwald CM Service GmbH & Co. KG""",DE,Computer and Information Technology,Hosting and Cloud Provider
149042,2,7e-05,"SICLOUD INFORMATION TECHNOLOGY (HONGKONG) CO., LIMITED",HK,None,None
149151,2,7e-05,VNSUN CLOUD COMPANY LIMITED,VN,None,None
38631,2,7e-05,LINE Corporation,JP,None,None
49767,2,7e-05,Nej.cz s.r.o.,CZ,"Media, Publishing, and Broadcasting",Radio and Television Providers
134094,2,7e-05,"SERVERFIELD CO., LTD.",TW,Computer and Information Technology,Internet Service Provider (ISP)
29075,2,7e-05,IELO-LIAZO SERVICES SAS,FR,Computer and Information Technology,Internet Service Provider (ISP)
