org_name,as,number of aliased prefix,ratio of aliased prefix,country,category,sub_category
Telstra Corporation Limited,[1221],41,0.00142,AU,Service,"Law, Business, and Consulting Services"
Rogers Communications Canada Inc.,[812],40,0.00138,CA,Computer and Information Technology,Internet Service Provider (ISP)
Bharat Sanchar Nigam Ltd,[9829],40,0.00138,IN,Computer and Information Technology,Internet Service Provider (ISP)
"RACKTECH CO., LTD.",[204916],39,0.00135,TH,None,None
"IT business solutions, MB",[205227],38,0.00131,LT,Computer and Information Technology,Hosting and Cloud Provider
Megacore Technology Company Limited,[140810],38,0.00131,VN,Computer and Information Technology,Internet Service Provider (ISP)
"GALAXYGATE, LLC",[397031],36,0.00124,US,Other,None
Latitude.sh LTDA,[262287],36,0.00124,BR,Computer and Information Technology,Hosting and Cloud Provider
China Mobile,"[24547, 9808, 24444, 24400]",36,0.0012300000000000002,CN,Computer and Information Technology,Internet Service Provider (ISP)
Republican Unitary Telecommunication Enterprise Beltelecom,[6697],35,0.00121,BY,Computer and Information Technology,Internet Service Provider (ISP)
Triple T Broadband Public Company Limited,[45758],33,0.00114,TH,Computer and Information Technology,Internet Service Provider (ISP)
China Mobile Communications Corporation,"[56040, 56046, 56041, 134810, 56048]",32,0.0011,CN,Computer and Information Technology,Internet Service Provider (ISP)
GTS Telecom SRL,[5606],31,0.00107,RO,Computer and Information Technology,Internet Service Provider (ISP)
Vodafone Idea Ltd. (VIL),"[55644, 38266, 55410]",31,0.0010600000000000002,IN,Computer and Information Technology,Internet Service Provider (ISP)
One New Zealand Group Limited,[9500],31,0.00107,NZ,Computer and Information Technology,Internet Service Provider (ISP)
Bell Canada,[577],30,0.00104,CA,Computer and Information Technology,Internet Service Provider (ISP)
One.com A/S,[51468],28,0.00097,DK,Computer and Information Technology,None
CONTRUST SOLUTIONS S.R.L.,[205745],28,0.00097,MD,None,None
Proximus NV,[5432],28,0.00097,BE,Computer and Information Technology,Internet Service Provider (ISP)
Delta Ltd,[213220],28,0.00097,RU,Computer and Information Technology,Internet Service Provider (ISP)
"trafficforce, UAB","[212144, 201341]",26,0.00089,LT,Computer and Information Technology,Software Development
"Taiwan Fixed Network, Telco and Network Service Provider.",[9924],25,0.00086,TW,Computer and Information Technology,Internet Service Provider (ISP)
China Telecom,"[140903, 137702, 134756, 140345, 140061]",24,0.00082,CN,Computer and Information Technology,None
Neustar Security Services,"[397232, 397224, 397226]",24,0.00083,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
TELUS Communications Inc.,[852],24,0.00083,CA,Computer and Information Technology,Internet Service Provider (ISP)
FranTech Solutions,[53667],23,0.0008,US,Computer and Information Technology,Hosting and Cloud Provider
KOMRO Gesellschaft fuer Telekommunikation mit beschraenkter Haftung,[29413],22,0.00076,DE,Computer and Information Technology,Internet Service Provider (ISP)
"HAProxy Technologies, Inc.",[11019],21,0.00073,US,Computer and Information Technology,Computer and Network Security
"No.31,Jin-rong Street",[4134],20,0.00069,CN,Computer and Information Technology,Internet Service Provider (ISP)
HKBN Enterprise Solutions HK Limited,[9381],20,0.00069,HK,Computer and Information Technology,Internet Service Provider (ISP)
Dimension Data,"[10474, 3741]",19,0.00066,ZA,Computer and Information Technology,Internet Service Provider (ISP)
Tele2 Sverige AB,[1257],19,0.00066,SE,Computer and Information Technology,Internet Service Provider (ISP)
"StackPath, LLC.",[33438],19,0.00066,US,Computer and Information Technology,Computer and Network Security
Starhub Ltd.,[4657],19,0.00066,SG,Computer and Information Technology,Internet Service Provider (ISP)
CAT Telecom Public Company Limited,[4651],19,0.00066,TH,Computer and Information Technology,Internet Service Provider (ISP)
Groupe LWS SARL,[210403],19,0.00066,FR,None,None
China Mobile International Limited,[58453],19,0.00066,HK,Computer and Information Technology,Internet Service Provider (ISP)
Association FAImaison,[203432],18,0.00062,FR,Community Groups and Nonprofits,Other
Free Range Cloud Hosting Inc.,[53356],18,0.00062,CA,Computer and Information Technology,Internet Service Provider (ISP)
Fiber Operator B.V.,[207375],17,0.00059,NL,Computer and Information Technology,Internet Service Provider (ISP)
"Fundacao para a Ciencia e a Tecnologia, I.P.",[1930],17,0.00059,PT,Computer and Information Technology,Internet Service Provider (ISP)
Saudi Telecom Company JSC,[25019],16,0.00055,SA,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
"Grupo Loading Systems, S.L.",[198066],16,0.00055,ES,Computer and Information Technology,Internet Service Provider (ISP)
PLUSWEB SUNUCU INTERNET HIZMETLERI TICARET LIMITED SIRKETI,[210107],16,0.00055,TR,Computer and Information Technology,Internet Service Provider (ISP)
FUNPAR - Fundacao da UFPR para o DCTC,[10881],16,0.00055,BR,Education and Research,None
"QTnet,Inc.",[7679],15,0.00052,JP,None,None
Swisscom (Schweiz) AG,[3303],15,0.00052,CH,Computer and Information Technology,Internet Service Provider (ISP)
MonoCloud Pty Ltd,[149485],15,0.00052,AU,"Media, Publishing, and Broadcasting",Online Informational Content
Xplornet Communications Inc.,[22995],15,0.00052,CA,Computer and Information Technology,Internet Service Provider (ISP)
Kirino LLC,[41378],15,0.00052,US,Computer and Information Technology,Internet Service Provider (ISP)
SIXNET OPERATION LTD,[198231],15,0.00052,GB,None,None
Blacknight Internet Solutions Limited,[39122],14,0.00048,IE,Computer and Information Technology,Software Development
Maxis Broadband Sdn Bhd,[9534],14,0.00048,MY,Computer and Information Technology,Internet Service Provider (ISP)
TPG Internet Pty Ltd,[7545],14,0.00048,AU,Computer and Information Technology,Internet Service Provider (ISP)
Securebit AG,[58057],14,0.00048,CH,Computer and Information Technology,Internet Service Provider (ISP)
24 SHELLS,[55081],14,0.00048,US,Computer and Information Technology,Internet Service Provider (ISP)
"Atria Convergence Technologies Pvt. Ltd.,",[24309],14,0.00048,IN,Computer and Information Technology,Internet Service Provider (ISP)
Internet Rimon LTD,[42925],13,0.00045,IL,Computer and Information Technology,Internet Service Provider (ISP)
Ford Motor Company,[3389],13,0.00045,US,"Freight, Shipment, and Postal Services",None
Jordan Telecommunications PSC,[8697],13,0.00045,JO,Computer and Information Technology,Internet Service Provider (ISP)
Local Loop Oy,[204779],13,0.00045,FI,Computer and Information Technology,Software Development
WorldLink Communications,[17501],13,0.00045,NP,Computer and Information Technology,Internet Service Provider (ISP)
"ChoicePoint, Inc.",[25923],13,0.00045,US,Computer and Information Technology,Software Development
National Chung Hsing University,[1659],12,0.00041,TW,Education and Research,"Colleges, Universities, and Professional Schools"
TM TECHNOLOGY SERVICES SDN BHD,[4788],12,0.00041,MY,Computer and Information Technology,Internet Service Provider (ISP)
Sprious LLC,[64267],12,0.00041,US,Computer and Information Technology,Internet Service Provider (ISP)
CONTROLD INC.,[398962],12,0.00041,CA,Community Groups and Nonprofits,Other
Individual Network Berlin e.V.,[29670],12,0.00041,DE,Community Groups and Nonprofits,None
Essener Systemhaus,[205807],11,0.00038,DE,Computer and Information Technology,None
Constantine Cybersecurity Ltd.,[211298],11,0.00038,GB,Computer and Information Technology,None
"Nocix, LLC",[33387],11,0.00038,US,Computer and Information Technology,Internet Service Provider (ISP)
Telstra International Limited,[4637],11,0.00038,HK,Computer and Information Technology,Internet Service Provider (ISP)
"NOS COMUNICACOES, S.A.",[2860],11,0.00038,PT,Computer and Information Technology,Internet Service Provider (ISP)
OVH SAS,[16276],10,0.00035,FR,Computer and Information Technology,Hosting and Cloud Provider
"Mega Cable, S.A. de C.V.",[13999],10,0.00035,MX,Computer and Information Technology,Internet Service Provider (ISP)
LLC Vpsville,[59504],10,0.00035,RU,Computer and Information Technology,Software Development
IMPERVA INC,[62571],9,0.00031,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
JSC IOT,[29182],9,0.00031,RU,Computer and Information Technology,None
AltusHost B.V.,[51430],9,0.00031,NL,Computer and Information Technology,Internet Service Provider (ISP)
DIGITAL NETWORK S.R.L.,[212786],9,0.00031,MD,Computer and Information Technology,Hosting and Cloud Provider
Latvijas Mobilais Telefons SIA,[24921],9,0.00031,LV,Computer and Information Technology,Internet Service Provider (ISP)
JSC RTComm.RU,[8342],9,0.00031,RU,Computer and Information Technology,Internet Service Provider (ISP)
"Tianjij,300000",[58542],9,0.00031,CN,Computer and Information Technology,Internet Service Provider (ISP)
Clouvider Limited,[62240],9,0.00031,GB,Computer and Information Technology,Internet Service Provider (ISP)
Intergrid Group Pty Ltd,[133480],8,0.00028,AU,Computer and Information Technology,Internet Service Provider (ISP)
"LLC ""MASTERHOST""",[25532],8,0.00028,RU,Computer and Information Technology,Software Development
IP SERVER LLC,[44812],8,0.00028,RU,Computer and Information Technology,Internet Service Provider (ISP)
"Limelight Networks, Inc.",[22822],8,0.00028,US,Computer and Information Technology,Internet Service Provider (ISP)
NETBUDUR TELEKOMUNIKASYON LIMITED SIRKETI,[202505],8,0.00028,TR,Computer and Information Technology,Hosting and Cloud Provider
LoudTronix Inc.,[205212],8,0.00028,CA,Community Groups and Nonprofits,Other
Arcade Solutions AG,[51873],8,0.00028,CH,Computer and Information Technology,Internet Service Provider (ISP)
China Unicom,"[138421, 4808, 136959, 140716, 17816]",8,0.00026000000000000003,CN,Computer and Information Technology,None
QuadraNet Enterprises LLC,[8100],8,0.00028,US,Computer and Information Technology,Computer and Network Security
Data102,[17185],8,0.00028,US,Computer and Information Technology,Internet Service Provider (ISP)
SCALEWAY S.A.S.,[12876],8,0.00028,FR,Computer and Information Technology,None
Petersburg Internet Network ltd.,[34665],8,0.00028,RU,Computer and Information Technology,Internet Service Provider (ISP)
"Eagle Sky Co., Lt",[55303],8,0.00028,BZ,Computer and Information Technology,Hosting and Cloud Provider
"TierPoint, LLC",[17378],7,0.00024,US,Computer and Information Technology,Internet Service Provider (ISP)
"Beijing Educational Information Network Service Center Co., Ltd",[9806],7,0.00024,CN,Computer and Information Technology,None
GNET Internet Telekomunikasyon A.S.,[42846],7,0.00024,TR,Computer and Information Technology,Internet Service Provider (ISP)
China Telecom (Group),"[4835, 4811, 4812]",7,0.00024,CN,Computer and Information Technology,Internet Service Provider (ISP)
Satnet,[14522],7,0.00024,EC,Computer and Information Technology,Internet Service Provider (ISP)
3xK Tech GmbH,"[198571, 200373]",7,0.00024,DE,Computer and Information Technology,Internet Service Provider (ISP)
Hivelocity Inc,[61317],7,0.00024,US,Computer and Information Technology,None
Deutsche Telekom AG,[3320],7,0.00024,DE,Computer and Information Technology,Internet Service Provider (ISP)
CLDIN B.V.,[48635],7,0.00024,NL,Computer and Information Technology,Hosting and Cloud Provider
telematis Netzwerke GmbH,[61967],6,0.00021,DE,Computer and Information Technology,None
Turk Telekomunikasyon Anonim Sirketi,[9121],6,0.00021,TR,Computer and Information Technology,Internet Service Provider (ISP)
firstcolo GmbH,[44066],6,0.00021,DE,Computer and Information Technology,Internet Service Provider (ISP)
"GridFury, LLC",[40630],6,0.00021,US,Computer and Information Technology,Internet Service Provider (ISP)
DEFSOLUTION LLC,[197992],6,0.00021,US,None,None
PT. Telekomunikasi Selular,[23693],6,0.00021,ID,Computer and Information Technology,Internet Service Provider (ISP)
"Chunghwa Telecom Co., Ltd.",[3462],6,0.00021,TW,Computer and Information Technology,Internet Service Provider (ISP)
EuroByte LLC,[210079],6,0.00021,RU,Construction and Real Estate,"Civil Engineering Construction (Utility Lines, Roads and Bridges)"
VOCUS PTY LTD,[9443],6,0.00021,AU,Computer and Information Technology,Internet Service Provider (ISP)
"AT&T Services, Inc.",[7018],6,0.00021,US,Computer and Information Technology,Internet Service Provider (ISP)
Vetenskapsradet / SUNET,[1653],6,0.00021,SE,Computer and Information Technology,Internet Service Provider (ISP)
Orange S.A.,[3215],6,0.00021,FR,Computer and Information Technology,Internet Service Provider (ISP)
China Education and Research Network Center,[4538],6,0.00021,CN,Education and Research,"Colleges, Universities, and Professional Schools"
Cox Communications Inc.,[22773],6,0.00021,US,Computer and Information Technology,Internet Service Provider (ISP)
EGIHosting,[18779],6,0.00021,US,Computer and Information Technology,Internet Service Provider (ISP)
SatGate LLC,[30721],6,0.00021,RU,Computer and Information Technology,Internet Service Provider (ISP)
Black Mesa Corporation,[46997],6,0.00021,US,Health Care Services,Other
Societe Francaise Du Radiotelephone - SFR SA,[15557],5,0.00017,FR,Computer and Information Technology,Internet Service Provider (ISP)
NTX Technologies s.r.o.,[50113],5,0.00017,CZ,Computer and Information Technology,Internet Service Provider (ISP)
Plim Mobile Telecom LLC,[216435],5,0.00017,US,None,None
ANS ACADEMY LIMITED,[61323],5,0.00017,GB,Computer and Information Technology,None
Eons Data Communications Limited,[138997],5,0.00017,HK,Computer and Information Technology,Internet Service Provider (ISP)
"Beijing Jingdong 360 Degree E-commerce Co., Ltd.",[131486],5,0.00017,CN,"Museums, Libraries, and Entertainment","Recreation, Sports, and Performing Arts"
Roblox,[22697],5,0.00017,US,Computer and Information Technology,Internet Service Provider (ISP)
hkgo LLC,[945],5,0.00017,TW,Computer and Information Technology,Internet Service Provider (ISP)
WhatsApp,[11917],5,0.00017,US,"Retail Stores, Wholesale, and E-commerce Sites",None
Dattatec.com,[27823],5,0.00017,AR,Computer and Information Technology,None
Free SAS,[12322],5,0.00017,FR,Computer and Information Technology,Internet Service Provider (ISP)
Verizon Business,"[701, 6167]",5,0.00017,US,Computer and Information Technology,Internet Service Provider (ISP)
RADISHCLOUD TECHNOLOGY LLC,[201217],5,0.00017,US,None,None
STARK INDUSTRIES SOLUTIONS LTD,[44477],5,0.00017,GB,Manufacturing,"Metal, Glass, Wood, and Paper Manufacturing"
CHINANET SHAANXI province Cloud Base network,[134768],5,0.00017,CN,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
Cogent Communications,[174],5,0.00017,US,Computer and Information Technology,Internet Service Provider (ISP)
"Getechbrothers, MB",[202044],5,0.00017,LT,Computer and Information Technology,Internet Service Provider (ISP)
"Fly.io, Inc.",[40509],5,0.00017,US,Computer and Information Technology,Internet Service Provider (ISP)
"Domain names registrar REG.RU, Ltd",[197695],5,0.00017,RU,Computer and Information Technology,None
Init7 (Switzerland) Ltd.,[13030],4,0.00014,CH,Computer and Information Technology,Internet Service Provider (ISP)
INTERKVM HOST SRL,[25198],4,0.00014,RO,Computer and Information Technology,Internet Service Provider (ISP)
M-net Telekommunikations GmbH,[8767],4,0.00014,DE,Computer and Information Technology,Internet Service Provider (ISP)
LightWave Networks,"[12167, 26527]",4,0.00013000000000000002,US,Computer and Information Technology,Internet Service Provider (ISP)
Playdom B.V.,[60906],4,0.00014,CW,Computer and Information Technology,Hosting and Cloud Provider
Voxility LLP,[3223],4,0.00014,GB,Computer and Information Technology,Internet Service Provider (ISP)
KEVAG Telekom GmbH,[12360],4,0.00014,DE,Computer and Information Technology,Internet Service Provider (ISP)
MAYBANK Data Center (Co-Location),"[45430, 131445]",4,0.00014,TH,Computer and Information Technology,Internet Service Provider (ISP)
Psychz Networks,[40676],4,0.00014,US,Computer and Information Technology,Hosting and Cloud Provider
National Applied Research Laboratories,[7539],4,0.00014,TW,Computer and Information Technology,None
Internet Initiative Japan Inc.,[2497],4,0.00014,JP,None,None
Telfly Technology Limited,[41717],4,0.00014,HK,None,None
Coriolis Telecom SAS,[60032],4,0.00014,FR,Computer and Information Technology,Internet Service Provider (ISP)
"Joe's Datacenter, LLC",[19969],4,0.00014,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
Melbikomas UAB,[56630],4,0.00014,LT,Computer and Information Technology,None
TerraHost AS,[56655],4,0.00014,NO,Computer and Information Technology,Internet Service Provider (ISP)
WideOpenWest Finance LLC,[16724],4,0.00014,US,Computer and Information Technology,Internet Service Provider (ISP)
eTOP sp. z o.o.,[20853],4,0.00014,PL,Computer and Information Technology,Internet Service Provider (ISP)
RegioNet Schweinfurt GmbH,[44974],4,0.00014,DE,Computer and Information Technology,Internet Service Provider (ISP)
xTom,"[6233, 949]",4,0.00013000000000000002,US,Computer and Information Technology,Hosting and Cloud Provider
Network Management Ltd,[205125],4,0.00014,SC,Computer and Information Technology,Software Development
Guanzhong Chen,[200351],4,0.00014,CA,Education and Research,Other
"XMission, L.C.",[6315],4,0.00014,US,Computer and Information Technology,Internet Service Provider (ISP)
uPress Inc,[209622],4,0.00014,US,Computer and Information Technology,Software Development
H4Y Technologies LLC,[397373],4,0.00014,US,Computer and Information Technology,Internet Service Provider (ISP)
S.J.M. Steffann,[208492],4,0.00014,NL,Community Groups and Nonprofits,"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)"
Dialog Axiata Plc,[18001],3,0.0001,LK,Computer and Information Technology,Internet Service Provider (ISP)
"KNIGHT POINT SYSTEMS, LLC",[394346],3,0.0001,US,Computer and Information Technology,None
34SP.com Limited,[41357],3,0.0001,GB,Computer and Information Technology,Internet Service Provider (ISP)
KPN B.V.,[1136],3,0.0001,NL,Computer and Information Technology,Internet Service Provider (ISP)
Fatih Unlu,[206271],3,0.0001,TR,"Media, Publishing, and Broadcasting",Online Informational Content
WorldStream B.V.,[49981],3,0.0001,NL,Computer and Information Technology,Internet Service Provider (ISP)
vv Network Inc,[200827],3,0.0001,US,Computer and Information Technology,None
socialimprove LLC,[48261],3,0.0001,US,Computer and Information Technology,Internet Service Provider (ISP)
21vianet(China) Inc.,[17428],3,0.0001,CN,Computer and Information Technology,Software Development
"WENZHOU, ZHEJIANG Province, P.R.China.",[134771],3,0.0001,CN,Computer and Information Technology,Internet Service Provider (ISP)
University of Illinois,[38],3,0.0001,US,Health Care Services,None
GLOBAL INTERNET SOLUTIONS LLC,[207713],3,0.0001,RU,Finance and Insurance,Insurance Carriers and Agencies
GANDI SAS,[209453],3,0.0001,FR,Computer and Information Technology,Internet Service Provider (ISP)
noris network AG,[12337],3,0.0001,DE,Computer and Information Technology,Internet Service Provider (ISP)
LIBANTELECOM,[42003],3,0.0001,LB,Computer and Information Technology,Internet Service Provider (ISP)
Corporate / Direct Member IDNIC,[55818],3,0.0001,ID,Computer and Information Technology,Internet Service Provider (ISP)
Huawei,[55990],3,0.0001,CN,Computer and Information Technology,None
NEXUSGUARD LIMITED,[45474],3,0.0001,HK,Computer and Information Technology,Internet Service Provider (ISP)
BITel Gesellschaft fuer Telekommunikation mbH,[198967],3,0.0001,DE,Computer and Information Technology,Internet Service Provider (ISP)
Vodafone Libertel B.V.,[33915],3,0.0001,NL,Computer and Information Technology,Internet Service Provider (ISP)
IONOS SE,[8560],3,0.0001,DE,Computer and Information Technology,Internet Service Provider (ISP)
ITL LLC,[21100],3,0.0001,UA,Computer and Information Technology,None
Bach Kim Network solutions Join stock company,[135967],3,0.0001,VN,Computer and Information Technology,Hosting and Cloud Provider
HOSTKEY B.V.,[57043],3,0.0001,NL,Computer and Information Technology,Internet Service Provider (ISP)
ipcom GmbH,[1921],3,0.0001,AT,Computer and Information Technology,None
"Shenzhen lesuyun Network Technology Co., Ltd",[149513],3,0.0001,CN,Computer and Information Technology,Internet Service Provider (ISP)
Shenzhen Tencent Computer Systems Company Limited,[45090],2,7e-05,CN,Computer and Information Technology,Other
NAU Country Insurance Company,[397277],2,7e-05,US,"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",None
OOO VPS,[200487],2,7e-05,RU,Computer and Information Technology,Hosting and Cloud Provider
Office of Info.Tech. Admin. for Educational Development,"[132879, 4621]",2,6e-05,TH,Computer and Information Technology,Internet Service Provider (ISP)
ATW Internet Kft.,[41075],2,7e-05,HU,Computer and Information Technology,Internet Service Provider (ISP)
Signet B.V.,[35470],2,7e-05,NL,Computer and Information Technology,Hosting and Cloud Provider
"SICLOUD INFORMATION TECHNOLOGY (HONGKONG) CO., LIMITED",[149042],2,7e-05,HK,None,None
"Qingdao,266000",[58541],2,7e-05,CN,Computer and Information Technology,Internet Service Provider (ISP)
Nova Telecommunications & Media Single Member S.A,[1241],2,7e-05,GR,Computer and Information Technology,Internet Service Provider (ISP)
ungleich glarus ag,[207996],2,7e-05,CH,Computer and Information Technology,Internet Service Provider (ISP)
SoftLayer Technologies Inc.,[36351],2,7e-05,US,Computer and Information Technology,Software Development
Netservers Limited,[35826],2,7e-05,GB,Computer and Information Technology,Internet Service Provider (ISP)
Plus.line AG,[12306],2,7e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
A2B IP B.V.,[51088],2,7e-05,NL,Computer and Information Technology,Internet Service Provider (ISP)
"Robert Meyer trading as ""Mittwald CM Service GmbH & Co. KG""",[15817],2,7e-05,DE,Computer and Information Technology,Hosting and Cloud Provider
Al Asmary Abdullah Ibrahim A,[210499],2,7e-05,SA,Computer and Information Technology,Software Development
AEZA INTERNATIONAL LTD,[210644],2,7e-05,GB,None,None
Newserverlife LLC,[49791],2,7e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
ScaleUp Technologies GmbH & Co. KG,[29014],2,7e-05,DE,Computer and Information Technology,None
"Sinewave, Inc.",[29749],2,7e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
NAV COMMUNICATIONS SRL,[6718],2,7e-05,RO,Computer and Information Technology,Internet Service Provider (ISP)
xTom GmbH,[3214],2,7e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
"Automattic, Inc",[2635],2,7e-05,US,"Media, Publishing, and Broadcasting",None
"Lightower Fiber Networks I, LLC",[46887],2,7e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
Euronet Telekomunikasyon A.S.,[201178],2,7e-05,TR,Computer and Information Technology,None
Hengyang,"[63838, 63835]",2,6e-05,CN,Computer and Information Technology,None
i3D.net B.V,[49544],2,7e-05,NL,Computer and Information Technology,Internet Service Provider (ISP)
"GENERAL COMMUNICATION, INC.",[8047],2,7e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
FunkFeuer Wien - Verein zur Foerderung freier Netze,[35492],2,7e-05,AT,Community Groups and Nonprofits,None
Freethought Internet Limited,[41000],2,7e-05,GB,Computer and Information Technology,Internet Service Provider (ISP)
VNIDC TECHNOLOGY COMPANY LIMITED,[140824],2,7e-05,VN,None,None
Free Pro SAS,[30781],2,7e-05,FR,Computer and Information Technology,Internet Service Provider (ISP)
"Fork Networking, LLC",[46841],2,7e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
Fibrebay Network LLC,[60939],2,7e-05,US,None,None
VNSUN CLOUD COMPANY LIMITED,[149151],2,7e-05,VN,None,None
"Fastly, Inc.",[54113],2,7e-05,US,Computer and Information Technology,Software Development
Zenlayer Inc,[21859],2,7e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,[680],2,7e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
Vinters IT Ltd,[62217],2,7e-05,GB,Computer and Information Technology,None
ICT Center - Dong Thap Department of Information and Communications,[135934],2,7e-05,VN,Service,"Law, Business, and Consulting Services"
CERNET2 IX at South China University of Technology,[24357],2,7e-05,CN,Education and Research,"Colleges, Universities, and Professional Schools"
Denpa Ltd.,[131662],2,7e-05,TW,Service,"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)"
DataWeb Global Group B.V.,[39572],2,7e-05,NL,Computer and Information Technology,Internet Service Provider (ISP)
Vodafone Group PLC,[1273],2,7e-05,EU,Computer and Information Technology,Internet Service Provider (ISP)
DN-Systems Enterprise Internet Solutions GmbH,[42034],2,7e-05,DE,Computer and Information Technology,None
DMIT Cloud Services,[906],2,7e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
DGN TEKNOLOJI A.S.,[43260],2,7e-05,TR,Computer and Information Technology,Hosting and Cloud Provider
CLARO S.A.,[4230],2,7e-05,BR,Computer and Information Technology,Internet Service Provider (ISP)
CONSCIA DANMARK A/S,[59626],2,7e-05,DK,Computer and Information Technology,None
