org_name,as,number of aliased prefix,ratio of aliased prefix,country,category,sub_category
Performive LLC,[46562],8,0.00177,US,Computer and Information Technology,Internet Service Provider (ISP)
LLC Baxet,"[51659, 49392]",8,0.00176,RU,Computer and Information Technology,Internet Service Provider (ISP)
Datacamp Limited,[212238],8,0.00177,GB,Computer and Information Technology,Internet Service Provider (ISP)
RADISHCLOUD TECHNOLOGY LLC,[201217],7,0.00155,US,None,None
NetAssist LLC,[8772],7,0.00155,UA,Computer and Information Technology,Internet Service Provider (ISP)
Delta Ltd,[213220],7,0.00155,RU,Computer and Information Technology,Internet Service Provider (ISP)
Psychz Networks,[40676],6,0.00132,US,Computer and Information Technology,Hosting and Cloud Provider
Netex Limited,[51837],6,0.00132,HK,Computer and Information Technology,Software Development
"Misaka Network, Inc.",[50069],6,0.00132,US,Other,None
Huicast Telecom Limited,[60539],6,0.00132,HK,Computer and Information Technology,None
xTom,[949],6,0.00132,US,Computer and Information Technology,None
Cogent Communications,[174],6,0.00132,US,Computer and Information Technology,Internet Service Provider (ISP)
ArtPlanet LLC,[49542],6,0.00132,RU,Computer and Information Technology,Hosting and Cloud Provider
LeaseWeb Netherlands B.V.,[60781],5,0.0011,NL,Computer and Information Technology,None
FranTech Solutions,[53667],5,0.0011,US,Computer and Information Technology,Hosting and Cloud Provider
Kontel LLC,[204490],4,0.00088,RU,Computer and Information Technology,Hosting and Cloud Provider
Cr0bar Limited,[56758],4,0.00088,GB,Computer and Information Technology,Internet Service Provider (ISP)
KIRILL ZINOV,[199186],4,0.00088,RU,None,None
WideOpenWest Finance LLC,[16724],4,0.00088,US,Computer and Information Technology,Internet Service Provider (ISP)
LEASEWEB UK LIMITED,[205544],4,0.00088,GB,Computer and Information Technology,None
HostRoyale Technologies Pvt Ltd,[207990],4,0.00088,IN,Computer and Information Technology,Internet Service Provider (ISP)
HOSTKEY B.V.,[50867],4,0.00088,NL,Computer and Information Technology,Hosting and Cloud Provider
RoyaleHosting BV,[212477],3,0.00066,NL,Computer and Information Technology,None
Alliance LLC,[39900],3,0.00066,RU,Construction and Real Estate,Real Estate (Residential and/or Commercial)
Citytelecom LLC,[3175],3,0.00066,RU,Computer and Information Technology,Internet Service Provider (ISP)
Perfect Cloud Technologies LLC,[211027],3,0.00066,RU,"Media, Publishing, and Broadcasting",Other
STARK INDUSTRIES SOLUTIONS LTD,[44477],3,0.00066,GB,Manufacturing,"Metal, Glass, Wood, and Paper Manufacturing"
I-SERVERS LTD,[209641],3,0.00066,GB,Education and Research,None
Manir LLC,[60389],3,0.00066,RU,Finance and Insurance,"Banks, Credit Card Companies, Mortgage Providers"
Malkov D.V.,[212521],3,0.00066,RU,Computer and Information Technology,Internet Service Provider (ISP)
JSC IOT,[29182],3,0.00066,RU,Computer and Information Technology,None
GalaxyStar LLC,[206873],3,0.00066,RU,Computer and Information Technology,Internet Service Provider (ISP)
NeocomISP Limited,[9902],3,0.00066,KH,Computer and Information Technology,Internet Service Provider (ISP)
XuanMing Liu,[197433],3,0.00066,CN,Computer and Information Technology,Internet Service Provider (ISP)
Comfortel Ltd.,[56534],3,0.00066,RU,Computer and Information Technology,Internet Service Provider (ISP)
Serverius Holding B.V.,[208685],3,0.00066,NL,Computer and Information Technology,None
Sole trader Malkov Dmitrii Vladimirovich,[48108],3,0.00066,RU,Computer and Information Technology,None
ServTech LTD,[208626],3,0.00066,RU,Computer and Information Technology,Internet Service Provider (ISP)
"AT&T Services, Inc.",[7018],3,0.00066,US,Computer and Information Technology,Internet Service Provider (ISP)
Daniel Cid,[205157],3,0.00066,US,"Freight, Shipment, and Postal Services",Other
Telekomunikasi Indonesia (PT),[7713],3,0.00066,ID,Computer and Information Technology,Internet Service Provider (ISP)
Web2Objects LLC,[62874],2,0.00044,US,Computer and Information Technology,Internet Service Provider (ISP)
Vodafone Australia Pty Ltd,[133612],2,0.00044,AU,Computer and Information Technology,Internet Service Provider (ISP)
"Mach Dilemma, LLC",[40138],2,0.00044,US,Other,None
MD TECHNOLOGY LIMITED,[199974],2,0.00044,HK,Computer and Information Technology,Software Development
Scalaxy B.V.,[58061],2,0.00044,LV,Computer and Information Technology,Hosting and Cloud Provider
BWE CAPITAL LIMITED,[197730],2,0.00044,VG,None,None
LoudTronix Inc.,[205212],2,0.00044,CA,Community Groups and Nonprofits,Other
Megacore Technology Company Limited,[140810],2,0.00044,VN,Computer and Information Technology,Internet Service Provider (ISP)
Latitude.sh,[396356],2,0.00044,US,Computer and Information Technology,Internet Service Provider (ISP)
Black Mesa Corporation,[46997],2,0.00044,US,Health Care Services,Other
AKILE LTD,[61112],2,0.00044,GB,"Media, Publishing, and Broadcasting",Online Informational Content
Noah van der Aa,[197919],2,0.00044,NL,None,None
NTX Technologies s.r.o.,[50113],2,0.00044,CZ,Computer and Information Technology,Internet Service Provider (ISP)
"Ashton Holmes, Sole Proprietorship",[33760],2,0.00044,US,None,None
VMHaus Limited,[136620],2,0.00044,GB,Computer and Information Technology,Internet Service Provider (ISP)
Overweb Srl,[42692],2,0.00044,IT,None,None
UK-2 Limited,[13213],2,0.00044,GB,Computer and Information Technology,Hosting and Cloud Provider
PT. INDOSAT Tbk,[4761],2,0.00044,ID,Computer and Information Technology,Internet Service Provider (ISP)
Tianhong Peng,[200021],2,0.00044,CN,None,None
TELECOM ITALIA SPARKLE S.p.A.,[6762],2,0.00044,IT,Computer and Information Technology,Internet Service Provider (ISP)
Aperture Science Limited,[38008],2,0.00044,HK,Other,None
Sprint,[1239],2,0.00044,US,Computer and Information Technology,Internet Service Provider (ISP)
Rage4 Networks Limited,[198412],2,0.00044,GB,Computer and Information Technology,Software Development
"Alibaba (US) Technology Co., Ltd.",[37963],2,0.00044,US,Computer and Information Technology,None
20i Limited,[48254],2,0.00044,GB,Computer and Information Technology,None
Jikai Ren,[206843],2,0.00044,CN,"Media, Publishing, and Broadcasting",Online Informational Content
Hytron Network Services Limited,"[151407, 202662]",2,0.00044,HK,None,None
ECO-INITIATIVE LLC,[201572],2,0.00044,UA,"Retail Stores, Wholesale, and E-commerce Sites",None
Free Range Cloud Hosting Inc.,[53356],2,0.00044,CA,Computer and Information Technology,Internet Service Provider (ISP)
Ismael Munoz Hernandez,[197606],2,0.00044,ES,None,None
HZ Hosting Ltd,[59711],2,0.00044,BG,Computer and Information Technology,Internet Service Provider (ISP)
DNS0.EU A.D.,[50902],2,0.00044,FR,Computer and Information Technology,Internet Service Provider (ISP)
Cox Communications Inc.,[22773],2,0.00044,US,Computer and Information Technology,Internet Service Provider (ISP)
Euronet Telekomunikasyon A.S.,[201178],2,0.00044,TR,Computer and Information Technology,None
Serverel Inc.,[15317],1,0.00022,US,Computer and Information Technology,Internet Service Provider (ISP)
Fiberocity Ltd,[199614],1,0.00022,GB,None,None
FeiYa Network LTD.,[199465],1,0.00022,US,"Media, Publishing, and Broadcasting",Online Informational Content
Starhub Ltd.,[4657],1,0.00022,SG,Computer and Information Technology,Internet Service Provider (ISP)
Skydance Productions LLC,[398668],1,0.00022,US,"Media, Publishing, and Broadcasting",None
SteveYi Experiment Network,[141173],1,0.00022,TW,Education and Research,None
"Shanghai Luogu Network Technology Co., Ltd.",[151464],1,0.00022,CN,None,None
First Root UG (haftungsbeschraenkt),[41108],1,0.00022,DE,Computer and Information Technology,Internet Service Provider (ISP)
Klett IT GmbH,[200393],1,0.00022,DE,Computer and Information Technology,Internet Service Provider (ISP)
Securebit AG,[58057],1,0.00022,CH,Computer and Information Technology,Internet Service Provider (ISP)
Free Range Cloud Hosting Inc,[139693],1,0.00022,CA,Computer and Information Technology,Internet Service Provider (ISP)
TEKNOTEL TELEKOMUNIKASYON SANAYI VE TICARET A.S.,[25145],1,0.00022,TR,Computer and Information Technology,Internet Service Provider (ISP)
"Scaleblade, Ltd.",[52041],1,0.00022,GB,Computer and Information Technology,Internet Service Provider (ISP)
GLOBAL-ICT HONGKONG CO.LIMITED,[138190],1,0.00022,HK,Service,None
SORACOM. INC.,[131910],1,0.00022,JP,None,None
Adrian Paschkowski,[205987],1,0.00022,DE,"Retail Stores, Wholesale, and E-commerce Sites",Other
SIA VEESP,[43317],1,0.00022,LV,Computer and Information Technology,Internet Service Provider (ISP)
Garant-Plus-Inform LLC,[201836],1,0.00022,UA,Finance and Insurance,"Investment, Portfolio Management, Pensions and Funds"
Alex Liu,[206368],1,0.00022,US,Computer and Information Technology,Hosting and Cloud Provider
Redge Technologies sp. z o.o.,[201029],1,0.00022,PL,Computer and Information Technology,Internet Service Provider (ISP)
TEFINCOM S.A.,[141039],1,0.00022,PA,Computer and Information Technology,None
TM TECHNOLOGY SERVICES SDN BHD,[4788],1,0.00022,MY,Computer and Information Technology,Internet Service Provider (ISP)
FIBERTEL PERU S.A.,[266732],1,0.00022,PE,Computer and Information Technology,Internet Service Provider (ISP)
TGs4 Networks Inc.,[54197],1,0.00022,CA,None,None
relaxt Webdienstleistungsagentur GmbH,[205989],1,0.00022,AT,Service,Other
24 SHELLS,[55081],1,0.00022,US,Computer and Information Technology,Internet Service Provider (ISP)
hosTELyon SAS,[209146],1,0.00022,FR,Computer and Information Technology,None
Zenex 5ive Limited,[209181],1,0.00022,GB,Computer and Information Technology,Internet Service Provider (ISP)
Differ Communications Limited,[399558],1,0.00022,CA,Construction and Real Estate,None
Xiufeng Guo,[210937],1,0.00022,DE,Computer and Information Technology,Software Development
WorldStream B.V.,[49981],1,0.00022,NL,Computer and Information Technology,Internet Service Provider (ISP)
DNT Solutions,[147057],1,0.00022,PK,None,None
Wicked Networks Limited,[141444],1,0.00022,HK,Other,None
Web42 Solutions Ltd,[202990],1,0.00022,GB,Computer and Information Technology,Hosting and Cloud Provider
Web Werks,[33480],1,0.00022,US,Computer and Information Technology,Internet Service Provider (ISP)
ETISALAT MISR,[36992],1,0.00022,EG,Computer and Information Technology,Internet Service Provider (ISP)
Edvin Basil Samuval,[216452],1,0.00022,IN,None,None
Universitas Brawijaya,[46019],1,0.00022,ID,Education and Research,"Colleges, Universities, and Professional Schools"
UPSTREAM NETWORK LTD,[202888],1,0.00022,GB,None,None
DGN TEKNOLOJI A.S.,[43260],1,0.00022,TR,Computer and Information Technology,Hosting and Cloud Provider
UK On-line Agri-sales Limited,[202235],1,0.00022,GB,Computer and Information Technology,None
Eskisehir Bilisim Iletisim San. ve Tic. A.S.,[196733],1,0.00022,TR,Computer and Information Technology,None
ANS ACADEMY LIMITED,[61323],1,0.00022,GB,Computer and Information Technology,None
TOHU Public Internet,[140731],1,0.00022,CN,Education and Research,None
RODRIGUEZ PEDRO ALBERTO JUAN,[271991],1,0.00022,AR,None,None
Getechbrothers,[150445],1,0.00022,LT,Computer and Information Technology,Internet Service Provider (ISP)
AltusHost B.V.,[51430],1,0.00022,NL,Computer and Information Technology,Internet Service Provider (ISP)
Gustav Caplan,[207487],1,0.00022,US,"Retail Stores, Wholesale, and E-commerce Sites",Other
Intergrid Group Pty Ltd,[133480],1,0.00022,AU,Computer and Information Technology,Internet Service Provider (ISP)
Nearoute Limited,[51847],1,0.00022,HK,Computer and Information Technology,Internet Service Provider (ISP)
Nazwa.pl Sp.z.o.o.,[15967],1,0.00022,PL,Service,"Law, Business, and Consulting Services"
China Mobile International Limited,[58453],1,0.00022,HK,Computer and Information Technology,Internet Service Provider (ISP)
Modesco LLC,[56434],1,0.00022,RU,Education and Research,Elementary and Secondary Schools
BAI Communications Inc.,[396113],1,0.00022,CA,Computer and Information Technology,Internet Service Provider (ISP)
Miku Network Technology Limited,[211759],1,0.00022,HK,Computer and Information Technology,Internet Service Provider (ISP)
Ilm-Provider UG (haftungsbeschraenkt),[196968],1,0.00022,DE,Computer and Information Technology,Internet Service Provider (ISP)
Material Global Limited,[203635],1,0.00022,GB,Manufacturing,Chemical and Pharmaceutical Manufacturing
China Education and Research Network Center,[4538],1,0.00022,CN,Education and Research,"Colleges, Universities, and Professional Schools"
"CacheNetworks, Inc.",[30081],1,0.00022,US,Computer and Information Technology,Internet Service Provider (ISP)
MULTIDIST SARL,[60703],1,0.00022,FR,Computer and Information Technology,Software Development
Astute Internet,[63213],1,0.00022,CA,Computer and Information Technology,Internet Service Provider (ISP)
MRGROUP INVESTMENTS LIMITED,[61178],1,0.00022,CY,Service,"Law, Business, and Consulting Services"
MOACK.Co.LTD,[135605],1,0.00022,KR,Computer and Information Technology,None
MARIA STYLE LTD,[58339],1,0.00022,GB,"Retail Stores, Wholesale, and E-commerce Sites",None
Louvetel Comunicação Comercial Ltda ME,[263110],1,0.00022,BR,Computer and Information Technology,Internet Service Provider (ISP)
CORK INTERNET EXCHANGE LIMITED,[47720],1,0.00022,IE,Computer and Information Technology,Internet Service Provider (ISP)
Lilith Network INC.,[202528],1,0.00022,CA,Computer and Information Technology,Internet Service Provider (ISP)
Baoshuo Network,[151814],1,0.00022,CN,None,None
Leaseweb Deutschland GmbH,[28753],1,0.00022,DE,Computer and Information Technology,None
CMC Telecom Infrastructure Company,[38732],1,0.00022,VN,Computer and Information Technology,Internet Service Provider (ISP)
"CHUAN KAI INTERNATIONAL CO., LTD",[133375],1,0.00022,TW,Travel and Accommodation,Other
Denpa Ltd.,[131662],1,0.00022,TW,Service,"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)"
"ChoicePoint, Inc.",[25923],1,0.00022,US,Computer and Information Technology,Software Development
HATS NETWORK INC.,[203314],1,0.00022,CA,Computer and Information Technology,Internet Service Provider (ISP)
PaoPaoYu Network LTD.,[202911],1,0.00022,CA,None,None
23M GmbH,[47447],1,0.00022,DE,Computer and Information Technology,Internet Service Provider (ISP)
"Anthropic, PBC",[399358],1,0.00022,US,None,None
Portland Internet Hosting LLC,[36791],1,0.00022,US,Computer and Information Technology,Internet Service Provider (ISP)
Plim Mobile Telecom LLC,[216435],1,0.00022,US,None,None
Planisware Singapore Pte. Ltd,[150347],1,0.00022,SG,Computer and Information Technology,Software Development
Ping Identity Corporation,[400797],1,0.00022,US,Computer and Information Technology,Internet Service Provider (ISP)
Arcus Novus UAB,[51259],1,0.00022,LT,Manufacturing,Electronics and Computer Components
Perfect Sense AB,[201633],1,0.00022,SE,Service,Other
Claro NXT Telecomunicacoes Ltda,[28573],1,0.00022,BR,Computer and Information Technology,Internet Service Provider (ISP)
Peaktera,[32931],1,0.00022,US,Computer and Information Technology,Internet Service Provider (ISP)
Christopher Mountford,[206981],1,0.00022,GB,Education and Research,None
Netrunner Inc,[6369],1,0.00022,US,Computer and Information Technology,Internet Service Provider (ISP)
Hurricane Electric LLC,[6939],1,0.00022,US,Computer and Information Technology,Internet Service Provider (ISP)
Artfiles LLC,[394923],1,0.00022,US,Computer and Information Technology,Internet Service Provider (ISP)
Oxylabs,[396319],1,0.00022,US,Computer and Information Technology,Internet Service Provider (ISP)
Owl Limited,[43357],1,0.00022,VU,Computer and Information Technology,Internet Service Provider (ISP)
Optimizely AB,[30811],1,0.00022,SE,Computer and Information Technology,Other
Okay-Telecom Ltd.,[199669],1,0.00022,RU,Computer and Information Technology,Internet Service Provider (ISP)
None,[216157],1,0.00022,None,None,None
IBM,[23145],1,0.00022,US,Manufacturing,Electronics and Computer Components
"Nightfall Networks, LLC",[60310],1,0.00022,US,Education and Research,Other
Netversor GmbH,[200081],1,0.00022,DE,Service,"Law, Business, and Consulting Services"
Dazhong Technology Network Studio of Tieling County,[211051],1,0.00022,CN,None,None
