as,number of aliased prefix,ratio of aliased prefix,org_name,country,category,sub_category
1257,19,0.00066,Tele2 Sverige AB,SE,Computer and Information Technology,Internet Service Provider (ISP)
203432,18,0.00062,Association FAImaison,FR,Community Groups and Nonprofits,Other
53356,18,0.00062,Free Range Cloud Hosting Inc.,CA,Computer and Information Technology,Internet Service Provider (ISP)
207375,17,0.00059,Fiber Operator B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
1930,17,0.00059,"Fundacao para a Ciencia e a Tecnologia, I.P.",PT,Computer and Information Technology,Internet Service Provider (ISP)
25019,16,0.00055,Saudi Telecom Company JSC,SA,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
210107,16,0.00055,PLUSWEB SUNUCU INTERNET HIZMETLERI TICARET LIMITED SIRKETI,TR,Computer and Information Technology,Internet Service Provider (ISP)
10881,16,0.00055,FUNPAR - Fundacao da UFPR para o DCTC,BR,Education and Research,None
198066,16,0.00055,"Grupo Loading Systems, S.L.",ES,Computer and Information Technology,Internet Service Provider (ISP)
55644,16,0.00055,Vodafone Idea Ltd. (VIL),IN,Computer and Information Technology,Internet Service Provider (ISP)
41378,15,0.00052,Kirino LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
3303,15,0.00052,Swisscom (Schweiz) AG,CH,Computer and Information Technology,Internet Service Provider (ISP)
397232,15,0.00052,Neustar Security Services,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
7679,15,0.00052,"QTnet,Inc.",JP,None,None
149485,15,0.00052,MonoCloud Pty Ltd,AU,"Media, Publishing, and Broadcasting",Online Informational Content
198231,15,0.00052,SIXNET OPERATION LTD,GB,None,None
22995,15,0.00052,Xplornet Communications Inc.,CA,Computer and Information Technology,Internet Service Provider (ISP)
9808,14,0.00048,China Mobile,CN,Computer and Information Technology,Internet Service Provider (ISP)
7545,14,0.00048,TPG Internet Pty Ltd,AU,Computer and Information Technology,Internet Service Provider (ISP)
9534,14,0.00048,Maxis Broadband Sdn Bhd,MY,Computer and Information Technology,Internet Service Provider (ISP)
39122,14,0.00048,Blacknight Internet Solutions Limited,IE,Computer and Information Technology,Software Development
24309,14,0.00048,"Atria Convergence Technologies Pvt. Ltd.,",IN,Computer and Information Technology,Internet Service Provider (ISP)
58057,14,0.00048,Securebit AG,CH,Computer and Information Technology,Internet Service Provider (ISP)
38266,14,0.00048,Vodafone Idea Ltd. (VIL),IN,Computer and Information Technology,Internet Service Provider (ISP)
55081,14,0.00048,24 SHELLS,US,Computer and Information Technology,Internet Service Provider (ISP)
42925,13,0.00045,Internet Rimon LTD,IL,Computer and Information Technology,Internet Service Provider (ISP)
204779,13,0.00045,Local Loop Oy,FI,Computer and Information Technology,Software Development
8697,13,0.00045,Jordan Telecommunications PSC,JO,Computer and Information Technology,Internet Service Provider (ISP)
17501,13,0.00045,WorldLink Communications,NP,Computer and Information Technology,Internet Service Provider (ISP)
25923,13,0.00045,"ChoicePoint, Inc.",US,Computer and Information Technology,Software Development
3389,13,0.00045,Ford Motor Company,US,"Freight, Shipment, and Postal Services",None
1659,12,0.00041,National Chung Hsing University,TW,Education and Research,"Colleges, Universities, and Professional Schools"
140903,12,0.00041,China Telecom,CN,Computer and Information Technology,None
4788,12,0.00041,TM TECHNOLOGY SERVICES SDN BHD,MY,Computer and Information Technology,Internet Service Provider (ISP)
64267,12,0.00041,Sprious LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
398962,12,0.00041,CONTROLD INC.,CA,Community Groups and Nonprofits,Other
29670,12,0.00041,Individual Network Berlin e.V.,DE,Community Groups and Nonprofits,None
2860,11,0.00038,"NOS COMUNICACOES, S.A.",PT,Computer and Information Technology,Internet Service Provider (ISP)
205807,11,0.00038,Essener Systemhaus,DE,Computer and Information Technology,None
4637,11,0.00038,Telstra International Limited,HK,Computer and Information Technology,Internet Service Provider (ISP)
33387,11,0.00038,"Nocix, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
211298,11,0.00038,Constantine Cybersecurity Ltd.,GB,Computer and Information Technology,None
13999,10,0.00035,"Mega Cable, S.A. de C.V.",MX,Computer and Information Technology,Internet Service Provider (ISP)
10474,10,0.00035,Dimension Data,ZA,Computer and Information Technology,Internet Service Provider (ISP)
59504,10,0.00035,LLC Vpsville,RU,Computer and Information Technology,Software Development
16276,10,0.00035,OVH SAS,FR,Computer and Information Technology,Hosting and Cloud Provider
212786,9,0.00031,DIGITAL NETWORK S.R.L.,MD,Computer and Information Technology,Hosting and Cloud Provider
62240,9,0.00031,Clouvider Limited,GB,Computer and Information Technology,Internet Service Provider (ISP)
62571,9,0.00031,IMPERVA INC,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
8342,9,0.00031,JSC RTComm.RU,RU,Computer and Information Technology,Internet Service Provider (ISP)
51430,9,0.00031,AltusHost B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
58542,9,0.00031,"Tianjij,300000",CN,Computer and Information Technology,Internet Service Provider (ISP)
24921,9,0.00031,Latvijas Mobilais Telefons SIA,LV,Computer and Information Technology,Internet Service Provider (ISP)
29182,9,0.00031,JSC IOT,RU,Computer and Information Technology,None
3741,9,0.00031,Dimension Data,ZA,Computer and Information Technology,Internet Service Provider (ISP)
22822,8,0.00028,"Limelight Networks, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
51873,8,0.00028,Arcade Solutions AG,CH,Computer and Information Technology,Internet Service Provider (ISP)
25532,8,0.00028,"LLC ""MASTERHOST""",RU,Computer and Information Technology,Software Development
44812,8,0.00028,IP SERVER LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
12876,8,0.00028,SCALEWAY S.A.S.,FR,Computer and Information Technology,None
17185,8,0.00028,Data102,US,Computer and Information Technology,Internet Service Provider (ISP)
202505,8,0.00028,NETBUDUR TELEKOMUNIKASYON LIMITED SIRKETI,TR,Computer and Information Technology,Hosting and Cloud Provider
133480,8,0.00028,Intergrid Group Pty Ltd,AU,Computer and Information Technology,Internet Service Provider (ISP)
34665,8,0.00028,Petersburg Internet Network ltd.,RU,Computer and Information Technology,Internet Service Provider (ISP)
60068,8,0.00028,Datacamp Limited,GB,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
55303,8,0.00028,"Eagle Sky Co., Lt",BZ,Computer and Information Technology,Hosting and Cloud Provider
8100,8,0.00028,QuadraNet Enterprises LLC,US,Computer and Information Technology,Computer and Network Security
205212,8,0.00028,LoudTronix Inc.,CA,Community Groups and Nonprofits,Other
56046,7,0.00024,China Mobile Communications Corporation,CN,Computer and Information Technology,Internet Service Provider (ISP)
9806,7,0.00024,"Beijing Educational Information Network Service Center Co., Ltd",CN,Computer and Information Technology,None
3320,7,0.00024,Deutsche Telekom AG,DE,Computer and Information Technology,Internet Service Provider (ISP)
48635,7,0.00024,CLDIN B.V.,NL,Computer and Information Technology,Hosting and Cloud Provider
14522,7,0.00024,Satnet,EC,Computer and Information Technology,Internet Service Provider (ISP)
42846,7,0.00024,GNET Internet Telekomunikasyon A.S.,TR,Computer and Information Technology,Internet Service Provider (ISP)
61317,7,0.00024,Hivelocity Inc,US,Computer and Information Technology,None
17378,7,0.00024,"TierPoint, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
1653,6,0.00021,Vetenskapsradet / SUNET,SE,Computer and Information Technology,Internet Service Provider (ISP)
46997,6,0.00021,Black Mesa Corporation,US,Health Care Services,Other
198571,6,0.00021,3xK Tech GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
40630,6,0.00021,"GridFury, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
3215,6,0.00021,Orange S.A.,FR,Computer and Information Technology,Internet Service Provider (ISP)
22773,6,0.00021,Cox Communications Inc.,US,Computer and Information Technology,Internet Service Provider (ISP)
197992,6,0.00021,DEFSOLUTION LLC,US,None,None
4538,6,0.00021,China Education and Research Network Center,CN,Education and Research,"Colleges, Universities, and Professional Schools"
137702,6,0.00021,China Telecom,CN,Computer and Information Technology,None
9443,6,0.00021,VOCUS PTY LTD,AU,Computer and Information Technology,Internet Service Provider (ISP)
3462,6,0.00021,"Chunghwa Telecom Co., Ltd.",TW,Computer and Information Technology,Internet Service Provider (ISP)
44066,6,0.00021,firstcolo GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
30721,6,0.00021,SatGate LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
7018,6,0.00021,"AT&T Services, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
18779,6,0.00021,EGIHosting,US,Computer and Information Technology,Internet Service Provider (ISP)
9121,6,0.00021,Turk Telekomunikasyon Anonim Sirketi,TR,Computer and Information Technology,Internet Service Provider (ISP)
23693,6,0.00021,PT. Telekomunikasi Selular,ID,Computer and Information Technology,Internet Service Provider (ISP)
61967,6,0.00021,telematis Netzwerke GmbH,DE,Computer and Information Technology,None
210079,6,0.00021,EuroByte LLC,RU,Construction and Real Estate,"Civil Engineering Construction (Utility Lines, Roads and Bridges)"
197695,5,0.00017,"Domain names registrar REG.RU, Ltd",RU,Computer and Information Technology,None
138997,5,0.00017,Eons Data Communications Limited,HK,Computer and Information Technology,Internet Service Provider (ISP)
131486,5,0.00017,"Beijing Jingdong 360 Degree E-commerce Co., Ltd.",CN,"Museums, Libraries, and Entertainment","Recreation, Sports, and Performing Arts"
22697,5,0.00017,Roblox,US,Computer and Information Technology,Internet Service Provider (ISP)
174,5,0.00017,Cogent Communications,US,Computer and Information Technology,Internet Service Provider (ISP)
11917,5,0.00017,WhatsApp,US,"Retail Stores, Wholesale, and E-commerce Sites",None
216435,5,0.00017,Plim Mobile Telecom LLC,US,None,None
61323,5,0.00017,ANS ACADEMY LIMITED,GB,Computer and Information Technology,None
945,5,0.00017,hkgo LLC,TW,Computer and Information Technology,Internet Service Provider (ISP)
202044,5,0.00017,"Getechbrothers, MB",LT,Computer and Information Technology,Internet Service Provider (ISP)
12322,5,0.00017,Free SAS,FR,Computer and Information Technology,Internet Service Provider (ISP)
15557,5,0.00017,Societe Francaise Du Radiotelephone - SFR SA,FR,Computer and Information Technology,Internet Service Provider (ISP)
395747,5,0.00017,"Cloudflare, Inc.",US,Computer and Information Technology,Hosting and Cloud Provider
40509,5,0.00017,"Fly.io, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
44477,5,0.00017,STARK INDUSTRIES SOLUTIONS LTD,GB,Manufacturing,"Metal, Glass, Wood, and Paper Manufacturing"
27823,5,0.00017,Dattatec.com,AR,Computer and Information Technology,None
134768,5,0.00017,CHINANET SHAANXI province Cloud Base network,CN,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
397224,5,0.00017,Neustar Security Services,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
50113,5,0.00017,NTX Technologies s.r.o.,CZ,Computer and Information Technology,Internet Service Provider (ISP)
201217,5,0.00017,RADISHCLOUD TECHNOLOGY LLC,US,None,None
13030,4,0.00014,Init7 (Switzerland) Ltd.,CH,Computer and Information Technology,Internet Service Provider (ISP)
200351,4,0.00014,Guanzhong Chen,CA,Education and Research,Other
12360,4,0.00014,KEVAG Telekom GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
25198,4,0.00014,INTERKVM HOST SRL,RO,Computer and Information Technology,Internet Service Provider (ISP)
6315,4,0.00014,"XMission, L.C.",US,Computer and Information Technology,Internet Service Provider (ISP)
16724,4,0.00014,WideOpenWest Finance LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
60906,4,0.00014,Playdom B.V.,CW,Computer and Information Technology,Hosting and Cloud Provider
56655,4,0.00014,TerraHost AS,NO,Computer and Information Technology,Internet Service Provider (ISP)
208492,4,0.00014,S.J.M. Steffann,NL,Community Groups and Nonprofits,"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)"
56630,4,0.00014,Melbikomas UAB,LT,Computer and Information Technology,None
44974,4,0.00014,RegioNet Schweinfurt GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
205125,4,0.00014,Network Management Ltd,SC,Computer and Information Technology,Software Development
209622,4,0.00014,uPress Inc,US,Computer and Information Technology,Software Development
20853,4,0.00014,eTOP sp. z o.o.,PL,Computer and Information Technology,Internet Service Provider (ISP)
3223,4,0.00014,Voxility LLP,GB,Computer and Information Technology,Internet Service Provider (ISP)
397373,4,0.00014,H4Y Technologies LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
60032,4,0.00014,Coriolis Telecom SAS,FR,Computer and Information Technology,Internet Service Provider (ISP)
41717,4,0.00014,Telfly Technology Limited,HK,None,None
19969,4,0.00014,"Joe's Datacenter, LLC",US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
396982,4,0.00014,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2497,4,0.00014,Internet Initiative Japan Inc.,JP,None,None
397226,4,0.00014,Neustar Security Services,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
7539,4,0.00014,National Applied Research Laboratories,TW,Computer and Information Technology,None
40676,4,0.00014,Psychz Networks,US,Computer and Information Technology,Hosting and Cloud Provider
134756,4,0.00014,China Telecom,CN,Computer and Information Technology,None
56041,4,0.00014,China Mobile Communications Corporation,CN,Computer and Information Technology,Internet Service Provider (ISP)
8767,4,0.00014,M-net Telekommunikations GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
17428,3,0.0001,21vianet(China) Inc.,CN,Computer and Information Technology,Software Development
135967,3,0.0001,Bach Kim Network solutions Join stock company,VN,Computer and Information Technology,Hosting and Cloud Provider
18001,3,0.0001,Dialog Axiata Plc,LK,Computer and Information Technology,Internet Service Provider (ISP)
12167,3,0.0001,LightWave Networks,US,Computer and Information Technology,Internet Service Provider (ISP)
55818,3,0.0001,Corporate / Direct Member IDNIC,ID,Computer and Information Technology,Internet Service Provider (ISP)
57043,3,0.0001,HOSTKEY B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
1921,3,0.0001,ipcom GmbH,AT,Computer and Information Technology,None
49981,3,0.0001,WorldStream B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
4835,3,0.0001,China Telecom (Group),CN,Computer and Information Technology,Internet Service Provider (ISP)
6233,3,0.0001,xTom,US,Computer and Information Technology,Hosting and Cloud Provider
134771,3,0.0001,"WENZHOU, ZHEJIANG Province, P.R.China.",CN,Computer and Information Technology,Internet Service Provider (ISP)
42003,3,0.0001,LIBANTELECOM,LB,Computer and Information Technology,Internet Service Provider (ISP)
48261,3,0.0001,socialimprove LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
45474,3,0.0001,NEXUSGUARD LIMITED,HK,Computer and Information Technology,Internet Service Provider (ISP)
206271,3,0.0001,Fatih Unlu,TR,"Media, Publishing, and Broadcasting",Online Informational Content
198967,3,0.0001,BITel Gesellschaft fuer Telekommunikation mbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
138421,3,0.0001,China Unicom,CN,Computer and Information Technology,None
8560,3,0.0001,IONOS SE,DE,Computer and Information Technology,Internet Service Provider (ISP)
200827,3,0.0001,vv Network Inc,US,Computer and Information Technology,None
12337,3,0.0001,noris network AG,DE,Computer and Information Technology,Internet Service Provider (ISP)
1136,3,0.0001,KPN B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
41357,3,0.0001,34SP.com Limited,GB,Computer and Information Technology,Internet Service Provider (ISP)
209453,3,0.0001,GANDI SAS,FR,Computer and Information Technology,Internet Service Provider (ISP)
701,3,0.0001,Verizon Business,US,Computer and Information Technology,Internet Service Provider (ISP)
149513,3,0.0001,"Shenzhen lesuyun Network Technology Co., Ltd",CN,Computer and Information Technology,Internet Service Provider (ISP)
21100,3,0.0001,ITL LLC,UA,Computer and Information Technology,None
21342,3,0.0001,Akamai International B.V.,NL,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
55990,3,0.0001,Huawei,CN,Computer and Information Technology,None
38,3,0.0001,University of Illinois,US,Health Care Services,None
207713,3,0.0001,GLOBAL INTERNET SOLUTIONS LLC,RU,Finance and Insurance,Insurance Carriers and Agencies
33915,3,0.0001,Vodafone Libertel B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
394346,3,0.0001,"KNIGHT POINT SYSTEMS, LLC",US,Computer and Information Technology,None
140824,2,7e-05,VNIDC TECHNOLOGY COMPANY LIMITED,VN,None,None
207996,2,7e-05,ungleich glarus ag,CH,Computer and Information Technology,Internet Service Provider (ISP)
43260,2,7e-05,DGN TEKNOLOJI A.S.,TR,Computer and Information Technology,Hosting and Cloud Provider
41000,2,7e-05,Freethought Internet Limited,GB,Computer and Information Technology,Internet Service Provider (ISP)
135934,2,7e-05,ICT Center - Dong Thap Department of Information and Communications,VN,Service,"Law, Business, and Consulting Services"
45430,2,7e-05,MAYBANK Data Center (Co-Location),TH,Computer and Information Technology,Internet Service Provider (ISP)
30781,2,7e-05,Free Pro SAS,FR,Computer and Information Technology,Internet Service Provider (ISP)
60893,2,7e-05,Art of Automation B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
49544,2,7e-05,i3D.net B.V,NL,Computer and Information Technology,Internet Service Provider (ISP)
131445,2,7e-05,MAYBANK Data Center (Co-Location),TH,Computer and Information Technology,Internet Service Provider (ISP)
59626,2,7e-05,CONSCIA DANMARK A/S,DK,Computer and Information Technology,None
9930,2,7e-05,TT DOTCOM SDN BHD,MY,Computer and Information Technology,Internet Service Provider (ISP)
35492,2,7e-05,FunkFeuer Wien - Verein zur Foerderung freier Netze,AT,Community Groups and Nonprofits,None
41075,2,7e-05,ATW Internet Kft.,HU,Computer and Information Technology,Internet Service Provider (ISP)
198412,2,7e-05,Rage4 Networks Limited,GB,Computer and Information Technology,Software Development
15725,2,7e-05,IKS Service GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
24961,2,7e-05,myLoc managed IT AG,DE,Computer and Information Technology,Internet Service Provider (ISP)
1273,2,7e-05,Vodafone Group PLC,EU,Computer and Information Technology,Internet Service Provider (ISP)
149042,2,7e-05,"SICLOUD INFORMATION TECHNOLOGY (HONGKONG) CO., LIMITED",HK,None,None
33856,2,7e-05,Turkiye Cumhuriyet Merkez Bankasi Anonim Sirketi,TR,Finance and Insurance,"Banks, Credit Card Companies, Mortgage Providers"
15817,2,7e-05,"Robert Meyer trading as ""Mittwald CM Service GmbH & Co. KG""",DE,Computer and Information Technology,Hosting and Cloud Provider
149151,2,7e-05,VNSUN CLOUD COMPANY LIMITED,VN,None,None
2635,2,7e-05,"Automattic, Inc",US,"Media, Publishing, and Broadcasting",None
45027,2,7e-05,"LLC ""Internet Tehnologii""",RU,Computer and Information Technology,Software Development
38631,2,7e-05,LINE Corporation,JP,None,None
6718,2,7e-05,NAV COMMUNICATIONS SRL,RO,Computer and Information Technology,Internet Service Provider (ISP)
51088,2,7e-05,A2B IP B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
201178,2,7e-05,Euronet Telekomunikasyon A.S.,TR,Computer and Information Technology,None
45090,2,7e-05,Shenzhen Tencent Computer Systems Company Limited,CN,Computer and Information Technology,Other
29075,2,7e-05,IELO-LIAZO SERVICES SAS,FR,Computer and Information Technology,Internet Service Provider (ISP)
204490,2,7e-05,Kontel LLC,RU,Computer and Information Technology,Hosting and Cloud Provider
1241,2,7e-05,Nova Telecommunications & Media Single Member S.A,GR,Computer and Information Technology,Internet Service Provider (ISP)
6848,2,7e-05,Telenet BVBA,BE,Computer and Information Technology,Internet Service Provider (ISP)
12668,2,7e-05,"LLC ""KomTehCentr""",RU,Computer and Information Technology,Internet Service Provider (ISP)
4811,2,7e-05,China Telecom (Group),CN,Computer and Information Technology,Internet Service Provider (ISP)
39572,2,7e-05,DataWeb Global Group B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
48943,2,7e-05,KAPPER NETWORK-COMMUNICATIONS GmbH,AT,Computer and Information Technology,Internet Service Provider (ISP)
197619,2,7e-05,Telnab Networks LLC,US,None,None
35826,2,7e-05,Netservers Limited,GB,Computer and Information Technology,Internet Service Provider (ISP)
35470,2,7e-05,Signet B.V.,NL,Computer and Information Technology,Hosting and Cloud Provider
12306,2,7e-05,Plus.line AG,DE,Computer and Information Technology,Internet Service Provider (ISP)
9929,2,7e-05,CHINA UNICOM Industrial Internet Backbone,CN,Computer and Information Technology,Internet Service Provider (ISP)
131662,2,7e-05,Denpa Ltd.,TW,Service,"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)"
200487,2,7e-05,OOO VPS,RU,Computer and Information Technology,Hosting and Cloud Provider
