as,number of aliased prefix,ratio of aliased prefix,org_name,country,category,sub_category
140903,12,0.00041,China Telecom,CN,Computer and Information Technology,None
24921,12,0.00041,Latvijas Mobilais Telefons SIA,LV,Computer and Information Technology,Internet Service Provider (ISP)
40676,11,0.00037,Psychz Networks,US,Computer and Information Technology,Hosting and Cloud Provider
33387,11,0.00037,"Nocix, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
13999,11,0.00037,"Mega Cable, S.A. de C.V.",MX,Computer and Information Technology,Internet Service Provider (ISP)
205807,11,0.00037,Essener Systemhaus,DE,Computer and Information Technology,None
2860,11,0.00037,"NOS COMUNICACOES, S.A.",PT,Computer and Information Technology,Internet Service Provider (ISP)
29182,10,0.00034,JSC IOT,RU,Computer and Information Technology,None
61967,10,0.00034,telematis Netzwerke GmbH,DE,Computer and Information Technology,None
1547,10,0.00034,"Societatea mixta pe actiuni de tip inchis ""Interdnestrcom""",MD,Computer and Information Technology,Internet Service Provider (ISP)
10474,10,0.00034,Dimension Data,ZA,Computer and Information Technology,Internet Service Provider (ISP)
17501,10,0.00034,WorldLink Communications,NP,Computer and Information Technology,Internet Service Provider (ISP)
4788,9,0.0003,TM TECHNOLOGY SERVICES SDN BHD,MY,Computer and Information Technology,Internet Service Provider (ISP)
44812,9,0.0003,IP SERVER LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
60068,9,0.0003,Datacamp Limited,GB,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
41717,9,0.0003,Telfly Technology Limited,HK,None,None
62571,9,0.0003,IMPERVA INC,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
51430,9,0.0003,AltusHost B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
34665,9,0.0003,Petersburg Internet Network ltd.,RU,Computer and Information Technology,Internet Service Provider (ISP)
58542,9,0.0003,"Tianjij,300000",CN,Computer and Information Technology,Internet Service Provider (ISP)
62240,9,0.0003,Clouvider Limited,GB,Computer and Information Technology,Internet Service Provider (ISP)
3741,9,0.0003,Dimension Data,ZA,Computer and Information Technology,Internet Service Provider (ISP)
57043,8,0.00027,HOSTKEY B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
197992,8,0.00027,DEFSOLUTION LLC,US,None,None
202505,8,0.00027,NETBUDUR TELEKOMUNIKASYON LIMITED SIRKETI,TR,Computer and Information Technology,Hosting and Cloud Provider
51873,8,0.00027,Arcade Solutions AG,CH,Computer and Information Technology,Internet Service Provider (ISP)
133480,8,0.00027,Intergrid Group Pty Ltd,AU,Computer and Information Technology,Internet Service Provider (ISP)
3320,8,0.00027,Deutsche Telekom AG,DE,Computer and Information Technology,Internet Service Provider (ISP)
8342,8,0.00027,JSC RTComm.RU,RU,Computer and Information Technology,Internet Service Provider (ISP)
22822,8,0.00027,"Limelight Networks, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
17185,8,0.00027,Data102,US,Computer and Information Technology,Internet Service Provider (ISP)
16276,8,0.00027,OVH SAS,FR,Computer and Information Technology,Hosting and Cloud Provider
51088,8,0.00027,A2B IP B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
205212,8,0.00027,LoudTronix Inc.,CA,Community Groups and Nonprofits,Other
42846,8,0.00027,GNET Internet Telekomunikasyon A.S.,TR,Computer and Information Technology,Internet Service Provider (ISP)
18779,8,0.00027,EGIHosting,US,Computer and Information Technology,Internet Service Provider (ISP)
30721,8,0.00027,SatGate LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
25532,8,0.00027,"LLC ""MASTERHOST""",RU,Computer and Information Technology,Software Development
12876,8,0.00027,SCALEWAY S.A.S.,FR,Computer and Information Technology,None
198571,7,0.00024,3xK Tech GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
55303,7,0.00024,"Eagle Sky Co., Lt",BZ,Computer and Information Technology,Hosting and Cloud Provider
9121,7,0.00024,Turk Telekomunikasyon Anonim Sirketi,TR,Computer and Information Technology,Internet Service Provider (ISP)
48635,7,0.00024,CLDIN B.V.,NL,Computer and Information Technology,Hosting and Cloud Provider
56046,7,0.00024,China Mobile Communications Corporation,CN,Computer and Information Technology,Internet Service Provider (ISP)
7018,7,0.00024,"AT&T Services, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
3215,6,0.0002,Orange S.A.,FR,Computer and Information Technology,Internet Service Provider (ISP)
210079,6,0.0002,EuroByte LLC,RU,Construction and Real Estate,"Civil Engineering Construction (Utility Lines, Roads and Bridges)"
44066,6,0.0002,firstcolo GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
25198,6,0.0002,INTERKVM HOST SRL,RO,Computer and Information Technology,Internet Service Provider (ISP)
201217,6,0.0002,RADISHCLOUD TECHNOLOGY LLC,US,None,None
137702,6,0.0002,China Telecom,CN,Computer and Information Technology,None
40630,6,0.0002,"GridFury, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
4637,6,0.0002,Telstra International Limited,HK,Computer and Information Technology,Internet Service Provider (ISP)
8100,6,0.0002,QuadraNet Enterprises LLC,US,Computer and Information Technology,Computer and Network Security
1653,6,0.0002,Vetenskapsradet / SUNET,SE,Computer and Information Technology,Internet Service Provider (ISP)
174,6,0.0002,Cogent Communications,US,Computer and Information Technology,Internet Service Provider (ISP)
22697,5,0.00017,Roblox,US,Computer and Information Technology,Internet Service Provider (ISP)
3462,5,0.00017,"Chunghwa Telecom Co., Ltd.",TW,Computer and Information Technology,Internet Service Provider (ISP)
11917,5,0.00017,WhatsApp,US,"Retail Stores, Wholesale, and E-commerce Sites",None
61323,5,0.00017,ANS ACADEMY LIMITED,GB,Computer and Information Technology,None
27823,5,0.00017,Dattatec.com,AR,Computer and Information Technology,None
8767,5,0.00017,M-net Telekommunikations GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
14522,5,0.00017,Satnet,EC,Computer and Information Technology,Internet Service Provider (ISP)
44477,5,0.00017,STARK INDUSTRIES SOLUTIONS LTD,GB,Manufacturing,"Metal, Glass, Wood, and Paper Manufacturing"
395747,5,0.00017,"Cloudflare, Inc.",US,Computer and Information Technology,Hosting and Cloud Provider
15557,5,0.00017,Societe Francaise Du Radiotelephone - SFR SA,FR,Computer and Information Technology,Internet Service Provider (ISP)
12322,5,0.00017,Free SAS,FR,Computer and Information Technology,Internet Service Provider (ISP)
216435,5,0.00017,Plim Mobile Telecom LLC,US,None,None
9443,5,0.00017,VOCUS PTY LTD,AU,Computer and Information Technology,Internet Service Provider (ISP)
197695,5,0.00017,"Domain names registrar REG.RU, Ltd",RU,Computer and Information Technology,None
131486,5,0.00017,"Beijing Jingdong 360 Degree E-commerce Co., Ltd.",CN,"Museums, Libraries, and Entertainment","Recreation, Sports, and Performing Arts"
61317,5,0.00017,Hivelocity Inc,US,Computer and Information Technology,None
42034,5,0.00017,DN-Systems Enterprise Internet Solutions GmbH,DE,Computer and Information Technology,None
1921,5,0.00017,ipcom GmbH,AT,Computer and Information Technology,None
22773,5,0.00017,Cox Communications Inc.,US,Computer and Information Technology,Internet Service Provider (ISP)
202044,5,0.00017,"Getechbrothers, MB",LT,Computer and Information Technology,Internet Service Provider (ISP)
4538,5,0.00017,China Education and Research Network Center,CN,Education and Research,"Colleges, Universities, and Professional Schools"
23693,5,0.00017,PT. Telekomunikasi Selular,ID,Computer and Information Technology,Internet Service Provider (ISP)
134768,5,0.00017,CHINANET SHAANXI province Cloud Base network,CN,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
50113,5,0.00017,NTX Technologies s.r.o.,CZ,Computer and Information Technology,Internet Service Provider (ISP)
138997,5,0.00017,Eons Data Communications Limited,HK,Computer and Information Technology,Internet Service Provider (ISP)
40509,5,0.00017,"Fly.io, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
198068,5,0.00017,P.A.G.M. OU,EE,Computer and Information Technology,None
945,5,0.00017,hkgo LLC,TW,Computer and Information Technology,Internet Service Provider (ISP)
6315,4,0.00014,"XMission, L.C.",US,Computer and Information Technology,Internet Service Provider (ISP)
19969,4,0.00014,"Joe's Datacenter, LLC",US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
397373,4,0.00014,H4Y Technologies LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
397226,4,0.00014,Neustar Security Services,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
397224,4,0.00014,Neustar Security Services,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
20853,4,0.00014,eTOP sp. z o.o.,PL,Computer and Information Technology,Internet Service Provider (ISP)
44974,4,0.00014,RegioNet Schweinfurt GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
29014,4,0.00014,ScaleUp Technologies GmbH & Co. KG,DE,Computer and Information Technology,None
205125,4,0.00014,Network Management Ltd,SC,Computer and Information Technology,Software Development
394346,4,0.00014,"KNIGHT POINT SYSTEMS, LLC",US,Computer and Information Technology,None
13030,4,0.00014,Init7 (Switzerland) Ltd.,CH,Computer and Information Technology,Internet Service Provider (ISP)
9806,4,0.00014,"Beijing Educational Information Network Service Center Co., Ltd",CN,Computer and Information Technology,None
60906,4,0.00014,Playdom B.V.,CW,Computer and Information Technology,Hosting and Cloud Provider
2497,4,0.00014,Internet Initiative Japan Inc.,JP,None,None
134756,4,0.00014,China Telecom,CN,Computer and Information Technology,None
7539,4,0.00014,National Applied Research Laboratories,TW,Computer and Information Technology,None
200351,4,0.00014,Guanzhong Chen,CA,Education and Research,Other
60032,4,0.00014,Coriolis Telecom SAS,FR,Computer and Information Technology,Internet Service Provider (ISP)
12849,4,0.00014,Hot-Net internet services Ltd.,IL,Computer and Information Technology,Internet Service Provider (ISP)
3223,4,0.00014,Voxility LLP,GB,Computer and Information Technology,Internet Service Provider (ISP)
56655,4,0.00014,TerraHost AS,NO,Computer and Information Technology,Internet Service Provider (ISP)
33856,4,0.00014,Turkiye Cumhuriyet Merkez Bankasi Anonim Sirketi,TR,Finance and Insurance,"Banks, Credit Card Companies, Mortgage Providers"
396982,4,0.00014,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
48261,4,0.00014,socialimprove LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
12360,4,0.00014,KEVAG Telekom GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
56630,4,0.00014,Melbikomas UAB,LT,Computer and Information Technology,None
209622,4,0.00014,uPress Inc,US,Computer and Information Technology,Software Development
208492,4,0.00014,S.J.M. Steffann,NL,Community Groups and Nonprofits,"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)"
33915,3,0.0001,Vodafone Libertel B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
60893,3,0.0001,Art of Automation B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
28885,3,0.0001,Oman Telecommunications Company (S.A.O.G),OM,Computer and Information Technology,None
1136,3,0.0001,KPN B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
207713,3,0.0001,GLOBAL INTERNET SOLUTIONS LLC,RU,Finance and Insurance,Insurance Carriers and Agencies
16724,3,0.0001,WideOpenWest Finance LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
15130,3,0.0001,United States Department of Justice,US,Government and Public Administration,"Law Enforcement, Public Safety, and Justice"
197637,3,0.0001,ropa GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
45027,3,0.0001,"LLC ""Internet Tehnologii""",RU,Computer and Information Technology,Software Development
8657,3,0.0001,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,PT,Computer and Information Technology,Internet Service Provider (ISP)
7713,3,0.0001,Telekomunikasi Indonesia (PT),ID,Computer and Information Technology,Internet Service Provider (ISP)
209453,3,0.0001,GANDI SAS,FR,Computer and Information Technology,Internet Service Provider (ISP)
38,3,0.0001,University of Illinois,US,Health Care Services,None
2200,3,0.0001,Renater,FR,Computer and Information Technology,Internet Service Provider (ISP)
3214,3,0.0001,xTom GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
45474,3,0.0001,NEXUSGUARD LIMITED,HK,Computer and Information Technology,Internet Service Provider (ISP)
149513,3,0.0001,"Shenzhen lesuyun Network Technology Co., Ltd",CN,Computer and Information Technology,Internet Service Provider (ISP)
17428,3,0.0001,21vianet(China) Inc.,CN,Computer and Information Technology,Software Development
135967,3,0.0001,Bach Kim Network solutions Join stock company,VN,Computer and Information Technology,Hosting and Cloud Provider
10753,3,0.0001,"Level 3 Parent, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
8560,3,0.0001,IONOS SE,DE,Computer and Information Technology,Internet Service Provider (ISP)
21100,3,0.0001,ITL LLC,UA,Computer and Information Technology,None
41357,3,0.0001,34SP.com Limited,GB,Computer and Information Technology,Internet Service Provider (ISP)
200373,3,0.0001,3xK Tech GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
206271,3,0.0001,Fatih Unlu,TR,"Media, Publishing, and Broadcasting",Online Informational Content
198967,3,0.0001,BITel Gesellschaft fuer Telekommunikation mbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
42003,3,0.0001,LIBANTELECOM,LB,Computer and Information Technology,Internet Service Provider (ISP)
12167,3,0.0001,LightWave Networks,US,Computer and Information Technology,Internet Service Provider (ISP)
262459,3,0.0001,Osirnet Info Telecom Ltda.,BR,Computer and Information Technology,Internet Service Provider (ISP)
55818,3,0.0001,Corporate / Direct Member IDNIC,ID,Computer and Information Technology,Internet Service Provider (ISP)
701,3,0.0001,Verizon Business,US,Computer and Information Technology,Internet Service Provider (ISP)
200827,3,0.0001,vv Network Inc,US,Computer and Information Technology,None
210644,3,0.0001,AEZA INTERNATIONAL LTD,GB,None,None
46997,3,0.0001,Black Mesa Corporation,US,Health Care Services,Other
55990,3,0.0001,Huawei,CN,Computer and Information Technology,None
6233,3,0.0001,xTom,US,Computer and Information Technology,Hosting and Cloud Provider
62282,3,0.0001,UAB Rakrejus,LT,Computer and Information Technology,None
56041,3,0.0001,China Mobile Communications Corporation,CN,Computer and Information Technology,Internet Service Provider (ISP)
21342,3,0.0001,Akamai International B.V.,NL,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
42487,3,0.0001,Vialis SEM,FR,Computer and Information Technology,Internet Service Provider (ISP)
17378,3,0.0001,"TierPoint, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
4835,3,0.0001,China Telecom (Group),CN,Computer and Information Technology,Internet Service Provider (ISP)
60939,3,0.0001,Fibrebay Network LLC,US,None,None
134771,3,0.0001,"WENZHOU, ZHEJIANG Province, P.R.China.",CN,Computer and Information Technology,Internet Service Provider (ISP)
54113,3,0.0001,"Fastly, Inc.",US,Computer and Information Technology,Software Development
15817,2,7e-05,"Robert Meyer trading as ""Mittwald CM Service GmbH & Co. KG""",DE,Computer and Information Technology,Hosting and Cloud Provider
216271,2,7e-05,NETLABS LLC,UA,None,None
59626,2,7e-05,CONSCIA DANMARK A/S,DK,Computer and Information Technology,None
4808,2,7e-05,China Unicom,CN,Computer and Information Technology,Internet Service Provider (ISP)
200487,2,7e-05,OOO VPS,RU,Computer and Information Technology,Hosting and Cloud Provider
9929,2,7e-05,CHINA UNICOM Industrial Internet Backbone,CN,Computer and Information Technology,Internet Service Provider (ISP)
38631,2,7e-05,LINE Corporation,JP,None,None
41075,2,7e-05,ATW Internet Kft.,HU,Computer and Information Technology,Internet Service Provider (ISP)
199925,2,7e-05,Phan Nhat Nghi,VG,Construction and Real Estate,Other
4230,2,7e-05,CLARO S.A.,BR,Computer and Information Technology,Internet Service Provider (ISP)
35492,2,7e-05,FunkFeuer Wien - Verein zur Foerderung freier Netze,AT,Community Groups and Nonprofits,None
43260,2,7e-05,DGN TEKNOLOJI A.S.,TR,Computer and Information Technology,Hosting and Cloud Provider
41000,2,7e-05,Freethought Internet Limited,GB,Computer and Information Technology,Internet Service Provider (ISP)
51659,2,7e-05,LLC Baxet,RU,Computer and Information Technology,Internet Service Provider (ISP)
9930,2,7e-05,TT DOTCOM SDN BHD,MY,Computer and Information Technology,Internet Service Provider (ISP)
6718,2,7e-05,NAV COMMUNICATIONS SRL,RO,Computer and Information Technology,Internet Service Provider (ISP)
15600,2,7e-05,Quickline AG,CH,Computer and Information Technology,Internet Service Provider (ISP)
49981,2,7e-05,WorldStream B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
197598,2,7e-05,Virtueon Solutions LLC,US,None,None
149151,2,7e-05,VNSUN CLOUD COMPANY LIMITED,VN,None,None
12306,2,7e-05,Plus.line AG,DE,Computer and Information Technology,Internet Service Provider (ISP)
23724,2,7e-05,"IDC, China Telecommunications Corporation",CN,Computer and Information Technology,Internet Service Provider (ISP)
198412,2,7e-05,Rage4 Networks Limited,GB,Computer and Information Technology,Software Development
58541,2,7e-05,"Qingdao,266000",CN,Computer and Information Technology,Internet Service Provider (ISP)
135934,2,7e-05,ICT Center - Dong Thap Department of Information and Communications,VN,Service,"Law, Business, and Consulting Services"
