org_name,as,number of aliased prefix,ratio of aliased prefix,country,category,sub_category
MD TECHNOLOGY LIMITED,[199974],2,0.00046,HK,Computer and Information Technology,Software Development
Sprint,[1239],2,0.00046,US,Computer and Information Technology,Internet Service Provider (ISP)
"Mach Dilemma, LLC",[40138],2,0.00046,US,Other,None
Megacore Technology Company Limited,[140810],2,0.00046,VN,Computer and Information Technology,Internet Service Provider (ISP)
"Alibaba (US) Technology Co., Ltd.",[37963],2,0.00046,US,Computer and Information Technology,None
NTX Technologies s.r.o.,[50113],2,0.00046,CZ,Computer and Information Technology,Internet Service Provider (ISP)
Scalaxy B.V.,[58061],2,0.00046,LV,Computer and Information Technology,Hosting and Cloud Provider
Noah van der Aa,[197919],2,0.00046,NL,None,None
Aperture Science Limited,[38008],2,0.00046,HK,Other,None
Overweb Srl,[42692],2,0.00046,IT,None,None
Rage4 Networks Limited,[198412],2,0.00046,GB,Computer and Information Technology,Software Development
"Ashton Holmes, Sole Proprietorship",[33760],2,0.00046,US,None,None
Black Mesa Corporation,[46997],2,0.00046,US,Health Care Services,Other
BWE CAPITAL LIMITED,[197730],2,0.00046,VG,None,None
Tianhong Peng,[200021],2,0.00046,CN,None,None
LoudTronix Inc.,[205212],2,0.00046,CA,Community Groups and Nonprofits,Other
AKILE LTD,[61112],2,0.00046,GB,"Media, Publishing, and Broadcasting",Online Informational Content
VMHaus Limited,[136620],2,0.00046,GB,Computer and Information Technology,Internet Service Provider (ISP)
UK-2 Limited,[13213],2,0.00046,GB,Computer and Information Technology,Hosting and Cloud Provider
Hytron Network Services Limited,"[202662, 151407]",2,0.00046,HK,None,None
Euronet Telekomunikasyon A.S.,[201178],2,0.00046,TR,Computer and Information Technology,None
Web2Objects LLC,[62874],2,0.00046,US,Computer and Information Technology,Internet Service Provider (ISP)
Free Range Cloud Hosting Inc.,[53356],2,0.00046,CA,Computer and Information Technology,Internet Service Provider (ISP)
HZ Hosting Ltd,[59711],2,0.00046,BG,Computer and Information Technology,Internet Service Provider (ISP)
ECO-INITIATIVE LLC,[201572],2,0.00046,UA,"Retail Stores, Wholesale, and E-commerce Sites",None
Ismael Munoz Hernandez,[197606],2,0.00046,ES,None,None
Jikai Ren,[206843],2,0.00046,CN,"Media, Publishing, and Broadcasting",Online Informational Content
Portland Internet Hosting LLC,[36791],1,0.00023,US,Computer and Information Technology,Internet Service Provider (ISP)
AltusHost B.V.,[51430],1,0.00023,NL,Computer and Information Technology,Internet Service Provider (ISP)
SORACOM. INC.,[131910],1,0.00023,JP,None,None
XuanMing Liu,[197433],1,0.00023,CN,Computer and Information Technology,Internet Service Provider (ISP)
relaxt Webdienstleistungsagentur GmbH,[205989],1,0.00023,AT,Service,Other
"Anthropic, PBC",[399358],1,0.00023,US,None,None
SIA VEESP,[43317],1,0.00023,LV,Computer and Information Technology,Internet Service Provider (ISP)
Zenex 5ive Limited,[209181],1,0.00023,GB,Computer and Information Technology,Internet Service Provider (ISP)
24 SHELLS,[55081],1,0.00023,US,Computer and Information Technology,Internet Service Provider (ISP)
BAI Communications Inc.,[396113],1,0.00023,CA,Computer and Information Technology,Internet Service Provider (ISP)
hosTELyon SAS,[209146],1,0.00023,FR,Computer and Information Technology,None
Arcus Novus UAB,[51259],1,0.00023,LT,Manufacturing,Electronics and Computer Components
Redge Technologies sp. z o.o.,[201029],1,0.00023,PL,Computer and Information Technology,Internet Service Provider (ISP)
SatGate LLC,[30721],1,0.00023,RU,Computer and Information Technology,Internet Service Provider (ISP)
RODRIGUEZ PEDRO ALBERTO JUAN,[271991],1,0.00023,AR,None,None
Artfiles LLC,[394923],1,0.00023,US,Computer and Information Technology,Internet Service Provider (ISP)
Astute Internet,[63213],1,0.00023,CA,Computer and Information Technology,Internet Service Provider (ISP)
SYN LTD,[64080],1,0.00023,GB,Computer and Information Technology,Internet Service Provider (ISP)
UK On-line Agri-sales Limited,[202235],1,0.00023,GB,Computer and Information Technology,None
Xiufeng Guo,[210937],1,0.00023,DE,Computer and Information Technology,Software Development
SteveYi Experiment Network,[141173],1,0.00023,TW,Education and Research,None
TOHU Public Internet,[140731],1,0.00023,CN,Education and Research,None
TM TECHNOLOGY SERVICES SDN BHD,[4788],1,0.00023,MY,Computer and Information Technology,Internet Service Provider (ISP)
UPSTREAM NETWORK LTD,[202888],1,0.00023,GB,None,None
TGs4 Networks Inc.,[54197],1,0.00023,CA,None,None
TEKNOTEL TELEKOMUNIKASYON SANAYI VE TICARET A.S.,[25145],1,0.00023,TR,Computer and Information Technology,Internet Service Provider (ISP)
Planisware Singapore Pte. Ltd,[150347],1,0.00023,SG,Computer and Information Technology,Software Development
TEFINCOM S.A.,[141039],1,0.00023,PA,Computer and Information Technology,None
ANS ACADEMY LIMITED,[61323],1,0.00023,GB,Computer and Information Technology,None
Web Werks,[33480],1,0.00023,US,Computer and Information Technology,Internet Service Provider (ISP)
"Scaleblade, Ltd.",[52041],1,0.00023,GB,Computer and Information Technology,Internet Service Provider (ISP)
Starhub Ltd.,[4657],1,0.00023,SG,Computer and Information Technology,Internet Service Provider (ISP)
Adrian Paschkowski,[205987],1,0.00023,DE,"Retail Stores, Wholesale, and E-commerce Sites",Other
Web42 Solutions Ltd,[202990],1,0.00023,GB,Computer and Information Technology,Hosting and Cloud Provider
Skydance Productions LLC,[398668],1,0.00023,US,"Media, Publishing, and Broadcasting",None
Wicked Networks Limited,[141444],1,0.00023,HK,Other,None
Serverel Inc.,[15317],1,0.00023,US,Computer and Information Technology,Internet Service Provider (ISP)
Securebit AG,[58057],1,0.00023,CH,Computer and Information Technology,Internet Service Provider (ISP)
WorldStream B.V.,[49981],1,0.00023,NL,Computer and Information Technology,Internet Service Provider (ISP)
Plim Mobile Telecom LLC,[216435],1,0.00023,US,None,None
Garant-Plus-Inform LLC,[201836],1,0.00023,UA,Finance and Insurance,"Investment, Portfolio Management, Pensions and Funds"
Ping Identity Corporation,[400797],1,0.00023,US,Computer and Information Technology,Internet Service Provider (ISP)
Edvin Basil Samuval,[216452],1,0.00023,IN,None,None
Lilith Network INC.,[202528],1,0.00023,CA,Computer and Information Technology,Internet Service Provider (ISP)
Claro NXT Telecomunicacoes Ltda,[28573],1,0.00023,BR,Computer and Information Technology,Internet Service Provider (ISP)
Leaseweb Deutschland GmbH,[28753],1,0.00023,DE,Computer and Information Technology,None
DGN TEKNOLOJI A.S.,[43260],1,0.00023,TR,Computer and Information Technology,Hosting and Cloud Provider
23M GmbH,[47447],1,0.00023,DE,Computer and Information Technology,Internet Service Provider (ISP)
Klett IT GmbH,[200393],1,0.00023,DE,Computer and Information Technology,Internet Service Provider (ISP)
DNT Solutions,[147057],1,0.00023,PK,None,None
Dazhong Technology Network Studio of Tieling County,[211051],1,0.00023,CN,None,None
Differ Communications Limited,[399558],1,0.00023,CA,Construction and Real Estate,None
Intergrid Group Pty Ltd,[133480],1,0.00023,AU,Computer and Information Technology,Internet Service Provider (ISP)
ETISALAT MISR,[36992],1,0.00023,EG,Computer and Information Technology,Internet Service Provider (ISP)
Ilm-Provider UG (haftungsbeschraenkt),[196968],1,0.00023,DE,Computer and Information Technology,Internet Service Provider (ISP)
MARIA STYLE LTD,[58339],1,0.00023,GB,"Retail Stores, Wholesale, and E-commerce Sites",None
Eskisehir Bilisim Iletisim San. ve Tic. A.S.,[196733],1,0.00023,TR,Computer and Information Technology,None
IBM,[23145],1,0.00023,US,Manufacturing,Electronics and Computer Components
FIBERTEL PERU S.A.,[266732],1,0.00023,PE,Computer and Information Technology,Internet Service Provider (ISP)
Hurricane Electric LLC,[6939],1,0.00023,US,Computer and Information Technology,Internet Service Provider (ISP)
FeiYa Network LTD.,[199465],1,0.00023,US,"Media, Publishing, and Broadcasting",Online Informational Content
Fiberocity Ltd,[199614],1,0.00023,GB,None,None
First Root UG (haftungsbeschraenkt),[41108],1,0.00023,DE,Computer and Information Technology,Internet Service Provider (ISP)
Free Range Cloud Hosting Inc,[139693],1,0.00023,CA,Computer and Information Technology,Internet Service Provider (ISP)
HighEndNetwork LLC,[203283],1,0.00023,US,None,None
HATS NETWORK INC.,[203314],1,0.00023,CA,Computer and Information Technology,Internet Service Provider (ISP)
Gustav Caplan,[207487],1,0.00023,US,"Retail Stores, Wholesale, and E-commerce Sites",Other
Louvetel Comunicação Comercial Ltda ME,[263110],1,0.00023,BR,Computer and Information Technology,Internet Service Provider (ISP)
MOACK.Co.LTD,[135605],1,0.00023,KR,Computer and Information Technology,None
Baoshuo Network,[151814],1,0.00023,CN,None,None
"Nightfall Networks, LLC",[60310],1,0.00023,US,Education and Research,Other
Perfect Sense AB,[201633],1,0.00023,SE,Service,Other
Peaktera,[32931],1,0.00023,US,Computer and Information Technology,Internet Service Provider (ISP)
PaoPaoYu Network LTD.,[202911],1,0.00023,CA,None,None
"CHUAN KAI INTERNATIONAL CO., LTD",[133375],1,0.00023,TW,Travel and Accommodation,Other
CMC Telecom Infrastructure Company,[38732],1,0.00023,VN,Computer and Information Technology,Internet Service Provider (ISP)
CORK INTERNET EXCHANGE LIMITED,[47720],1,0.00023,IE,Computer and Information Technology,Internet Service Provider (ISP)
Oxylabs,[396319],1,0.00023,US,Computer and Information Technology,Internet Service Provider (ISP)
Getechbrothers,[150445],1,0.00023,LT,Computer and Information Technology,Internet Service Provider (ISP)
Optimizely AB,[30811],1,0.00023,SE,Computer and Information Technology,Other
Okay-Telecom Ltd.,[199669],1,0.00023,RU,Computer and Information Technology,Internet Service Provider (ISP)
None,[216157],1,0.00023,None,None,None
Netversor GmbH,[200081],1,0.00023,DE,Service,"Law, Business, and Consulting Services"
MRGROUP INVESTMENTS LIMITED,[61178],1,0.00023,CY,Service,"Law, Business, and Consulting Services"
Netrunner Inc,[6369],1,0.00023,US,Computer and Information Technology,Internet Service Provider (ISP)
"CacheNetworks, Inc.",[30081],1,0.00023,US,Computer and Information Technology,Internet Service Provider (ISP)
China Education and Research Network Center,[4538],1,0.00023,CN,Education and Research,"Colleges, Universities, and Professional Schools"
Nazwa.pl Sp.z.o.o.,[15967],1,0.00023,PL,Service,"Law, Business, and Consulting Services"
Modesco LLC,[56434],1,0.00023,RU,Education and Research,Elementary and Secondary Schools
China Mobile International Limited,[58453],1,0.00023,HK,Computer and Information Technology,Internet Service Provider (ISP)
Miku Network Technology Limited,[211759],1,0.00023,HK,Computer and Information Technology,Internet Service Provider (ISP)
Material Global Limited,[203635],1,0.00023,GB,Manufacturing,Chemical and Pharmaceutical Manufacturing
"ChoicePoint, Inc.",[25923],1,0.00023,US,Computer and Information Technology,Software Development
Christopher Mountford,[206981],1,0.00023,GB,Education and Research,None
MULTIDIST SARL,[60703],1,0.00023,FR,Computer and Information Technology,Software Development
Owl Limited,[43357],1,0.00023,VU,Computer and Information Technology,Internet Service Provider (ISP)
