as,number of aliased prefix,ratio of aliased prefix,org_name,country,category,sub_category
1659,12,0.0004,National Chung Hsing University,TW,Education and Research,"Colleges, Universities, and Professional Schools"
24921,12,0.0004,Latvijas Mobilais Telefons SIA,LV,Computer and Information Technology,Internet Service Provider (ISP)
205807,11,0.00037,Essener Systemhaus,DE,Computer and Information Technology,None
2860,11,0.00037,"NOS COMUNICACOES, S.A.",PT,Computer and Information Technology,Internet Service Provider (ISP)
33387,11,0.00037,"Nocix, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
58057,11,0.00037,Securebit AG,CH,Computer and Information Technology,Internet Service Provider (ISP)
212786,11,0.00037,DIGITAL NETWORK S.R.L.,MD,Computer and Information Technology,Hosting and Cloud Provider
29182,10,0.00034,JSC IOT,RU,Computer and Information Technology,None
10474,10,0.00034,Dimension Data,ZA,Computer and Information Technology,Internet Service Provider (ISP)
61967,10,0.00034,telematis Netzwerke GmbH,DE,Computer and Information Technology,None
1547,10,0.00034,"Societatea mixta pe actiuni de tip inchis ""Interdnestrcom""",MD,Computer and Information Technology,Internet Service Provider (ISP)
201217,10,0.00034,RADISHCLOUD TECHNOLOGY LLC,US,None,None
398962,10,0.00034,CONTROLD INC.,CA,Community Groups and Nonprofits,Other
62240,9,0.0003,Clouvider Limited,GB,Computer and Information Technology,Internet Service Provider (ISP)
197992,9,0.0003,DEFSOLUTION LLC,US,None,None
3741,9,0.0003,Dimension Data,ZA,Computer and Information Technology,Internet Service Provider (ISP)
41717,9,0.0003,Telfly Technology Limited,HK,None,None
16276,9,0.0003,OVH SAS,FR,Computer and Information Technology,Hosting and Cloud Provider
58542,9,0.0003,"Tianjij,300000",CN,Computer and Information Technology,Internet Service Provider (ISP)
18779,9,0.0003,EGIHosting,US,Computer and Information Technology,Internet Service Provider (ISP)
62571,9,0.0003,IMPERVA INC,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
60068,9,0.0003,Datacamp Limited,GB,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
51430,9,0.0003,AltusHost B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
44812,9,0.0003,IP SERVER LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
34665,9,0.0003,Petersburg Internet Network ltd.,RU,Computer and Information Technology,Internet Service Provider (ISP)
25532,8,0.00027,"LLC ""MASTERHOST""",RU,Computer and Information Technology,Software Development
202505,8,0.00027,NETBUDUR TELEKOMUNIKASYON LIMITED SIRKETI,TR,Computer and Information Technology,Hosting and Cloud Provider
17185,8,0.00027,Data102,US,Computer and Information Technology,Internet Service Provider (ISP)
57043,8,0.00027,HOSTKEY B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
205212,8,0.00027,LoudTronix Inc.,CA,Community Groups and Nonprofits,Other
14522,8,0.00027,Satnet,EC,Computer and Information Technology,Internet Service Provider (ISP)
51088,8,0.00027,A2B IP B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
51873,8,0.00027,Arcade Solutions AG,CH,Computer and Information Technology,Internet Service Provider (ISP)
42846,8,0.00027,GNET Internet Telekomunikasyon A.S.,TR,Computer and Information Technology,Internet Service Provider (ISP)
133480,8,0.00027,Intergrid Group Pty Ltd,AU,Computer and Information Technology,Internet Service Provider (ISP)
22822,8,0.00027,"Limelight Networks, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
12876,8,0.00027,SCALEWAY S.A.S.,FR,Computer and Information Technology,None
8342,8,0.00027,JSC RTComm.RU,RU,Computer and Information Technology,Internet Service Provider (ISP)
30721,8,0.00027,SatGate LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
48635,7,0.00024,CLDIN B.V.,NL,Computer and Information Technology,Hosting and Cloud Provider
17378,7,0.00024,"TierPoint, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
9806,7,0.00024,"Beijing Educational Information Network Service Center Co., Ltd",CN,Computer and Information Technology,None
8100,7,0.00024,QuadraNet Enterprises LLC,US,Computer and Information Technology,Computer and Network Security
55303,7,0.00024,"Eagle Sky Co., Lt",BZ,Computer and Information Technology,Hosting and Cloud Provider
1653,7,0.00024,Vetenskapsradet / SUNET,SE,Computer and Information Technology,Internet Service Provider (ISP)
23693,7,0.00024,PT. Telekomunikasi Selular,ID,Computer and Information Technology,Internet Service Provider (ISP)
56046,7,0.00024,China Mobile Communications Corporation,CN,Computer and Information Technology,Internet Service Provider (ISP)
8772,7,0.00024,NetAssist LLC,UA,Computer and Information Technology,Internet Service Provider (ISP)
61317,6,0.0002,Hivelocity Inc,US,Computer and Information Technology,None
137702,6,0.0002,China Telecom,CN,Computer and Information Technology,None
40630,6,0.0002,"GridFury, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
7018,6,0.0002,"AT&T Services, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
3215,6,0.0002,Orange S.A.,FR,Computer and Information Technology,Internet Service Provider (ISP)
44066,6,0.0002,firstcolo GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
3462,6,0.0002,"Chunghwa Telecom Co., Ltd.",TW,Computer and Information Technology,Internet Service Provider (ISP)
9443,6,0.0002,VOCUS PTY LTD,AU,Computer and Information Technology,Internet Service Provider (ISP)
22773,6,0.0002,Cox Communications Inc.,US,Computer and Information Technology,Internet Service Provider (ISP)
174,6,0.0002,Cogent Communications,US,Computer and Information Technology,Internet Service Provider (ISP)
210079,6,0.0002,EuroByte LLC,RU,Construction and Real Estate,"Civil Engineering Construction (Utility Lines, Roads and Bridges)"
25198,6,0.0002,INTERKVM HOST SRL,RO,Computer and Information Technology,Internet Service Provider (ISP)
4538,6,0.0002,China Education and Research Network Center,CN,Education and Research,"Colleges, Universities, and Professional Schools"
216435,5,0.00017,Plim Mobile Telecom LLC,US,None,None
945,5,0.00017,hkgo LLC,TW,Computer and Information Technology,Internet Service Provider (ISP)
395747,5,0.00017,"Cloudflare, Inc.",US,Computer and Information Technology,Hosting and Cloud Provider
44477,5,0.00017,STARK INDUSTRIES SOLUTIONS LTD,GB,Manufacturing,"Metal, Glass, Wood, and Paper Manufacturing"
46997,5,0.00017,Black Mesa Corporation,US,Health Care Services,Other
8767,5,0.00017,M-net Telekommunikations GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
202044,5,0.00017,"Getechbrothers, MB",LT,Computer and Information Technology,Internet Service Provider (ISP)
7539,5,0.00017,National Applied Research Laboratories,TW,Computer and Information Technology,None
11917,5,0.00017,WhatsApp,US,"Retail Stores, Wholesale, and E-commerce Sites",None
198068,5,0.00017,P.A.G.M. OU,EE,Computer and Information Technology,None
27823,5,0.00017,Dattatec.com,AR,Computer and Information Technology,None
50113,5,0.00017,NTX Technologies s.r.o.,CZ,Computer and Information Technology,Internet Service Provider (ISP)
197695,5,0.00017,"Domain names registrar REG.RU, Ltd",RU,Computer and Information Technology,None
22697,5,0.00017,Roblox,US,Computer and Information Technology,Internet Service Provider (ISP)
15557,5,0.00017,Societe Francaise Du Radiotelephone - SFR SA,FR,Computer and Information Technology,Internet Service Provider (ISP)
134768,5,0.00017,CHINANET SHAANXI province Cloud Base network,CN,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
131486,5,0.00017,"Beijing Jingdong 360 Degree E-commerce Co., Ltd.",CN,"Museums, Libraries, and Entertainment","Recreation, Sports, and Performing Arts"
397224,5,0.00017,Neustar Security Services,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
12322,5,0.00017,Free SAS,FR,Computer and Information Technology,Internet Service Provider (ISP)
138997,5,0.00017,Eons Data Communications Limited,HK,Computer and Information Technology,Internet Service Provider (ISP)
61323,5,0.00017,ANS ACADEMY LIMITED,GB,Computer and Information Technology,None
397373,4,0.00013,H4Y Technologies LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
60906,4,0.00013,Playdom B.V.,CW,Computer and Information Technology,Hosting and Cloud Provider
49981,4,0.00013,WorldStream B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
48261,4,0.00013,socialimprove LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
205125,4,0.00013,Network Management Ltd,SC,Computer and Information Technology,Software Development
200351,4,0.00013,Guanzhong Chen,CA,Education and Research,Other
13030,4,0.00013,Init7 (Switzerland) Ltd.,CH,Computer and Information Technology,Internet Service Provider (ISP)
29014,4,0.00013,ScaleUp Technologies GmbH & Co. KG,DE,Computer and Information Technology,None
40509,4,0.00013,"Fly.io, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
20853,4,0.00013,eTOP sp. z o.o.,PL,Computer and Information Technology,Internet Service Provider (ISP)
44974,4,0.00013,RegioNet Schweinfurt GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
3223,4,0.00013,Voxility LLP,GB,Computer and Information Technology,Internet Service Provider (ISP)
12360,4,0.00013,KEVAG Telekom GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
6315,4,0.00013,"XMission, L.C.",US,Computer and Information Technology,Internet Service Provider (ISP)
16724,4,0.00013,WideOpenWest Finance LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
209622,4,0.00013,uPress Inc,US,Computer and Information Technology,Software Development
208492,4,0.00013,S.J.M. Steffann,NL,Community Groups and Nonprofits,"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)"
56630,4,0.00013,Melbikomas UAB,LT,Computer and Information Technology,None
19969,4,0.00013,"Joe's Datacenter, LLC",US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
33856,4,0.00013,Turkiye Cumhuriyet Merkez Bankasi Anonim Sirketi,TR,Finance and Insurance,"Banks, Credit Card Companies, Mortgage Providers"
56655,4,0.00013,TerraHost AS,NO,Computer and Information Technology,Internet Service Provider (ISP)
60032,4,0.00013,Coriolis Telecom SAS,FR,Computer and Information Technology,Internet Service Provider (ISP)
2497,4,0.00013,Internet Initiative Japan Inc.,JP,None,None
396982,4,0.00013,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
397226,4,0.00013,Neustar Security Services,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
42034,4,0.00013,DN-Systems Enterprise Internet Solutions GmbH,DE,Computer and Information Technology,None
56041,4,0.00013,China Mobile Communications Corporation,CN,Computer and Information Technology,Internet Service Provider (ISP)
394346,4,0.00013,"KNIGHT POINT SYSTEMS, LLC",US,Computer and Information Technology,None
7713,4,0.00013,Telekomunikasi Indonesia (PT),ID,Computer and Information Technology,Internet Service Provider (ISP)
134756,4,0.00013,China Telecom,CN,Computer and Information Technology,None
45027,3,0.0001,"LLC ""Internet Tehnologii""",RU,Computer and Information Technology,Software Development
54113,3,0.0001,"Fastly, Inc.",US,Computer and Information Technology,Software Development
207713,3,0.0001,GLOBAL INTERNET SOLUTIONS LLC,RU,Finance and Insurance,Insurance Carriers and Agencies
1136,3,0.0001,KPN B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
200827,3,0.0001,vv Network Inc,US,Computer and Information Technology,None
209453,3,0.0001,GANDI SAS,FR,Computer and Information Technology,Internet Service Provider (ISP)
12167,3,0.0001,LightWave Networks,US,Computer and Information Technology,Internet Service Provider (ISP)
4835,3,0.0001,China Telecom (Group),CN,Computer and Information Technology,Internet Service Provider (ISP)
149513,3,0.0001,"Shenzhen lesuyun Network Technology Co., Ltd",CN,Computer and Information Technology,Internet Service Provider (ISP)
15130,3,0.0001,United States Department of Justice,US,Government and Public Administration,"Law Enforcement, Public Safety, and Justice"
17428,3,0.0001,21vianet(China) Inc.,CN,Computer and Information Technology,Software Development
135967,3,0.0001,Bach Kim Network solutions Join stock company,VN,Computer and Information Technology,Hosting and Cloud Provider
29222,3,0.0001,Infomaniak Network SA,CH,Computer and Information Technology,None
38,3,0.0001,University of Illinois,US,Health Care Services,None
45474,3,0.0001,NEXUSGUARD LIMITED,HK,Computer and Information Technology,Internet Service Provider (ISP)
9121,3,0.0001,Turk Telekomunikasyon Anonim Sirketi,TR,Computer and Information Technology,Internet Service Provider (ISP)
138421,3,0.0001,China Unicom,CN,Computer and Information Technology,None
55818,3,0.0001,Corporate / Direct Member IDNIC,ID,Computer and Information Technology,Internet Service Provider (ISP)
18001,3,0.0001,Dialog Axiata Plc,LK,Computer and Information Technology,Internet Service Provider (ISP)
15600,3,0.0001,Quickline AG,CH,Computer and Information Technology,Internet Service Provider (ISP)
42003,3,0.0001,LIBANTELECOM,LB,Computer and Information Technology,Internet Service Provider (ISP)
198967,3,0.0001,BITel Gesellschaft fuer Telekommunikation mbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
41357,3,0.0001,34SP.com Limited,GB,Computer and Information Technology,Internet Service Provider (ISP)
28885,3,0.0001,Oman Telecommunications Company (S.A.O.G),OM,Computer and Information Technology,None
197637,3,0.0001,ropa GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
55990,3,0.0001,Huawei,CN,Computer and Information Technology,None
12337,3,0.0001,noris network AG,DE,Computer and Information Technology,Internet Service Provider (ISP)
3214,3,0.0001,xTom GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
701,3,0.0001,Verizon Business,US,Computer and Information Technology,Internet Service Provider (ISP)
62217,3,0.0001,Vinters IT Ltd,GB,Computer and Information Technology,None
210644,3,0.0001,AEZA INTERNATIONAL LTD,GB,None,None
21100,3,0.0001,ITL LLC,UA,Computer and Information Technology,None
21342,3,0.0001,Akamai International B.V.,NL,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
1921,3,0.0001,ipcom GmbH,AT,Computer and Information Technology,None
2852,3,0.0001,CESNET z.s.p.o.,CZ,Education and Research,None
6233,3,0.0001,xTom,US,Computer and Information Technology,Hosting and Cloud Provider
62282,3,0.0001,UAB Rakrejus,LT,Computer and Information Technology,None
42487,3,0.0001,Vialis SEM,FR,Computer and Information Technology,Internet Service Provider (ISP)
134771,3,0.0001,"WENZHOU, ZHEJIANG Province, P.R.China.",CN,Computer and Information Technology,Internet Service Provider (ISP)
60939,3,0.0001,Fibrebay Network LLC,US,None,None
10753,3,0.0001,"Level 3 Parent, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
216271,2,7e-05,NETLABS LLC,UA,None,None
4761,2,7e-05,PT. INDOSAT Tbk,ID,Computer and Information Technology,Internet Service Provider (ISP)
2200,2,7e-05,Renater,FR,Computer and Information Technology,Internet Service Provider (ISP)
39572,2,7e-05,DataWeb Global Group B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
48943,2,7e-05,KAPPER NETWORK-COMMUNICATIONS GmbH,AT,Computer and Information Technology,Internet Service Provider (ISP)
35826,2,7e-05,Netservers Limited,GB,Computer and Information Technology,Internet Service Provider (ISP)
35470,2,7e-05,Signet B.V.,NL,Computer and Information Technology,Hosting and Cloud Provider
12306,2,7e-05,Plus.line AG,DE,Computer and Information Technology,Internet Service Provider (ISP)
197598,2,7e-05,Virtueon Solutions LLC,US,None,None
35492,2,7e-05,FunkFeuer Wien - Verein zur Foerderung freier Netze,AT,Community Groups and Nonprofits,None
131662,2,7e-05,Denpa Ltd.,TW,Service,"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)"
200487,2,7e-05,OOO VPS,RU,Computer and Information Technology,Hosting and Cloud Provider
209,2,7e-05,"CenturyLink Communications, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
60893,2,7e-05,Art of Automation B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
199925,2,7e-05,Phan Nhat Nghi,VG,Construction and Real Estate,Other
41075,2,7e-05,ATW Internet Kft.,HU,Computer and Information Technology,Internet Service Provider (ISP)
131445,2,7e-05,MAYBANK Data Center (Co-Location),TH,Computer and Information Technology,Internet Service Provider (ISP)
45430,2,7e-05,MAYBANK Data Center (Co-Location),TH,Computer and Information Technology,Internet Service Provider (ISP)
680,2,7e-05,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE,Computer and Information Technology,Internet Service Provider (ISP)
59626,2,7e-05,CONSCIA DANMARK A/S,DK,Computer and Information Technology,None
12668,2,7e-05,"LLC ""KomTehCentr""",RU,Computer and Information Technology,Internet Service Provider (ISP)
29075,2,7e-05,IELO-LIAZO SERVICES SAS,FR,Computer and Information Technology,Internet Service Provider (ISP)
9930,2,7e-05,TT DOTCOM SDN BHD,MY,Computer and Information Technology,Internet Service Provider (ISP)
135934,2,7e-05,ICT Center - Dong Thap Department of Information and Communications,VN,Service,"Law, Business, and Consulting Services"
204490,2,7e-05,Kontel LLC,RU,Computer and Information Technology,Hosting and Cloud Provider
197619,2,7e-05,Telnab Networks LLC,US,None,None
198412,2,7e-05,Rage4 Networks Limited,GB,Computer and Information Technology,Software Development
