org_name,as,number of aliased prefix,ratio of aliased prefix,country,category,sub_category
Bharti Airtel Limited,"[9498, 45609, 24560]",82,0.00276,IN,Computer and Information Technology,Internet Service Provider (ISP)
Datacamp Limited,"[212238, 60068]",80,0.0026999999999999997,GB,Computer and Information Technology,Internet Service Provider (ISP)
Arelion Sweden AB,[1299],73,0.00246,SE,Computer and Information Technology,Internet Service Provider (ISP)
Performive LLC,[46562],73,0.00246,US,Computer and Information Technology,Internet Service Provider (ISP)
"Comcast Cable Communications, LLC",[7922],69,0.00233,US,Computer and Information Technology,Internet Service Provider (ISP)
NetCologne Gesellschaft fur Telekommunikation mbH,[8422],65,0.00219,DE,Computer and Information Technology,Internet Service Provider (ISP)
TELECOM ITALIA SPARKLE S.p.A.,[6762],63,0.00213,IT,Computer and Information Technology,Internet Service Provider (ISP)
Reliance Jio Infocomm Limited,[55836],60,0.00202,IN,Computer and Information Technology,Internet Service Provider (ISP)
Bouygues Telecom SA,[5410],59,0.00199,FR,Computer and Information Technology,Internet Service Provider (ISP)
CONTRUST SOLUTIONS S.R.L.,[205745],57,0.00192,MD,None,None
RETN Limited,[9002],57,0.00192,GB,Computer and Information Technology,Internet Service Provider (ISP)
Groupe LWS SARL,[210403],57,0.00192,FR,None,None
LeaseWeb Netherlands B.V.,[60781],57,0.00192,NL,Computer and Information Technology,None
Altinea SAS,[41405],52,0.00175,FR,Computer and Information Technology,None
PrivateSystems Networks,[63410],50,0.00169,US,Computer and Information Technology,Internet Service Provider (ISP)
Vietnam Posts and Telecommunications (VNPT),[45899],47,0.00159,VN,Computer and Information Technology,Internet Service Provider (ISP)
CHINA UNICOM Industrial Internet Backbone,"[4837, 9929]",47,0.00159,CN,Computer and Information Technology,Internet Service Provider (ISP)
I-SERVERS LTD,[209641],46,0.00155,GB,Education and Research,None
Delta Ltd,[213220],43,0.00145,RU,Computer and Information Technology,Internet Service Provider (ISP)
InnoGames GmbH,[208058],42,0.00142,DE,"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",None
Latitude.sh,[396356],42,0.00142,US,Computer and Information Technology,Internet Service Provider (ISP)
"Getechbrothers, MB","[216349, 202044]",42,0.00142,LT,None,None
"IT business solutions, MB",[205227],41,0.00138,LT,Computer and Information Technology,Hosting and Cloud Provider
Telstra Corporation Limited,[1221],41,0.00138,AU,Service,"Law, Business, and Consulting Services"
SIXNET OPERATION LTD,[198231],41,0.00138,GB,None,None
Rogers Communications Canada Inc.,[812],40,0.00135,CA,Computer and Information Technology,Internet Service Provider (ISP)
Bharat Sanchar Nigam Ltd,[9829],40,0.00135,IN,Computer and Information Technology,Internet Service Provider (ISP)
Megacore Technology Company Limited,[140810],38,0.00128,VN,Computer and Information Technology,Internet Service Provider (ISP)
China Mobile,"[24547, 9808, 24444, 24400]",38,0.0012700000000000003,CN,Computer and Information Technology,Internet Service Provider (ISP)
"GALAXYGATE, LLC",[397031],37,0.00125,US,Other,None
Latitude.sh LTDA,[262287],36,0.00121,BR,Computer and Information Technology,Hosting and Cloud Provider
Republican Unitary Telecommunication Enterprise Beltelecom,[6697],35,0.00118,BY,Computer and Information Technology,Internet Service Provider (ISP)
Triple T Broadband Public Company Limited,[45758],33,0.00111,TH,Computer and Information Technology,Internet Service Provider (ISP)
PLUSWEB SUNUCU INTERNET HIZMETLERI TICARET LIMITED SIRKETI,[210107],32,0.00108,TR,Computer and Information Technology,Internet Service Provider (ISP)
China Mobile Communications Corporation,"[56040, 56046, 56041, 56048, 134810]",32,0.0010700000000000002,CN,Computer and Information Technology,Internet Service Provider (ISP)
One New Zealand Group Limited,[9500],31,0.00105,NZ,Computer and Information Technology,Internet Service Provider (ISP)
Vodafone Idea Ltd. (VIL),"[55644, 38266, 55410]",31,0.0010400000000000001,IN,Computer and Information Technology,Internet Service Provider (ISP)
Proximus NV,[5432],31,0.00105,BE,Computer and Information Technology,Internet Service Provider (ISP)
GTS Telecom SRL,[5606],31,0.00105,RO,Computer and Information Technology,Internet Service Provider (ISP)
Constantine Cybersecurity Ltd.,[211298],31,0.00105,GB,Computer and Information Technology,None
Bell Canada,[577],30,0.00101,CA,Computer and Information Technology,Internet Service Provider (ISP)
"trafficforce, UAB","[212144, 133944, 201341]",29,0.0009699999999999999,LT,Computer and Information Technology,Software Development
One.com A/S,[51468],28,0.00094,DK,Computer and Information Technology,None
TELUS Communications Inc.,[852],25,0.00084,CA,Computer and Information Technology,Internet Service Provider (ISP)
"Taiwan Fixed Network, Telco and Network Service Provider.",[9924],25,0.00084,TW,Computer and Information Technology,Internet Service Provider (ISP)
FranTech Solutions,[53667],24,0.00081,US,Computer and Information Technology,Hosting and Cloud Provider
Neustar Security Services,"[397232, 397224, 397226]",24,0.0008100000000000001,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
China Telecom,"[140903, 137702, 134756, 140345, 140061]",24,0.00079,CN,Computer and Information Technology,None
KOMRO Gesellschaft fuer Telekommunikation mit beschraenkter Haftung,[29413],22,0.00074,DE,Computer and Information Technology,Internet Service Provider (ISP)
"HAProxy Technologies, Inc.",[11019],21,0.00071,US,Computer and Information Technology,Computer and Network Security
Tele2 Sverige AB,[1257],20,0.00067,SE,Computer and Information Technology,Internet Service Provider (ISP)
HKBN Enterprise Solutions HK Limited,[9381],20,0.00067,HK,Computer and Information Technology,Internet Service Provider (ISP)
Dimension Data,"[10474, 3741]",19,0.0006399999999999999,ZA,Computer and Information Technology,Internet Service Provider (ISP)
"StackPath, LLC.",[33438],19,0.00064,US,Computer and Information Technology,Computer and Network Security
China Mobile International Limited,[58453],19,0.00064,HK,Computer and Information Technology,Internet Service Provider (ISP)
FUNPAR - Fundacao da UFPR para o DCTC,[10881],19,0.00064,BR,Education and Research,None
CAT Telecom Public Company Limited,[4651],19,0.00064,TH,Computer and Information Technology,Internet Service Provider (ISP)
Starhub Ltd.,[4657],19,0.00064,SG,Computer and Information Technology,Internet Service Provider (ISP)
"No.31,Jin-rong Street",[4134],19,0.00064,CN,Computer and Information Technology,Internet Service Provider (ISP)
Association FAImaison,[203432],18,0.00061,FR,Community Groups and Nonprofits,Other
Kirino LLC,[41378],18,0.00061,US,Computer and Information Technology,Internet Service Provider (ISP)
Internet Rimon LTD,[42925],17,0.00057,IL,Computer and Information Technology,Internet Service Provider (ISP)
"Fundacao para a Ciencia e a Tecnologia, I.P.",[1930],17,0.00057,PT,Computer and Information Technology,Internet Service Provider (ISP)
Saudi Telecom Company JSC,[25019],16,0.00054,SA,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
Xplornet Communications Inc.,[22995],16,0.00054,CA,Computer and Information Technology,Internet Service Provider (ISP)
Fiber Operator B.V.,[207375],16,0.00054,NL,Computer and Information Technology,Internet Service Provider (ISP)
Swisscom (Schweiz) AG,[3303],15,0.00051,CH,Computer and Information Technology,Internet Service Provider (ISP)
Local Loop Oy,[204779],15,0.00051,FI,Computer and Information Technology,Software Development
"QTnet,Inc.",[7679],15,0.00051,JP,None,None
MonoCloud Pty Ltd,[149485],15,0.00051,AU,"Media, Publishing, and Broadcasting",Online Informational Content
Blacknight Internet Solutions Limited,[39122],14,0.00047,IE,Computer and Information Technology,Software Development
TPG Internet Pty Ltd,[7545],14,0.00047,AU,Computer and Information Technology,Internet Service Provider (ISP)
Maxis Broadband Sdn Bhd,[9534],14,0.00047,MY,Computer and Information Technology,Internet Service Provider (ISP)
"Atria Convergence Technologies Pvt. Ltd.,",[24309],14,0.00047,IN,Computer and Information Technology,Internet Service Provider (ISP)
24 SHELLS,[55081],14,0.00047,US,Computer and Information Technology,Internet Service Provider (ISP)
Ford Motor Company,[3389],13,0.00044,US,"Freight, Shipment, and Postal Services",None
Psychz Networks,[40676],13,0.00044,US,Computer and Information Technology,Hosting and Cloud Provider
Deutsche Telekom AG,[3320],13,0.00044,DE,Computer and Information Technology,Internet Service Provider (ISP)
Telstra International Limited,[4637],13,0.00044,HK,Computer and Information Technology,Internet Service Provider (ISP)
Jordan Telecommunications PSC,[8697],13,0.00044,JO,Computer and Information Technology,Internet Service Provider (ISP)
"Mega Cable, S.A. de C.V.",[13999],13,0.00044,MX,Computer and Information Technology,Internet Service Provider (ISP)
"ChoicePoint, Inc.",[25923],13,0.00044,US,Computer and Information Technology,Software Development
WorldLink Communications,[17501],13,0.00044,NP,Computer and Information Technology,Internet Service Provider (ISP)
TM TECHNOLOGY SERVICES SDN BHD,[4788],12,0.0004,MY,Computer and Information Technology,Internet Service Provider (ISP)
Individual Network Berlin e.V.,[29670],12,0.0004,DE,Community Groups and Nonprofits,None
National Chung Hsing University,[1659],12,0.0004,TW,Education and Research,"Colleges, Universities, and Professional Schools"
LLC Vpsville,[59504],12,0.0004,RU,Computer and Information Technology,Software Development
Latvijas Mobilais Telefons SIA,[24921],12,0.0004,LV,Computer and Information Technology,Internet Service Provider (ISP)
Sprious LLC,[64267],12,0.0004,US,Computer and Information Technology,Internet Service Provider (ISP)
DIGITAL NETWORK S.R.L.,[212786],11,0.00037,MD,Computer and Information Technology,Hosting and Cloud Provider
Securebit AG,[58057],11,0.00037,CH,Computer and Information Technology,Internet Service Provider (ISP)
"Nocix, LLC",[33387],11,0.00037,US,Computer and Information Technology,Internet Service Provider (ISP)
Essener Systemhaus,[205807],11,0.00037,DE,Computer and Information Technology,None
"NOS COMUNICACOES, S.A.",[2860],11,0.00037,PT,Computer and Information Technology,Internet Service Provider (ISP)
"Societatea mixta pe actiuni de tip inchis ""Interdnestrcom""",[1547],10,0.00034,MD,Computer and Information Technology,Internet Service Provider (ISP)
JSC IOT,[29182],10,0.00034,RU,Computer and Information Technology,None
RADISHCLOUD TECHNOLOGY LLC,[201217],10,0.00034,US,None,None
CONTROLD INC.,[398962],10,0.00034,CA,Community Groups and Nonprofits,Other
telematis Netzwerke GmbH,[61967],10,0.00034,DE,Computer and Information Technology,None
IMPERVA INC,[62571],9,0.0003,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
EGIHosting,[18779],9,0.0003,US,Computer and Information Technology,Internet Service Provider (ISP)
Petersburg Internet Network ltd.,[34665],9,0.0003,RU,Computer and Information Technology,Internet Service Provider (ISP)
Clouvider Limited,[62240],9,0.0003,GB,Computer and Information Technology,Internet Service Provider (ISP)
AltusHost B.V.,[51430],9,0.0003,NL,Computer and Information Technology,Internet Service Provider (ISP)
"Tianjij,300000",[58542],9,0.0003,CN,Computer and Information Technology,Internet Service Provider (ISP)
Telfly Technology Limited,[41717],9,0.0003,HK,None,None
IP SERVER LLC,[44812],9,0.0003,RU,Computer and Information Technology,Internet Service Provider (ISP)
OVH SAS,[16276],9,0.0003,FR,Computer and Information Technology,Hosting and Cloud Provider
DEFSOLUTION LLC,[197992],9,0.0003,US,None,None
Intergrid Group Pty Ltd,[133480],8,0.00027,AU,Computer and Information Technology,Internet Service Provider (ISP)
A2B IP B.V.,[51088],8,0.00027,NL,Computer and Information Technology,Internet Service Provider (ISP)
China Unicom,"[138421, 4808, 140716, 136959, 17816]",8,0.00026000000000000003,CN,Computer and Information Technology,None
JSC RTComm.RU,[8342],8,0.00027,RU,Computer and Information Technology,Internet Service Provider (ISP)
SCALEWAY S.A.S.,[12876],8,0.00027,FR,Computer and Information Technology,None
SatGate LLC,[30721],8,0.00027,RU,Computer and Information Technology,Internet Service Provider (ISP)
Satnet,[14522],8,0.00027,EC,Computer and Information Technology,Internet Service Provider (ISP)
Arcade Solutions AG,[51873],8,0.00027,CH,Computer and Information Technology,Internet Service Provider (ISP)
"LLC ""MASTERHOST""",[25532],8,0.00027,RU,Computer and Information Technology,Software Development
HOSTKEY B.V.,[57043],8,0.00027,NL,Computer and Information Technology,Internet Service Provider (ISP)
GNET Internet Telekomunikasyon A.S.,[42846],8,0.00027,TR,Computer and Information Technology,Internet Service Provider (ISP)
LoudTronix Inc.,[205212],8,0.00027,CA,Community Groups and Nonprofits,Other
NETBUDUR TELEKOMUNIKASYON LIMITED SIRKETI,[202505],8,0.00027,TR,Computer and Information Technology,Hosting and Cloud Provider
Data102,[17185],8,0.00027,US,Computer and Information Technology,Internet Service Provider (ISP)
"Limelight Networks, Inc.",[22822],8,0.00027,US,Computer and Information Technology,Internet Service Provider (ISP)
PT. Telekomunikasi Selular,[23693],7,0.00024,ID,Computer and Information Technology,Internet Service Provider (ISP)
"TierPoint, LLC",[17378],7,0.00024,US,Computer and Information Technology,Internet Service Provider (ISP)
"Eagle Sky Co., Lt",[55303],7,0.00024,BZ,Computer and Information Technology,Hosting and Cloud Provider
CLDIN B.V.,[48635],7,0.00024,NL,Computer and Information Technology,Hosting and Cloud Provider
QuadraNet Enterprises LLC,[8100],7,0.00024,US,Computer and Information Technology,Computer and Network Security
NetAssist LLC,[8772],7,0.00024,UA,Computer and Information Technology,Internet Service Provider (ISP)
China Telecom (Group),"[4835, 4811, 4812]",7,0.00024,CN,Computer and Information Technology,Internet Service Provider (ISP)
"Beijing Educational Information Network Service Center Co., Ltd",[9806],7,0.00024,CN,Computer and Information Technology,None
Vetenskapsradet / SUNET,[1653],7,0.00024,SE,Computer and Information Technology,Internet Service Provider (ISP)
Orange S.A.,[3215],6,0.0002,FR,Computer and Information Technology,Internet Service Provider (ISP)
China Education and Research Network Center,[4538],6,0.0002,CN,Education and Research,"Colleges, Universities, and Professional Schools"
"Chunghwa Telecom Co., Ltd.",[3462],6,0.0002,TW,Computer and Information Technology,Internet Service Provider (ISP)
"GridFury, LLC",[40630],6,0.0002,US,Computer and Information Technology,Internet Service Provider (ISP)
Hivelocity Inc,[61317],6,0.0002,US,Computer and Information Technology,None
Cogent Communications,[174],6,0.0002,US,Computer and Information Technology,Internet Service Provider (ISP)
firstcolo GmbH,[44066],6,0.0002,DE,Computer and Information Technology,Internet Service Provider (ISP)
INTERKVM HOST SRL,[25198],6,0.0002,RO,Computer and Information Technology,Internet Service Provider (ISP)
EuroByte LLC,[210079],6,0.0002,RU,Construction and Real Estate,"Civil Engineering Construction (Utility Lines, Roads and Bridges)"
VOCUS PTY LTD,[9443],6,0.0002,AU,Computer and Information Technology,Internet Service Provider (ISP)
Cox Communications Inc.,[22773],6,0.0002,US,Computer and Information Technology,Internet Service Provider (ISP)
"AT&T Services, Inc.",[7018],6,0.0002,US,Computer and Information Technology,Internet Service Provider (ISP)
"Domain names registrar REG.RU, Ltd",[197695],5,0.00017,RU,Computer and Information Technology,None
STARK INDUSTRIES SOLUTIONS LTD,[44477],5,0.00017,GB,Manufacturing,"Metal, Glass, Wood, and Paper Manufacturing"
Societe Francaise Du Radiotelephone - SFR SA,[15557],5,0.00017,FR,Computer and Information Technology,Internet Service Provider (ISP)
Dattatec.com,[27823],5,0.00017,AR,Computer and Information Technology,None
Verizon Business,"[701, 6167]",5,0.00017,US,Computer and Information Technology,Internet Service Provider (ISP)
ANS ACADEMY LIMITED,[61323],5,0.00017,GB,Computer and Information Technology,None
P.A.G.M. OU,[198068],5,0.00017,EE,Computer and Information Technology,None
Roblox,[22697],5,0.00017,US,Computer and Information Technology,Internet Service Provider (ISP)
hkgo LLC,[945],5,0.00017,TW,Computer and Information Technology,Internet Service Provider (ISP)
NTX Technologies s.r.o.,[50113],5,0.00017,CZ,Computer and Information Technology,Internet Service Provider (ISP)
Eons Data Communications Limited,[138997],5,0.00017,HK,Computer and Information Technology,Internet Service Provider (ISP)
CHINANET SHAANXI province Cloud Base network,[134768],5,0.00017,CN,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
"Beijing Jingdong 360 Degree E-commerce Co., Ltd.",[131486],5,0.00017,CN,"Museums, Libraries, and Entertainment","Recreation, Sports, and Performing Arts"
National Applied Research Laboratories,[7539],5,0.00017,TW,Computer and Information Technology,None
Black Mesa Corporation,[46997],5,0.00017,US,Health Care Services,Other
M-net Telekommunikations GmbH,[8767],5,0.00017,DE,Computer and Information Technology,Internet Service Provider (ISP)
WhatsApp,[11917],5,0.00017,US,"Retail Stores, Wholesale, and E-commerce Sites",None
Free SAS,[12322],5,0.00017,FR,Computer and Information Technology,Internet Service Provider (ISP)
Plim Mobile Telecom LLC,[216435],5,0.00017,US,None,None
socialimprove LLC,[48261],4,0.00013,US,Computer and Information Technology,Internet Service Provider (ISP)
Init7 (Switzerland) Ltd.,[13030],4,0.00013,CH,Computer and Information Technology,Internet Service Provider (ISP)
Melbikomas UAB,[56630],4,0.00013,LT,Computer and Information Technology,None
eTOP sp. z o.o.,[20853],4,0.00013,PL,Computer and Information Technology,Internet Service Provider (ISP)
LightWave Networks,"[12167, 26527]",4,0.00013000000000000002,US,Computer and Information Technology,Internet Service Provider (ISP)
MAYBANK Data Center (Co-Location),"[131445, 45430]",4,0.00014,TH,Computer and Information Technology,Internet Service Provider (ISP)
Telekomunikasi Indonesia (PT),[7713],4,0.00013,ID,Computer and Information Technology,Internet Service Provider (ISP)
ScaleUp Technologies GmbH & Co. KG,[29014],4,0.00013,DE,Computer and Information Technology,None
"XMission, L.C.",[6315],4,0.00013,US,Computer and Information Technology,Internet Service Provider (ISP)
Internet Initiative Japan Inc.,[2497],4,0.00013,JP,None,None
"KNIGHT POINT SYSTEMS, LLC",[394346],4,0.00013,US,Computer and Information Technology,None
KEVAG Telekom GmbH,[12360],4,0.00013,DE,Computer and Information Technology,Internet Service Provider (ISP)
WorldStream B.V.,[49981],4,0.00013,NL,Computer and Information Technology,Internet Service Provider (ISP)
WideOpenWest Finance LLC,[16724],4,0.00013,US,Computer and Information Technology,Internet Service Provider (ISP)
Network Management Ltd,[205125],4,0.00013,SC,Computer and Information Technology,Software Development
"Level 3 Parent, LLC","[10753, 3549]",4,0.00013000000000000002,US,Computer and Information Technology,Internet Service Provider (ISP)
"Joe's Datacenter, LLC",[19969],4,0.00013,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
uPress Inc,[209622],4,0.00013,US,Computer and Information Technology,Software Development
S.J.M. Steffann,[208492],4,0.00013,NL,Community Groups and Nonprofits,"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)"
Playdom B.V.,[60906],4,0.00013,CW,Computer and Information Technology,Hosting and Cloud Provider
Coriolis Telecom SAS,[60032],4,0.00013,FR,Computer and Information Technology,Internet Service Provider (ISP)
xTom,"[6233, 949]",4,0.00013000000000000002,US,Computer and Information Technology,Hosting and Cloud Provider
Turkiye Cumhuriyet Merkez Bankasi Anonim Sirketi,[33856],4,0.00013,TR,Finance and Insurance,"Banks, Credit Card Companies, Mortgage Providers"
Guanzhong Chen,[200351],4,0.00013,CA,Education and Research,Other
H4Y Technologies LLC,[397373],4,0.00013,US,Computer and Information Technology,Internet Service Provider (ISP)
Voxility LLP,[3223],4,0.00013,GB,Computer and Information Technology,Internet Service Provider (ISP)
TerraHost AS,[56655],4,0.00013,NO,Computer and Information Technology,Internet Service Provider (ISP)
DN-Systems Enterprise Internet Solutions GmbH,[42034],4,0.00013,DE,Computer and Information Technology,None
RegioNet Schweinfurt GmbH,[44974],4,0.00013,DE,Computer and Information Technology,Internet Service Provider (ISP)
"Fly.io, Inc.",[40509],4,0.00013,US,Computer and Information Technology,Internet Service Provider (ISP)
AEZA INTERNATIONAL LTD,[210644],3,0.0001,GB,None,None
noris network AG,[12337],3,0.0001,DE,Computer and Information Technology,Internet Service Provider (ISP)
"Fastly, Inc.",[54113],3,0.0001,US,Computer and Information Technology,Software Development
KPN B.V.,[1136],3,0.0001,NL,Computer and Information Technology,Internet Service Provider (ISP)
xTom GmbH,[3214],3,0.0001,DE,Computer and Information Technology,Internet Service Provider (ISP)
ropa GmbH,[197637],3,0.0001,DE,Computer and Information Technology,Internet Service Provider (ISP)
GLOBAL INTERNET SOLUTIONS LLC,[207713],3,0.0001,RU,Finance and Insurance,Insurance Carriers and Agencies
University of Illinois,[38],3,0.0001,US,Health Care Services,None
United States Department of Justice,[15130],3,0.0001,US,Government and Public Administration,"Law Enforcement, Public Safety, and Justice"
Fibrebay Network LLC,[60939],3,0.0001,US,None,None
GANDI SAS,[209453],3,0.0001,FR,Computer and Information Technology,Internet Service Provider (ISP)
Vinters IT Ltd,[62217],3,0.0001,GB,Computer and Information Technology,None
CESNET z.s.p.o.,[2852],3,0.0001,CZ,Education and Research,None
34SP.com Limited,[41357],3,0.0001,GB,Computer and Information Technology,Internet Service Provider (ISP)
"LLC ""Internet Tehnologii""",[45027],3,0.0001,RU,Computer and Information Technology,Software Development
LIBANTELECOM,[42003],3,0.0001,LB,Computer and Information Technology,Internet Service Provider (ISP)
Corporate / Direct Member IDNIC,[55818],3,0.0001,ID,Computer and Information Technology,Internet Service Provider (ISP)
Quickline AG,[15600],3,0.0001,CH,Computer and Information Technology,Internet Service Provider (ISP)
21vianet(China) Inc.,[17428],3,0.0001,CN,Computer and Information Technology,Software Development
Oman Telecommunications Company (S.A.O.G),[28885],3,0.0001,OM,Computer and Information Technology,None
Dialog Axiata Plc,[18001],3,0.0001,LK,Computer and Information Technology,Internet Service Provider (ISP)
ITL LLC,[21100],3,0.0001,UA,Computer and Information Technology,None
ipcom GmbH,[1921],3,0.0001,AT,Computer and Information Technology,None
Infomaniak Network SA,[29222],3,0.0001,CH,Computer and Information Technology,None
BITel Gesellschaft fuer Telekommunikation mbH,[198967],3,0.0001,DE,Computer and Information Technology,Internet Service Provider (ISP)
"WENZHOU, ZHEJIANG Province, P.R.China.",[134771],3,0.0001,CN,Computer and Information Technology,Internet Service Provider (ISP)
Vialis SEM,[42487],3,0.0001,FR,Computer and Information Technology,Internet Service Provider (ISP)
Huawei,[55990],3,0.0001,CN,Computer and Information Technology,None
vv Network Inc,[200827],3,0.0001,US,Computer and Information Technology,None
NEXUSGUARD LIMITED,[45474],3,0.0001,HK,Computer and Information Technology,Internet Service Provider (ISP)
Turk Telekomunikasyon Anonim Sirketi,[9121],3,0.0001,TR,Computer and Information Technology,Internet Service Provider (ISP)
Bach Kim Network solutions Join stock company,[135967],3,0.0001,VN,Computer and Information Technology,Hosting and Cloud Provider
UAB Rakrejus,[62282],3,0.0001,LT,Computer and Information Technology,None
"Shenzhen lesuyun Network Technology Co., Ltd",[149513],3,0.0001,CN,Computer and Information Technology,Internet Service Provider (ISP)
Sigai Network LTD,[199467],2,7e-05,GB,None,None
NETLABS LLC,[216271],2,7e-05,UA,None,None
myLoc managed IT AG,[24961],2,7e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
Rage4 Networks Limited,[198412],2,7e-05,GB,Computer and Information Technology,Software Development
Signet B.V.,[35470],2,7e-05,NL,Computer and Information Technology,Hosting and Cloud Provider
NAV COMMUNICATIONS SRL,[6718],2,7e-05,RO,Computer and Information Technology,Internet Service Provider (ISP)
"Sinewave, Inc.",[29749],2,7e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
"Qingdao,266000",[58541],2,7e-05,CN,Computer and Information Technology,Internet Service Provider (ISP)
Phan Nhat Nghi,[199925],2,7e-05,VG,Construction and Real Estate,Other
Shenzhen Tencent Computer Systems Company Limited,[45090],2,7e-05,CN,Computer and Information Technology,Other
Plus.line AG,[12306],2,7e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
"SICLOUD INFORMATION TECHNOLOGY (HONGKONG) CO., LIMITED",[149042],2,7e-05,HK,None,None
OOO VPS,[200487],2,7e-05,RU,Computer and Information Technology,Hosting and Cloud Provider
ungleich glarus ag,[207996],2,7e-05,CH,Computer and Information Technology,Internet Service Provider (ISP)
Osirnet Info Telecom Ltda.,[262459],2,7e-05,BR,Computer and Information Technology,Internet Service Provider (ISP)
ATW Internet Kft.,[41075],2,7e-05,HU,Computer and Information Technology,Internet Service Provider (ISP)
POLONETWORK LIMITED,[151338],2,7e-05,HK,Construction and Real Estate,Buildings (Residential or Commercial)
PT. INDOSAT Tbk,[4761],2,7e-05,ID,Computer and Information Technology,Internet Service Provider (ISP)
Newserverlife LLC,[49791],2,7e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
"Robert Meyer trading as ""Mittwald CM Service GmbH & Co. KG""",[15817],2,7e-05,DE,Computer and Information Technology,Hosting and Cloud Provider
ALGAR TELECOM S/A,[16735],2,7e-05,BR,Computer and Information Technology,Internet Service Provider (ISP)
Netservers Limited,[35826],2,7e-05,GB,Computer and Information Technology,Internet Service Provider (ISP)
Renater,[2200],2,7e-05,FR,Computer and Information Technology,Internet Service Provider (ISP)
Office of Info.Tech. Admin. for Educational Development,"[4621, 132879]",2,6e-05,TH,Computer and Information Technology,Internet Service Provider (ISP)
Nej.cz s.r.o.,[49767],2,7e-05,CZ,"Media, Publishing, and Broadcasting",Radio and Television Providers
Art of Automation B.V.,[60893],2,7e-05,NL,Computer and Information Technology,Internet Service Provider (ISP)
NAU Country Insurance Company,[397277],2,7e-05,US,"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",None
Denpa Ltd.,[131662],2,7e-05,TW,Service,"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)"
IONOS SE,[8560],2,7e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
Hengyang,"[63835, 63838]",2,6e-05,CN,Computer and Information Technology,Internet Service Provider (ISP)
"CenturyLink Communications, LLC",[209],2,7e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
