as,number of aliased prefix,ratio of aliased prefix,org_name,country,category,sub_category
7545,14,0.00048,TPG Internet Pty Ltd,AU,Computer and Information Technology,Internet Service Provider (ISP)
58057,14,0.00048,Securebit AG,CH,Computer and Information Technology,Internet Service Provider (ISP)
207375,14,0.00048,Fiber Operator B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
38266,14,0.00048,Vodafone Idea Ltd. (VIL),IN,Computer and Information Technology,Internet Service Provider (ISP)
24309,14,0.00048,"Atria Convergence Technologies Pvt. Ltd.,",IN,Computer and Information Technology,Internet Service Provider (ISP)
397232,13,0.00045,Neustar Security Services,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
8697,13,0.00045,Jordan Telecommunications PSC,JO,Computer and Information Technology,Internet Service Provider (ISP)
25923,13,0.00045,"ChoicePoint, Inc.",US,Computer and Information Technology,Software Development
3389,13,0.00045,Ford Motor Company,US,"Freight, Shipment, and Postal Services",None
22995,13,0.00045,Xplornet Communications Inc.,CA,Computer and Information Technology,Internet Service Provider (ISP)
55081,13,0.00045,24 SHELLS,US,Computer and Information Technology,Internet Service Provider (ISP)
4637,13,0.00045,Telstra International Limited,HK,Computer and Information Technology,Internet Service Provider (ISP)
24921,12,0.00042,Latvijas Mobilais Telefons SIA,LV,Computer and Information Technology,Internet Service Provider (ISP)
64267,12,0.00042,Sprious LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
9534,12,0.00042,Maxis Broadband Sdn Bhd,MY,Computer and Information Technology,Internet Service Provider (ISP)
140903,12,0.00042,China Telecom,CN,Computer and Information Technology,None
1659,12,0.00042,National Chung Hsing University,TW,Education and Research,"Colleges, Universities, and Professional Schools"
198231,12,0.00042,SIXNET OPERATION LTD,GB,None,None
2860,11,0.00038,"NOS COMUNICACOES, S.A.",PT,Computer and Information Technology,Internet Service Provider (ISP)
53356,11,0.00038,Free Range Cloud Hosting Inc.,CA,Computer and Information Technology,Internet Service Provider (ISP)
33387,11,0.00038,"Nocix, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
205807,11,0.00038,Essener Systemhaus,DE,Computer and Information Technology,None
59504,11,0.00038,LLC Vpsville,RU,Computer and Information Technology,Software Development
29182,10,0.00035,JSC IOT,RU,Computer and Information Technology,None
398962,10,0.00035,CONTROLD INC.,CA,Community Groups and Nonprofits,Other
10474,10,0.00035,Dimension Data,ZA,Computer and Information Technology,Internet Service Provider (ISP)
201217,10,0.00035,RADISHCLOUD TECHNOLOGY LLC,US,None,None
204779,10,0.00035,Local Loop Oy,FI,Computer and Information Technology,Software Development
17501,10,0.00035,WorldLink Communications,NP,Computer and Information Technology,Internet Service Provider (ISP)
16276,9,0.00031,OVH SAS,FR,Computer and Information Technology,Hosting and Cloud Provider
51430,9,0.00031,AltusHost B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
62571,9,0.00031,IMPERVA INC,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
41717,9,0.00031,Telfly Technology Limited,HK,None,None
62240,9,0.00031,Clouvider Limited,GB,Computer and Information Technology,Internet Service Provider (ISP)
58542,9,0.00031,"Tianjij,300000",CN,Computer and Information Technology,Internet Service Provider (ISP)
60068,9,0.00031,Datacamp Limited,GB,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
30721,8,0.00028,SatGate LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
133480,8,0.00028,Intergrid Group Pty Ltd,AU,Computer and Information Technology,Internet Service Provider (ISP)
34665,8,0.00028,Petersburg Internet Network ltd.,RU,Computer and Information Technology,Internet Service Provider (ISP)
8342,8,0.00028,JSC RTComm.RU,RU,Computer and Information Technology,Internet Service Provider (ISP)
61967,8,0.00028,telematis Netzwerke GmbH,DE,Computer and Information Technology,None
42846,8,0.00028,GNET Internet Telekomunikasyon A.S.,TR,Computer and Information Technology,Internet Service Provider (ISP)
197992,8,0.00028,DEFSOLUTION LLC,US,None,None
25532,8,0.00028,"LLC ""MASTERHOST""",RU,Computer and Information Technology,Software Development
12876,8,0.00028,SCALEWAY S.A.S.,FR,Computer and Information Technology,None
17185,8,0.00028,Data102,US,Computer and Information Technology,Internet Service Provider (ISP)
3741,8,0.00028,Dimension Data,ZA,Computer and Information Technology,Internet Service Provider (ISP)
51873,8,0.00028,Arcade Solutions AG,CH,Computer and Information Technology,Internet Service Provider (ISP)
13999,8,0.00028,"Mega Cable, S.A. de C.V.",MX,Computer and Information Technology,Internet Service Provider (ISP)
202505,8,0.00028,NETBUDUR TELEKOMUNIKASYON LIMITED SIRKETI,TR,Computer and Information Technology,Hosting and Cloud Provider
205212,8,0.00028,LoudTronix Inc.,CA,Community Groups and Nonprofits,Other
4788,8,0.00028,TM TECHNOLOGY SERVICES SDN BHD,MY,Computer and Information Technology,Internet Service Provider (ISP)
22822,8,0.00028,"Limelight Networks, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
14522,7,0.00024,Satnet,EC,Computer and Information Technology,Internet Service Provider (ISP)
44812,7,0.00024,IP SERVER LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
56046,7,0.00024,China Mobile Communications Corporation,CN,Computer and Information Technology,Internet Service Provider (ISP)
29670,7,0.00024,Individual Network Berlin e.V.,DE,Community Groups and Nonprofits,None
212786,7,0.00024,DIGITAL NETWORK S.R.L.,MD,Computer and Information Technology,Hosting and Cloud Provider
8100,7,0.00024,QuadraNet Enterprises LLC,US,Computer and Information Technology,Computer and Network Security
48635,7,0.00024,CLDIN B.V.,NL,Computer and Information Technology,Hosting and Cloud Provider
55303,7,0.00024,"Eagle Sky Co., Lt",BZ,Computer and Information Technology,Hosting and Cloud Provider
9121,7,0.00024,Turk Telekomunikasyon Anonim Sirketi,TR,Computer and Information Technology,Internet Service Provider (ISP)
1653,7,0.00024,Vetenskapsradet / SUNET,SE,Computer and Information Technology,Internet Service Provider (ISP)
137702,6,0.00021,China Telecom,CN,Computer and Information Technology,None
174,6,0.00021,Cogent Communications,US,Computer and Information Technology,Internet Service Provider (ISP)
210079,6,0.00021,EuroByte LLC,RU,Construction and Real Estate,"Civil Engineering Construction (Utility Lines, Roads and Bridges)"
40630,6,0.00021,"GridFury, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
18779,6,0.00021,EGIHosting,US,Computer and Information Technology,Internet Service Provider (ISP)
44066,6,0.00021,firstcolo GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
61317,6,0.00021,Hivelocity Inc,US,Computer and Information Technology,None
23693,6,0.00021,PT. Telekomunikasi Selular,ID,Computer and Information Technology,Internet Service Provider (ISP)
4538,6,0.00021,China Education and Research Network Center,CN,Education and Research,"Colleges, Universities, and Professional Schools"
3215,6,0.00021,Orange S.A.,FR,Computer and Information Technology,Internet Service Provider (ISP)
17378,5,0.00017,"TierPoint, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
7018,5,0.00017,"AT&T Services, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
945,5,0.00017,hkgo LLC,TW,Computer and Information Technology,Internet Service Provider (ISP)
40509,5,0.00017,"Fly.io, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
216435,5,0.00017,Plim Mobile Telecom LLC,US,None,None
22773,5,0.00017,Cox Communications Inc.,US,Computer and Information Technology,Internet Service Provider (ISP)
57043,5,0.00017,HOSTKEY B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
134768,5,0.00017,CHINANET SHAANXI province Cloud Base network,CN,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
51088,5,0.00017,A2B IP B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
15557,5,0.00017,Societe Francaise Du Radiotelephone - SFR SA,FR,Computer and Information Technology,Internet Service Provider (ISP)
395747,5,0.00017,"Cloudflare, Inc.",US,Computer and Information Technology,Hosting and Cloud Provider
131486,5,0.00017,"Beijing Jingdong 360 Degree E-commerce Co., Ltd.",CN,"Museums, Libraries, and Entertainment","Recreation, Sports, and Performing Arts"
9806,5,0.00017,"Beijing Educational Information Network Service Center Co., Ltd",CN,Computer and Information Technology,None
197695,5,0.00017,"Domain names registrar REG.RU, Ltd",RU,Computer and Information Technology,None
3320,5,0.00017,Deutsche Telekom AG,DE,Computer and Information Technology,Internet Service Provider (ISP)
3462,5,0.00017,"Chunghwa Telecom Co., Ltd.",TW,Computer and Information Technology,Internet Service Provider (ISP)
12322,5,0.00017,Free SAS,FR,Computer and Information Technology,Internet Service Provider (ISP)
138997,5,0.00017,Eons Data Communications Limited,HK,Computer and Information Technology,Internet Service Provider (ISP)
27823,5,0.00017,Dattatec.com,AR,Computer and Information Technology,None
61323,5,0.00017,ANS ACADEMY LIMITED,GB,Computer and Information Technology,None
9443,5,0.00017,VOCUS PTY LTD,AU,Computer and Information Technology,Internet Service Provider (ISP)
11917,5,0.00017,WhatsApp,US,"Retail Stores, Wholesale, and E-commerce Sites",None
22697,5,0.00017,Roblox,US,Computer and Information Technology,Internet Service Provider (ISP)
50113,5,0.00017,NTX Technologies s.r.o.,CZ,Computer and Information Technology,Internet Service Provider (ISP)
48261,4,0.00014,socialimprove LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
209622,4,0.00014,uPress Inc,US,Computer and Information Technology,Software Development
8772,4,0.00014,NetAssist LLC,UA,Computer and Information Technology,Internet Service Provider (ISP)
202044,4,0.00014,"Getechbrothers, MB",LT,Computer and Information Technology,Internet Service Provider (ISP)
25198,4,0.00014,INTERKVM HOST SRL,RO,Computer and Information Technology,Internet Service Provider (ISP)
46997,4,0.00014,Black Mesa Corporation,US,Health Care Services,Other
12360,4,0.00014,KEVAG Telekom GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
19969,4,0.00014,"Joe's Datacenter, LLC",US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
198068,4,0.00014,P.A.G.M. OU,EE,Computer and Information Technology,None
3223,4,0.00014,Voxility LLP,GB,Computer and Information Technology,Internet Service Provider (ISP)
56655,4,0.00014,TerraHost AS,NO,Computer and Information Technology,Internet Service Provider (ISP)
60906,4,0.00014,Playdom B.V.,CW,Computer and Information Technology,Hosting and Cloud Provider
397224,4,0.00014,Neustar Security Services,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
20853,4,0.00014,eTOP sp. z o.o.,PL,Computer and Information Technology,Internet Service Provider (ISP)
397373,4,0.00014,H4Y Technologies LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
49981,4,0.00014,WorldStream B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
13030,4,0.00014,Init7 (Switzerland) Ltd.,CH,Computer and Information Technology,Internet Service Provider (ISP)
44974,4,0.00014,RegioNet Schweinfurt GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
56630,4,0.00014,Melbikomas UAB,LT,Computer and Information Technology,None
6315,4,0.00014,"XMission, L.C.",US,Computer and Information Technology,Internet Service Provider (ISP)
208492,4,0.00014,S.J.M. Steffann,NL,Community Groups and Nonprofits,"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)"
60032,4,0.00014,Coriolis Telecom SAS,FR,Computer and Information Technology,Internet Service Provider (ISP)
2497,4,0.00014,Internet Initiative Japan Inc.,JP,None,None
56041,4,0.00014,China Mobile Communications Corporation,CN,Computer and Information Technology,Internet Service Provider (ISP)
40676,4,0.00014,Psychz Networks,US,Computer and Information Technology,Hosting and Cloud Provider
134756,4,0.00014,China Telecom,CN,Computer and Information Technology,None
8767,4,0.00014,M-net Telekommunikations GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
200351,4,0.00014,Guanzhong Chen,CA,Education and Research,Other
397226,4,0.00014,Neustar Security Services,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
396982,4,0.00014,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
394346,4,0.00014,"KNIGHT POINT SYSTEMS, LLC",US,Computer and Information Technology,None
15130,3,0.0001,United States Department of Justice,US,Government and Public Administration,"Law Enforcement, Public Safety, and Justice"
54113,3,0.0001,"Fastly, Inc.",US,Computer and Information Technology,Software Development
41357,3,0.0001,34SP.com Limited,GB,Computer and Information Technology,Internet Service Provider (ISP)
12167,3,0.0001,LightWave Networks,US,Computer and Information Technology,Internet Service Provider (ISP)
62282,3,0.0001,UAB Rakrejus,LT,Computer and Information Technology,None
3214,3,0.0001,xTom GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
55818,3,0.0001,Corporate / Direct Member IDNIC,ID,Computer and Information Technology,Internet Service Provider (ISP)
45474,3,0.0001,NEXUSGUARD LIMITED,HK,Computer and Information Technology,Internet Service Provider (ISP)
200827,3,0.0001,vv Network Inc,US,Computer and Information Technology,None
16724,3,0.0001,WideOpenWest Finance LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
21342,3,0.0001,Akamai International B.V.,NL,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
21100,3,0.0001,ITL LLC,UA,Computer and Information Technology,None
4835,3,0.0001,China Telecom (Group),CN,Computer and Information Technology,Internet Service Provider (ISP)
209453,3,0.0001,GANDI SAS,FR,Computer and Information Technology,Internet Service Provider (ISP)
1921,3,0.0001,ipcom GmbH,AT,Computer and Information Technology,None
38,3,0.0001,University of Illinois,US,Health Care Services,None
134771,3,0.0001,"WENZHOU, ZHEJIANG Province, P.R.China.",CN,Computer and Information Technology,Internet Service Provider (ISP)
262459,3,0.0001,Osirnet Info Telecom Ltda.,BR,Computer and Information Technology,Internet Service Provider (ISP)
1136,3,0.0001,KPN B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
29014,3,0.0001,ScaleUp Technologies GmbH & Co. KG,DE,Computer and Information Technology,None
17428,3,0.0001,21vianet(China) Inc.,CN,Computer and Information Technology,Software Development
135967,3,0.0001,Bach Kim Network solutions Join stock company,VN,Computer and Information Technology,Hosting and Cloud Provider
210644,3,0.0001,AEZA INTERNATIONAL LTD,GB,None,None
198967,3,0.0001,BITel Gesellschaft fuer Telekommunikation mbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
138421,3,0.0001,China Unicom,CN,Computer and Information Technology,None
149513,3,0.0001,"Shenzhen lesuyun Network Technology Co., Ltd",CN,Computer and Information Technology,Internet Service Provider (ISP)
55990,3,0.0001,Huawei,CN,Computer and Information Technology,None
6233,3,0.0001,xTom,US,Computer and Information Technology,Hosting and Cloud Provider
44477,3,0.0001,STARK INDUSTRIES SOLUTIONS LTD,GB,Manufacturing,"Metal, Glass, Wood, and Paper Manufacturing"
42003,3,0.0001,LIBANTELECOM,LB,Computer and Information Technology,Internet Service Provider (ISP)
60893,3,0.0001,Art of Automation B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
207713,3,0.0001,GLOBAL INTERNET SOLUTIONS LLC,RU,Finance and Insurance,Insurance Carriers and Agencies
131445,2,7e-05,MAYBANK Data Center (Co-Location),TH,Computer and Information Technology,Internet Service Provider (ISP)
204490,2,7e-05,Kontel LLC,RU,Computer and Information Technology,Hosting and Cloud Provider
39572,2,7e-05,DataWeb Global Group B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
207996,2,7e-05,ungleich glarus ag,CH,Computer and Information Technology,Internet Service Provider (ISP)
9929,2,7e-05,CHINA UNICOM Industrial Internet Backbone,CN,Computer and Information Technology,Internet Service Provider (ISP)
135934,2,7e-05,ICT Center - Dong Thap Department of Information and Communications,VN,Service,"Law, Business, and Consulting Services"
43260,2,7e-05,DGN TEKNOLOJI A.S.,TR,Computer and Information Technology,Hosting and Cloud Provider
24961,2,7e-05,myLoc managed IT AG,DE,Computer and Information Technology,Internet Service Provider (ISP)
7539,2,7e-05,National Applied Research Laboratories,TW,Computer and Information Technology,None
140824,2,7e-05,VNIDC TECHNOLOGY COMPANY LIMITED,VN,None,None
62217,2,7e-05,Vinters IT Ltd,GB,Computer and Information Technology,None
45430,2,7e-05,MAYBANK Data Center (Co-Location),TH,Computer and Information Technology,Internet Service Provider (ISP)
23724,2,7e-05,"IDC, China Telecommunications Corporation",CN,Computer and Information Technology,Internet Service Provider (ISP)
49767,2,7e-05,Nej.cz s.r.o.,CZ,"Media, Publishing, and Broadcasting",Radio and Television Providers
151338,2,7e-05,POLONETWORK LIMITED,HK,Construction and Real Estate,Buildings (Residential or Commercial)
12668,2,7e-05,"LLC ""KomTehCentr""",RU,Computer and Information Technology,Internet Service Provider (ISP)
6848,2,7e-05,Telenet BVBA,BE,Computer and Information Technology,Internet Service Provider (ISP)
12849,2,7e-05,Hot-Net internet services Ltd.,IL,Computer and Information Technology,Internet Service Provider (ISP)
49544,2,7e-05,i3D.net B.V,NL,Computer and Information Technology,Internet Service Provider (ISP)
15600,2,7e-05,Quickline AG,CH,Computer and Information Technology,Internet Service Provider (ISP)
59626,2,7e-05,CONSCIA DANMARK A/S,DK,Computer and Information Technology,None
30781,2,7e-05,Free Pro SAS,FR,Computer and Information Technology,Internet Service Provider (ISP)
29075,2,7e-05,IELO-LIAZO SERVICES SAS,FR,Computer and Information Technology,Internet Service Provider (ISP)
149151,2,7e-05,VNSUN CLOUD COMPANY LIMITED,VN,None,None
41075,2,7e-05,ATW Internet Kft.,HU,Computer and Information Technology,Internet Service Provider (ISP)
133612,2,7e-05,Vodafone Australia Pty Ltd,AU,Computer and Information Technology,Internet Service Provider (ISP)
15725,2,7e-05,IKS Service GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
906,2,7e-05,DMIT Cloud Services,US,Computer and Information Technology,Internet Service Provider (ISP)
4811,2,7e-05,China Telecom (Group),CN,Computer and Information Technology,Internet Service Provider (ISP)
60939,2,7e-05,Fibrebay Network LLC,US,None,None
46887,2,7e-05,"Lightower Fiber Networks I, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
198412,2,7e-05,Rage4 Networks Limited,GB,Computer and Information Technology,Software Development
201178,2,7e-05,Euronet Telekomunikasyon A.S.,TR,Computer and Information Technology,None
7713,2,7e-05,Telekomunikasi Indonesia (PT),ID,Computer and Information Technology,Internet Service Provider (ISP)
10753,2,7e-05,"Level 3 Parent, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
1547,2,7e-05,"Societatea mixta pe actiuni de tip inchis ""Interdnestrcom""",MD,Computer and Information Technology,Internet Service Provider (ISP)
38631,2,7e-05,LINE Corporation,JP,None,None
12306,2,7e-05,Plus.line AG,DE,Computer and Information Technology,Internet Service Provider (ISP)
6718,2,7e-05,NAV COMMUNICATIONS SRL,RO,Computer and Information Technology,Internet Service Provider (ISP)
199467,2,7e-05,Sigai Network LTD,GB,None,None
27947,2,7e-05,Telconet S.A,EC,Computer and Information Technology,Internet Service Provider (ISP)
46841,2,7e-05,"Fork Networking, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
4230,2,7e-05,CLARO S.A.,BR,Computer and Information Technology,Internet Service Provider (ISP)
29749,2,7e-05,"Sinewave, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
