org_name,as,number of aliased prefix,ratio of aliased prefix,country,category,sub_category
PT XL Axiata Tbk,[24203],92,0.00323,ID,Computer and Information Technology,Internet Service Provider (ISP)
"Leaseweb USA, Inc.",[30633],92,0.00323,US,Computer and Information Technology,Internet Service Provider (ISP)
Bharti Airtel Limited,"[9498, 45609, 24560]",82,0.0028799999999999997,IN,Computer and Information Technology,Internet Service Provider (ISP)
Arelion Sweden AB,[1299],73,0.00256,SE,Computer and Information Technology,Internet Service Provider (ISP)
Performive LLC,[46562],71,0.00249,US,Computer and Information Technology,Internet Service Provider (ISP)
NetCologne Gesellschaft fur Telekommunikation mbH,[8422],62,0.00217,DE,Computer and Information Technology,Internet Service Provider (ISP)
TELECOM ITALIA SPARKLE S.p.A.,[6762],62,0.00217,IT,Computer and Information Technology,Internet Service Provider (ISP)
Megacore Technology Company Limited,[140810],61,0.00214,VN,Computer and Information Technology,Internet Service Provider (ISP)
Bouygues Telecom SA,[5410],58,0.00203,FR,Computer and Information Technology,Internet Service Provider (ISP)
"Comcast Cable Communications, LLC",[7922],57,0.002,US,Computer and Information Technology,Internet Service Provider (ISP)
Reliance Jio Infocomm Limited,[55836],57,0.002,IN,Computer and Information Technology,Internet Service Provider (ISP)
RETN Limited,[9002],53,0.00186,GB,Computer and Information Technology,Internet Service Provider (ISP)
Datacamp Limited,"[212238, 60068]",50,0.00176,GB,Computer and Information Technology,Internet Service Provider (ISP)
PrivateSystems Networks,[63410],48,0.00168,US,Computer and Information Technology,Internet Service Provider (ISP)
CHINA UNICOM Industrial Internet Backbone,"[4837, 9929]",47,0.00165,CN,Computer and Information Technology,Internet Service Provider (ISP)
Vietnam Posts and Telecommunications (VNPT),[45899],47,0.00165,VN,Computer and Information Technology,Internet Service Provider (ISP)
LeaseWeb Netherlands B.V.,[60781],47,0.00165,NL,Computer and Information Technology,None
Altinea SAS,[41405],45,0.00158,FR,Computer and Information Technology,None
I-SERVERS LTD,[209641],42,0.00147,GB,Education and Research,None
Latitude.sh,[396356],42,0.00147,US,Computer and Information Technology,Internet Service Provider (ISP)
InnoGames GmbH,[208058],42,0.00147,DE,"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",None
Bharat Sanchar Nigam Ltd,[9829],40,0.0014,IN,Computer and Information Technology,Internet Service Provider (ISP)
Rogers Communications Canada Inc.,[812],39,0.00137,CA,Computer and Information Technology,Internet Service Provider (ISP)
Telstra Corporation Limited,[1221],38,0.00133,AU,Service,"Law, Business, and Consulting Services"
Latitude.sh LTDA,[262287],36,0.00126,BR,Computer and Information Technology,Hosting and Cloud Provider
Republican Unitary Telecommunication Enterprise Beltelecom,[6697],34,0.00119,BY,Computer and Information Technology,Internet Service Provider (ISP)
China Mobile,"[24547, 9808, 24444, 24400]",34,0.0012100000000000001,CN,Computer and Information Technology,Internet Service Provider (ISP)
"GALAXYGATE, LLC",[397031],32,0.00112,US,Other,None
China Mobile Communications Corporation,"[56040, 56046, 56041, 134810, 56048]",32,0.0011400000000000002,CN,Computer and Information Technology,Internet Service Provider (ISP)
Vodafone Idea Ltd. (VIL),"[55644, 38266, 55410]",31,0.00109,IN,Computer and Information Technology,Internet Service Provider (ISP)
GTS Telecom SRL,[5606],31,0.00109,RO,Computer and Information Technology,Internet Service Provider (ISP)
One New Zealand Group Limited,[9500],31,0.00109,NZ,Computer and Information Technology,Internet Service Provider (ISP)
"RACKTECH CO., LTD.",[204916],31,0.00109,TH,None,None
Triple T Broadband Public Company Limited,[45758],30,0.00105,TH,Computer and Information Technology,Internet Service Provider (ISP)
Bell Canada,[577],29,0.00102,CA,Computer and Information Technology,Internet Service Provider (ISP)
"IT business solutions, MB",[205227],27,0.00095,LT,Computer and Information Technology,Hosting and Cloud Provider
Delta Ltd,[213220],25,0.00088,RU,Computer and Information Technology,Internet Service Provider (ISP)
TELUS Communications Inc.,[852],25,0.00088,CA,Computer and Information Technology,Internet Service Provider (ISP)
China Telecom,"[140903, 137702, 134756, 140345, 140061]",24,0.0008500000000000001,CN,Computer and Information Technology,None
Proximus NV,[5432],24,0.00084,BE,Computer and Information Technology,Internet Service Provider (ISP)
One.com A/S,[51468],24,0.00084,DK,Computer and Information Technology,None
"Taiwan Fixed Network, Telco and Network Service Provider.",[9924],22,0.00077,TW,Computer and Information Technology,Internet Service Provider (ISP)
KOMRO Gesellschaft fuer Telekommunikation mit beschraenkter Haftung,[29413],22,0.00077,DE,Computer and Information Technology,Internet Service Provider (ISP)
CONTRUST SOLUTIONS S.R.L.,[205745],21,0.00074,MD,None,None
Neustar Security Services,"[397232, 397226, 397224]",21,0.0007399999999999999,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
"No.31,Jin-rong Street",[4134],21,0.00074,CN,Computer and Information Technology,Internet Service Provider (ISP)
"HAProxy Technologies, Inc.",[11019],21,0.00074,US,Computer and Information Technology,Computer and Network Security
"trafficforce, UAB","[212144, 201341]",21,0.00074,LT,Computer and Information Technology,Software Development
FranTech Solutions,[53667],20,0.0007,US,Computer and Information Technology,Hosting and Cloud Provider
HKBN Enterprise Solutions HK Limited,[9381],20,0.0007,HK,Computer and Information Technology,Internet Service Provider (ISP)
China Mobile International Limited,[58453],19,0.00067,HK,Computer and Information Technology,Internet Service Provider (ISP)
Tele2 Sverige AB,[1257],19,0.00067,SE,Computer and Information Technology,Internet Service Provider (ISP)
Starhub Ltd.,[4657],19,0.00067,SG,Computer and Information Technology,Internet Service Provider (ISP)
CAT Telecom Public Company Limited,[4651],18,0.00063,TH,Computer and Information Technology,Internet Service Provider (ISP)
Dimension Data,"[10474, 3741]",18,0.0006299999999999999,ZA,Computer and Information Technology,Internet Service Provider (ISP)
Groupe LWS SARL,[210403],17,0.0006,FR,None,None
FUNPAR - Fundacao da UFPR para o DCTC,[10881],17,0.0006,BR,Education and Research,None
"Fundacao para a Ciencia e a Tecnologia, I.P.",[1930],16,0.00056,PT,Computer and Information Technology,Internet Service Provider (ISP)
"StackPath, LLC.",[33438],16,0.00056,US,Computer and Information Technology,Computer and Network Security
Saudi Telecom Company JSC,[25019],16,0.00056,SA,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
Association FAImaison,[203432],15,0.00053,FR,Community Groups and Nonprofits,Other
Fiber Operator B.V.,[207375],15,0.00053,NL,Computer and Information Technology,Internet Service Provider (ISP)
"QTnet,Inc.",[7679],15,0.00053,JP,None,None
Xplornet Communications Inc.,[22995],14,0.00049,CA,Computer and Information Technology,Internet Service Provider (ISP)
Swisscom (Schweiz) AG,[3303],14,0.00049,CH,Computer and Information Technology,Internet Service Provider (ISP)
TPG Internet Pty Ltd,[7545],14,0.00049,AU,Computer and Information Technology,Internet Service Provider (ISP)
Blacknight Internet Solutions Limited,[39122],14,0.00049,IE,Computer and Information Technology,Software Development
Kirino LLC,[41378],14,0.00049,US,Computer and Information Technology,Internet Service Provider (ISP)
"Atria Convergence Technologies Pvt. Ltd.,",[24309],14,0.00049,IN,Computer and Information Technology,Internet Service Provider (ISP)
Securebit AG,[58057],14,0.00049,CH,Computer and Information Technology,Internet Service Provider (ISP)
MonoCloud Pty Ltd,[149485],14,0.00049,AU,"Media, Publishing, and Broadcasting",Online Informational Content
Ford Motor Company,[3389],13,0.00046,US,"Freight, Shipment, and Postal Services",None
Jordan Telecommunications PSC,[8697],13,0.00046,JO,Computer and Information Technology,Internet Service Provider (ISP)
Telstra International Limited,[4637],13,0.00046,HK,Computer and Information Technology,Internet Service Provider (ISP)
Constantine Cybersecurity Ltd.,[211298],13,0.00046,GB,Computer and Information Technology,None
MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,[8657],13,0.00046,PT,Computer and Information Technology,Internet Service Provider (ISP)
"ChoicePoint, Inc.",[25923],13,0.00046,US,Computer and Information Technology,Software Development
Sprious LLC,[64267],12,0.00042,US,Computer and Information Technology,Internet Service Provider (ISP)
"Grupo Loading Systems, S.L.",[198066],12,0.00042,ES,Computer and Information Technology,Internet Service Provider (ISP)
National Chung Hsing University,[1659],12,0.00042,TW,Education and Research,"Colleges, Universities, and Professional Schools"
Internet Rimon LTD,[42925],12,0.00042,IL,Computer and Information Technology,Internet Service Provider (ISP)
Maxis Broadband Sdn Bhd,[9534],12,0.00042,MY,Computer and Information Technology,Internet Service Provider (ISP)
PLUSWEB SUNUCU INTERNET HIZMETLERI TICARET LIMITED SIRKETI,[210107],12,0.00042,TR,Computer and Information Technology,Internet Service Provider (ISP)
"Nocix, LLC",[33387],11,0.00039,US,Computer and Information Technology,Internet Service Provider (ISP)
Essener Systemhaus,[205807],11,0.00039,DE,Computer and Information Technology,None
"NOS COMUNICACOES, S.A.",[2860],11,0.00039,PT,Computer and Information Technology,Internet Service Provider (ISP)
24 SHELLS,[55081],11,0.00039,US,Computer and Information Technology,Internet Service Provider (ISP)
WorldLink Communications,[17501],10,0.00035,NP,Computer and Information Technology,Internet Service Provider (ISP)
LLC Vpsville,[59504],10,0.00035,RU,Computer and Information Technology,Software Development
CONTROLD INC.,[398962],10,0.00035,CA,Community Groups and Nonprofits,Other
Free Range Cloud Hosting Inc.,[53356],10,0.00035,CA,Computer and Information Technology,Internet Service Provider (ISP)
JSC IOT,[29182],10,0.00035,RU,Computer and Information Technology,None
TM TECHNOLOGY SERVICES SDN BHD,[4788],9,0.00032,MY,Computer and Information Technology,Internet Service Provider (ISP)
Clouvider Limited,[62240],9,0.00032,GB,Computer and Information Technology,Internet Service Provider (ISP)
OVH SAS,[16276],9,0.00032,FR,Computer and Information Technology,Hosting and Cloud Provider
IMPERVA INC,[62571],9,0.00032,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
"Tianjij,300000",[58542],9,0.00032,CN,Computer and Information Technology,Internet Service Provider (ISP)
AltusHost B.V.,[51430],9,0.00032,NL,Computer and Information Technology,Internet Service Provider (ISP)
SIXNET OPERATION LTD,[198231],9,0.00032,GB,None,None
Local Loop Oy,[204779],8,0.00028,FI,Computer and Information Technology,Software Development
JSC RTComm.RU,[8342],8,0.00028,RU,Computer and Information Technology,Internet Service Provider (ISP)
Arcade Solutions AG,[51873],8,0.00028,CH,Computer and Information Technology,Internet Service Provider (ISP)
RADISHCLOUD TECHNOLOGY LLC,[201217],8,0.00028,US,None,None
Intergrid Group Pty Ltd,[133480],8,0.00028,AU,Computer and Information Technology,Internet Service Provider (ISP)
IP SERVER LLC,[44812],8,0.00028,RU,Computer and Information Technology,Internet Service Provider (ISP)
SCALEWAY S.A.S.,[12876],8,0.00028,FR,Computer and Information Technology,None
LoudTronix Inc.,[205212],8,0.00028,CA,Community Groups and Nonprofits,Other
"LLC ""MASTERHOST""",[25532],8,0.00028,RU,Computer and Information Technology,Software Development
Data102,[17185],8,0.00028,US,Computer and Information Technology,Internet Service Provider (ISP)
"Limelight Networks, Inc.",[22822],8,0.00028,US,Computer and Information Technology,Internet Service Provider (ISP)
NETBUDUR TELEKOMUNIKASYON LIMITED SIRKETI,[202505],8,0.00028,TR,Computer and Information Technology,Hosting and Cloud Provider
DEFSOLUTION LLC,[197992],8,0.00028,US,None,None
Latvijas Mobilais Telefons SIA,[24921],8,0.00028,LV,Computer and Information Technology,Internet Service Provider (ISP)
Turk Telekomunikasyon Anonim Sirketi,[9121],7,0.00025,TR,Computer and Information Technology,Internet Service Provider (ISP)
China Unicom,"[138421, 4808, 136959, 140716, 17816]",7,0.00026,CN,Computer and Information Technology,None
EGIHosting,[18779],7,0.00025,US,Computer and Information Technology,Internet Service Provider (ISP)
telematis Netzwerke GmbH,[61967],7,0.00025,DE,Computer and Information Technology,None
China Telecom (Group),"[4835, 4811, 4812]",7,0.00025,CN,Computer and Information Technology,Internet Service Provider (ISP)
"Mega Cable, S.A. de C.V.",[13999],7,0.00025,MX,Computer and Information Technology,Internet Service Provider (ISP)
DIGITAL NETWORK S.R.L.,[212786],7,0.00025,MD,Computer and Information Technology,Hosting and Cloud Provider
CLDIN B.V.,[48635],7,0.00025,NL,Computer and Information Technology,Hosting and Cloud Provider
Individual Network Berlin e.V.,[29670],7,0.00025,DE,Community Groups and Nonprofits,None
"GridFury, LLC",[40630],6,0.00021,US,Computer and Information Technology,Internet Service Provider (ISP)
Cogent Communications,[174],6,0.00021,US,Computer and Information Technology,Internet Service Provider (ISP)
Orange S.A.,[3215],6,0.00021,FR,Computer and Information Technology,Internet Service Provider (ISP)
Psychz Networks,[40676],6,0.00021,US,Computer and Information Technology,Hosting and Cloud Provider
EuroByte LLC,[210079],6,0.00021,RU,Construction and Real Estate,"Civil Engineering Construction (Utility Lines, Roads and Bridges)"
firstcolo GmbH,[44066],6,0.00021,DE,Computer and Information Technology,Internet Service Provider (ISP)
WhatsApp,[11917],5,0.00018,US,"Retail Stores, Wholesale, and E-commerce Sites",None
VOCUS PTY LTD,[9443],5,0.00018,AU,Computer and Information Technology,Internet Service Provider (ISP)
QuadraNet Enterprises LLC,[8100],5,0.00018,US,Computer and Information Technology,Computer and Network Security
Eons Data Communications Limited,[138997],5,0.00018,HK,Computer and Information Technology,Internet Service Provider (ISP)
Hivelocity Inc,[61317],5,0.00018,US,Computer and Information Technology,None
Plim Mobile Telecom LLC,[216435],5,0.00018,US,None,None
CHINANET SHAANXI province Cloud Base network,[134768],5,0.00018,CN,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
NTX Technologies s.r.o.,[50113],5,0.00018,CZ,Computer and Information Technology,Internet Service Provider (ISP)
PT. Telekomunikasi Selular,[23693],5,0.00018,ID,Computer and Information Technology,Internet Service Provider (ISP)
China Education and Research Network Center,[4538],5,0.00018,CN,Education and Research,"Colleges, Universities, and Professional Schools"
Vetenskapsradet / SUNET,[1653],5,0.00018,SE,Computer and Information Technology,Internet Service Provider (ISP)
"Eagle Sky Co., Lt",[55303],5,0.00018,BZ,Computer and Information Technology,Hosting and Cloud Provider
Societe Francaise Du Radiotelephone - SFR SA,[15557],5,0.00018,FR,Computer and Information Technology,Internet Service Provider (ISP)
Satnet,[14522],5,0.00018,EC,Computer and Information Technology,Internet Service Provider (ISP)
Free SAS,[12322],5,0.00018,FR,Computer and Information Technology,Internet Service Provider (ISP)
"Beijing Jingdong 360 Degree E-commerce Co., Ltd.",[131486],5,0.00018,CN,"Museums, Libraries, and Entertainment","Recreation, Sports, and Performing Arts"
"Domain names registrar REG.RU, Ltd",[197695],5,0.00018,RU,Computer and Information Technology,None
GNET Internet Telekomunikasyon A.S.,[42846],5,0.00018,TR,Computer and Information Technology,Internet Service Provider (ISP)
Infomaniak Network SA,[29222],5,0.00018,CH,Computer and Information Technology,None
Roblox,[22697],5,0.00018,US,Computer and Information Technology,Internet Service Provider (ISP)
National Applied Research Laboratories,[7539],4,0.00014,TW,Computer and Information Technology,None
Init7 (Switzerland) Ltd.,[13030],4,0.00014,CH,Computer and Information Technology,Internet Service Provider (ISP)
RegioNet Schweinfurt GmbH,[44974],4,0.00014,DE,Computer and Information Technology,Internet Service Provider (ISP)
Playdom B.V.,[60906],4,0.00014,CW,Computer and Information Technology,Hosting and Cloud Provider
ScaleUp Technologies GmbH & Co. KG,[29014],4,0.00014,DE,Computer and Information Technology,None
INTERKVM HOST SRL,[25198],4,0.00014,RO,Computer and Information Technology,Internet Service Provider (ISP)
KEVAG Telekom GmbH,[12360],4,0.00014,DE,Computer and Information Technology,Internet Service Provider (ISP)
S.J.M. Steffann,[208492],4,0.00014,NL,Community Groups and Nonprofits,"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)"
"KNIGHT POINT SYSTEMS, LLC",[394346],4,0.00014,US,Computer and Information Technology,None
LightWave Networks,"[12167, 26527]",4,0.00015000000000000001,US,Computer and Information Technology,Internet Service Provider (ISP)
Melbikomas UAB,[56630],4,0.00014,LT,Computer and Information Technology,None
Internet Initiative Japan Inc.,[2497],4,0.00014,JP,None,None
M-net Telekommunikations GmbH,[8767],4,0.00014,DE,Computer and Information Technology,Internet Service Provider (ISP)
Quickline AG,[15600],4,0.00014,CH,Computer and Information Technology,Internet Service Provider (ISP)
Verizon Business,"[701, 6167]",4,0.00015000000000000001,US,Computer and Information Technology,Internet Service Provider (ISP)
ANS ACADEMY LIMITED,[61323],4,0.00014,GB,Computer and Information Technology,None
Deutsche Telekom AG,[3320],4,0.00014,DE,Computer and Information Technology,Internet Service Provider (ISP)
eTOP sp. z o.o.,[20853],4,0.00014,PL,Computer and Information Technology,Internet Service Provider (ISP)
hkgo LLC,[945],4,0.00014,TW,Computer and Information Technology,Internet Service Provider (ISP)
ipcom GmbH,"[1921, 207021]",4,0.00015000000000000001,AT,Computer and Information Technology,None
"Beijing Educational Information Network Service Center Co., Ltd",[9806],4,0.00014,CN,Computer and Information Technology,None
"XMission, L.C.",[6315],4,0.00014,US,Computer and Information Technology,Internet Service Provider (ISP)
Cox Communications Inc.,[22773],4,0.00014,US,Computer and Information Technology,Internet Service Provider (ISP)
Coriolis Telecom SAS,[60032],4,0.00014,FR,Computer and Information Technology,Internet Service Provider (ISP)
Voxility LLP,[3223],4,0.00014,GB,Computer and Information Technology,Internet Service Provider (ISP)
"Chunghwa Telecom Co., Ltd.",[3462],4,0.00014,TW,Computer and Information Technology,Internet Service Provider (ISP)
uPress Inc,[209622],4,0.00014,US,Computer and Information Technology,Software Development
Guanzhong Chen,[200351],4,0.00014,CA,Education and Research,Other
H4Y Technologies LLC,[397373],4,0.00014,US,Computer and Information Technology,Internet Service Provider (ISP)
Dattatec.com,[27823],4,0.00014,AR,Computer and Information Technology,None
"TierPoint, LLC",[17378],4,0.00014,US,Computer and Information Technology,Internet Service Provider (ISP)
TerraHost AS,[56655],4,0.00014,NO,Computer and Information Technology,Internet Service Provider (ISP)
xTom,"[6233, 949]",4,0.00015000000000000001,US,Computer and Information Technology,Hosting and Cloud Provider
Hot-Net internet services Ltd.,[12849],3,0.00011,IL,Computer and Information Technology,Internet Service Provider (ISP)
Corporate / Direct Member IDNIC,[55818],3,0.00011,ID,Computer and Information Technology,Internet Service Provider (ISP)
Bach Kim Network solutions Join stock company,[135967],3,0.00011,VN,Computer and Information Technology,Hosting and Cloud Provider
Oman Telecommunications Company (S.A.O.G),[28885],3,0.00011,OM,Computer and Information Technology,None
KPN B.V.,[1136],3,0.00011,NL,Computer and Information Technology,Internet Service Provider (ISP)
"Shenzhen lesuyun Network Technology Co., Ltd",[149513],3,0.00011,CN,Computer and Information Technology,Internet Service Provider (ISP)
A2B IP B.V.,[51088],3,0.00011,NL,Computer and Information Technology,Internet Service Provider (ISP)
socialimprove LLC,[48261],3,0.00011,US,Computer and Information Technology,Internet Service Provider (ISP)
SatGate LLC,[30721],3,0.00011,RU,Computer and Information Technology,Internet Service Provider (ISP)
NetAssist LLC,[8772],3,0.00011,UA,Computer and Information Technology,Internet Service Provider (ISP)
LIBANTELECOM,[42003],3,0.00011,LB,Computer and Information Technology,Internet Service Provider (ISP)
Network Management Ltd,[205125],3,0.00011,SC,Computer and Information Technology,Software Development
34SP.com Limited,[41357],3,0.00011,GB,Computer and Information Technology,Internet Service Provider (ISP)
NEXUSGUARD LIMITED,[45474],3,0.00011,HK,Computer and Information Technology,Internet Service Provider (ISP)
BITel Gesellschaft fuer Telekommunikation mbH,[198967],3,0.00011,DE,Computer and Information Technology,Internet Service Provider (ISP)
vv Network Inc,[200827],3,0.00011,US,Computer and Information Technology,None
MAYBANK Data Center (Co-Location),"[131445, 45430]",3,0.00010999999999999999,TH,Computer and Information Technology,Internet Service Provider (ISP)
"AT&T Services, Inc.",[7018],3,0.00011,US,Computer and Information Technology,Internet Service Provider (ISP)
Petersburg Internet Network ltd.,[34665],3,0.00011,RU,Computer and Information Technology,Internet Service Provider (ISP)
"Getechbrothers, MB",[202044],3,0.00011,LT,Computer and Information Technology,Internet Service Provider (ISP)
GLOBAL INTERNET SOLUTIONS LLC,[207713],3,0.00011,RU,Finance and Insurance,Insurance Carriers and Agencies
GANDI SAS,[209453],3,0.00011,FR,Computer and Information Technology,Internet Service Provider (ISP)
"WENZHOU, ZHEJIANG Province, P.R.China.",[134771],3,0.00011,CN,Computer and Information Technology,Internet Service Provider (ISP)
IONOS SE,[8560],3,0.00011,DE,Computer and Information Technology,Internet Service Provider (ISP)
HOSTKEY B.V.,[57043],3,0.00011,NL,Computer and Information Technology,Internet Service Provider (ISP)
Art of Automation B.V.,[60893],3,0.00011,NL,Computer and Information Technology,Internet Service Provider (ISP)
"Joe's Datacenter, LLC",[19969],3,0.00011,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
NAV COMMUNICATIONS SRL,[6718],2,7e-05,RO,Computer and Information Technology,Internet Service Provider (ISP)
CLARO S.A.,[4230],2,7e-05,BR,Computer and Information Technology,Internet Service Provider (ISP)
NAU Country Insurance Company,[397277],2,7e-05,US,"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",None
Nej.cz s.r.o.,[49767],2,7e-05,CZ,"Media, Publishing, and Broadcasting",Radio and Television Providers
STARK INDUSTRIES SOLUTIONS LTD,[44477],2,7e-05,GB,Manufacturing,"Metal, Glass, Wood, and Paper Manufacturing"
Zenlayer Inc,[21859],2,7e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
CONSCIA DANMARK A/S,[59626],2,7e-05,DK,Computer and Information Technology,None
Shenzhen Tencent Computer Systems Company Limited,[45090],2,7e-05,CN,Computer and Information Technology,Other
WideOpenWest Finance LLC,[16724],2,7e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
CERNET2 IX at South China University of Technology,[24357],2,7e-05,CN,Education and Research,"Colleges, Universities, and Professional Schools"
WorldStream B.V.,[49981],2,7e-05,NL,Computer and Information Technology,Internet Service Provider (ISP)
Huawei,[55990],2,7e-05,CN,Computer and Information Technology,None
"SICLOUD INFORMATION TECHNOLOGY (HONGKONG) CO., LIMITED",[149042],2,7e-05,HK,None,None
Netservers Limited,[35826],2,7e-05,GB,Computer and Information Technology,Internet Service Provider (ISP)
"Qingdao,266000",[58541],2,7e-05,CN,Computer and Information Technology,Internet Service Provider (ISP)
3xK Tech GmbH,[200373],2,7e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
AEZA INTERNATIONAL LTD,[210644],2,7e-05,GB,None,None
xTom GmbH,[3214],2,7e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
Rage4 Networks Limited,[198412],2,7e-05,GB,Computer and Information Technology,Software Development
Plus.line AG,[12306],2,7e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
ATW Internet Kft.,[41075],2,7e-05,HU,Computer and Information Technology,Internet Service Provider (ISP)
ungleich glarus ag,[207996],2,7e-05,CH,Computer and Information Technology,Internet Service Provider (ISP)
Renater,[2200],2,7e-05,FR,Computer and Information Technology,Internet Service Provider (ISP)
PT. INDOSAT Tbk,[4761],2,7e-05,ID,Computer and Information Technology,Internet Service Provider (ISP)
POLONETWORK LIMITED,[151338],2,7e-05,HK,Construction and Real Estate,Buildings (Residential or Commercial)
"Automattic, Inc",[2635],2,7e-05,US,"Media, Publishing, and Broadcasting",None
"Robert Meyer trading as ""Mittwald CM Service GmbH & Co. KG""",[15817],2,7e-05,DE,Computer and Information Technology,Hosting and Cloud Provider
Osirnet Info Telecom Ltda.,[262459],2,7e-05,BR,Computer and Information Technology,Internet Service Provider (ISP)
myLoc managed IT AG,[24961],2,7e-05,DE,Computer and Information Technology,Internet Service Provider (ISP)
Office of Info.Tech. Admin. for Educational Development,"[4621, 132879]",2,8e-05,TH,Computer and Information Technology,Internet Service Provider (ISP)
OOO VPS,[200487],2,7e-05,RU,Computer and Information Technology,Hosting and Cloud Provider
Nova Telecommunications & Media Single Member S.A,[1241],2,7e-05,GR,Computer and Information Technology,Internet Service Provider (ISP)
i3D.net B.V,[49544],2,7e-05,NL,Computer and Information Technology,Internet Service Provider (ISP)
Black Mesa Corporation,[46997],2,7e-05,US,Health Care Services,Other
Newserverlife LLC,[49791],2,7e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
CentralNic Ltd,"[203961, 204055]",2,8e-05,GB,Computer and Information Technology,None
Signet B.V.,[35470],2,7e-05,NL,Computer and Information Technology,Hosting and Cloud Provider
"LLC ""Internet Tehnologii""",[45027],2,7e-05,RU,Computer and Information Technology,Software Development
Vodafone Group PLC,[1273],2,7e-05,EU,Computer and Information Technology,Internet Service Provider (ISP)
DMIT Cloud Services,[906],2,7e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
DataWeb Global Group B.V.,[39572],2,7e-05,NL,Computer and Information Technology,Internet Service Provider (ISP)
Denpa Ltd.,[131662],2,7e-05,TW,Service,"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)"
21vianet(China) Inc.,[17428],2,7e-05,CN,Computer and Information Technology,Software Development
LINE Corporation,[38631],2,7e-05,JP,None,None
"GENERAL COMMUNICATION, INC.",[8047],2,7e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
Kontel LLC,[204490],2,7e-05,RU,Computer and Information Technology,Hosting and Cloud Provider
Vinters IT Ltd,[62217],2,7e-05,GB,Computer and Information Technology,None
FunkFeuer Wien - Verein zur Foerderung freier Netze,[35492],2,7e-05,AT,Community Groups and Nonprofits,None
United States Department of Justice,[15130],2,7e-05,US,Government and Public Administration,"Law Enforcement, Public Safety, and Justice"
"Fork Networking, LLC",[46841],2,7e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
"Fly.io, Inc.",[40509],2,7e-05,US,Computer and Information Technology,Internet Service Provider (ISP)
Euronet Telekomunikasyon A.S.,[201178],2,7e-05,TR,Computer and Information Technology,None
VNSUN CLOUD COMPANY LIMITED,[149151],2,7e-05,VN,None,None
